id,name,url,protected,pinned_tweet_id,profile_image_url,username,public_metrics,description,entities,verified,location
1346960699382235136,bethan,https://t.co/4KQNYnxG8m,False,1.3928668192670392e+18,https://pbs.twimg.com/profile_images/1520763744447565824/Ds9lLrpu_normal.jpg,wclkingmusical,"{'followers_count': 167, 'following_count': 177, 'tweet_count': 4623, 'listed_count': 0}","more than anything, ronnie, i just want you to be happy.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4KQNYnxG8m', 'expanded_url': 'https://walkingmusical.tumblr.com', 'display_url': 'walkingmusical.tumblr.com'}]}}",False,25 | bi | autistic | she/her
1319366366785396736,beth the ninth || No More BS: Mental Health Writer,https://t.co/vyZlgCFYex,False,1.5186260613654897e+18,https://pbs.twimg.com/profile_images/1521000028646563842/-p5oZOpy_normal.jpg,iambookmad,"{'followers_count': 738, 'following_count': 514, 'tweet_count': 7032, 'listed_count': 5}",she/they. freelance. writer. reader. autistic. queer. gideon the ninth trash. to work with me email: bethsaundersfreelance@gmail.com (views are my own),"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vyZlgCFYex', 'expanded_url': 'https://iambookmad.com/no-more-bs-writing-services/', 'display_url': 'iambookmad.com/no-more-bs-wri…'}]}}",False,"North West, England"
239961785,HC,,False,,https://pbs.twimg.com/profile_images/1225467399949910016/I10QEpH6_normal.jpg,snotandtots,"{'followers_count': 185, 'following_count': 655, 'tweet_count': 3191, 'listed_count': 3}",,,False,
1479453879725031424,Bill Clarke,,False,,https://pbs.twimg.com/profile_images/1479467473099534340/TiZ8tQDz_normal.jpg,axixicmusic1,"{'followers_count': 45, 'following_count': 488, 'tweet_count': 586, 'listed_count': 0}","Singer-songwriter. Expat Canadian living full-time in Mexico. Fair warning: I sometimes post NSFW.

Unable to recover my account so starting again from scratch.",,False,"Cuernavaca. Morelos, Mexico"
760158163,jamie sandvoss,,False,,https://pbs.twimg.com/profile_images/1386356850346631168/b6qAbDy7_normal.jpg,j_voss83,"{'followers_count': 21, 'following_count': 150, 'tweet_count': 325, 'listed_count': 0}","just a girl, mom, dog mom, and a lover of books 📚.",,False,
1122722634456817664,Gabo Gajardo 🌳,,False,,https://pbs.twimg.com/profile_images/1503766846209728513/gZZxOQV1_normal.jpg,gabgajardo,"{'followers_count': 139, 'following_count': 522, 'tweet_count': 1141, 'listed_count': 1}","Otaku y casi periodista.
Azul 🤟💙❤.",,False,
59999868,raaaaandy,,False,,https://pbs.twimg.com/profile_images/819371953517711362/RVTzReRq_normal.jpg,sirrahca,"{'followers_count': 147, 'following_count': 810, 'tweet_count': 3799, 'listed_count': 7}",,,False,"Richmond, VA"
20636037,MJA,,False,1.1725684599782973e+18,https://pbs.twimg.com/profile_images/835534255988027392/sMHa3lnx_normal.jpg,MJA773,"{'followers_count': 400, 'following_count': 1243, 'tweet_count': 82190, 'listed_count': 0}",,,False,chicago
365706884,ℳαяια 💫,https://t.co/WSkYJIbWZG,False,1.2631307346944082e+18,https://pbs.twimg.com/profile_images/1514336555170680835/TMxCIt36_normal.jpg,mariasg91,"{'followers_count': 838, 'following_count': 2493, 'tweet_count': 78432, 'listed_count': 5}",Altair no brillará más si tapáis a Adhara con la punta del dedo.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WSkYJIbWZG', 'expanded_url': 'https://instagram.com/mariasg91', 'display_url': 'instagram.com/mariasg91'}]}}",False,#SempiternoTour
236724075,• GÅrŸ •,,False,1.488235535101571e+18,https://pbs.twimg.com/profile_images/1489393401539796998/imU1y2PY_normal.jpg,hazardoflove,"{'followers_count': 683, 'following_count': 808, 'tweet_count': 32325, 'listed_count': 6}",The Jacksonville Jaguars are a poverty franchise,,False,"Virginia, USA"
21940353,Evan,https://t.co/1bUeqqtqeS,False,1.51872671130257e+18,https://pbs.twimg.com/profile_images/1475311645358395398/fY44uQND_normal.jpg,Wexplorations,"{'followers_count': 664, 'following_count': 463, 'tweet_count': 78446, 'listed_count': 18}",A teacher and photographer from Miami. Always planning my next National Park visit. A longed for wave of justice can rise... and hope and history can rhyme.🗽🦉,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1bUeqqtqeS', 'expanded_url': 'https://www.instagram.com/wexplorations/', 'display_url': 'instagram.com/wexplorations/'}]}}",False,"Miami, FL"
2909984559,Danaus,,False,,https://pbs.twimg.com/profile_images/1469150859497979905/W5Xp2PIA_normal.jpg,crisza68,"{'followers_count': 17, 'following_count': 53, 'tweet_count': 170, 'listed_count': 0}","Vamos a volar como las mariposas.
Solo un poco de paciencia, primero se debe ser oruga.",,False,
550427558,Brent Collins,,False,,https://pbs.twimg.com/profile_images/1506217444872015879/-n0Xy-WX_normal.jpg,BrentCollins20,"{'followers_count': 217, 'following_count': 319, 'tweet_count': 14771, 'listed_count': 0}",Contributing the bare minimum to @Twitter since 1987.,"{'description': {'mentions': [{'start': 33, 'end': 41, 'username': 'Twitter'}]}}",False,"Columbus, OH"
1054020838830338048,𝕾𝖊𝖗𝖌𝖊𝖞 𝕸. 𝕾𝖎𝖌𝖚𝖑𝖞𝖆,https://t.co/oqUrVYv6Hs,False,1.5000426863378555e+18,https://pbs.twimg.com/profile_images/1484998466006921220/JLV9TyGZ_normal.jpg,IT_ARK_CEO,"{'followers_count': 686, 'following_count': 930, 'tweet_count': 38984, 'listed_count': 5}","«Сила в правде, у кого правда, тот и сильнее». За правду, за справедливость, за здравомыслие. Технократ, спортсмен, бизнесмен, it-шник, патриот, атеист и циник.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oqUrVYv6Hs', 'expanded_url': 'http://it-ark.ru', 'display_url': 'it-ark.ru'}]}}",False,"Город-герой Ленинград, Россия"
866621587558195200,Hubble 🇨🇦,,False,,https://pbs.twimg.com/profile_images/1516471413456179208/tTJnnQUt_normal.jpg,Hubble_BTerrier,"{'followers_count': 3385, 'following_count': 553, 'tweet_count': 39913, 'listed_count': 9}","I'm a Border Terrier, born March 2017 in Nova Scotia, Canada. Lover of the great outdoors. Quick to learn, slow to obey.",,False,"Halifax, Nova Scotia"
1242704611,mid,,False,1.5213141747223634e+18,https://pbs.twimg.com/profile_images/1518990864927924224/PT2SGoF0_normal.jpg,4b0z,"{'followers_count': 25, 'following_count': 164, 'tweet_count': 262, 'listed_count': 0}",just have fun with it and be a good person,,False,California
14295475,Austin McCollum,http://t.co/U90cyhOKBS,False,,https://pbs.twimg.com/profile_images/1196710632/250px-R5d4_normal.jpg,austinmc,"{'followers_count': 155, 'following_count': 113, 'tweet_count': 2629, 'listed_count': 2}",fydibohf 23 spdlt!!,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/U90cyhOKBS', 'expanded_url': 'http://social.technet.microsoft.com/profile/austin%20mccollum/', 'display_url': 'social.technet.microsoft.com/profile/austin…'}]}}",False,"Euless, TX"
817529752781144064,Roger Reichardt 🇺🇦,https://t.co/BkS4QjDjGg,False,1.5107779767529103e+18,https://pbs.twimg.com/profile_images/1467129290743549954/6_vT7F-Z_normal.jpg,NintendRog,"{'followers_count': 4434, 'following_count': 4245, 'tweet_count': 16903, 'listed_count': 43}","Husband/Dad/Games Journalists/Designer/
Staff Writer at @purenintendo /host of The Gamerheads Podcast https://t.co/ONn7LXO9hM /opinions are my own","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BkS4QjDjGg', 'expanded_url': 'http://www.purenintendo.com', 'display_url': 'purenintendo.com'}]}, 'description': {'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/ONn7LXO9hM', 'expanded_url': 'http://gamerheadspodcast.com', 'display_url': 'gamerheadspodcast.com'}], 'mentions': [{'start': 56, 'end': 69, 'username': 'purenintendo'}]}}",False,United States
525122786,jelz,https://t.co/tJwBjhlNsh,False,1.477306666999636e+18,https://pbs.twimg.com/profile_images/1347549155606945792/PNQxsKco_normal.jpg,anjellycax,"{'followers_count': 238, 'following_count': 194, 'tweet_count': 31683, 'listed_count': 4}",my brain's dumpsite,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tJwBjhlNsh', 'expanded_url': 'http://anjellycax.tumblr.com', 'display_url': 'anjellycax.tumblr.com'}]}}",False,Singapore
861079614017478656,Prairiegirl,,False,,https://pbs.twimg.com/profile_images/1485316144944746497/CJaOMHgN_normal.jpg,DShanel4,"{'followers_count': 4, 'following_count': 162, 'tweet_count': 898, 'listed_count': 1}",,,False,
825031813500387328,Lord Mikhail of Fife #FBPE #BLM #RejoinEU!,,False,9.442673671059415e+17,https://pbs.twimg.com/profile_images/919632189427511297/P6OBisum_normal.jpg,Mike_Fife,"{'followers_count': 3243, 'following_count': 4954, 'tweet_count': 33444, 'listed_count': 6}","#Yorkshire, tech, sci, musician, bassman, cyclist, resident of largely benign universe, tweets represent only me, may be pissed. Irresponsible.","{'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'Yorkshire'}]}}",False,Northern England 
92063185,Geoff Whelan,,False,,https://pbs.twimg.com/profile_images/2504292668/image_normal.jpg,geoffwhelan,"{'followers_count': 60, 'following_count': 367, 'tweet_count': 1986, 'listed_count': 0}",,,False,
950849223053979648,Katie T(aylor’s Version) 🦀🪩,,False,1.4965235273270026e+18,https://pbs.twimg.com/profile_images/1492471094548340736/vol4CLeP_normal.jpg,splatterpaintKT,"{'followers_count': 104, 'following_count': 385, 'tweet_count': 22473, 'listed_count': 3}",She/Her | 27 | “Cease to be a drudge in your work. Seek to be an artist.” | Spinning in my highest heels | ACNH DA-3533-7514-7301 💗💜💙🐱,,False,my tallest tiptoes
2610183187,Gelatina de Miel,https://t.co/VzMsecNmDJ,False,6.949683596124733e+17,https://pbs.twimg.com/profile_images/1025418825884422145/k5uRxrWS_normal.jpg,FiltroTecnico,"{'followers_count': 4334, 'following_count': 2069, 'tweet_count': 90116, 'listed_count': 24}",Gelatinas y Cultura,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VzMsecNmDJ', 'expanded_url': 'https://www.GelatinasImperiales.com.mx', 'display_url': 'GelatinasImperiales.com.mx'}]}}",False,"Nuevo México, USA  Texico"
1224425650293002240,cherri :),https://t.co/DvrRzNE2h0,False,1.520564882923565e+18,https://pbs.twimg.com/profile_images/1501631708180844544/2iLgCnC4_normal.jpg,cherrivu_,"{'followers_count': 142, 'following_count': 306, 'tweet_count': 9101, 'listed_count': 2}",any pronouns || hispanic || 16,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DvrRzNE2h0', 'expanded_url': 'http://twitch.tv/cherrivu', 'display_url': 'twitch.tv/cherrivu'}]}}",False,Bunny Burrow 
889179128783613952,Dr. Cathy Atria,,False,,https://pbs.twimg.com/profile_images/1364284278314573824/SbB0SAXf_normal.jpg,CathyAtria,"{'followers_count': 607, 'following_count': 639, 'tweet_count': 6071, 'listed_count': 2}","Committed to justice, equity, access & opportunity. A speck of blue in a sea of red. Prof of Edu Practice, Ed Ldrshp; MS & HS NBCT; School Principal. She/her",,False,"Florida, USA"
2437489520,🌈 The Mius 🌈 -127 WOTP 🧡,https://t.co/fLYKnxSHYR,False,1.4942528072596316e+18,https://pbs.twimg.com/profile_images/1463932132565397507/eNR9e7Km_normal.jpg,IneffableYaya,"{'followers_count': 728, 'following_count': 631, 'tweet_count': 48431, 'listed_count': 15}","ilaria, she/her INFJ-T~God made me lesbian~180912 muse~good omens~too many things~040516MOYH IN RADIO~180517@mattbellamy~attualmente esaurita per due tortellini","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fLYKnxSHYR', 'expanded_url': 'http://500px.com/YayaMuser', 'display_url': '500px.com/YayaMuser'}]}}",False,Somewhere in Wonderland
187091566,LeftyJoks,,False,1.5040997695928648e+18,https://pbs.twimg.com/profile_images/1513994692517834753/oIrrpI94_normal.jpg,wasis_27,"{'followers_count': 198, 'following_count': 275, 'tweet_count': 10180, 'listed_count': 0}","unvacationable and homie persons, a day before 30",,False,Jakartanian
254241053,Heather R. Nelson,https://t.co/tZzIExK6ee,False,1.4902817928840724e+18,https://pbs.twimg.com/profile_images/1397837552636334081/FxwxJ9G8_normal.jpg,HeatherSD2U,"{'followers_count': 1267, 'following_count': 2448, 'tweet_count': 63274, 'listed_count': 41}",Storyteller : Entrepreneur | Writer | Speaker,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tZzIExK6ee', 'expanded_url': 'https://youtu.be/qizyP05ATII', 'display_url': 'youtu.be/qizyP05ATII'}]}}",False,Global Citizen
1866188952,🌳🏳️‍🌈 Ricardo Tróstel Provoste,,False,,https://pbs.twimg.com/profile_images/1474046770019663872/PZtCFLQl_normal.jpg,RicardoTrostelP,"{'followers_count': 8362, 'following_count': 5409, 'tweet_count': 88518, 'listed_count': 17}","Pron: El/ ✨Cola de 32 años ✨/ Derecho UDLA/ ex Concejal de Concepción/ De izquierda socialdemócrata, ex militante, Bacheletista Boricsista #YoAprobe","{'description': {'hashtags': [{'start': 139, 'end': 148, 'tag': 'YoAprobe'}]}}",False,"Concepción, Chile"
1208841286368686080,Amy 🏒🥅 Go Knights Go,,False,,https://pbs.twimg.com/profile_images/1507747190172622849/lmZ6StOU_normal.jpg,AmyBrew23405257,"{'followers_count': 158, 'following_count': 184, 'tweet_count': 3573, 'listed_count': 1}","Vegas Golden Knights x 5 years, 49ers x 28 years 💛❤️🖤 Also, Oregon Ducks x 1 year 💚💛",,False,"Las Vegas, NV"
1350583096698167296,cheese,https://t.co/HVeWbZRY5U,False,1.512116805749416e+18,https://pbs.twimg.com/profile_images/1506253682068840451/9KLJydUp_normal.jpg,OfficialCheesus,"{'followers_count': 121, 'following_count': 172, 'tweet_count': 3267, 'listed_count': 4}",Rock and metal fanatic 🤘 | AKA Yvng Swiss | The Celtics are good again | Professional 76ers Hater,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HVeWbZRY5U', 'expanded_url': 'https://linktr.ee/CheesusChrist', 'display_url': 'linktr.ee/CheesusChrist'}]}}",False,"New Hampshire, USA"
716174546638921728,🌸undorito ︻╦̵̵̿╤── º`♡,,False,,https://pbs.twimg.com/profile_images/1405249499459579904/l48vVyrO_normal.jpg,notsocialdorito,"{'followers_count': 38, 'following_count': 97, 'tweet_count': 3405, 'listed_count': 0}",Un cafecito y a seguir existiendo,,False,
86083767,Todd Hall,https://t.co/fMCklnYnGx,False,,https://pbs.twimg.com/profile_images/1513142418245308419/82La4RUO_normal.jpg,ToddHall_TAS,"{'followers_count': 397, 'following_count': 852, 'tweet_count': 6003, 'listed_count': 13}","Talent Acquisition Specialist at Leidos, Inc specializing in engaging candidates for their perfect career! Likes: Social Media Recruiting, NFL Filling jobs","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fMCklnYnGx', 'expanded_url': 'http://about.me/todd.a.hall', 'display_url': 'about.me/todd.a.hall'}]}}",False,"Hampton Roads, VA"
2821609570,Vivi,,False,8.597708266521027e+17,https://pbs.twimg.com/profile_images/520714085197811714/cekq2Mgg_normal.jpeg,Brucelayla,"{'followers_count': 72, 'following_count': 23, 'tweet_count': 8697, 'listed_count': 1}","Lo mejor es enemigo de lo bueno.(Voltaire)
Me molestan las faltas de ortografía!!",,False,
548508892,colleen (taylor’s version),https://t.co/im6qLqwWeB,False,,https://pbs.twimg.com/profile_images/1489963106876985345/jZSSOqVm_normal.jpg,colleenw13,"{'followers_count': 206, 'following_count': 427, 'tweet_count': 10469, 'listed_count': 2}",probably at a concert or talking about taylor swift,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/im6qLqwWeB', 'expanded_url': 'https://www.instagram.com/colleenworrell/', 'display_url': 'instagram.com/colleenworrell/'}]}}",False,NC
390736865,Antonio Sánchez Cruz,,False,,https://pbs.twimg.com/profile_images/939916860530753536/yZjT1Bfv_normal.jpg,Antonio_sc5,"{'followers_count': 70, 'following_count': 136, 'tweet_count': 458, 'listed_count': 2}",,,False,
2607186285,Javier Catalán Ibáñez,,False,1.2497326937824092e+18,https://pbs.twimg.com/profile_images/1284229559542579202/J-Xu2mNs_normal.jpg,javicatalpa,"{'followers_count': 1463, 'following_count': 4581, 'tweet_count': 41248, 'listed_count': 5}",Amante de la música electronica y del futbol: Real Zaragoza. Orgulloso Marihuervano,,False,"María de Huerva, España"
816363956034007040,𝓕𝓪𝓽𝓶𝓪 𝓐𝓵𝔃𝓪𝓱𝓻𝓪𝓪 𝓘𝓫𝓻𝓪𝓱𝓲𝓶,https://t.co/xi9bNeLge3,False,,https://pbs.twimg.com/profile_images/1515834414453907464/i5AJmGX__normal.jpg,ifatmaalzahraa,"{'followers_count': 415, 'following_count': 417, 'tweet_count': 3731, 'listed_count': 0}",Bio ..,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xi9bNeLge3', 'expanded_url': 'https://www.instagram.com/fatma_alzahraa.99/?hl=en', 'display_url': 'instagram.com/fatma_alzahraa…'}]}}",False,watermelon water
912070137473245184,Landon Grant,,False,,https://pbs.twimg.com/profile_images/1311898325117927424/MepY7elQ_normal.jpg,the_guy_1737,"{'followers_count': 26, 'following_count': 578, 'tweet_count': 865, 'listed_count': 0}","I LOVE, WWE , dark crystal, Nirvana, Seahawks, Washington Huskies, Harry Potter, Funko Pops, Friends, The Office, Any alternitive rock, and I hate... TRUMPPPPP.",,False,"Lewiston, ID"
43901795,MegaBalle,,False,,https://pbs.twimg.com/profile_images/861653784673611781/rUnMHJvD_normal.jpg,MegaBalle,"{'followers_count': 231, 'following_count': 1908, 'tweet_count': 19830, 'listed_count': 0}",:),,False, Aguascalientes
321403939,S3PH ➐,https://t.co/mEKJCjIUs4,False,1.461870345124819e+18,https://pbs.twimg.com/profile_images/1402410218181566466/idzRKz4S_normal.jpg,s3ph_exe,"{'followers_count': 132, 'following_count': 330, 'tweet_count': 9741, 'listed_count': 2}","Subo videos de vez en cuando a Youtube
Y tomo fotografias chidas.
|
Director creativo y CEO de @produccionesOSE
|
Mi Patreon:
https://t.co/otsE04ptsO","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mEKJCjIUs4', 'expanded_url': 'https://www.youtube.com/channel/UCP4lD0fJHI0BFOIFQ6B5ikg', 'display_url': 'youtube.com/channel/UCP4lD…'}]}, 'description': {'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/otsE04ptsO', 'expanded_url': 'http://patreon.com/s3ph', 'display_url': 'patreon.com/s3ph'}], 'mentions': [{'start': 95, 'end': 111, 'username': 'produccionesOSE'}]}}",False,
19897469,Scott Dagostino,https://t.co/ywATA8vHug,False,1.3759002819390505e+18,https://pbs.twimg.com/profile_images/1486375214531371017/ijDQO5YO_normal.jpg,scottdagostino,"{'followers_count': 2767, 'following_count': 1956, 'tweet_count': 22874, 'listed_count': 132}","Irish Canadian gay neurodivergent Buddhist journalist. He/him. Consultant for @BreakfastCultu1. Used to run @GDbooks. Anxious optimist, backdoor socialist.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ywATA8vHug', 'expanded_url': 'http://scottdagostino.wordpress.com', 'display_url': 'scottdagostino.wordpress.com'}]}, 'description': {'mentions': [{'start': 78, 'end': 94, 'username': 'BreakfastCultu1'}, {'start': 108, 'end': 116, 'username': 'GDbooks'}]}}",False,Toronto
48354954,otsuka,,False,,https://pbs.twimg.com/profile_images/278214314/robo_normal.jpg,ytsuka,"{'followers_count': 87, 'following_count': 250, 'tweet_count': 4397, 'listed_count': 5}",ビール好きです。IPAとか英国系のエールがいちばん好きで、冷やしすぎたビールはあんまり好きじゃありません。あと、納豆は常温保存で。演劇観ます。ライブ行きます。走ります。自転車乗ります。料理します。本とCDとDVDは売りません&捨てませんだったけど、最近趣旨替え。好きなジャニは関ジャニ∞。,,False,ウクレレ天国
133730717,𝑻𝒆𝒓𝒆𝒔𝒂 🇧🇲🇮🇪🇮🇱🇺🇦🌻,https://t.co/oUToUjadus,False,,https://pbs.twimg.com/profile_images/1436393204744654852/MtkJIuVt_normal.jpg,etc_tess,"{'followers_count': 771, 'following_count': 1317, 'tweet_count': 9148, 'listed_count': 5}","Survived the Bermuda Triangle & West Cork boarding school. Standing with Israel and IHRA, and against BDS.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oUToUjadus', 'expanded_url': 'https://alumniforcampusfreedom.wordpress.com', 'display_url': 'alumniforcampusfreedom.wordpress.com'}]}}",False,Ireland
1145094468107952128,Suman🍁🇨🇦,,False,1.244021949338202e+18,https://pbs.twimg.com/profile_images/1302649784608710657/C6S-e2RD_normal.jpg,Suman_expedited,"{'followers_count': 43, 'following_count': 332, 'tweet_count': 1462, 'listed_count': 0}","Comp Engineer by profession; Physics is my passion.
#Immigrant 
#Astronomy #Atheist #Liverpool","{'description': {'hashtags': [{'start': 52, 'end': 62, 'tag': 'Immigrant'}, {'start': 64, 'end': 74, 'tag': 'Astronomy'}, {'start': 75, 'end': 83, 'tag': 'Atheist'}, {'start': 84, 'end': 94, 'tag': 'Liverpool'}]}}",False,Canada
100180096,弥生 惠詩 Yayoi Dàin | COMM CLOSED | 🦝 #2,https://t.co/DzaHeUS9rY,False,1.437073599542612e+18,https://pbs.twimg.com/profile_images/1514269700154224641/YYLcBnoc_normal.jpg,veralbion,"{'followers_count': 399, 'following_count': 575, 'tweet_count': 64487, 'listed_count': 16}","Nakada Hiroki 茶葉です🤍 ツキウタ-PRO/刀剣乱舞TKRB
春 & 隼's little barista lady who sings & writes, and Saniwa of Mizumaru
• 舞台enthusiast • 夢女子 • 20+","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DzaHeUS9rY', 'expanded_url': 'https://veralbion.carrd.co', 'display_url': 'veralbion.carrd.co'}]}}",False,夢の国
3773049443,Lake NAILS Lander,,False,,https://pbs.twimg.com/profile_images/1371491402442551304/YJkGSspK_normal.jpg,nails_lander47,"{'followers_count': 60, 'following_count': 287, 'tweet_count': 647, 'listed_count': 0}","“You don’t spit game, you are game!”      - Dr. Eugene Porter",,False,
39778866,Geoff Huitt 🏳️‍🌈🦅,,False,,https://pbs.twimg.com/profile_images/1341602734840135682/T1FzhAUw_normal.jpg,geoffhuitt,"{'followers_count': 81, 'following_count': 324, 'tweet_count': 4148, 'listed_count': 3}",Single Father. Big Nerd.,,False,"Tucker, GA"
19822866,Peg Coover,https://t.co/Bqhk0lSHM6,False,,https://pbs.twimg.com/profile_images/74411321/IMG_3226_2_normal.JPG,MrsCoover,"{'followers_count': 1555, 'following_count': 1429, 'tweet_count': 8483, 'listed_count': 87}","ESU 10 Teaching & Learning Coordinator, Math & Science, Runner, Grandma (GG)--love my grandkids, my dog, ed tech, tomatoes from my garden and the Huskers!","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Bqhk0lSHM6', 'expanded_url': 'http://about.me/peg.coover', 'display_url': 'about.me/peg.coover'}]}}",False,Nebraska
4924569004,HPSecondaryOECTA🇨🇦,https://t.co/ufN7cDPoT4,False,,https://pbs.twimg.com/profile_images/1067263215061499904/lKHcAJ2G_normal.jpg,HpSecondary,"{'followers_count': 418, 'following_count': 841, 'tweet_count': 6108, 'listed_count': 7}",The Huron-Perth Secondary unit of OECTA represents Catholic high school teachers in the Huron-Perth Catholic District School Board. #catholicteachers,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ufN7cDPoT4', 'expanded_url': 'http://www.catholicteachers.ca', 'display_url': 'catholicteachers.ca'}]}, 'description': {'hashtags': [{'start': 132, 'end': 149, 'tag': 'catholicteachers'}]}}",False,Stratford Unit Office 🇨🇦
787806084,Brad Senger,,False,,https://pbs.twimg.com/profile_images/1461820582299942920/grPqKV5F_normal.jpg,ImWeezy247,"{'followers_count': 124, 'following_count': 579, 'tweet_count': 22066, 'listed_count': 0}",,,False,
429301986,Leah Wasnetsky,,False,,https://pbs.twimg.com/profile_images/1266477106457952257/NDVkT0Xq_normal.jpg,LeahHardCandy,"{'followers_count': 32, 'following_count': 64, 'tweet_count': 1810, 'listed_count': 1}","If you were born with the weakness to fall, you were born with the strength to rise. - Rupi Kaur",,False,
1312812998508122112,Batman,https://t.co/Ai1lqbNAhR,False,1.485476373208744e+18,https://pbs.twimg.com/profile_images/1515414065463672839/pgxI8edC_normal.jpg,HAnthony07,"{'followers_count': 77, 'following_count': 410, 'tweet_count': 5477, 'listed_count': 0}","pfp&banner by: @xtwis_kai go follow them they are incredible at art. Part-time drummer, full time rockstar.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ai1lqbNAhR', 'expanded_url': 'https://www.youtube.com/channel/UCOaaWBE0OGQSrnPI2-8FhuQ', 'display_url': 'youtube.com/channel/UCOaaW…'}]}, 'description': {'mentions': [{'start': 15, 'end': 25, 'username': 'xtwis_kai'}]}}",False,doing your mom
1053298993189531648,david,,False,,https://pbs.twimg.com/profile_images/1354838849931915265/PdFOjj6U_normal.jpg,DavidTheOutlaw,"{'followers_count': 296, 'following_count': 107, 'tweet_count': 5626, 'listed_count': 2}",I admire George Washington - a lot. I could only wish to be half the great man he was.,,False,Commonwealth of Pennsylvania
110475282,たなぎ☀,,False,,https://pbs.twimg.com/profile_images/1144738918715158528/tCNSqObJ_normal.jpg,rth_lymy,"{'followers_count': 171, 'following_count': 493, 'tweet_count': 110970, 'listed_count': 9}",□青色その他寒色系担当 □基本的にMSSPと三浦大知で騒いでるけどときどき何かに燃える 今はウマ娘必死にやってる,,False,壁のなか
115248079,"DGB, KGB. Too close.",,False,,https://pbs.twimg.com/profile_images/1520836816240365568/p-pmByar_normal.jpg,markd64,"{'followers_count': 62, 'following_count': 124, 'tweet_count': 6374, 'listed_count': 0}",,,False,"Atlanta, GA"
2327118628,DaiJ 🥀,,False,1.3495169517275955e+18,https://pbs.twimg.com/profile_images/1449537273817665540/ZvA6F5_5_normal.jpg,DaiJa_Vu42,"{'followers_count': 546, 'following_count': 625, 'tweet_count': 3964, 'listed_count': 2}",#Towson21 Graphic Designer and Digital Artist 👩‍🎨  Follow my art account: @daijahs_art on ig  Austin’s Girl 🥰,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'Towson21'}], 'mentions': [{'start': 74, 'end': 86, 'username': 'daijahs_art'}]}}",False,DMV
138538259,Cathie Dunn,https://t.co/sLKXdZAz0J,False,1.5185112878017208e+18,https://pbs.twimg.com/profile_images/1419998200321171459/FgHa6Qq-_normal.jpg,cathiedunn,"{'followers_count': 6538, 'following_count': 4664, 'tweet_count': 127421, 'listed_count': 221}","Author. History nut. Writing tutor. 🇩🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇫🇷
Stories about strong women through time. Meet Poppa of Bayeux in ASCENT!
#Yes🏴󠁧󠁢󠁳󠁣󠁴󠁿","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sLKXdZAz0J', 'expanded_url': 'http://www.cathiedunn.com', 'display_url': 'cathiedunn.com'}]}, 'description': {'hashtags': [{'start': 121, 'end': 125, 'tag': 'Yes'}]}}",False,France
112289071,signalornoise,,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,signalornoise,"{'followers_count': 54, 'following_count': 2224, 'tweet_count': 4281, 'listed_count': 6}",,,False,
1010518800482086912,Furdy fubar enthusiast,,False,,https://pbs.twimg.com/profile_images/1189150634811052032/ltGLch4y_normal.jpg,Squatstandstep,"{'followers_count': 13, 'following_count': 678, 'tweet_count': 362, 'listed_count': 0}",Squat. Stand. Step. These are the instructions of life.,,False,around
