id,lang,text,created_at,conversation_id,possibly_sensitive,context_annotations,public_metrics,source,author_id,reply_settings,in_reply_to_user_id,entities,referenced_tweets,attachments,geo
1521566929143713793,en,"Wordle (ES)  #117 6/6

⬜⬜🟨⬜🟩
🟨⬜⬜⬜🟩
🟨⬜⬜🟨🟩
🟨🟨⬜⬜🟩
⬜⬜🟨🟨🟩
🟩🟩🟩🟩🟩

odio https://t.co/Q4R4UZoH4T",2022-05-03T19:06:39.000Z,1521566929143713793,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1381339914,everyone,,"{'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/Q4R4UZoH4T', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1521566926937501696,en,"Wordle (ES)  #117 5/6

🟨⬜⬜⬜⬜
⬜🟨⬜⬜🟨
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/678mWfU9As #wordleespanol #wordle",2022-05-03T19:06:39.000Z,1521566926937501696,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1313951300250370048,everyone,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/678mWfU9As', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'hashtags': [{'start': 78, 'end': 92, 'tag': 'wordleespanol'}, {'start': 93, 'end': 100, 'tag': 'wordle'}]}",,,
1521566923523297280,es,"Wordle Científico #51 3/6

⬛⬛⬛⬛⬛⬛⬛
🟩🟩⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/W10p3c8lN3",2022-05-03T19:06:38.000Z,1521566923523297280,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,3493304723,everyone,,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/W10p3c8lN3', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,
1521566891017441281,en,"@sylviiiee_ Wordle 318 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

I managed the word",2022-05-03T19:06:30.000Z,1521471007059546118,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android,1496523611255025668,everyone,1351880575863431171,"{'mentions': [{'start': 0, 'end': 11, 'username': 'sylviiiee_', 'id': '1351880575863431171'}]}","[{'type': 'replied_to', 'id': '1521471007059546118'}]",,
1521566869723168768,en,"Wordle 319 3/6

🟨⬛⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T19:06:25.000Z,1521566869723168768,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1091968262,everyone,,,,,
1521566860713545738,en,"Word #123 (🇺🇸 - Classic) - 4/6

⬛⬛⬛🟨⬛
⬛🟩🟨🟨🟨
🟨🟩🟨⬛🟩
🟩🟩🟩🟩🟩

Play it here!
https://t.co/lzSJGPnCrL

#wordle #dailywordchallenge #dailywordleclub",2022-05-03T19:06:23.000Z,1521566860713545738,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,286806123,everyone,,"{'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/lzSJGPnCrL', 'expanded_url': 'https://onelink.to/wordlegame', 'display_url': 'onelink.to/wordlegame'}], 'hashtags': [{'start': 96, 'end': 103, 'tag': 'wordle'}, {'start': 104, 'end': 123, 'tag': 'dailywordchallenge'}, {'start': 124, 'end': 140, 'tag': 'dailywordleclub'}]}",,,
1521566846511632392,en,"Wordle (ES)  #117 4/6

⬜⬜🟨⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/eGe5LJlTkR",2022-05-03T19:06:20.000Z,1521566846511632392,True,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,5568452,everyone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/eGe5LJlTkR', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1521566843969826816,ja,"ポケモンWordle 5/10

⬛⬛⬛🟩⬛
⬛⬛⬛🟩⬛
⬛🟨⬛🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/92y5bQfhva
 #ポケモンWordle",2022-05-03T19:06:19.000Z,1521566843969826816,False,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,268757958,everyone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/92y5bQfhva', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",,,
1521566839419150336,tr,"Wordle Azərbaycanca 
https://t.co/QKwHRzJeVF 101 4/6
⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩 https://t.co/BD85I56AJG",2022-05-03T19:06:18.000Z,1521566839419150336,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,950017786499227650,everyone,,"{'urls': [{'start': 21, 'end': 44, 'url': 'https://t.co/QKwHRzJeVF', 'expanded_url': 'http://sozutap.com', 'display_url': 'sozutap.com'}, {'start': 77, 'end': 100, 'url': 'https://t.co/BD85I56AJG', 'expanded_url': 'https://twitter.com/__ayli/status/1520997700241666048', 'display_url': 'twitter.com/__ayli/status/…'}]}","[{'type': 'quoted', 'id': '1520997700241666048'}]",,
1521566831940624385,en,"Wordle 318 4/6

⬜🟨🟨🟨⬜
🟨🟩⬜⬜🟩
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩",2022-05-03T19:06:16.000Z,1521566831940624385,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,26429345,everyone,,,,,
1521566828962607104,en,"Wordle 318 5/6

🟨🟨⬜⬜⬜
⬜⬜⬜⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T19:06:16.000Z,1521566828962607104,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,16492861,everyone,,,,,
1521566828723646469,pt,"#WordleCAT 123 4/6

⬜🟩🟨⬜⬜
⬜🟩⬜⬜🟩
⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩

@Txuli8 després t’ajudo♥️

https://t.co/nxxJaQ5mOy",2022-05-03T19:06:15.000Z,1521566828723646469,False,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,281729246,everyone,,"{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/nxxJaQ5mOy', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}], 'mentions': [{'start': 45, 'end': 52, 'username': 'Txuli8', 'id': '724683308'}]}",,,
1521566819420618752,en,"Wordle 318 4/6

⬜⬜🟨⬜⬜
🟨⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T19:06:13.000Z,1521566819420618752,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,104718684,everyone,,,,,
1521566815582703617,en,"Prolific 🏌️
Nurdle - Cricket-themed Wordle 96 3/6

🟨⬜⬜⬜🟩
⬜⬜🟩⬜⬜
🟩🟩🟩🟩",2022-05-03T19:06:12.000Z,1521566815582703617,False,"[{'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '897814293395103744', 'name': 'Cricket'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,69325270,everyone,,,,,
1521566797509578756,en,"Wordle 317 5/6

⬛⬛⬛🟨🟨
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",2022-05-03T19:06:08.000Z,1521566797509578756,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,28858339,everyone,,,,,
1521566787531587585,en,"Wordle 319 3/6

⬜🟩⬜🟨⬜
🟨⬜🟨⬜⬜
🟩🟩🟩🟩🟩",2022-05-03T19:06:06.000Z,1521566787531587585,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,77580581,everyone,,,,,
1521566781214949376,en,"Wordle 319 5/6

⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T19:06:04.000Z,1521566781214949376,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,136524285,everyone,,,,,
1521566771358146560,en,"Score! 

#Wordle 318 3/6

🟨⬛🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T19:06:02.000Z,1521566771358146560,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,379934644,everyone,,"{'hashtags': [{'start': 9, 'end': 16, 'tag': 'Wordle'}]}",,,
1521566761149030401,en,"Wordle 319 3/6

⬛🟩⬛🟨⬛
🟩🟨🟨⬛⬛
🟩🟩🟩🟩🟩 #wordle #Wordle319",2022-05-03T19:05:59.000Z,1521566761149030401,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,1052160445,everyone,,"{'hashtags': [{'start': 34, 'end': 41, 'tag': 'wordle'}, {'start': 42, 'end': 52, 'tag': 'Wordle319'}]}",,,
1521566749136723968,en,"Wordle 318 5/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛⬛
⬛🟨🟩🟩⬛
🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩",2022-05-03T19:05:56.000Z,1521566749136723968,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,934496563405213696,everyone,,,,,
1521566747379310594,en,"@OfSelina Can confirm that's true 🤦‍♂️

Wordle 318 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛⬛🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩",2022-05-03T19:05:56.000Z,1521394578787639297,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,88196987,everyone,900275362202099712,"{'mentions': [{'start': 0, 'end': 9, 'username': 'OfSelina', 'id': '900275362202099712'}]}","[{'type': 'replied_to', 'id': '1521394578787639297'}]",,
1521566734645297153,en,"Wordle 318 4/6

🟨🟩🟩⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T19:05:53.000Z,1521566734645297153,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,854406862820655104,everyone,,,,,
1521566727389294592,en,"@jayohday Wordle 318 2/6

🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩",2022-05-03T19:05:51.000Z,1521563312508616705,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,58667012,everyone,22107517,"{'mentions': [{'start': 0, 'end': 9, 'username': 'jayohday', 'id': '22107517'}]}","[{'type': 'replied_to', 'id': '1521563312508616705'}]",,
1521566722632916992,es,"No se ni como lo he hecho
Wordle (ES)  #117 5/6

⬜🟩⬜⬜🟩
⬜⬜⬜⬜⬜
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/gAt0uQvfj7",2022-05-03T19:05:50.000Z,1521566722632916992,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,489453367,everyone,,"{'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/gAt0uQvfj7', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,
1521566713724157953,tr,"Wordle Türkçe 318 4/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
🟨⬛🟨🟩⬛
🟩🟩🟩🟩🟩

https://t.co/r3a0HtvU6J",2022-05-03T19:05:48.000Z,1521566713724157953,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,46864988,everyone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/r3a0HtvU6J', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,
1521566708959367168,en,"Wordle 319 2/6

🟩⬜🟩🟨⬜
🟩🟩🟩🟩🟩",2022-05-03T19:05:47.000Z,1521566708959367168,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,298555719,everyone,,,,,
1521566697446014977,en,"Wordle 318 4/6

⬛🟨🟨⬛⬛
⬛🟨⬛⬛🟩
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",2022-05-03T19:05:44.000Z,1521566697446014977,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,21543420,everyone,,,,,
1521566647059812353,en,"Wordle 318 5/6

⬛🟩⬛⬛🟨
🟨🟩⬛⬛🟨
🟩🟩🟨⬛⬛
🟩⬛🟨🟩🟩
🟩🟩🟩🟩🟩",2022-05-03T19:05:32.000Z,1521566647059812353,False,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,1069697365760589824,everyone,,,,,
