id,name,public_metrics,url,description,profile_image_url,protected,username,verified,entities,location,pinned_tweet_id
1020797563.0,Áine Ní Breathnach,"{'followers_count': 34, 'following_count': 136, 'tweet_count': 161, 'listed_count': 0}",,sort of a big deal.,https://pbs.twimg.com/profile_images/1513290597800583172/RYRmTrUh_normal.jpg,False,anniekitten95,False,,,
1.4469170636589384e+18,European Bob,"{'followers_count': 804, 'following_count': 588, 'tweet_count': 9848, 'listed_count': 2}",,Boozer. Loser. Jacuzzi User. Bastard.,https://pbs.twimg.com/profile_images/1446917631638917124/5Y3LpK2x_normal.jpg,False,EuropeanBob6,False,,,
607456445.0,💫Criss Heathers💫 ✪,"{'followers_count': 2611, 'following_count': 398, 'tweet_count': 88009, 'listed_count': 26}",https://t.co/8Uvs5agWcm,"❤Otaku de corazon❤ Mis anime favoritos: One Piece, Fairy Tail, Boku No Hero Academia y Shingeki No Kyojin.
|~Lvl:22~ INFJ ~Piscis 🇮🇨~|
Husbando: Roronoa Zoro",https://pbs.twimg.com/profile_images/1518005230935416833/uc1lQA-v_normal.jpg,False,Crisaba16,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8Uvs5agWcm', 'expanded_url': 'https://verse.me/$cristinaa901', 'display_url': 'verse.me/$cristinaa901'}]}}",Spain ,1.4908032222603715e+18
64656130.0,Aan Priyatna ,"{'followers_count': 915, 'following_count': 1985, 'tweet_count': 37909, 'listed_count': 6}",https://t.co/JIzEIxRcDm,Akun resmi seorang Loyalis Kebenaran | Bobotoh Oposisi | Founder @BSL_Forum | CEO Pastrek | #KepemimpinanSunda,https://pbs.twimg.com/profile_images/1177562541548957699/aHo-QRhu_normal.jpg,False,kakarindingan,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JIzEIxRcDm', 'expanded_url': 'http://kakarindingan.wordpress.com', 'display_url': 'kakarindingan.wordpress.com'}]}, 'description': {'hashtags': [{'start': 92, 'end': 110, 'tag': 'KepemimpinanSunda'}], 'mentions': [{'start': 65, 'end': 75, 'username': 'BSL_Forum'}]}}",Batcave.,1.5162853266621358e+18
8.231544138880123e+17,Antony Owen,"{'followers_count': 107, 'following_count': 130, 'tweet_count': 369, 'listed_count': 0}",,"- Let's see what this purple passage has to offer -
The Sixth Doctor, Vengeance on Varos",https://pbs.twimg.com/profile_images/1506294589396824083/CzffBLFN_normal.jpg,False,AntonyOwen5,False,,"Wales, United Kingdom",
300645437.0,Professor Carol Campbell,"{'followers_count': 19310, 'following_count': 3586, 'tweet_count': 52892, 'listed_count': 328}",https://t.co/n9oAa8MnRy,"Prof, Leadership & Ed Change @OISEUofT | Visiting Prof @UofGEducation | International Council of Education Advisers @ScotGov | @CTFFCE Public Ed Advocacy Award",https://pbs.twimg.com/profile_images/1412254517291360256/NZn-8f2Q_normal.jpg,False,CarolCampbell4,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/n9oAa8MnRy', 'expanded_url': 'https://www.oise.utoronto.ca/lhae/Faculty/254515/Carol_Campbell.html', 'display_url': 'oise.utoronto.ca/lhae/Faculty/2…'}]}, 'description': {'mentions': [{'start': 29, 'end': 38, 'username': 'OISEUofT'}, {'start': 55, 'end': 69, 'username': 'UofGEducation'}, {'start': 116, 'end': 124, 'username': 'ScotGov'}, {'start': 127, 'end': 134, 'username': 'CTFFCE'}]}}",Canada & Scotland ,
20107213.0,GettingWorse,"{'followers_count': 134, 'following_count': 86, 'tweet_count': 12822, 'listed_count': 4}",https://t.co/59fg7Bv8AC,People demand freedom of speech as a compensation for the freedom of thought which they seldom use.,https://pbs.twimg.com/profile_images/1496693287880695809/0x_dOcEt_normal.jpg,False,GettingWorse,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/59fg7Bv8AC', 'expanded_url': 'http://youtube.com/user/gettingworse1', 'display_url': 'youtube.com/user/gettingwo…'}]}}",Nirvana,
103685894.0,陸(りく)⛳️次はホーム,"{'followers_count': 1133, 'following_count': 1017, 'tweet_count': 89310, 'listed_count': 28}",,ゴルフ⛳️と旅✈️とハイボール👍をこよなく愛する旅ゴルファー♪今年も日本各地の⛳️をさすらいます。都心ゴルファーの悲哀を呟き、シャンクの研究もしてます。,https://pbs.twimg.com/profile_images/1454387832613912576/UfLhEm6__normal.jpg,False,riku1973,False,,東京都品川,1.320727019093545e+18
1.3257454343888118e+18,DrRabbitfunk,"{'followers_count': 124, 'following_count': 234, 'tweet_count': 2730, 'listed_count': 1}",https://t.co/HOXBary3mN,"Music, books, science (bias towards chemistry), art, DJing. Instagram: @drrabbitfunk",https://pbs.twimg.com/profile_images/1504247985533853699/RxSEcOPf_normal.jpg,False,DrRabbitfunk,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HOXBary3mN', 'expanded_url': 'http://www.soundcloud.com/dr-rabbitfunk', 'display_url': 'soundcloud.com/dr-rabbitfunk'}]}, 'description': {'mentions': [{'start': 71, 'end': 84, 'username': 'drrabbitfunk'}]}}",Geordielandia,1.5030636178260828e+18
1.4654325414065766e+18,No0ne9,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 52, 'listed_count': 0}",,Only have account to use on phone,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,non0ne9,False,,,
21182384.0,Greg Baker,"{'followers_count': 1350, 'following_count': 5000, 'tweet_count': 28276, 'listed_count': 16}",,"Working in healthcare regulation, ex jobbing hack. Called to the bar seeking pupillage. Loves rugby union, cycling, wine. doing a LLM in Medical Law and Ethics.",https://pbs.twimg.com/profile_images/1439697050019500034/AKez4DCY_normal.jpg,False,greg_baker,False,,London,
8.750419270617539e+17,Adam ⚽️,"{'followers_count': 234, 'following_count': 2383, 'tweet_count': 17310, 'listed_count': 1}",,"22
Twitch: Adamhenry2000

Blackburn fan and also don't mind Spurs.

#COYB💙⚪💙⚪",https://pbs.twimg.com/profile_images/1243366984345149440/4eEAVk29_normal.jpg,False,Adamhenry2017,False,"{'description': {'hashtags': [{'start': 68, 'end': 73, 'tag': 'COYB'}]}}","Blackburn, England",1.304608275871273e+18
769682755.0,Brent Northcott,"{'followers_count': 390, 'following_count': 1062, 'tweet_count': 6741, 'listed_count': 6}",,"High School Principal, Habs, Oilers & Blue Jays fan, Big reader esp. Canadian lit. Transplanted Newfoundlander living in Alberta. Love camping and the outdoors",https://pbs.twimg.com/profile_images/440705005817843713/HY9JCGV3_normal.jpeg,False,BrentNorthcott,False,,,
32072737.0,David Maddox 🇬🇧🇺🇦,"{'followers_count': 7829, 'following_count': 5011, 'tweet_count': 25143, 'listed_count': 296}",https://t.co/BOtgkui5G2,"Political editor of the Express online after fun with Scotsman, Aberdeen Evening Express, Portsmouth News & Stratford Herald, and both Daily and Sunday Express",https://pbs.twimg.com/profile_images/1464752451744116747/Pj9cPRLw_normal.jpg,False,DavidPBMaddox,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BOtgkui5G2', 'expanded_url': 'http://www.express.co.uk/', 'display_url': 'express.co.uk'}]}}",London,1.3265173542269133e+18
1.5170074632786534e+18,Abdullah Shakir,"{'followers_count': 4, 'following_count': 31, 'tweet_count': 46, 'listed_count': 0}",https://t.co/1kGxbB7kNq,"Just sharing stuff I like, hope you like it too!",https://pbs.twimg.com/profile_images/1517007584045191168/Jl_Cuqfb_normal.jpg,False,Abdullah_Shak8,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1kGxbB7kNq', 'expanded_url': 'https://youtube.com/channel/UC5Vw2gbqe88zsUEv6J_-Dow', 'display_url': 'youtube.com/channel/UC5Vw2…'}]}}","England, United Kingdom",
134401697.0,Colin L.,"{'followers_count': 49, 'following_count': 664, 'tweet_count': 455, 'listed_count': 4}",,"i like film, tv, music and technology.",https://pbs.twimg.com/profile_images/1436376998247649309/TQ2Z7yjY_normal.jpg,False,lawlorcj,False,,Dublin,
210621285.0,CHILI is NOT SOUP,"{'followers_count': 76, 'following_count': 419, 'tweet_count': 5474, 'listed_count': 1}",,Trivially Enhanced. Great Believer of the 3rd Type of Lie. 42.3467°N 71.0972°W,https://pbs.twimg.com/profile_images/1393098902098808838/qP29U5PM_normal.jpg,False,coachOC57,False,,I90 corridor,1.4949131858828206e+18
1662486636.0,Τζαργαλσαϊχάν,"{'followers_count': 7147, 'following_count': 625, 'tweet_count': 18292, 'listed_count': 79}",,cognitive - cultural economy 🐝,https://pbs.twimg.com/profile_images/1001121631077617664/rGarwenn_normal.jpg,False,SJJargalsaikhan,False,,,
3599605275.0,imogen :P,"{'followers_count': 1363, 'following_count': 1310, 'tweet_count': 19195, 'listed_count': 10}",,"“very cool, very cas[ual]” - phoebe waller-bridge",https://pbs.twimg.com/profile_images/1515778631695581190/tGgzOo6e_normal.jpg,False,ulfilasalphabet,False,,she/her | 20,1.4636111451982152e+18
8.691399554188452e+17,THRU THE STORM,"{'followers_count': 145, 'following_count': 299, 'tweet_count': 6725, 'listed_count': 1}",,It's not enough that I should succeed - others should fail.,https://pbs.twimg.com/profile_images/1521601895416094735/U-onMUUc_normal.jpg,False,AceBoogie1M,False,,🌍,1.2671550928908452e+18
1673555251.0,Lupe🥀selena x camila,"{'followers_count': 5510, 'following_count': 445, 'tweet_count': 176103, 'listed_count': 56}",https://t.co/1l7re0HSyu,"y como tú ninguna, brillas como la luna. | FAN| backup:@lupe_1m 22:22 🏳️‍🌈 إنه محتوم +20 Taylor, Olivia, The Weeknd🫀mwnlc🤺",https://pbs.twimg.com/profile_images/1517994998133837826/UgyfMBL7_normal.jpg,False,lupe_2m,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1l7re0HSyu', 'expanded_url': 'https://open.spotify.com/user/lupe22.m?si=4zn4XmpARsCpyhGGJw48yQ&dl_branch=1', 'display_url': 'open.spotify.com/user/lupe22.m?…'}]}, 'description': {'mentions': [{'start': 55, 'end': 63, 'username': 'lupe_1m'}]}}",stuck at the east coast,1.4347838691825664e+18
375961458.0,Bree. ミ☆,"{'followers_count': 757, 'following_count': 223, 'tweet_count': 56768, 'listed_count': 7}",https://t.co/CQrRvkgfak,"You only get one you, it's best to just love yourself. - Naya Rivera. 🦋🕊💙 7•8•20

Traditional & Digital Artist. |She/Her|",https://pbs.twimg.com/profile_images/1505274995206938644/b70pcggw_normal.jpg,False,riverasnayaxo,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CQrRvkgfak', 'expanded_url': 'https://twitter.com/_riverasnaya/status/752687564331507712', 'display_url': 'twitter.com/_riverasnaya/s…'}]}}",31|Pans|BLM,1.2827624504425636e+18
7.557654437475369e+17,Kelly Spillane,"{'followers_count': 515, 'following_count': 931, 'tweet_count': 7156, 'listed_count': 8}",,,https://pbs.twimg.com/profile_images/1460996817911525380/OdcaB6hc_normal.jpg,False,KellySpillane,False,,"Cork, Ireland",
23485101.0,✨⭐️Lizzie Mercury ⭐️✨,"{'followers_count': 362, 'following_count': 1470, 'tweet_count': 13518, 'listed_count': 7}",,"Trekkie 🖖🏻Whovian , Queen, Måneskin, yonderland, ben willbond, Art, memes @lizzieruksart and @jcombs4ever on instagram",https://pbs.twimg.com/profile_images/1344790371520409600/PXaZwvWa_normal.jpg,False,lizziemercury86,False,"{'description': {'mentions': [{'start': 74, 'end': 88, 'username': 'lizzieruksart'}, {'start': 93, 'end': 105, 'username': 'jcombs4ever'}]}}",United Kingdom,1.5102251270735872e+18
484321803.0,Anthony Quinn,"{'followers_count': 789, 'following_count': 2223, 'tweet_count': 19136, 'listed_count': 11}",,"I'm a fortysomething malcontent whose great passions are cinema, Sligo Rovers, reading and the NFL.",https://pbs.twimg.com/profile_images/1102700089783525384/l3OPSVap_normal.jpg,False,AnthonyQuinn86,False,,"Sligo, Ireland",
