id,conversation_id,lang,possibly_sensitive,text,author_id,entities,public_metrics,source,reply_settings,context_annotations,created_at,referenced_tweets,geo,in_reply_to_user_id,attachments,withheld
1521427742968799232,1521427742968799232,en,False,"Wordle 318 6/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Disgusting",1418642640333987842,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:35.000Z,,,,,
1521427735545106433,1479889392726589441,en,False,"@serpal_ @elencita_ @jlgalego @Pacarlas @Jezadreamer @SaraPernas @jjmmhhff @Antonio_GM @UnSosoCaustico @AnaBusteloT @tinaVallekas @Fundeu Wordle (ES)  #117 5/6

⬜⬜⬜🟨⬜
🟨🟨⬜⬜🟨
⬜🟨🟨⬜🟩
🟨🟩⬜🟨⬜
🟩🟩🟩🟩🟩

https://t.co/9eXNbxLVCK",1223716311928393733,"{'mentions': [{'start': 0, 'end': 8, 'username': 'serpal_', 'id': '373922633'}, {'start': 9, 'end': 19, 'username': 'elencita_', 'id': '1410777697'}, {'start': 20, 'end': 29, 'username': 'jlgalego', 'id': '301629159'}, {'start': 30, 'end': 39, 'username': 'Pacarlas', 'id': '307312289'}, {'start': 40, 'end': 52, 'username': 'Jezadreamer', 'id': '983025785366867968'}, {'start': 53, 'end': 64, 'username': 'SaraPernas', 'id': '17673218'}, {'start': 65, 'end': 74, 'username': 'jjmmhhff', 'id': '143047250'}, {'start': 75, 'end': 86, 'username': 'Antonio_GM', 'id': '96798614'}, {'start': 87, 'end': 102, 'username': 'UnSosoCaustico', 'id': '1071256224'}, {'start': 103, 'end': 115, 'username': 'AnaBusteloT', 'id': '2828222112'}, {'start': 116, 'end': 129, 'username': 'tinaVallekas', 'id': '3001947297'}, {'start': 130, 'end': 137, 'username': 'Fundeu', 'id': '196955819'}], 'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/9eXNbxLVCK', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:33.000Z,"[{'type': 'replied_to', 'id': '1521365272178966532'}]",,373922633,,
1521427735243075585,1521427735243075585,en,False,"Wordle 318 4/6

🟨🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",357202533,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:33.000Z,,,,,
1521427718461702146,1521427718461702146,es,False,"Wordle Tildes #64 2/6

⬜⬜⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩🟩🟩

https://t.co/Ej7uYPMxlL
bueno pues sí",2188963151,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/Ej7uYPMxlL', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:29.000Z,,,,,
1521427717362790402,1521427717362790402,en,False,"Wordle 318 2/6

⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩",31178290,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:29.000Z,,,,,
1521427716356063234,1521427716356063234,en,False,"Wordle 318 3/6

⬛⬛🟨⬛🟨
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩
Well I fit the description 😂😭
⁦@Spudelsk⁩",888947995034734592,"{'mentions': [{'start': 65, 'end': 74, 'username': 'Spudelsk', 'id': '1470059333601923075'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:28.000Z,,,,,
1521427682935906306,1521427682935906306,en,False,"RT @GarethEdwards77: @albolt76 @dawardle Wordle 318 5/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟨🟩⬛🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1160130818678972416,"{'mentions': [{'start': 3, 'end': 19, 'username': 'GarethEdwards77', 'id': '82670893'}, {'start': 21, 'end': 30, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 31, 'end': 40, 'username': 'dawardle', 'id': '1165789231'}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:21.000Z,"[{'type': 'retweeted', 'id': '1521424045308272642'}]",,,,
1521427680285057025,1521427680285057025,es,False,"Wordle Científico #51 4/6

🟨⬜⬜⬜⬜🟨⬜
⬜🟨🟨⬜⬜⬜⬜
⬜⬜🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/FfmiS390dN",429451941,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/FfmiS390dN', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:20.000Z,,,,,
1521427676975751171,1521427676975751171,en,False,"Wordle 318 4/6

⬛⬛🟩⬛🟨
⬛🟨🟩🟨⬛
🟨🟩🟩⬛⬛
🟩🟩🟩🟩🟩",133445249,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:19.000Z,,,,,
1521427674039730176,1521427674039730176,en,False,"Wordle 318 4/6

🟨⬛⬛🟨⬛
⬛⬛🟨🟨🟨
🟨🟩🟩⬛🟩
🟩🟩🟩🟩🟩",82430740,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:18.000Z,,,,,
1521427661482250240,1521427661482250240,en,False,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟨🟩🟩⬜⬜
🟩🟩🟩🟩🟩",176793662,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:15.000Z,,,,,
1521427654431367168,1521427654431367168,en,False,"Wordle 318 5/6*

⬛🟨⬛🟨⬛
⬛🟩🟨⬛🟩
🟨🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",71265166,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:14.000Z,,{'place_id': 'e60cc1f72c303272'},,,
1521427651013095425,1521427651013095425,en,False,"Wordle 318 5/6

⬛🟨🟨⬛⬛
⬛🟩🟨⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",4420262355,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:13.000Z,,,,,
1521427647351472128,1521427647351472128,en,False,"Wordle (ES)  #117 6/6

⬜🟨🟩⬜⬜
⬜⬜🟩⬜🟩
⬜⬜🟩⬜🟩
⬜🟩🟩⬜🟩
🟨⬜⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/mrpqm8CzI3",594922759,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/mrpqm8CzI3', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:12.000Z,,,,,
1521427639822872576,1521427639822872576,en,False,"Wordle 318 5/6

⬛🟩🟩⬛⬛
⬛⬛⬛⬛⬛
⬛⬛🟨⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",314081168,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:10.000Z,,,,,
1521427632554151936,1521427632554151936,ja,False,"ポケモンWordle 4/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/GKm64hnL9M
 #ポケモンWordle",18311435,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/GKm64hnL9M', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-03T09:53:09.000Z,,,,,
1521427618230583296,1521427618230583296,en,False,"Wordle 318 2/6

⬜🟨⬜🟩⬜
🟩🟩🟩🟩🟩

SHUT UP!!!! #wordle",22350480,"{'hashtags': [{'start': 41, 'end': 48, 'tag': 'wordle'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:05.000Z,,,,,
1521427602682089472,1521427602682089472,en,False,"Wordle 318 5/6

🟨⬛🟨⬛🟩
⬛⬛🟨🟨🟩
⬛⬛🟨🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",497368935,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:01.000Z,,,,,
1521427599444041728,1521427599444041728,en,False,"Wordle 318 4/6

🟨⬜🟩⬜⬜
⬜⬜⬜⬜🟩
⬜🟨🟨🟩⬜
🟩🟩🟩🟩🟩",1292237552720715779,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:53:01.000Z,,,,,
1521427592200564736,1521427592200564736,en,True,"Wordle Tildes #64 3/6

⬜🟩⬜⬜⬜⬜🟩
⬜🟩⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/fntPTbGjyC",1169043286155300865,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/fntPTbGjyC', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:52:59.000Z,,,,,
1521427583237115904,1521427583237115904,en,False,"Wordle (ES)  #117 4/6

⬜⬜⬜⬜🟩
⬜🟩⬜🟩🟩
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/EeSqYdMr7z",3290144313,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/EeSqYdMr7z', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:52:57.000Z,,,,,
1521427583136669696,1521427583136669696,en,False,"Wordle (ES)  #117 6/6
Uff x los pelos!
⬜⬜🟨🟨🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/bYE0PmHcIo",545905052,"{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/bYE0PmHcIo', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:52:57.000Z,,{'place_id': 'd25fea5d29f5013d'},,,
1521427582184480768,1521427582184480768,en,False,"Wordle 318 2/6

🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩 https://t.co/fpxLQtNxJW",1204835102263521281,"{'urls': [{'start': 28, 'end': 51, 'url': 'https://t.co/fpxLQtNxJW', 'expanded_url': 'https://twitter.com/dabifires/status/1521427582184480768/photo/1', 'display_url': 'pic.twitter.com/fpxLQtNxJW', 'media_key': '16_1521427574202765314'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:52:57.000Z,,,,{'media_keys': ['16_1521427574202765314']},
1521427579256901632,1521427579256901632,en,False,"Wordle 318 6/6*

⬛⬛🟩⬛🟨
⬛🟩🟩⬛⬛
🟨🟩🟩⬛⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",743539759633543168,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-03T09:52:56.000Z,,,,,
