id,location,description,name,protected,public_metrics,profile_image_url,verified,username,url,pinned_tweet_id,entities
1.0989938108629484e+18,"Bochum, Germany",ytü/ehm,Halil,False,"{'followers_count': 37, 'following_count': 42, 'tweet_count': 98, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1498033340389154820/3JrvJyW4_normal.jpg,False,haliloca,,,
109176495.0,愛知県　名古屋市,"税にまつわることを生業としております。
子育てしながら税や教育の在り方に思いを馳せる日々。
JSA　Wine Expert、Sake Diploma、
英検準一級　英語引き続き勉強中　
PTA会長3年目",HIROTAKA　K,False,"{'followers_count': 351, 'following_count': 2672, 'tweet_count': 1550, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1110362166605955072/qpBAKG8e_normal.jpg,False,hirotaka258,,,
7.917993293422305e+17,,this is a gmm Stan account . they/them,Your Gay Awakening,False,"{'followers_count': 34, 'following_count': 210, 'tweet_count': 3139, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1348046972893208576/SYJLlioe_normal.jpg,False,thetubbyvegan,,1.4777868528369746e+18,
241107771.0,gurgaon,,Ankaj,False,"{'followers_count': 113, 'following_count': 170, 'tweet_count': 7475, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1230880771365167104/hcz9FYTL_normal.jpg,False,Petro_Anveshak,https://t.co/sghUDwwXlz,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sghUDwwXlz', 'expanded_url': 'http://www.authorankaj.com', 'display_url': 'authorankaj.com'}]}}"
1.4070508344547574e+18,,"A rubbery incineroar drone, completely obedient to ant commands

pfp by @RubberyIncin",INCIN-206,False,"{'followers_count': 318, 'following_count': 257, 'tweet_count': 2455, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1483060653569019908/KMXTXO0y_normal.jpg,False,Shinyroar,,1.4421582217713009e+18,"{'description': {'mentions': [{'start': 72, 'end': 85, 'username': 'RubberyIncin'}]}}"
1.2425707551724544e+18,YungAphrodite,simone • ♓︎ ♒︎ ♍︎ • 🇯🇲🇬🇧 • twenty • she/her,simsam,False,"{'followers_count': 132, 'following_count': 177, 'tweet_count': 7142, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1515302384049737740/eqbOAabZ_normal.jpg,False,simtheeshetland,,1.4957917660495462e+18,
265684172.0,,don't sweat the small stuff,Lisa Maloney,False,"{'followers_count': 38, 'following_count': 176, 'tweet_count': 272, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1477154763/image_normal.jpg,False,lisamaloney86,,,
42248473.0,"London, England","Deputy Global Editor-in-Chief, Time Out London, Time Out New York and many more of the world’s great cities",Dave Calhoun,False,"{'followers_count': 8728, 'following_count': 2026, 'tweet_count': 13367, 'listed_count': 214}",https://pbs.twimg.com/profile_images/1234890812640649218/bJ84iWuE_normal.jpg,True,davecalhoun,https://t.co/qZeSkQuoci,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qZeSkQuoci', 'expanded_url': 'http://timeout.com/london', 'display_url': 'timeout.com/london'}]}}"
20186962.0,"Glasgow, Scotland",“Bee's don't waste their time explaining to flies that honey is better than shit”.   🇵🇸,Imran,False,"{'followers_count': 85, 'following_count': 81, 'tweet_count': 36276, 'listed_count': 38}",https://pbs.twimg.com/profile_images/1496641286811570177/utQ5osgY_normal.jpg,False,Imranronnie_,,,
1.2344592200593367e+18,,Fenerbahçe SK Kongre Üyesi | M E V Y,Burak Karakuş,False,"{'followers_count': 38, 'following_count': 165, 'tweet_count': 1538, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1326056247540543493/S2o3YkY7_normal.jpg,False,burakkkarakus,https://t.co/9KSiDjcdxC,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9KSiDjcdxC', 'expanded_url': 'http://www.mevy.com.tr', 'display_url': 'mevy.com.tr'}]}}"
1.5197951940691436e+18,"London, ON","ODSP Advocate & Recipient.   Advocate for OW & ODSP, Affordable Housing, Seniors, Healthcare & Education.  #VoteFordOut2022 #onpoli",Anna Ierullo,False,"{'followers_count': 25, 'following_count': 183, 'tweet_count': 1138, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1520512078720733184/dN11su-W_normal.jpg,False,AnnaCookie16,,1.5213115949652623e+18,"{'description': {'hashtags': [{'start': 107, 'end': 123, 'tag': 'VoteFordOut2022'}, {'start': 124, 'end': 131, 'tag': 'onpoli'}]}}"
