id,protected,entities,url,name,location,description,public_metrics,username,profile_image_url,verified,pinned_tweet_id
400143043.0,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/ZL6nI6CaWd', 'expanded_url': 'http://news.bbc.co.uk/hi/russian/sci/tech/newsid_1174000/1174661.stm', 'display_url': 'news.bbc.co.uk/hi/russian/sci…'}]}}",http://t.co/ZL6nI6CaWd,асоциальный психопат,Москва,Европа на штыках десанта,"{'followers_count': 48, 'following_count': 130, 'tweet_count': 1165, 'listed_count': 4}",asocialpsihopat,https://pbs.twimg.com/profile_images/568641979157069824/bpSQ0RCS_normal.jpeg,False,
162898759.0,False,,,Ro Chiavaro,"Dolores, Argentina",,"{'followers_count': 46, 'following_count': 73, 'tweet_count': 117, 'listed_count': 0}",RoChiavaro,https://pbs.twimg.com/profile_images/825354458611724288/tf7GNAOp_normal.jpg,False,
1.145556724947882e+18,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SPqMh71TNd', 'expanded_url': 'https://www.twitch.tv/memella', 'display_url': 'twitch.tv/memella'}]}, 'description': {'mentions': [{'start': 80, 'end': 92, 'username': 'memellarose'}]}}",https://t.co/SPqMh71TNd,memella,,"Old lady from Sydney who likes gaming but doesn't do it very well

tiktok/insta @memellarose
yt/twitch memella","{'followers_count': 85, 'following_count': 238, 'tweet_count': 602, 'listed_count': 0}",MemellaR,https://pbs.twimg.com/profile_images/1446370519989645312/xsh19gfM_normal.jpg,False,
31047897.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SyZ9UCnYfW', 'expanded_url': 'http://geekjuggler.me', 'display_url': 'geekjuggler.me'}]}, 'description': {'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/GmQlWSR2sN', 'expanded_url': 'http://peera-vora.com', 'display_url': 'peera-vora.com'}]}}",https://t.co/SyZ9UCnYfW,Peera V. 川 ,Bangkok Thailand,Creative / Copywriter / Photographer / TCG Player / GRist /⊿⁴⁶ / Photo: https://t.co/GmQlWSR2sN,"{'followers_count': 7595, 'following_count': 450, 'tweet_count': 150653, 'listed_count': 46}",geekjuggler,https://pbs.twimg.com/profile_images/1472463270044786690/GtvJS5d-_normal.jpg,False,1.1532362079265587e+18
246663955.0,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Rte5kXZ3Hq', 'expanded_url': 'http://200maniax.blog109.fc2.com/', 'display_url': '200maniax.blog109.fc2.com'}]}}",https://t.co/Rte5kXZ3Hq,🀄️◯ブ⛷🏍@tnc : SHS南館45,http://200maniax.web.fc2.com/,プラモとスキーが好きなチンパンのボブです。最近バイクも乗ります。人間の言葉を学ぶためにTwitter始めました。,"{'followers_count': 1585, 'following_count': 944, 'tweet_count': 91446, 'listed_count': 43}",200bob200,https://pbs.twimg.com/profile_images/1333742169924898816/4dnN2c_M_normal.jpg,False,1.2559148096666214e+18
561730417.0,False,"{'description': {'mentions': [{'start': 46, 'end': 59, 'username': 'arinari_mrst'}]}}",,海底の蟻なり@冬籠りｶﾏｷﾘｰ(｢･ω･)｢,土の中,CCSの浮遊物体だった何か 言語化ダンゴムシ SW-1998-5835-8472 ゲーム垢→@arinari_mrst,"{'followers_count': 308, 'following_count': 291, 'tweet_count': 47249, 'listed_count': 8}",ari_1024,https://pbs.twimg.com/profile_images/1465521026096578562/xOTjLlJW_normal.png,False,
617727129.0,False,,,Elvio Omar Cano,Argentinia,"Ingeniero en Recursos Hídricos. Consultor, Asesor. Magister en Gestión Integrada de los Recursos Hidricos (GIRH)","{'followers_count': 2946, 'following_count': 3543, 'tweet_count': 82906, 'listed_count': 54}",elvioomarcano,https://pbs.twimg.com/profile_images/1159942197376147458/19jN7Hlg_normal.jpg,False,1.3772193042911928e+18
1.2618365015260815e+18,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tmAJEIYK5I', 'expanded_url': 'https://peing.net/ja/e59590eeff4fb2', 'display_url': 'peing.net/ja/e59590eeff4…'}]}}",https://t.co/tmAJEIYK5I,たーにゃん,,いつの時代のJuice=Juiceも最高\\RTされるの好きじゃない,"{'followers_count': 98, 'following_count': 116, 'tweet_count': 2582, 'listed_count': 2}",05071201jj,https://pbs.twimg.com/profile_images/1489552100485132288/jGEzgR4a_normal.jpg,False,1.5193302168666276e+18
1.4123561873376256e+18,False,,,白痴課程後期,峠の象,白痴課程後期。,"{'followers_count': 13, 'following_count': 102, 'tweet_count': 162, 'listed_count': 0}",WakanTanka1994,https://pbs.twimg.com/profile_images/1476818156677398528/iGQeK9DU_normal.jpg,False,
1.3832770294585467e+18,False,,,YolandaHeinsohn,,Soy una Tata engreidora 😉 Mi twiter anterior fue hackeado 🤦y ahora comienzo de cero 💪😁,"{'followers_count': 22, 'following_count': 95, 'tweet_count': 3060, 'listed_count': 0}",YolandaHeinsoh1,https://pbs.twimg.com/profile_images/1383277494162264068/IwSXtkny_normal.jpg,False,
565577890.0,False,"{'description': {'hashtags': [{'start': 114, 'end': 121, 'tag': 'resist'}]}}",,Chris McCoy,"Tucson, AZ","Proud liberal who loves auto racing, my family, good books, music, movies, good TV shows, my dogs, and democracy. #resist noDMs, thank you.","{'followers_count': 153, 'following_count': 544, 'tweet_count': 4415, 'listed_count': 0}",chrsmccoy,https://pbs.twimg.com/profile_images/1446218897317773333/8e7lAKGx_normal.jpg,False,1.5082385593245082e+18
14733070.0,False,,,mika,"Tokyo, Japan",英日字幕翻訳者(映画、ドラマ、ドキュメンタリー)🎬愛猫を溺愛する毎日🐈世界おやつハンターが密かな夢🌏積読記録更新中📚 cat slave / traductora / translator for movie&drama subtitles,"{'followers_count': 244, 'following_count': 320, 'tweet_count': 10952, 'listed_count': 13}",mika_rin,https://pbs.twimg.com/profile_images/1505345483723915269/aMVv451K_normal.jpg,False,
9.886944091421532e+17,False,,,やわらかオルカ,川越市等広域海獣局,ケモナーモケー鉄の海獣。趣味の世界の国境が曖昧になってしまった。ぬいぐるみ男子。鴨川のラビーちゃんは俺の嫁。PRRおじさん。鯨類とウツボとゴンズイとホンソメワケベラが好き。,"{'followers_count': 283, 'following_count': 59, 'tweet_count': 43124, 'listed_count': 12}",soft_orca,https://pbs.twimg.com/profile_images/1509477646975275015/Oz3khDUq_normal.jpg,False,1.5219810647887258e+18
509912962.0,False,,,Ｌｕｔｏｎ Ｅｙｅ,L Town,With an ear to the ground and an eye all around the mean streets of Luton. Just a Lutonian meandering through life.,"{'followers_count': 3245, 'following_count': 1365, 'tweet_count': 40580, 'listed_count': 24}",LutonEye,https://pbs.twimg.com/profile_images/457129141720993792/dGMYHZmJ_normal.jpeg,False,
154520141.0,False,,,Belfast Connection,"Belfast, Northern Ireland",Trying to maintain my critical faculties. Wishing the rest of the world would do the same.,"{'followers_count': 150, 'following_count': 480, 'tweet_count': 9567, 'listed_count': 0}",Belcon,https://pbs.twimg.com/profile_images/965701253958381568/fDLmTTjm_normal.jpg,False,
353570235.0,False,,,#EnoughIsEnough 🎀 💉💉💉Don'tTellMeToSmile,"Melbourne, Australia","Writer living on Wurundjeri Land. I pay my respects to the Elders past and present. I acknowledge the frontier wars happened.

(RTs not auto agree or approve.)","{'followers_count': 1872, 'following_count': 1356, 'tweet_count': 160223, 'listed_count': 111}",NannaHannah,https://pbs.twimg.com/profile_images/952687975799799808/1ltEwi8W_normal.jpg,False,9.356607565440123e+17
