id,protected,verified,description,name,url,username,profile_image_url,public_metrics,location,entities,pinned_tweet_id
239138929.0,False,False,"Boxer, Boxing trainer, PNE supporter!qualified personal trainer, Les Mills RPM instructor, David Haye & FitPro Outbox trainer, Team JR GYM, Team MTK Manchester",inny walibhai,https://t.co/ElKomhixhp,innyko1,https://pbs.twimg.com/profile_images/841952741756944386/ymzaWfQ8_normal.jpg,"{'followers_count': 411, 'following_count': 802, 'tweet_count': 8668, 'listed_count': 8}",preston,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ElKomhixhp', 'expanded_url': 'http://www.fitboxing.co.uk', 'display_url': 'fitboxing.co.uk'}]}}",
1.0551073181515694e+18,False,False,tehe,𝐒𝐮𝐦𝐦𝐞𝐫,,summerwarmsme,https://pbs.twimg.com/profile_images/1503106572783861761/TXXSkfDe_normal.jpg,"{'followers_count': 93, 'following_count': 110, 'tweet_count': 5537, 'listed_count': 0}",,,1.3002241331004416e+18
1.4217109089093632e+18,False,False,nyc,caca,,djc_101,https://pbs.twimg.com/profile_images/1421711526881280000/GuMTUxxK_normal.jpg,"{'followers_count': 1, 'following_count': 46, 'tweet_count': 273, 'listed_count': 0}",,,1.444721577149485e+18
1.0106259173230428e+18,False,False,"30 | Twitch Affiliate | Austria | 
Horror Games 😍 | Monster Energy 🖤 | 
very emotional yet very contained 😅 |
Fulltime Derp 🙃",slakey,https://t.co/zetUa02q7e,sl4k3y,https://pbs.twimg.com/profile_images/1143193973852450818/b1FgqA2v_normal.png,"{'followers_count': 48, 'following_count': 93, 'tweet_count': 1964, 'listed_count': 1}","Vienna, Austria","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zetUa02q7e', 'expanded_url': 'http://www.twitch.tv/sl4k3y', 'display_url': 'twitch.tv/sl4k3y'}]}}",
7.559306265663898e+17,False,False,"GenX- Church of Bitch 🇺🇲

Someday I Will Walk Away & Say:
You Fucking Disappoint Me-
Maybe You're Better Off This Way-
Go Ahead & Play Dead",F* Your Short Memory 🏴 Anti-Cult of Absurdity,,BucMon21,https://pbs.twimg.com/profile_images/1454940970072543236/UXcvbl_U_normal.jpg,"{'followers_count': 1572, 'following_count': 930, 'tweet_count': 139320, 'listed_count': 3}","Florida, USA",,
17532090.0,False,False,"Music = Joy,  Former MGH Psychiatrist, Former Duke Statistics Professor",weloveheidi,,weloveheidi,https://pbs.twimg.com/profile_images/632069157/fred2_normal.GIF,"{'followers_count': 60, 'following_count': 234, 'tweet_count': 470, 'listed_count': 1}","Cambridge, MA",,
18552024.0,False,False,CEO of SpotYou,Rob Houweling,https://t.co/uYaA6Q9VMS,rob_houweling,https://pbs.twimg.com/profile_images/3322867927/38b862ac953406cc81fc3e8d75bfb990_normal.png,"{'followers_count': 228, 'following_count': 196, 'tweet_count': 3551, 'listed_count': 15}","Ede, Gelderland","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uYaA6Q9VMS', 'expanded_url': 'https://www.spotyou.nl', 'display_url': 'spotyou.nl'}]}}",
165320738.0,False,False,Enamorada de la vida... cada minuto cuenta... cada detalle,Malu,,malupenafiel,https://pbs.twimg.com/profile_images/1522025720452726787/yEMXjj--_normal.jpg,"{'followers_count': 295, 'following_count': 536, 'tweet_count': 12912, 'listed_count': 17}",Ecuador,,1.5220687737627034e+18
25135556.0,False,False,"Likes music (many sorts), golden era crime fiction novels, football & cricket on the telly, & Scandi Noir. 100% anti-SNP. 🇬🇧",William,,wilw6,https://pbs.twimg.com/profile_images/1320025794547240960/efpjrLUR_normal.jpg,"{'followers_count': 489, 'following_count': 174, 'tweet_count': 27187, 'listed_count': 16}",,,
552630504.0,False,False,"Sheep & Border Collie lover. Would rather be outside than in an office.  Loves crafts.  Roll on retirement, maximum 4 years at work left - 6months now.",Gillian Sowray,,GSowray,https://pbs.twimg.com/profile_images/582846132654452736/X58C1Nox_normal.jpg,"{'followers_count': 145, 'following_count': 218, 'tweet_count': 5831, 'listed_count': 2}",Hovingham,,
1.445560103701078e+18,False,False,"KAΨ, SJSU Alum, Engineer",AJ,,No_Kompetition2,https://pbs.twimg.com/profile_images/1445566036883902476/VTsbratY_normal.jpg,"{'followers_count': 37, 'following_count': 208, 'tweet_count': 568, 'listed_count': 0}",,,
173970257.0,False,False,27. Filmmaker. Architectural Compliance Monitor.,Connor Chadwick,,CChadwickFilms,https://pbs.twimg.com/profile_images/1521137696634200065/_YYBo1HS_normal.jpg,"{'followers_count': 243, 'following_count': 122, 'tweet_count': 3506, 'listed_count': 11}",England,,
1.3768827115670815e+18,False,False,"Coffee lover | swiftie | tweets about software engineering, life, self love & motivation ✨✨",Prachi Singh,,ps7386,https://pbs.twimg.com/profile_images/1464253518634647561/KOW8jPFP_normal.jpg,"{'followers_count': 30, 'following_count': 284, 'tweet_count': 246, 'listed_count': 0}",,,
291917457.0,False,False,Fell runner. Beer enthusiast. Primary school teacher. Climber. Paddler. A man amongst men. Please leave a message after the tone.,Beer Olympian,,MikeRoughley,https://pbs.twimg.com/profile_images/557151083911741441/EYYhoJzN_normal.jpeg,"{'followers_count': 508, 'following_count': 785, 'tweet_count': 7187, 'listed_count': 14}",Cumbria,,
224736574.0,False,False,"Traductora e intérprete: EN/DE/RU - ES/CA📚
Correctora de estilo📝
⚽VCF∞David Villa⚽
🎶Juanes∞Pablo Alborán🎶
🐱❤️🐶",✨Sheila✨,https://t.co/oUtg3dtcxi,SheilaCalbo7,https://pbs.twimg.com/profile_images/1371212191936962574/Cg983oxs_normal.jpg,"{'followers_count': 1488, 'following_count': 594, 'tweet_count': 70141, 'listed_count': 21}",Little paradise 🇮🇸💗,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oUtg3dtcxi', 'expanded_url': 'https://www.linkedin.com/in/sheila-calbo-domene-6a8482184/', 'display_url': 'linkedin.com/in/sheila-calb…'}]}}",1.2192025098200596e+18
7.887857272994243e+17,False,False,C.D. Comprehensive Odontology Paramédico CRM,J Kramer,,cdjkramer,https://pbs.twimg.com/profile_images/789140775086936065/77uwO0PG_normal.jpg,"{'followers_count': 27, 'following_count': 115, 'tweet_count': 1329, 'listed_count': 0}",CDMX Sur ,,
