id,pinned_tweet_id,protected,url,name,location,description,public_metrics,username,profile_image_url,verified,entities
523981916.0,1.3244855568443023e+18,False,,Marya,"NJ, USA","Reader, news junkie. “There are hundreds of ways to kneel and kiss the ground” Rumi. “It’s a cold and it’s a broken Hallelujah” Cohen.","{'followers_count': 1268, 'following_count': 2661, 'tweet_count': 13901, 'listed_count': 0}",MaryaPetry,https://pbs.twimg.com/profile_images/1255564974526734337/MUABUpxR_normal.jpg,False,
34680859.0,7.844083414223626e+17,False,,🐙 Pulpolardo Urbano 🐙,"Guadalajara, Jalisco  ",Jericallo de tiempo completo 🍮. Mamífero profesional 🤔. Pedestre 🚸,"{'followers_count': 2027, 'following_count': 737, 'tweet_count': 74153, 'listed_count': 64}",PulpoUrbano,https://pbs.twimg.com/profile_images/1520860669809152001/5yZ2mnMr_normal.jpg,False,
1.5159343882443366e+18,,False,https://t.co/is7RLUzlhE,🌳🦄,,アイドルか若手声優の話してる。詳しくは→https://t.co/y16uJ9BqQg,"{'followers_count': 23, 'following_count': 40, 'tweet_count': 413, 'listed_count': 0}",ss86l,https://pbs.twimg.com/profile_images/1516067894630645762/Uj5kWjdV_normal.png,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/is7RLUzlhE', 'expanded_url': 'https://mito-913.hatenablog.com', 'display_url': 'mito-913.hatenablog.com'}]}, 'description': {'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/y16uJ9BqQg', 'expanded_url': 'http://twpf.jp/ss86l', 'display_url': 'twpf.jp/ss86l'}]}}"
1.4957271804916736e+18,,False,https://t.co/C1O2mC1TH6,얔하오,대한민국 서울,덕질이나 할라구,"{'followers_count': 5, 'following_count': 168, 'tweet_count': 2598, 'listed_count': 0}",iaghao18,https://pbs.twimg.com/profile_images/1507362340597288967/VXaFMPlL_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/C1O2mC1TH6', 'expanded_url': 'http://sukyeol.yoon.go.fuck.yourself.com', 'display_url': 'sukyeol.yoon.go.fuck.yourself.com'}]}}"
15040956.0,1.2559522816540262e+18,False,https://t.co/r9wG9K8eX5,FJ@バラナンブ『ファズ、光線、花』発売中,関東。猫が沢山いる町。,バラナンブのギターボーカル。 藤井ソロ。DJ。 他色々。過去活動→堕空-dakuu-、YBO2、Differance、鵺。EthNoisArkestra、Pastel Sugarplum、餓鬼道。好き→ロック、ニューウェーブ、トラッド、プロレス、2NE1、探偵小説。DCアメコミ→フラポ前のが好きっぽい。嫌い→全ふぁぼ。,"{'followers_count': 2789, 'following_count': 5001, 'tweet_count': 150996, 'listed_count': 80}",Deceit_F,https://pbs.twimg.com/profile_images/1520472038372110337/t6NTJEKK_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r9wG9K8eX5', 'expanded_url': 'https://suzuri.jp/Deceit_F', 'display_url': 'suzuri.jp/Deceit_F'}]}}"
416873431.0,,False,https://t.co/83AUPMmP9R,厨二病＿与一,Montieren→Honey Moon,与一って呼んでくれればいいです えっちな絵をRTします 松尾千鶴/SDVX/jubeat/グラブル/FF14(manaDCパンデモ)/APEX/原神 アイコンは鵜飼沙樹（@ukaisaki）先生です💉🦇🍆🥕🐟🎧⚖🐬🌱,"{'followers_count': 1467, 'following_count': 4934, 'tweet_count': 192108, 'listed_count': 31}",tyuunibyou_,https://pbs.twimg.com/profile_images/1127703537775865856/0s0D0SG8_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/83AUPMmP9R', 'expanded_url': 'http://yoichi0508.hatenablog.com', 'display_url': 'yoichi0508.hatenablog.com'}]}, 'description': {'mentions': [{'start': 85, 'end': 94, 'username': 'ukaisaki'}]}}"
14868577.0,,False,,FUNBARE☆さいのん,現在金沢近郊を散策中。好きな場所は武蔵野。,いやなことはいや すきなものがすき かわいいものとメガネがすき ゆるふわになりたい社壊人,"{'followers_count': 1597, 'following_count': 2453, 'tweet_count': 341118, 'listed_count': 85}",sayn0,https://pbs.twimg.com/profile_images/719203195004674053/IrZMHPRZ_normal.jpg,False,
135985594.0,,False,https://t.co/CzxqTEdrPK,Aravind Rao,"Westford, MA","Movies, Cricket, Tennis, Soccer, football","{'followers_count': 64, 'following_count': 125, 'tweet_count': 235, 'listed_count': 1}",aravind_rao,https://pbs.twimg.com/profile_images/1231663703/Copy_20of_20IMG_5578_normal.JPG,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CzxqTEdrPK', 'expanded_url': 'https://facebook.com/aravind.rao', 'display_url': 'facebook.com/aravind.rao'}]}}"
1.4371822159983862e+18,1.4379040935031767e+18,False,https://t.co/54XvWmM96V,"Carlotta A. Berry, PhD #PurposefulProfessor 👩🏾‍","Indianapolis, IN",Robotics & engineering professor with mission to diversify STEM by normalizing @BlackInRobotics @BlkInEngineerng  likes/retweets ≠ endorsement @NoireSTEMinist,"{'followers_count': 3292, 'following_count': 3470, 'tweet_count': 30963, 'listed_count': 18}",DrCarlottaBerry,https://pbs.twimg.com/profile_images/1437907979093913604/iGv383hC_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/54XvWmM96V', 'expanded_url': 'http://NoireSTEMinist.com', 'display_url': 'NoireSTEMinist.com'}]}, 'description': {'mentions': [{'start': 79, 'end': 95, 'username': 'BlackInRobotics'}, {'start': 96, 'end': 112, 'username': 'BlkInEngineerng'}, {'start': 143, 'end': 158, 'username': 'NoireSTEMinist'}]}}"
1037169746.0,1.519735634402988e+18,False,https://t.co/N3NGHYGT5c,🍍Lillian🫴🏾,Central Jersey ➡️ Philadelphia,"𝙒𝙚𝙡𝙡, 𝙩𝙝𝙖𝙩 𝙬𝙖𝙨 𝙖 𝙡𝙤𝙩 𝙤𝙛 𝙛𝙪𝙣.","{'followers_count': 655, 'following_count': 634, 'tweet_count': 17621, 'listed_count': 4}",Unsweeeeeeeeet,https://pbs.twimg.com/profile_images/1517582099406110721/m3XVpRBZ_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/N3NGHYGT5c', 'expanded_url': 'https://www.google.com/search?q=central+jersey+exists&oq=central+jersey+exist&aqs=chrome.1.69i57j0j0', 'display_url': 'google.com/search?q=centr…'}]}}"
7.810064872336302e+17,1.51933941618287e+18,False,,爪,愚痴垢なんでみんなつるむの？^^,ひとりで悪口言いたいだけです,"{'followers_count': 2, 'following_count': 0, 'tweet_count': 3717, 'listed_count': 0}",tsumeniyasashii,https://pbs.twimg.com/profile_images/781434147122229248/-ETAYiJ9_normal.jpg,False,
