,verified,description,protected,url,public_metrics,location,profile_image_url,pinned_tweet_id,name,id,username,entities
168060523,False,Hola👋                                                             Tempat curhat dan sambat 🎉,False,,"{'followers_count': 361, 'following_count': 223, 'tweet_count': 20653, 'listed_count': 2}",Indonesia,https://pbs.twimg.com/profile_images/1330304354386141188/TtRZYn9l_normal.jpg,,Nining Sumbangsih,,_niningns,
504296153,False,いつも心にポケットモンスター/上品な方→@ichina0107_p,False,https://t.co/GYrKcv2j0O,"{'followers_count': 233, 'following_count': 419, 'tweet_count': 37432, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1509194394141831178/OilPnBfG_normal.jpg,1489920760454201348,いちな🗻,,ichina0107,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GYrKcv2j0O', 'expanded_url': 'http://www.pixiv.net/member.php?id=2986176', 'display_url': 'pixiv.net/member.php?id=…'}]}, 'description': {'mentions': [{'start': 20, 'end': 33, 'username': 'ichina0107_p'}]}}"
1413966342831673347,False,long live villanelle,False,,"{'followers_count': 221, 'following_count': 213, 'tweet_count': 14932, 'listed_count': 5}",they/them 18,https://pbs.twimg.com/profile_images/1516514127186960387/0F3bksGk_normal.jpg,,🧤,,namotron,
284315342,False,齢31のおっさん。稀に自炊･散歩する。中日ドラゴンズ/シャニマス(千雪･ストレイ)/https://t.co/kRpoqMz1SG,False,https://t.co/x6IdYwZsJo,"{'followers_count': 22, 'following_count': 111, 'tweet_count': 21611, 'listed_count': 0}",愛知,https://pbs.twimg.com/profile_images/816634757375111168/k7aSlVDd_normal.jpg,,ゴーリー,,goaly0316,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x6IdYwZsJo', 'expanded_url': 'http://goli4520.blog.fc2.com/?cr=797kn0vj1igpaueeffbbouhh65', 'display_url': 'goli4520.blog.fc2.com/?cr=797kn0vj1i…'}]}, 'description': {'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/kRpoqMz1SG', 'expanded_url': 'http://twpf.jp/goaly0316', 'display_url': 'twpf.jp/goaly0316'}]}}"
1041077666537889792,False,Black Lives Matter 18 Marxist with a tankie aesthetic,False,,"{'followers_count': 9, 'following_count': 188, 'tweet_count': 379, 'listed_count': 0}",She/they,https://pbs.twimg.com/profile_images/1388913082513170433/Ly-5k9RJ_normal.jpg,,Its ✨Delta✨,,its_deltaaa,
2799058134,False,バーチャル麻雀お嬢様　身内卓→#ダメステ卓,False,https://t.co/yA4DuuY60s,"{'followers_count': 270, 'following_count': 793, 'tweet_count': 60644, 'listed_count': 2}",ハイカラスクエア,https://pbs.twimg.com/profile_images/1288127534937202688/G8Tsols5_normal.jpg,1521774414828023808,あるば7.5G,,Alba_bushi,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yA4DuuY60s', 'expanded_url': 'https://www.pixiv.net/users/15696026', 'display_url': 'pixiv.net/users/15696026'}]}, 'description': {'hashtags': [{'start': 15, 'end': 21, 'tag': 'ダメステ卓'}]}}"
1213704727998820352,False,"#Jimin: I can be your Genie
How 'bout Aladdin?

17. Black. She/They. OT7 forever baby",False,,"{'followers_count': 88, 'following_count': 2566, 'tweet_count': 33516, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1501187288235229190/_Soqv7Tr_normal.jpg,,MissMml⁷🧈,,MissMml2,"{'description': {'hashtags': [{'start': 0, 'end': 6, 'tag': 'Jimin'}]}}"
1145428472216449024,False,professional music enjoyer,False,,"{'followers_count': 8, 'following_count': 331, 'tweet_count': 210, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1436009776408842248/tiJGwODj_normal.jpg,,rivercaesar1128,,rivercaesar1128,
319700450,False,最近はアモアス,False,,"{'followers_count': 15, 'following_count': 29, 'tweet_count': 3958, 'listed_count': 0}",北海道 札幌市 白石区,https://pbs.twimg.com/profile_images/1496789804478255110/ynI-Fn16_normal.jpg,,トリック,,trickace,
1090574035304341504,False,among us / Shadowverse ゲームアカ リザ  信じるべきは自分の視認のみ,False,,"{'followers_count': 28, 'following_count': 50, 'tweet_count': 410, 'listed_count': 3}",日本,https://pbs.twimg.com/profile_images/1436921789993476097/ubXe7WXw_normal.jpg,,tentory,,tentory057324no,
6836022,False,#LPW on Twitch|Variety Streamer Bears Fan! #BearDown🐻👾Gamer 🤼‍♂️Wrestling Fan. LVL 30 Player,False,https://t.co/yhHIvo8hO6,"{'followers_count': 527, 'following_count': 584, 'tweet_count': 32404, 'listed_count': 19}","Florida, USA",https://pbs.twimg.com/profile_images/1458774567846035459/w5DgAaqm_normal.jpg,1515372784058306566,Dalehausen,,DaLegacy23,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yhHIvo8hO6', 'expanded_url': 'http://twitch.tv/DaLegacy23', 'display_url': 'twitch.tv/DaLegacy23'}]}, 'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': 'LPW'}, {'start': 43, 'end': 52, 'tag': 'BearDown'}]}}"
825049989705560065,False,"In a time of destruction, create something. 🇺🇸",False,,"{'followers_count': 67, 'following_count': 1, 'tweet_count': 2529, 'listed_count': 0}","South Plainfield, NJ",https://pbs.twimg.com/profile_images/1493459302207877126/SCbKJV6S_normal.jpg,,John Manning,,sfred_bot,
95430012,False,球蹴るやつと二次元｜#urawareds #yamaga #sperio #LFC #Corinthians #RiverPlate｜鍵作品とか色々｜タイシンすき｜Vの推し→🍆&🌂｜イエローちゃんの声が聴きたい。,False,https://t.co/erj41HzSGj,"{'followers_count': 880, 'following_count': 986, 'tweet_count': 254913, 'listed_count': 53}",トキワシティ郊外,https://pbs.twimg.com/profile_images/1499399714860847104/937NWQmZ_normal.jpg,1517471085289406464,REDIA,,REDIA186,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/erj41HzSGj', 'expanded_url': 'https://www.youtube.com/channel/UCUsiPqUTdBNnmw9ql4AoIxw', 'display_url': 'youtube.com/channel/UCUsiP…'}]}, 'description': {'hashtags': [{'start': 10, 'end': 20, 'tag': 'urawareds'}, {'start': 21, 'end': 28, 'tag': 'yamaga'}, {'start': 29, 'end': 36, 'tag': 'sperio'}, {'start': 37, 'end': 41, 'tag': 'LFC'}, {'start': 42, 'end': 54, 'tag': 'Corinthians'}, {'start': 55, 'end': 66, 'tag': 'RiverPlate'}]}}"
75931243,False,https://t.co/VGhVNQAEWs | そう、これは終わりじゃない……はじまりなんだ……っ！これから、すべては……ここから、はじまるわたしたちの物語っ！！,False,https://t.co/m70VSNYn57,"{'followers_count': 652, 'following_count': 996, 'tweet_count': 80477, 'listed_count': 13}","Neo-VENEZIA,AQUA | 聖櫻學園屋上,櫻花市",https://pbs.twimg.com/profile_images/952212058761670656/ZBQCKa-j_normal.jpg,1124218165872013312,ìäçeé“ÅFÇÇÇåÇïÇÖ《投稿者：blue》,,Azr_xx,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m70VSNYn57', 'expanded_url': 'http://www.starchild.co.jp/special/manabi_bd/', 'display_url': 'starchild.co.jp/special/manabi…'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VGhVNQAEWs', 'expanded_url': 'https://twitter.com/azr_pp/status/1116545960937570304', 'display_url': 'twitter.com/azr_pp/status/…'}]}}"
318170236,False,"Craft Beer drinker, Vinyl collector, Golfer, Curler, #DadBodForARadCause supporter/model and 100 Men of Red Deer member.",False,,"{'followers_count': 1092, 'following_count': 1950, 'tweet_count': 8267, 'listed_count': 9}","Blackfalds, Alberta",https://pbs.twimg.com/profile_images/1228339065239457792/VjnK03MD_normal.jpg,,James Hannett 🇨🇦,,JamesHannett,"{'description': {'hashtags': [{'start': 53, 'end': 72, 'tag': 'DadBodForARadCause'}]}}"
482197665,False,相川上総です。すぐに推しCP結婚したと言う腐女子。今は第五人格の占傭メイン（読むだけなら雑食） 20歳↑ アイコン:@mugen_infinite https://t.co/6b2Au37qQd,False,https://t.co/umzmnpCKqQ,"{'followers_count': 194, 'following_count': 173, 'tweet_count': 259592, 'listed_count': 12}",備中,https://pbs.twimg.com/profile_images/1323228440611356673/dVVM5yP-_normal.png,886628926675496962,かずを,,Snail_aikawa,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/umzmnpCKqQ', 'expanded_url': 'https://www.pixiv.net/member.php?id=2344172', 'display_url': 'pixiv.net/member.php?id=…'}]}, 'description': {'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/6b2Au37qQd', 'expanded_url': 'https://privatter.net/u/Snail_aikawa', 'display_url': 'privatter.net/u/Snail_aikawa'}], 'mentions': [{'start': 58, 'end': 73, 'username': 'mugen_infinite'}]}}"
25921247,False,"I am at this point of my life that if something is not making me happy, making me better or making me money, then I just don't have time for it. Sorry 🤷🏻‍♀️",False,https://t.co/rYFqUtqrX2,"{'followers_count': 1403, 'following_count': 971, 'tweet_count': 163269, 'listed_count': 16}",Kuala Lumpur,https://pbs.twimg.com/profile_images/1504133134077489155/qHqmWEJ7_normal.jpg,1274254296867934215,ǟɖʐʀǟʐɛռɛƈǟ,,adzra,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rYFqUtqrX2', 'expanded_url': 'http://instagram.com/duchessofsemantan#', 'display_url': 'instagram.com/duchessofseman…'}]}}"
36161899,False,,False,,"{'followers_count': 42, 'following_count': 1298, 'tweet_count': 177, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/676491259586830336/OdRPKZOh_normal.jpg,,kristine browne,,krispesima,
266990399,False,"Organisation Consultant Diversity, Gender & Culture, Leadership Coach, Foodie, Traveller, Music lover",False,https://t.co/w7kJeNwj9H,"{'followers_count': 91, 'following_count': 375, 'tweet_count': 1054, 'listed_count': 0}",Bangalore,https://pbs.twimg.com/profile_images/1438111345447104517/4dXjgzj7_normal.jpg,,Sarbari Dasgupta Gomes,,sg58,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/w7kJeNwj9H', 'expanded_url': 'http://sharbori.wordpress.com', 'display_url': 'sharbori.wordpress.com'}]}}"
2185562353,False,Is all that we see or seem but a dream within a dream? - Edgar Allan Poe,False,,"{'followers_count': 24, 'following_count': 57, 'tweet_count': 1155, 'listed_count': 0}",VA,https://pbs.twimg.com/profile_images/1519132423384145922/0X8EMJZn_normal.jpg,1328472728639254534,Tammy,,steel_daisies,
620691158,False,果物のある静物 備忘録,False,,"{'followers_count': 95, 'following_count': 409, 'tweet_count': 22316, 'listed_count': 2}",寝床,https://pbs.twimg.com/profile_images/916067268089360384/FVIe2zoT_normal.jpg,,深山,,mym362,
216593734,False,black lives matter. indigenous lives matter. trans lives matter. asian lives matter!! FREE PALESTINE,False,,"{'followers_count': 269, 'following_count': 189, 'tweet_count': 21093, 'listed_count': 2}",she/they,https://pbs.twimg.com/profile_images/1486059845597884420/w04-VhX8_normal.jpg,1241912963591598080,kenz (Taylor’s Version),,rnckenz,
1114250624672124928,False,,False,,"{'followers_count': 66, 'following_count': 289, 'tweet_count': 1591, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1441592734666612739/Kug94_ta_normal.jpg,1410409296261750791,Bleunyn,,Bleunyn,
140206203,False,"Historiadora Unal. Estudiante MEC. ""Higher, further, faster, baby"". Marvel geek. También hablo en un Podcast: @BullpenHistory",False,https://t.co/AyqF3fOu7V,"{'followers_count': 1406, 'following_count': 2482, 'tweet_count': 130708, 'listed_count': 12}","Bogotá, Bucaramanga, B/ca-bja",https://pbs.twimg.com/profile_images/1521714781555765249/iuACgXWS_normal.jpg,1488819111316627457,Javivi waiting for #DoctorStrange 🔮,,JaviviRuizJ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AyqF3fOu7V', 'expanded_url': 'https://soundcloud.com/javivi-ruiz-54955105', 'display_url': 'soundcloud.com/javivi-ruiz-54…'}]}, 'description': {'mentions': [{'start': 110, 'end': 125, 'username': 'BullpenHistory'}]}}"
167156969,False,"26. designer, survivor, psalm 91:2, sohla el-waylly fan club. 2w1. @taymabelitini everywhere it matters. she/her.",False,,"{'followers_count': 890, 'following_count': 1706, 'tweet_count': 29771, 'listed_count': 16}","metro detroit, mi",https://pbs.twimg.com/profile_images/1348989900893384705/roSuYYo8_normal.jpg,1383879464304533513,tay mabelitini ✨,,taymabelitini,"{'description': {'mentions': [{'start': 67, 'end': 81, 'username': 'taymabelitini'}]}}"
40840336,False,Mac User/M.S./iOS & Android Developer/Fool(not Full) Stack Developer,False,https://t.co/vzHH0zolR0,"{'followers_count': 1806, 'following_count': 418, 'tweet_count': 132353, 'listed_count': 75}","37.49735,127.027541",https://pbs.twimg.com/profile_images/1380183150261792776/Ve67v4jD_normal.jpg,,그남자,,gnamja,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vzHH0zolR0', 'expanded_url': 'http://ko-fi.com/YourName', 'display_url': 'ko-fi.com/YourName'}]}}"
1379911447094812673,False,"crys !? is typing . . .
## any prns 🧸 •  entj ^^",False,,"{'followers_count': 10, 'following_count': 18, 'tweet_count': 100, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1514439733920686080/AgmBX4HB_normal.jpg,,crys #KOLO,,flwrkun,
1383430128856801291,False,,False,,"{'followers_count': 1, 'following_count': 12, 'tweet_count': 80, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,はる,,ZZM1DaZnhpMTffw,
769985096,True,"Comedian-writer, The Bad Piano Player Podcast.",False,,"{'followers_count': 7605, 'following_count': 862, 'tweet_count': 47432, 'listed_count': 82}",,https://pbs.twimg.com/profile_images/1170085984811266049/x7WcCe2l_normal.jpg,1518973645741117440,John Wing,,JohnWing5,
875972627302465536,False,"🌈🕒🔫🎲🌞☯🎻🛵😎🎋🏰🕛
イロドリミドリを愛する者
なる推し
チュウニズムレートmax16.48
オンゲキレート max15.25
DEEMO  Lune1番好き
fgo マスターレベル151 オルタニキ えっちゃん推し",False,,"{'followers_count': 155, 'following_count': 361, 'tweet_count': 5992, 'listed_count': 1}",ネ申大二小ノl Ⅰ,https://pbs.twimg.com/profile_images/1299016539522256896/Gf2ascNj_normal.jpg,1355171740440096769,Komibun,,Bunbun06045525,
75506250,False,テレビゲームのお仕事をしてます。アイコンは餅月あんこさんに描いていただきました。2021年なおき賞受賞 ※DJではありません,False,https://t.co/3mMeyvevm7,"{'followers_count': 1356, 'following_count': 517, 'tweet_count': 98911, 'listed_count': 62}",Japan,https://pbs.twimg.com/profile_images/1304984696481181697/hG7V16yv_normal.jpg,1217960510466875392,フクタケ＠なおき賞作家,,fukutake555,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3mMeyvevm7', 'expanded_url': 'http://d.hatena.ne.jp/fukutake/', 'display_url': 'd.hatena.ne.jp/fukutake/'}]}}"
760236870957568000,False,うさぎさんだよ！ アイコンはポスト氏【@post_TRPG】からいただきました！ありがとう！！ LineBotのcoHALをすこって！ https://t.co/JR0lWCq3Q1… ふせったー：https://t.co/WjiQGa7BNV,False,,"{'followers_count': 178, 'following_count': 341, 'tweet_count': 23435, 'listed_count': 14}","MacBook Air(13-inch, Mid 2012)",https://pbs.twimg.com/profile_images/1481960621159882753/Gq_z3t2y_normal.png,1515348032996671488,そういうところマンうさぎさんと他100億人,,18us_,"{'description': {'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/JR0lWCq3Q1', 'expanded_url': 'http://line.me/R/ti/p/mMKFzLA', 'display_url': 'line.me/R/ti/p/mMKFzLA'}, {'start': 99, 'end': 122, 'url': 'https://t.co/WjiQGa7BNV', 'expanded_url': 'http://fusetter.com/u/18us_', 'display_url': 'fusetter.com/u/18us_'}], 'mentions': [{'start': 19, 'end': 29, 'username': 'post_TRPG'}]}}"
544078737,False,"matryosikaです。  いし・むし・ほしがすき。  たまに電気で遊ぶ。  すうがくも好き。  自称地球惑星科学系。  くらーけん。
Planetary Science/Earth Science/Astronomy/Mathematical Physics",False,https://t.co/ylN01qIECW,"{'followers_count': 1260, 'following_count': 1719, 'tweet_count': 82663, 'listed_count': 30}",地球圏/月/エイトケン盆地,https://pbs.twimg.com/profile_images/1474769758910558211/ijfxNdaE_normal.jpg,1246013167156596737,matryosika@ニッケル,,matryo_sika,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ylN01qIECW', 'expanded_url': 'https://www.flickr.com/photos/118464285@N07/', 'display_url': 'flickr.com/photos/1184642…'}]}}"
2947394988,False,,False,,"{'followers_count': 96, 'following_count': 827, 'tweet_count': 29629, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1521447201284706304/XUoT6W5v_normal.jpg,,Stormy James🤜🏽🤛🏿,,jcqlmanl,
