id,reply_settings,source,possibly_sensitive,lang,context_annotations,text,author_id,created_at,public_metrics,conversation_id,entities,referenced_tweets,attachments,in_reply_to_user_id,geo
1521154919260164098,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

🟩⬜⬜⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

Jeeeeeeezzzzz",523981916,2022-05-02T15:49:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154919260164098,,,,,
1521154918001827840,everyone,Twitter for Android,False,es,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Esa palabra no es en español &gt;:-[

Wordle (ES)  #116 5/6

🟨⬜⬜⬜⬜
⬜🟩⬜🟩⬜
⬜🟩⬜🟩🟨
⬜🟩🟨🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/qZkWMPXomo",34680859,2022-05-02T15:49:28.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1521154918001827840,"{'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/qZkWMPXomo', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521154916332761088,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 5/6

⬛⬛🟩⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1515934388244336647,2022-05-02T15:49:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154916332761088,,,,,
1521154911484149761,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 6/6

⬛⬛⬛⬛🟨
⬛🟨⬛⬛⬛
🟨🟩⬛⬛🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",1495727180491673600,2022-05-02T15:49:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154911484149761,,,,,
1521154906073174018,everyone,Twitter for iPhone,False,ja,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

ふむふむ

⬜🟨⬜🟨⬜
⬜🟨🟩⬜⬜
⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩",15040956,2022-05-02T15:49:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154906073174018,,,,,
1521154905754734593,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟩
🟩🟩🟩🟩🟩",416873431,2022-05-02T15:49:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154905754734593,,,,,
1521154898657615872,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

⬜🟩⬜⬜⬜
⬜⬜🟨⬜⬜
⬜🟨⬜🟨⬜
🟩🟩🟩🟩🟩",14868577,2022-05-02T15:49:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154898657615872,,,,,
1521154888952168449,everyone,Twitter Web App,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

⬛⬛⬛⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩

#Wordle317 #Wordle",135985594,2022-05-02T15:49:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154888952168449,"{'hashtags': [{'start': 35, 'end': 45, 'tag': 'Wordle317'}, {'start': 46, 'end': 53, 'tag': 'Wordle'}]}",,,,
1521154888100683777,everyone,Twitter Web App,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","RT @NoireSTEMinist: Welcome back to THREE-VILLE Babee!!!! 
Wordle 317 3/6

🟨⬜🟨⬜🟨
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩 https://t.co/kk9FjgojiQ",1437182215998386181,2022-05-02T15:49:21.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154888100683777,"{'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/kk9FjgojiQ', 'expanded_url': 'https://twitter.com/NoireSTEMinist/status/1521154643904053249/photo/1', 'display_url': 'pic.twitter.com/kk9FjgojiQ', 'media_key': '16_1521154633112162304'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'NoireSTEMinist', 'id': '1399521161772425221'}]}","[{'type': 'retweeted', 'id': '1521154643904053249'}]",{'media_keys': ['16_1521154633112162304']},,
1521154883491090432,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 2/6*
⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩✨",1037169746,2022-05-02T15:49:20.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",1521154883491090432,,,,,
1521154881222234114,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

🟩⬛🟨⬛⬛
🟩⬛⬛🟨⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩",781006487233630208,2022-05-02T15:49:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154881222234114,,,,,
1521154877287710727,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

⬛⬛⬛⬛🟨
⬛🟨⬛⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1449400059234295818,2022-05-02T15:49:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154877287710727,,,,,
1521154872632287232,everyone,Twitter for iPhone,False,ja,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 3/6

⬛🟨⬛⬛⬛
🟩🟨⬛🟩⬛
🟩🟩🟩🟩🟩
やらな過ぎて記録ぶっ飛んでた",481985587,2022-05-02T15:49:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154872632287232,,,,,
1521154870883065857,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 6/6

⬛🟨⬛🟨⬛
🟩⬛🟩⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",45569420,2022-05-02T15:49:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154870883065857,,,,,
1521154866101600260,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@JeddBeaudoin Got Lucky

Wordle 317 3/6

🟩🟩🟨⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",174295132,2022-05-02T15:49:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1521094090963759104,"{'mentions': [{'start': 0, 'end': 13, 'username': 'JeddBeaudoin', 'id': '71046502'}]}","[{'type': 'replied_to', 'id': '1521094090963759104'}]",,71046502,
1521154865002594305,everyone,Twitter Web App,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

🟩⬜⬜⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩",330807014,2022-05-02T15:49:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1521154865002594305,,,,,
1521154862465323008,everyone,Twitter for iPhone,False,ja,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 6/6

🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

ギリギリ。こんな緑になることまあない。",90372241,2022-05-02T15:49:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154862465323008,,,,,
1521154853833441281,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 3/6

⬜🟨🟩⬜⬜
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩",99200805,2022-05-02T15:49:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521154853833441281,,,,,
1521154849857228800,everyone,Twitter Web App,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 5/6*

⬜🟩🟨⬜⬜
⬜🟩⬜⬜🟨
🟨🟩⬜⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",7654562,2022-05-02T15:49:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154849857228800,,,,,
1521154836498030592,everyone,Twitter for iPad,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
⬛⬛⬛🟩🟩
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",1313717811164835841,2022-05-02T15:49:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154836498030592,,,,,
1521154816285843456,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #116 6/6

🟩⬜⬜⬜🟨
🟩🟨⬜⬜⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/NNvOXi4dXN",256085999,2022-05-02T15:49:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521154816285843456,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/NNvOXi4dXN', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521154808232570880,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
🟩🟩🟩🟩🟩",97692546,2022-05-02T15:49:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1521154808232570880,,,,,
1521154797927165952,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

🟨🟨⬛⬛⬛
⬛🟩⬛⬛⬛
🟩⬛⬛🟨⬛
🟩🟩🟩🟩🟩",168838944,2022-05-02T15:49:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154797927165952,,,,,
1521154796841213952,everyone,Twitter for Android,False,ja,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","ポケモンWordle 3/10

⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩

https://t.co/Ilo0t0G7E8
 #ポケモンWordle",173181037,2022-05-02T15:48:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154796841213952,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/Ilo0t0G7E8', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}]}",,,,
1521154795016499200,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",230858320,2022-05-02T15:48:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1483872780873617412,,"[{'type': 'replied_to', 'id': '1520786853535879171'}]",,230858320,
1521154788544872448,everyone,Twitter for iPhone,False,ja,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 5/6*

🟨⬜🟩⬜⬜
⬜🟨🟩🟨⬜
🟨🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

ふぅー",4186396392,2022-05-02T15:48:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521154788544872448,,,,,
1521154787697631238,everyone,TweetDeck,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

⬛🟩⬛🟨⬛
⬛⬛🟨⬛⬛
⬛🟨🟩⬛⬛
🟩🟩🟩🟩🟩",3263874037,2022-05-02T15:48:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154787697631238,,,,,
1521154787085099008,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Together, we March on…

Wordle 317 3/6

🟩⬛🟩🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",17165732,2022-05-02T15:48:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154787085099008,,,,,
1521154777169764355,everyone,Twitter Web App,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 2/6

⬜⬜🟨⬜🟩
🟩🟩🟩🟩🟩

...life can only go downhill from here",1360613226,2022-05-02T15:48:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1521154777169764355,,,,,
1521154776771215363,everyone,Twitter Web App,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","RT @NoireSTEMinist: Welcome back to THREE-VILLE Babee!!!! 
Wordle 317 3/6

🟨⬜🟨⬜🟨
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩 https://t.co/kk9FjgojiQ",1902463964,2022-05-02T15:48:55.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154776771215363,"{'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/kk9FjgojiQ', 'expanded_url': 'https://twitter.com/NoireSTEMinist/status/1521154643904053249/photo/1', 'display_url': 'pic.twitter.com/kk9FjgojiQ', 'media_key': '16_1521154633112162304'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'NoireSTEMinist', 'id': '1399521161772425221'}]}","[{'type': 'retweeted', 'id': '1521154643904053249'}]",{'media_keys': ['16_1521154633112162304']},,
1521154775970066432,everyone,Twitter for iPhone,False,ja,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","ポケモンWordle 5/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/By8q37HQXM
 #ポケモンWordle",888759306467786754,2022-05-02T15:48:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154775970066432,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/By8q37HQXM', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",,,,
1521154769074671617,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

🟩⬜⬜🟩⬜
🟩⬜⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",271098657,2022-05-02T15:48:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154769074671617,,,,,
1521154754746851328,everyone,Twitter Web App,False,ko,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 6/6*
앞글자찾기께임
⬛⬛⬛⬛⬛
⬛⬛⬛🟩🟩
🟨⬛⬛🟩🟩
⬛🟨🟨🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",900340590050656258,2022-05-02T15:48:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154754746851328,,,,,
1521154748459937792,everyone,Twitter Web App,False,ja,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 5/6
#Worldle  #Wordle318  
🟩⬜⬜⬜⬜
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
結構苦労したー。",128970494,2022-05-02T15:48:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521154748459937792,"{'hashtags': [{'start': 15, 'end': 23, 'tag': 'Worldle'}, {'start': 25, 'end': 35, 'tag': 'Wordle318'}]}",,,,
1521154748413779968,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 6/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨🟨
⬛🟨⬛🟩🟨
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",189371518,2022-05-02T15:48:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154748413779968,,,,,
1521154747524435970,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@OdysseyEB Wordle 317 X/6*

🟩⬛⬛⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛

Shoot...",2484463020,2022-05-02T15:48:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1521154030944210944,"{'mentions': [{'start': 0, 'end': 10, 'username': 'OdysseyEB', 'id': '64793470'}]}","[{'type': 'replied_to', 'id': '1521154030944210944'}]",,64793470,
1521154736367747072,everyone,Twitter for iPhone,False,ja,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 4/6

🟨⬛🟨⬛⬛
⬛⬛⬛🟨⬛
⬛🟨🟨⬛⬛
🟩🟩🟩🟩🟩
もっと攻めてもよかったかも",145568850,2022-05-02T15:48:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154736367747072,,,,,
1521154728947634176,everyone,Twitter for Mac,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@tacayler I got lucky today too!

Wordle 317 2/6

🟩⬜⬜⬜🟨
🟩🟩🟩🟩🟩",1419044567161065472,2022-05-02T15:48:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1521142081841815552,"{'mentions': [{'start': 0, 'end': 9, 'username': 'tacayler', 'id': '2827799300'}]}","[{'type': 'replied_to', 'id': '1521142081841815552'}]",,2827799300,
1521154725550657536,everyone,Twitter for Android,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 318 5/6

⬛🟨🟩⬛⬛
🟨⬛⬛⬛🟩
⬛⬛🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",383699541,2022-05-02T15:48:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154725550657536,,,,,
1521154719686684673,everyone,Twitter for iPhone,False,en,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #116 3/6

⬜🟩⬜🟩⬜
⬜🟩🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/gBFxhn52cr",872602647307710464,2022-05-02T15:48:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1521154719686684673,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/gBFxhn52cr', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
