id,pinned_tweet_id,location,profile_image_url,description,url,name,public_metrics,username,protected,verified,entities
262661349.0,1.447945529896231e+18,"Arizona, USA",https://pbs.twimg.com/profile_images/566955971524571136/rOiQQTJZ_normal.png,"Author, reader, wanderer, and slave to two cats. Home base is the Heart of Arizona, but I travel and move whenever possible, so I can bring my stories to life!",https://t.co/vZQMr54qKI,Carmen DeSousa,"{'followers_count': 13828, 'following_count': 6922, 'tweet_count': 164295, 'listed_count': 636}",Author_Carmen,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vZQMr54qKI', 'expanded_url': 'https://www.carmendesousabooks.com/', 'display_url': 'carmendesousabooks.com'}]}}"
34858057.0,,Nairobi,https://pbs.twimg.com/profile_images/477764091222974464/gSxL_OWX_normal.jpeg,"Egg, Lover, Pooper... ~ ~ Lame Jokes ~ #Arsenal",,Baba Kayai,"{'followers_count': 19988, 'following_count': 1009, 'tweet_count': 44320, 'listed_count': 49}",BabaKayai,False,False,"{'description': {'hashtags': [{'start': 39, 'end': 47, 'tag': 'Arsenal'}]}}"
9.388253466605486e+17,1.4898365659288945e+18,"Spokane, WA",https://pbs.twimg.com/profile_images/1520969218161713154/7ZHygPTm_normal.jpg,"cougs, cats, hawks, a’s | tweets are my own | snhu geoscience | she/her",https://t.co/8aSgwLoi4t,j🌠celyn,"{'followers_count': 57, 'following_count': 471, 'tweet_count': 3238, 'listed_count': 0}",Joc3lynRose,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8aSgwLoi4t', 'expanded_url': 'http://louisamaymarch.tumblr.com', 'display_url': 'louisamaymarch.tumblr.com'}]}}"
91083671.0,6.989877808111862e+17,,https://pbs.twimg.com/profile_images/739709910632542208/BUA047Eo_normal.jpg,"Ya bir olup hep beraber kazanacağız, ya da ayrılıp teker teker kaybedeceğiz.",,Serkan,"{'followers_count': 524, 'following_count': 1591, 'tweet_count': 16232, 'listed_count': 2}",appachii00,False,False,
82776862.0,,Thoughts and mistakes my own,https://pbs.twimg.com/profile_images/1505857570757832704/zQJoctVH_normal.jpg,Unceded Kaurna Country,,Julie Rayner,"{'followers_count': 223, 'following_count': 351, 'tweet_count': 19149, 'listed_count': 5}",Rayjules,False,False,
1972772102.0,,"Minneapolis, MN",https://pbs.twimg.com/profile_images/1520554468521263105/NzIssWrl_normal.jpg,"Observer, complainer, blocked by Brew, unblocked by Reusse, full-blown Alcalaholic, baseball/Twins, other sports, proud owner of a Quality Seyko timepiece",,RogerMpls,"{'followers_count': 939, 'following_count': 1521, 'tweet_count': 44453, 'listed_count': 20}",RogerMpls,False,False,
746644820.0,,Türkiye,https://pbs.twimg.com/profile_images/1489552740267307008/5P592jx__normal.jpg,"No pain, no gain. I love this game!",,Yiğit Şekerci 🏆🏆,"{'followers_count': 267, 'following_count': 456, 'tweet_count': 7510, 'listed_count': 2}",sekerciyi,False,False,
68989076.0,,ユリ県立魁シャロン校,https://pbs.twimg.com/profile_images/600053284/image011_normal.jpg,みんみ〜,https://t.co/b1rF6HUylQ,かっちゃん＠クイズとボドゲと小豆梓とステルちゃん,"{'followers_count': 355, 'following_count': 524, 'tweet_count': 29767, 'listed_count': 19}",kacchan1984,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b1rF6HUylQ', 'expanded_url': 'http://kacchan1984.blog57.fc2.com/', 'display_url': 'kacchan1984.blog57.fc2.com'}]}}"
609723475.0,1.4637107165279314e+18,アレヴ＠連合,https://pbs.twimg.com/profile_images/1369368467879657480/GjxH6zKV_normal.jpg,ゲームをまったりプレイするのが趣味 キャラメイクできるゲームが好き、その他は今はsteamでゲームをまったり／キャラメイクゲームの情報は@homimuraで呟いています。グランクレスト大戦に連合のアーティスト・マーシャで、PODは連合ロード・アレヴで参加していました。,https://t.co/G5nYsRkXHh,ほみむら（のんびり）,"{'followers_count': 130, 'following_count': 212, 'tweet_count': 5182, 'listed_count': 8}",homihomi_bb,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G5nYsRkXHh', 'expanded_url': 'http://star-and-star.seesaa.net/', 'display_url': 'star-and-star.seesaa.net'}]}, 'description': {'mentions': [{'start': 68, 'end': 77, 'username': 'homimura'}]}}"
2896544670.0,,tokyo,https://pbs.twimg.com/profile_images/1340643917704753156/olQnFha7_normal.jpg,NCT,,🦦わい🦦,"{'followers_count': 23, 'following_count': 484, 'tweet_count': 1054, 'listed_count': 0}",yumikonct127,False,False,
7.144488402465628e+17,,Madrid ✈️ Verona,https://pbs.twimg.com/profile_images/1518400049851555842/m4z3M_J2_normal.jpg,soy normal pero no ejerzo,,まりあ,"{'followers_count': 114, 'following_count': 171, 'tweet_count': 3702, 'listed_count': 0}",croquetilla__,False,False,
36958411.0,8.191040354081178e+17,Sinaloa - Sonora - Arizona,https://pbs.twimg.com/profile_images/1376328485678034945/9TCzFBPt_normal.jpg,Primer ministro vitalicio del estado libre asociado de Jiquilpan. Orador desmotivacional profesional. Campeón mundial vitalicio en ISS64. Professional Mexican.,,David Knives/Juanelo McMahon/Phil Barrera,"{'followers_count': 476, 'following_count': 168, 'tweet_count': 31959, 'listed_count': 25}",DavidKnives_,False,False,
1.3816893547084718e+18,,,https://pbs.twimg.com/profile_images/1493807694075019267/2zHM3DGi_normal.jpg,,,özgür arslan,"{'followers_count': 5, 'following_count': 60, 'tweet_count': 92, 'listed_count': 0}",zgrarsl38370692,False,False,
563662349.0,1.3249690684834202e+18,Canberra  Australia,https://pbs.twimg.com/profile_images/1045553225825280000/ku2Ht3Z9_normal.jpg,"Trying to make the internet a positive experience - If you can't say something nice, at least try to be funny. 
Solar Generator, Aust Music & sports fan",https://t.co/3nnxejhNb8,Bill (2xAZ+1M) 😷+💉+ 💦🤲 +🧍‍♂️↔️🧍‍♀️= 🚫🦠,"{'followers_count': 210, 'following_count': 246, 'tweet_count': 12648, 'listed_count': 8}",greengrasstoo,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3nnxejhNb8', 'expanded_url': 'http://pvoutput.org/list.jsp?&id=2540', 'display_url': 'pvoutput.org/list.jsp?&id=2…'}]}}"
218171388.0,1.0580344543320965e+18,"İstanbul, Türkiye",https://pbs.twimg.com/profile_images/1482476851293569032/727T8jL8_normal.jpg,"Uyanış Neferi 🌱🐬🧭 | Vatansever 🇹🇷 Atatürkçü Mücadele | Gerçekler | AntiKapitalist | Beşiktaş 🏁
İyilik🌹Sevgi | Doğa | Müzik | Spor | İnsan | Hayvan",,Alpaslan,"{'followers_count': 426, 'following_count': 2327, 'tweet_count': 7243, 'listed_count': 3}",alpaslan24_,False,False,
324371859.0,,,https://pbs.twimg.com/profile_images/1521107795801780224/hUyb2b-7_normal.jpg,İstanbul sözleşmesi yaşatır.,,nedret,"{'followers_count': 73, 'following_count': 368, 'tweet_count': 5096, 'listed_count': 1}",_nisanyagmuru_,False,False,
44282235.0,1.2315527381414339e+18,Kaurna Land,https://pbs.twimg.com/profile_images/1468839806247464964/6hRt7PHf_normal.jpg,"human being, doco lover, social justice advocate, football nut ⚽️ Trolls will be blocked!  I don’t take any shit ~ life is too short …",,Carole 💪🏽👣🌺🐘🌵🕯,"{'followers_count': 1211, 'following_count': 1463, 'tweet_count': 17538, 'listed_count': 2}",CaroletheStrong,False,False,
2334636950.0,1.5189866073486582e+18,,https://pbs.twimg.com/profile_images/1370882851139358720/UcMIf3NY_normal.jpg,creative thinker;former owner of rose-colored glasses;☀️Renaissance woman. Mérode Altarpiece - Campin ~1425 #BLM🌻,,gail,"{'followers_count': 872, 'following_count': 2055, 'tweet_count': 4701, 'listed_count': 0}",availGail,False,False,"{'description': {'hashtags': [{'start': 108, 'end': 112, 'tag': 'BLM'}]}}"
8.742215330145772e+17,,,https://pbs.twimg.com/profile_images/877133169845084160/N-SFGF0X_normal.jpg,b-boy3年生 ボドゲとかTRPGとかやりたいけど、やる相手がいない寂しい人 けっこう幅広い趣味の広く浅くタイプ,,カワセミ,"{'followers_count': 0, 'following_count': 59, 'tweet_count': 1340, 'listed_count': 0}",yamato_kawasemi,False,False,
1.3282842105918874e+18,1.518506139750654e+18,,https://pbs.twimg.com/profile_images/1508364918164275201/Rxof5YUz_normal.jpg,Muslim & Opinion-ing. I’m meaner than my tweets.,,Nour,"{'followers_count': 780, 'following_count': 56, 'tweet_count': 21400, 'listed_count': 1}",SeriousTalkings,False,False,
326505145.0,1.424794219420455e+18,Spira,https://pbs.twimg.com/profile_images/1521708627438055424/1RnrZ8HL_normal.jpg,"STREAMER
 WWE GAMES & GAMING CREATOR CONTENT

YT: https://t.co/jEI5TttSUo",https://t.co/ObhHQLybDs,IK,"{'followers_count': 837, 'following_count': 632, 'tweet_count': 35932, 'listed_count': 21}",ik791,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ObhHQLybDs', 'expanded_url': 'http://www.twitch.tv/ik791', 'display_url': 'twitch.tv/ik791'}]}, 'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/jEI5TttSUo', 'expanded_url': 'https://www.youtube.com/channel/UCwy1VW1iXV01F0diRarq1KA', 'display_url': 'youtube.com/channel/UCwy1V…'}]}}"
1.3052518339554468e+18,,pandemonium,https://pbs.twimg.com/profile_images/1395416253033074691/vHlJdt3x_normal.jpg,Boba Fett? Boba Fett where??,https://t.co/zoSkmOygUE,𝕮𝖆𝖕𝖙𝖆𝖎𝖓 𝕾𝖚𝖕𝖊𝖗𝖒𝖆𝖗𝖐𝖊𝖙,"{'followers_count': 33, 'following_count': 662, 'tweet_count': 3942, 'listed_count': 1}",CaptSupermarket,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zoSkmOygUE', 'expanded_url': 'https://instagram.com/necrocomiccon_x_mortis?igshid=1b8b7dzzmavhl', 'display_url': 'instagram.com/necrocomiccon_…'}]}}"
1.2384232824302592e+18,1.3426157371232297e+18,"Adelaide, Kaurna Land, SA 🇦🇺",https://pbs.twimg.com/profile_images/1473469971913064453/_umGV3xJ_normal.jpg,"18-yr-old University Student, Casual Retail Worker, and Field Director for Labor in Sturt. Interested in Politics / Education / Environment / Empowerment",,Ellie Venning,"{'followers_count': 447, 'following_count': 276, 'tweet_count': 3398, 'listed_count': 0}",EllieRV1,False,False,
212669678.0,,"Fingal, Ireland",https://pbs.twimg.com/profile_images/1422668607457308677/KaY5dGgN_normal.jpg,living my life the best way possible in these strange times 🌹,,Martina Hanway,"{'followers_count': 36, 'following_count': 96, 'tweet_count': 151, 'listed_count': 0}",tinajjh,False,False,
105943691.0,1.461920311377498e+18,無課金カルデア発スープカレー経由バスターズ行,https://pbs.twimg.com/profile_images/1516022220933693442/dNr2z1Jh_normal.jpg,楽器弾き兼ゲームライターになりたい会社の犬。なぎかおで人生が狂った。／note（MtG記事置き場）：https://t.co/xx2nBdM2Fx,,とけいまわり,"{'followers_count': 724, 'following_count': 409, 'tweet_count': 12177, 'listed_count': 67}",tokeimawari,False,False,"{'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/xx2nBdM2Fx', 'expanded_url': 'http://note.com/tokei_mawari', 'display_url': 'note.com/tokei_mawari'}]}}"
598551940.0,,"Oakville, Ontario",https://pbs.twimg.com/profile_images/864569994658496512/j0f2qTeu_normal.jpg,"Follower of Jesus,Wife,Grandmother, Mother, Wedding Officiant, Prison Chaplain, Musician, Toronto Blue Jay fan,  Live fully, love freely, and be grateful",https://t.co/YXROgCJAVT,Marilyn Allington,"{'followers_count': 347, 'following_count': 659, 'tweet_count': 10238, 'listed_count': 18}",mjallington,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YXROgCJAVT', 'expanded_url': 'http://marilynallington.vpweb.ca', 'display_url': 'marilynallington.vpweb.ca'}]}}"
10727062.0,,山手線の第3象限あたり/テレワーク中,https://pbs.twimg.com/profile_images/906926787971629056/1r19bC9f_normal.jpg,会社と家を往復して深夜アニメ実況（したいけど寝落ち）するだけの存在。世間的にはインフラエンジニアと呼ばれてるっぽい仕事をしています。,https://t.co/zitWstHfnc,cocoon,"{'followers_count': 3927, 'following_count': 3291, 'tweet_count': 762030, 'listed_count': 0}",cocoonP,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zitWstHfnc', 'expanded_url': 'https://www.instagram.com/cocoonp/', 'display_url': 'instagram.com/cocoonp/'}]}}"
