id,conversation_id,public_metrics,text,context_annotations,author_id,possibly_sensitive,created_at,source,lang,reply_settings,entities,attachments,referenced_tweets,in_reply_to_user_id,geo
1521033705594056704,1521033705594056704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 6/6

⬛⬛⬛⬛⬛
⬛🟨🟨🟨🟨
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1509229153094037512,False,2022-05-02T07:47:49.000Z,Twitter Web App,en,everyone,,,,,
1521033698640072706,1521033698640072706,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#WordleCAT 122 2/6

🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩

https://t.co/tHDus0ds9F",,983443184,False,2022-05-02T07:47:47.000Z,Twitter for Android,und,everyone,"{'urls': [{'start': 33, 'end': 56, 'url': 'https://t.co/tHDus0ds9F', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}]}",,,,{'place_id': '86f5ccdfef130af6'}
1521033695548911616,1521004166235275264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","@saludsalmantina @Curro_Blanco @anarh81 Wordle (ES)  #116 4/6

🟨⬜⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
Yo como nunca, en la cama a las 9:30!💪🏻🎉💃🏻
https://t.co/dXIHywyLeG","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",423351526,False,2022-05-02T07:47:47.000Z,Twitter for Android,es,everyone,"{'urls': [{'start': 130, 'end': 153, 'url': 'https://t.co/dXIHywyLeG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'saludsalmantina', 'id': '1062341136726024192'}, {'start': 17, 'end': 30, 'username': 'Curro_Blanco', 'id': '288866984'}, {'start': 31, 'end': 39, 'username': 'anarh81', 'id': '4172693553'}]}",,"[{'type': 'replied_to', 'id': '1521022674331443200'}]",1062341136726024192,
1521033687382380544,1521033687382380544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","促音の存在に気づくまで時間がかかってしまった。

ポケモンWordle 4/10

⬛⬛🟩⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/8dtFHeiKFc
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",1362852635078844418,False,2022-05-02T07:47:45.000Z,Twitter for iPhone,ja,everyone,"{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/8dtFHeiKFc', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 92, 'end': 103, 'tag': 'ポケモンWordle'}]}",,,,
1521033680046624768,1521033680046624768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

🟨🟨⬛🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",475462462,False,2022-05-02T07:47:43.000Z,Twitter for Android,en,everyone,,,,,
1521033679312760832,1521033679312760832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","ахахах еле отгадала О_О
Игра Wordle (RU) День #116 6/6

🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟨⬜🟨⬜
🟩🟨⬜⬜🟨
🟩🟩🟩🟩🟩

#вордли 

Отгадайте слово на  https://t.co/TqhOX4llmZ","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",207594803,False,2022-05-02T07:47:43.000Z,Twitter Web App,ru,everyone,"{'urls': [{'start': 123, 'end': 146, 'url': 'https://t.co/TqhOX4llmZ', 'expanded_url': 'https://wordle.belousov.one', 'display_url': 'wordle.belousov.one'}], 'hashtags': [{'start': 93, 'end': 100, 'tag': 'вордли'}]}",,,,
1521033672522088448,1521033672522088448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

⬛⬛⬛⬛🟨
🟨🟨🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",867996895,False,2022-05-02T07:47:41.000Z,Twitter for iPhone,en,everyone,,,,,
1521033668529201153,1521033668529201153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 4/6

🟩🟨⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1316665316,False,2022-05-02T07:47:40.000Z,Twitter for iPhone,en,everyone,,,,,
1521033666696261635,1521033666696261635,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #116 4/6

⬜🟨⬜⬜⬜
⬜⬜⬜🟩⬜
⬜🟩🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/oWyW8wOp88","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1264584992,False,2022-05-02T07:47:40.000Z,Twitter for iPhone,en,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/oWyW8wOp88', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521033658374664192,1521033658374664192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 4/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1369161413076217862,False,2022-05-02T07:47:38.000Z,Twitter for iPhone,en,everyone,,,,,
1521033656906694656,1521033656906694656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 5/6

⬛🟨⬛⬛⬛
🟨🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2517852925,False,2022-05-02T07:47:37.000Z,Twitter for iPhone,en,everyone,,,,,
1521033653622554626,1521033653622554626,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6 🥱

🟩⬜⬜🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",499063251,False,2022-05-02T07:47:37.000Z,Twitter for iPhone,en,everyone,,,,,
1521033650300719104,1482963509491212289,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Tranquilidad 

Wordle (ES)  #116 5/6

🟩⬜⬜⬜⬜
🟩🟨⬜🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/X6mwCCucXd","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",180382009,False,2022-05-02T07:47:36.000Z,Twitter for iPhone,en,everyone,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/X6mwCCucXd', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,"[{'type': 'replied_to', 'id': '1520657715793743873'}]",180382009,
1521033649747075073,1521033649747075073,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 3/6

😎🔥
⬛⬛⬛⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1170457335204143106,False,2022-05-02T07:47:36.000Z,Twitter for Android,en,everyone,,,,,
1521033642411233281,1521033642411233281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 8/10

⬛⬛⬛⬛⬛  ⬛🟩⬛⬛⬛
⬛🟨⬛⬛⬛  ⬛⬛⬛⬛🟨
⬛⬛⬛🟩⬛  🟩🟩🟩🟩🟩
⬛⬛⬛🟩⬛
⬛⬛🟨🟩⬛

https://t.co/n24vY29nvz
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",252114018,True,2022-05-02T07:47:34.000Z,Twitter for iPhone,ja,everyone,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/n24vY29nvz', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 94, 'end': 105, 'tag': 'ポケモンWordle'}]}",,,,
1521033638854463489,1482290400471756803,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}","@AlkorRules @TiritaTNT @MariMar_Laurana @oxigeno_sin @Tana02265435 @wendolinpaz @perez_mpcbarna @Ohh_Yeahhhhhh @AlexDe_Large_ @Conde_Somamones @LuciaGavilan24 @MadridWordle @sergiopitel @carletes79 @PToadete @Aratzeo @Delgatus @eskape09 @WordleGame @Fundeu @Twitter @RibMrs Por los pelos!
Wordle Tildes #63 6/6

⬜🟨⬜⬜🟨⬜
🟨⬜⬜⬜⬜🟩
⬜⬜🟩⬜⬜🟩
⬜⬜⬜🟨🟨🟩
⬜🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩

https://t.co/dzDfwUBp6v","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",134710048,False,2022-05-02T07:47:33.000Z,Twitter for Android,en,everyone,"{'urls': [{'start': 355, 'end': 378, 'url': 'https://t.co/dzDfwUBp6v', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'AlkorRules', 'id': '471864031'}, {'start': 12, 'end': 22, 'username': 'TiritaTNT', 'id': '418509082'}, {'start': 23, 'end': 39, 'username': 'MariMar_Laurana', 'id': '278142338'}, {'start': 40, 'end': 52, 'username': 'oxigeno_sin', 'id': '1284894094288920576'}, {'start': 53, 'end': 66, 'username': 'Tana02265435', 'id': '1106876804235694081'}, {'start': 67, 'end': 79, 'username': 'wendolinpaz', 'id': '264989521'}, {'start': 80, 'end': 95, 'username': 'perez_mpcbarna', 'id': '3059091891'}, {'start': 96, 'end': 110, 'username': 'Ohh_Yeahhhhhh', 'id': '2213849959'}, {'start': 111, 'end': 125, 'username': 'AlexDe_Large_', 'id': '2651386772'}, {'start': 126, 'end': 142, 'username': 'Conde_Somamones', 'id': '257494494'}, {'start': 143, 'end': 158, 'username': 'LuciaGavilan24', 'id': '626802956'}, {'start': 159, 'end': 172, 'username': 'MadridWordle', 'id': '1506335897582809104'}, {'start': 173, 'end': 185, 'username': 'sergiopitel', 'id': '339505013'}, {'start': 186, 'end': 197, 'username': 'carletes79', 'id': '245249468'}, {'start': 198, 'end': 207, 'username': 'PToadete', 'id': '1213791042333396993'}, {'start': 208, 'end': 216, 'username': 'Aratzeo', 'id': '518561917'}, {'start': 217, 'end': 226, 'username': 'Delgatus', 'id': '1186313696211021826'}, {'start': 227, 'end': 236, 'username': 'eskape09', 'id': '24684931'}, {'start': 237, 'end': 248, 'username': 'WordleGame', 'id': '1478755640105480200'}, {'start': 249, 'end': 256, 'username': 'Fundeu', 'id': '196955819'}, {'start': 257, 'end': 265, 'username': 'Twitter', 'id': '783214'}, {'start': 266, 'end': 273, 'username': 'RibMrs', 'id': '1336393166858186755'}]}",,"[{'type': 'replied_to', 'id': '1521031802663673856'}]",471864031,
1521033634047799297,1521033634047799297,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","Wordle 317 5/6

⬛🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",382206191,False,2022-05-02T07:47:32.000Z,Twitter for Android,en,everyone,,,,,
1521033633452146688,1521033633452146688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","Wordle 317 6/6

🟩⬛⬛⬛⬛
🟩⬛🟩⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩 phew 😮‍💨","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",49619528,False,2022-05-02T07:47:32.000Z,Twitter for iPhone,en,everyone,,,,,
1521033630943879168,1521033630943879168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 3/6

⬜⬜⬜🟩⬜
⬜🟨⬜🟨🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19947402,False,2022-05-02T07:47:31.000Z,Twitter for Android,en,everyone,,,,,
1521033623968927749,1521033623968927749,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

🟨⬜⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20132839,False,2022-05-02T07:47:30.000Z,Twitter for iPhone,en,everyone,,,,,
1521033620709912580,1521033620709912580,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 5/6

⬜🟨⬜🟨⬜
🟩⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩 https://t.co/8KVtRxFSCK","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2336477362,False,2022-05-02T07:47:29.000Z,Twitter for Android,en,everyone,"{'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/8KVtRxFSCK', 'expanded_url': 'https://twitter.com/LinzIsLinz/status/1521033620709912580/photo/1', 'display_url': 'pic.twitter.com/8KVtRxFSCK', 'media_key': '16_1521033611515936775'}]}",{'media_keys': ['16_1521033611515936775']},,,
1521033614917795840,1521033614917795840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 317 4/6

⬜⬜🟨⬜⬜
⬜🟨🟨⬜⬜
⬜🟨⬜🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",576965185,False,2022-05-02T07:47:27.000Z,Twitter for iPhone,en,everyone,,,,,
1521033609867628544,1521033609867628544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Possant llum a la foscor...
#WordleCAT 122 5/6*

⬜⬜⬜🟨⬜
🟨⬜⬜🟨⬜
⬜🟩🟩🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/87l8xysLwr",,16362841,False,2022-05-02T07:47:26.000Z,Twitter for Android,ca,everyone,"{'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/87l8xysLwr', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 28, 'end': 38, 'tag': 'WordleCAT'}]}",,,,
1521033592838803456,1521033592838803456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 317 3/6
amazing
🟩⬛⬛⬛🟨
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",888709865195089920,False,2022-05-02T07:47:22.000Z,Twitter for Android,en,everyone,,,,,
