id,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521252391399694336,1521252391399694336,en,False,everyone,"Wordle 318 5/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2937176248,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:48.000Z,Twitter for iPhone,,,,,
1521252389747150850,1521252389747150850,en,False,everyone,"Wordle 317 4/6

🟨⬛⬛🟨⬛
⬛⬛🟩🟨🟨
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩
I had the 4th letter for the 3rd guess and forgot it 🤦🏻‍♀️","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",84002391,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:47.000Z,Twitter for iPhone,,,,,
1521252382402822147,1521252382402822147,en,False,everyone,"Wordle 317 4/6

⬛⬛⬛⬛🟨
🟩⬛🟩🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3519426316,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:46.000Z,Twitter for iPhone,,,,,
1521252376677687301,1499919504293437440,und,True,everyone,"#Wordle317 #Wordle 
⬜⬜🟩⬜🟨
🟨⬜🟩🟨🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 https://t.co/xolSo0DSEG","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",174256987,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:44.000Z,Twitter for Android,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/xolSo0DSEG', 'expanded_url': 'https://twitter.com/EmpressEmani/status/1521252376677687301/photo/1', 'display_url': 'pic.twitter.com/xolSo0DSEG', 'media_key': '3_1521252373414486022'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'Wordle317'}, {'start': 11, 'end': 18, 'tag': 'Wordle'}]}","[{'type': 'replied_to', 'id': '1520891455019139072'}]",174256987,,{'media_keys': ['3_1521252373414486022']}
1521252370495201285,1478027370485497861,el,False,everyone,"@Insane_Clock @panxnotded @HELL_B0Y @smobarrel @chvogiat @Sofie_Lestrange @postnoise @dark_tyler @zachpavlos @michaeltegos @dimitris1395 @thepigshaveflow @fiznas @Kassi2103 @gecksy_ @d3Xter_gr Wordle 318 6/6

⬛⬛⬛⬛🟩
⬛🟨⬛⬛🟩
⬛🟨⬛⬛🟩
⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
🟩🟩🟩🟩🟩
Πραγματικά δεν ξέρω τι κάνω πια","{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",20401026,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:43.000Z,Twitter for Android,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Insane_Clock', 'id': '127996027'}, {'start': 14, 'end': 25, 'username': 'panxnotded', 'id': '20156539'}, {'start': 26, 'end': 35, 'username': 'HELL_B0Y', 'id': '71534089'}, {'start': 36, 'end': 46, 'username': 'smobarrel', 'id': '3630735013'}, {'start': 47, 'end': 56, 'username': 'chvogiat', 'id': '45923990'}, {'start': 57, 'end': 73, 'username': 'Sofie_Lestrange', 'id': '24750813'}, {'start': 74, 'end': 84, 'username': 'postnoise', 'id': '69572246'}, {'start': 85, 'end': 96, 'username': 'dark_tyler', 'id': '27900134'}, {'start': 97, 'end': 108, 'username': 'zachpavlos', 'id': '48781685'}, {'start': 109, 'end': 122, 'username': 'michaeltegos', 'id': '183638997'}, {'start': 123, 'end': 136, 'username': 'dimitris1395', 'id': '223209273'}, {'start': 137, 'end': 153, 'username': 'thepigshaveflow', 'id': '44890977'}, {'start': 154, 'end': 161, 'username': 'fiznas', 'id': '15142451'}, {'start': 162, 'end': 172, 'username': 'Kassi2103', 'id': '1238897419519242242'}, {'start': 173, 'end': 181, 'username': 'gecksy_', 'id': '135469589'}, {'start': 182, 'end': 192, 'username': 'd3Xter_gr', 'id': '153769423'}]}","[{'type': 'replied_to', 'id': '1521234145346732033'}]",127996027,,
1521252357937537027,1521252357937537027,en,False,everyone,"Wordle 318 2/6

🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3084763222,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:40.000Z,Twitter for Android,,,,{'place_id': '01e215db7136a37e'},
1521252356414922761,1521252356414922761,fr,False,everyone,"Le Mot (@WordleFR) #114 3/6

🟩⬛⬛🟨🟩
🟩🟨⬛⬛🟩
🟩🟩🟩🟩🟩

#wordle","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",553971405,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:39.000Z,Twitter for Android,"{'hashtags': [{'start': 48, 'end': 55, 'tag': 'wordle'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,,,
1521252356087853058,1521252356087853058,und,False,everyone,"#한글 #워들 #Korean #Wordle https://t.co/5HA1bVVdh0 194 6/6

⬜⬜⬜⬜⬜
🟨⬜⬜⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2999466527,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:39.000Z,Twitter for Android,"{'urls': [{'start': 24, 'end': 47, 'url': 'https://t.co/5HA1bVVdh0', 'expanded_url': 'http://k-wordle.com', 'display_url': 'k-wordle.com'}], 'hashtags': [{'start': 0, 'end': 3, 'tag': '한글'}, {'start': 4, 'end': 7, 'tag': '워들'}, {'start': 8, 'end': 15, 'tag': 'Korean'}, {'start': 16, 'end': 23, 'tag': 'Wordle'}]}",,,,
1521252350056407042,1521252350056407042,en,False,everyone,"Wordle 318 4/6

⬛⬛🟩⬛⬛
⬛🟨⬛🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1281918463313944584,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:38.000Z,Twitter for Android,,,,,
1521252347535667203,1521252347535667203,en,False,everyone,"Wordle 318 4/6

⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",781135442234241024,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:37.000Z,Twitter for iPhone,,,,,
1521252320964595712,1521252320964595712,en,False,everyone,"Wordle 317 2/6

⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",71847995,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:31.000Z,Twitter for Android,,,,,
1521252319140016128,1521252319140016128,en,False,everyone,"Wordle 317 4/6

🟩⬛⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",148425580,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:31.000Z,Twitter for iPhone,,,,,
1521252305751916545,1521252305751916545,en,False,everyone,"Wordle 318 6/6

🟨⬛⬛⬛⬛
⬛⬛🟩⬛⬛
⬛🟩⬛⬛⬛
⬛⬛🟨⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",120109265,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:27.000Z,Twitter for Android,,,,,
1521252305722429441,1521252305722429441,en,False,everyone,"Wordle 318 5/6

⬜⬜🟩⬜⬜
⬜🟨🟩⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2346521214,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:27.000Z,Twitter for iPhone,,,,,
1521252303910899713,1521252303910899713,en,False,everyone,"Wordle 318 3/6

🟨⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Thank you very much","{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",356078384,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:27.000Z,Twitter for iPhone,,,,,
1521252303558168577,1521252303558168577,en,False,everyone,"Wordle 318 3/6

🟨⬛🟨⬛⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1348033804259139586,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:27.000Z,Twitter for iPhone,,,,,
1521252302903906304,1521252302903906304,en,False,everyone,"Wordle 318 3/6

🟩⬜🟨🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 this was an easy one","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",71111514,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:27.000Z,Twitter for iPhone,,,,,
1521252290820071424,1521252290820071424,en,False,everyone,"Wordle 318 4/6*

⬜🟩⬜⬜⬜
⬜🟩⬜🟨⬜
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩 Could have been a 3 but I thought of that one first. But 4's are good!
#dailywordleclub #Wordle318 

Here's a pic of the water by Home Island in the Cocos/Keeling Islands. I will return. https://t.co/FjQOF51MKm","{'retweet_count': 1, 'reply_count': 1, 'like_count': 20, 'quote_count': 0}",1402174050,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:24.000Z,Twitter Web App,"{'urls': [{'start': 228, 'end': 251, 'url': 'https://t.co/FjQOF51MKm', 'expanded_url': 'https://twitter.com/RbrucegrpR/status/1521252290820071424/photo/1', 'display_url': 'pic.twitter.com/FjQOF51MKm', 'media_key': '3_1521252101959340032'}], 'hashtags': [{'start': 112, 'end': 128, 'tag': 'dailywordleclub'}, {'start': 129, 'end': 139, 'tag': 'Wordle318'}], 'annotations': [{'start': 208, 'end': 222, 'probability': 0.7288, 'type': 'Place', 'normalized_text': 'Keeling Islands'}]}",,,,{'media_keys': ['3_1521252101959340032']}
1521252269110571008,1516033646775443467,es,False,everyone,"@JDSalinas92 @Marisseta Wordle Científico #50 4/6

🟩🟨⬜⬜⬜
🟩🟩⬜🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/sidF5sm2FE","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",60413758,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:19.000Z,Twitter for iPhone,"{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/sidF5sm2FE', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'JDSalinas92', 'id': '952575694021758976'}, {'start': 13, 'end': 23, 'username': 'Marisseta', 'id': '61438589'}]}","[{'type': 'replied_to', 'id': '1520992048744128512'}]",952575694021758976,{'place_id': '8c86b8b4cb716103'},
1521252261548249088,1521252261548249088,en,False,everyone,"Wordle 317 2/6

🟩⬛🟩⬛🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",838461400196464643,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:17.000Z,Twitter for iPhone,,,,,
1521252253402808321,1521252253402808321,en,False,everyone,"Wordle (ES)  #116 6/6

⬜⬜🟨⬜⬜
🟨⬜⬜⬜⬜
⬜🟨🟨⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/NYYAGKRlC1","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",549738777,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:15.000Z,Twitter for iPhone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/NYYAGKRlC1', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521252250508660736,1521252250508660736,en,False,everyone,"Wordle 318 6/6

⬛🟨⬛⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

This is why doubles need to have an extra colour","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",15072614,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:14.000Z,Twitter for iPhone,,,,,
1521252247652343809,1521252247652343809,ja,False,everyone,"ポケモンWordle 4/10

⬛⬛⬛⬛⬜
⬛🟨⬛⬛⬜
⬛⬛⬛🟨⬛
🟩🟩🟩🟩🟩

wordle初挑戦やったけど思いのほか行けた。
ポケモンで期間も限定されてたから余計やりやすさ
あったのもよかった。
https://t.co/6rWUKXf9CR
 #ポケモンWordle","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1362980351988039680,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-02T22:16:13.000Z,Twitter Web App,"{'urls': [{'start': 101, 'end': 124, 'url': 'https://t.co/6rWUKXf9CR', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 126, 'end': 137, 'tag': 'ポケモンWordle'}], 'annotations': [{'start': 73, 'end': 76, 'probability': 0.3688, 'type': 'Other', 'normalized_text': 'ポケモン'}]}",,,,
1521252242158133248,1521252242158133248,en,False,everyone,"Wordle 318 3/6

🟩🟩⬜⬜🟩
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2411069676,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T22:16:12.000Z,Twitter for iPhone,,,,,
