id,location,verified,description,username,url,protected,name,public_metrics,profile_image_url,pinned_tweet_id,entities
424190047.0,Madrid,False,Técnico infantil y futura maestra 👩🏼‍🏫,RtrRocio,,False,*Kowabunga*,"{'followers_count': 275, 'following_count': 351, 'tweet_count': 17444, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1249429109031292928/u2s-z4-S_normal.jpg,,
119488032.0,"Alexandria, LA",False,31. Teacher. Movie goer. Book lover. TV addict. Cosplayer. Traveler. Tattoos: 4. Foul Mouthed. 24/50 states traveled. 3 countries visited.,dtabascosauce,,False,nerdy_rambler,"{'followers_count': 55, 'following_count': 93, 'tweet_count': 4189, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1521969168467337216/jwRO8j4k_normal.jpg,1.49217827866846e+18,
1.4419793885478502e+18,she/her 21,False,fictional escapism,googivoile,,False,ney,"{'followers_count': 3, 'following_count': 81, 'tweet_count': 1748, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1443185253376430081/z3c6tvRO_normal.jpg,,
1.4113360664356209e+18,,False,,DOsikovsky,,False,Daniel Osikovsky,"{'followers_count': 16, 'following_count': 218, 'tweet_count': 494, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1498995654592372742/7FaXQQAM_normal.jpg,,
29336469.0,,False,"US Navy vet, Chef, Browns fan",rjayb013,,False,RJB,"{'followers_count': 470, 'following_count': 712, 'tweet_count': 2952, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1327266901999947776/S9Upbyh4_normal.jpg,1.5062600258572165e+18,
17201040.0,"Charleston, SC",False,"Husband, Father, Wildcat, Lawyer.",jekuykendall,https://t.co/UjCxLRqSIL,False,jekuykendall,"{'followers_count': 237, 'following_count': 1008, 'tweet_count': 587, 'listed_count': 6}",https://pbs.twimg.com/profile_images/1241520844742037509/L1w2ht8N_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UjCxLRqSIL', 'expanded_url': 'http://jwklegal.com', 'display_url': 'jwklegal.com'}]}}"
1377803695.0,,False,"Author, illustrator, and sometime cartoonist for the Boston Globe.",AJB_Lane,https://t.co/wvZq1Cgids,False,A.J.B. Lane,"{'followers_count': 231, 'following_count': 408, 'tweet_count': 2181, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1250818375481163777/88RS1pL3_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wvZq1Cgids', 'expanded_url': 'http://ajblane.com', 'display_url': 'ajblane.com'}]}}"
400929648.0,,False,🌙,juliaoliva3,,False,Julia Oliva,"{'followers_count': 296, 'following_count': 456, 'tweet_count': 15634, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1414710944668733440/kmokd5Nj_normal.jpg,1.0421459833905111e+18,
1.262658980578562e+18,,False,,AiNoFiL,,False,AiNo,"{'followers_count': 4, 'following_count': 15, 'tweet_count': 71, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1262667204660772865/ZAJalicH_normal.jpg,,
1.3244362279075594e+18,coconut mall,False,isfj / not slaying at the moment,juliehuff53,,False,julie🦕,"{'followers_count': 25, 'following_count': 120, 'tweet_count': 752, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1516549937932210189/WOZ4NWpf_normal.jpg,1.3541169938976563e+18,
1.1976327010518753e+18,"Valencia, España",False,estoy cansada del capitalismo,madeincovid,,False,𝔫𝔞𝔩𝔤𝔞𝔰 𝔯𝔬𝔱𝔞𝔰🧛🏾,"{'followers_count': 59, 'following_count': 62, 'tweet_count': 2041, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1523392231092199426/pzhMK2wf_normal.jpg,1.5180130751060132e+18,
119644744.0,Not Chicago/Not St. Louis,False,Re-evaluating the importance of a bio at this time.,junebugtravels,,False,Emily,"{'followers_count': 592, 'following_count': 993, 'tweet_count': 57053, 'listed_count': 35}",https://pbs.twimg.com/profile_images/1498116874474827779/XHT0AKNI_normal.jpg,1.1661122581723668e+18,
210185832.0,,False,,mofroe,,False,𝕄𝕆𝔽ℝ𝕆𝔼,"{'followers_count': 26, 'following_count': 68, 'tweet_count': 5600, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1394102657699262472/mSnAi6cz_normal.png,1.478456665313788e+18,
2575316075.0,,False,"3DSFC: 0361-6561-6882
SwitchFC: SW-7691-6407-6503",PKEmper6,,False,200mloftea,"{'followers_count': 108, 'following_count': 1358, 'tweet_count': 6492, 'listed_count': 2}",https://pbs.twimg.com/profile_images/914804380435730432/h25cFpq__normal.jpg,,
46522848.0,🌐,False,🎢🎧🎬📱📺🤬🥑⚾️🚀,DisneysFolly,,False,Disney’s Folly,"{'followers_count': 2070, 'following_count': 190, 'tweet_count': 37525, 'listed_count': 73}",https://pbs.twimg.com/profile_images/1107668174911258625/LZAYJAPb_normal.jpg,,
458772027.0,Paris - PlessisRobinson,False,"Paris 15/92350 - Écologie 🐝 - Contre les incivilités, pour resanctuariser les trottoirs pour que les piétons y retrouvent la sécurité. Je vote à Paris 15 😎",Aline_Lucie,,False,Aline Lucie 🐝🌳🌿🌻🌍,"{'followers_count': 476, 'following_count': 269, 'tweet_count': 16406, 'listed_count': 51}",https://pbs.twimg.com/profile_images/1742358436/Avatar-Lucie-Norvege_normal.jpg,1.13128861464465e+18,
29325686.0,"Ottawa, Ontario",False,"Professional Procrastinator. I watch way too much tv and tweet about it, I also tweet about tennis when Roger is around.",malakkhalaf_,,False,malak,"{'followers_count': 724, 'following_count': 363, 'tweet_count': 20336, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1157286542819438592/gnX9Affu_normal.jpg,1.2095590031115387e+18,
631453724.0,,False,"Maker and all around nerd. He/Him, 🧠🔀, 
Personal account. All opinions are my own #BlackLivesMatter #ACSisterhood🐍",ShknHndsWthDeth,,False,Bryan Featherstone,"{'followers_count': 66, 'following_count': 412, 'tweet_count': 6195, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1319108922154758144/mlMQSUMA_normal.jpg,,"{'description': {'hashtags': [{'start': 82, 'end': 99, 'tag': 'BlackLivesMatter'}, {'start': 100, 'end': 113, 'tag': 'ACSisterhood'}]}}"
