id,public_metrics,url,profile_image_url,protected,verified,name,pinned_tweet_id,username,description,entities,location
850243804917514240,"{'followers_count': 10310, 'following_count': 8824, 'tweet_count': 21543, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1515643025816494081/HTb1Q-3C_normal.jpg,False,False,🤔 The Fyfie 🤔,1.0765639414242755e+18,TheFyfie,They say there is goodness in every one of us. Even the most condemned person on Earth has an ounce of kindness in him. Same rules apply,,
29485254,"{'followers_count': 1261, 'following_count': 1159, 'tweet_count': 19723, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1517506206084046848/tOfl5J-O_normal.jpg,False,False,Sanjeev Nambudiri,,sanjeevnambudir,#B2BSales pro who has seen the #SocialSelling light. Co-Founder of @MidasSocial #B2BSocialMedia Agency Of The Year,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'B2BSales'}, {'start': 31, 'end': 45, 'tag': 'SocialSelling'}, {'start': 80, 'end': 95, 'tag': 'B2BSocialMedia'}], 'mentions': [{'start': 67, 'end': 79, 'username': 'MidasSocial'}]}}","Pune, India"
910327021733122048,"{'followers_count': 515, 'following_count': 1461, 'tweet_count': 9316, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1359324647448313859/7zyoAtOO_normal.jpg,False,False,Hoosier Daddy,,MichaelCMontero,"My superpower is catching things before they hit the floor. 

Proud alumnus of the Lily-livered Dicks of Harvard.",,
1107902990,"{'followers_count': 37, 'following_count': 90, 'tweet_count': 8005, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1236285103099097088/xlxDTE_O_normal.jpg,False,False,ロンロン,1.280022137885954e+18,ronron0241,ファルコンを超えた者だけがファルコンになれる,,ネオアメリカ
790879963834490880,"{'followers_count': 19, 'following_count': 849, 'tweet_count': 13447, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1135113411031736321/Oqg43a9A_normal.jpg,False,False,クタン,1.4783505607558554e+18,ccclllcccq,ハイローに落ちてたのしい、ごちゃまぜ垢,,
47432786,"{'followers_count': 851, 'following_count': 1354, 'tweet_count': 56663, 'listed_count': 29}",,https://pbs.twimg.com/profile_images/1475204222257971202/5MSi7RPe_normal.jpg,False,False,Louise Graham,,louiisegx,"Life isn't about waiting for the storm to pass, it's about learning to dance in the rain 💃🏻🌧 
Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿",,"Edinburgh, Scotland"
1088064927988731904,"{'followers_count': 63, 'following_count': 194, 'tweet_count': 3153, 'listed_count': 0}",https://t.co/jZ1w778Twm,https://pbs.twimg.com/profile_images/1435538684921610240/2gkg42AR_normal.jpg,False,False,かしわざき,,uchiuzin_san,ゲーム好きの編み物好き 🛸うちうぢんさんのLINEスタンプ/LINE絵文字販売中！/SUZURI グッズ販売https://t.co/wuQEk6SMoJ /リンク集https://t.co/qmnA8TV9u3,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jZ1w778Twm', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/3RXRNHGO1PT8?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}, 'description': {'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/wuQEk6SMoJ', 'expanded_url': 'https://suzuri.jp/baumkuchen', 'display_url': 'suzuri.jp/baumkuchen'}, {'start': 83, 'end': 106, 'url': 'https://t.co/qmnA8TV9u3', 'expanded_url': 'https://potofu.me/baumkuchen', 'display_url': 'potofu.me/baumkuchen'}]}}",岩手→群馬
27829355,"{'followers_count': 105230, 'following_count': 1148, 'tweet_count': 23289, 'listed_count': 192}",https://t.co/yjYBiQqJeI,https://pbs.twimg.com/profile_images/1448737868080455689/65DJW7KN_normal.jpg,False,True,Luis Herrera,1.519434385858175e+18,luisrha,🇲🇽 en 🇪🇺 Periodista 📰 Host @desdeelvarpod 🎙️ Editor @GPFansES 🏁 Head Researcher @footballmanager ⚽️ Analista @NFLEspanol 🏈,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yjYBiQqJeI', 'expanded_url': 'https://instagram.com/luisrha', 'display_url': 'instagram.com/luisrha'}]}, 'description': {'mentions': [{'start': 27, 'end': 41, 'username': 'desdeelvarpod'}, {'start': 52, 'end': 61, 'username': 'GPFansES'}, {'start': 80, 'end': 96, 'username': 'footballmanager'}, {'start': 109, 'end': 120, 'username': 'NFLEspanol'}]}}","Veracruz, MEX | Barcelona, ESP"
1435992719545880576,"{'followers_count': 0, 'following_count': 11, 'tweet_count': 398, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1435993277941960705/Gp9DrQY6_normal.jpg,False,False,ｲﾋ,,kasekix_,わぁお お月様とお星様と綺麗なお石様が好き,,このキラキラが見えますか？
513272800,"{'followers_count': 275, 'following_count': 411, 'tweet_count': 5285, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/473110529796345857/BeSXzZ3k_normal.jpeg,False,False,ずさママ,,zsmm_mizugorou,娘二人がポケカプレイヤーです。,,
761963514,"{'followers_count': 713, 'following_count': 610, 'tweet_count': 44245, 'listed_count': 5}",https://t.co/las5qQIhEj,https://pbs.twimg.com/profile_images/1510638943250878473/3X72cFm7_normal.jpg,False,False,..,1.4367677374061855e+18,BigHomieMaris,NCSU19👉🏾#UNCC Alumna| WSSU SPT| blm| littlebootiesmatter,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/las5qQIhEj', 'expanded_url': 'http://Instagram.com/bighomiemaris/', 'display_url': 'Instagram.com/bighomiemaris/'}]}, 'description': {'hashtags': [{'start': 8, 'end': 13, 'tag': 'UNCC'}]}}",252
769941004426194944,"{'followers_count': 499, 'following_count': 383, 'tweet_count': 28806, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1411490416398979076/xpN58nGV_normal.jpg,False,False,みなみ,1.4072969805528064e+18,minami3703,笑わないでどうか聞いて思いを歌に込めたから,,
187744745,"{'followers_count': 174, 'following_count': 451, 'tweet_count': 3110, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1225838876658487297/Am0Klj2c_normal.jpg,False,False,Karen Sharon,,ksharon22,,,Wisconsin
53179000,"{'followers_count': 53, 'following_count': 534, 'tweet_count': 6013, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1262087318648885250/J80A6Wpr_normal.jpg,False,False,Sbgman,,sbgman,,,
14622305,"{'followers_count': 1001, 'following_count': 2465, 'tweet_count': 49151, 'listed_count': 39}",,https://pbs.twimg.com/profile_images/3592868782/93c9c4e0b29b565a8cf3f6bee4499628_normal.jpeg,False,False,"Alan Hoffmann, Professional English Teacher",1.412211007657681e+18,AlanHoffmann,Professional English teacher. Dad. Coffee addict. Occasional writer. Chaotic reader. Turbulent advocate. He/His/Him,,Montana
1108916497773060096,"{'followers_count': 6, 'following_count': 131, 'tweet_count': 1439, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1495439255484928004/28TGFXQ6_normal.jpg,False,False,ちょび,1.510257157081813e+18,chobisuke_2,趣味垢,,⌯'ᵕ'⌯
113269773,"{'followers_count': 73, 'following_count': 107, 'tweet_count': 2607, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1499053601305489408/A1UX2U5V_normal.jpg,False,False,🅽🆃🅺 |||,1.2174738614337085e+18,pxooxn,สิ่งที่ดีของใครบางคน ก็อาจเป็นสิ่งที่ไม่ดีของใครบางคน สิ่งที่ไม่ดีของใครบางคน ก็อาจเป็นสิ่งที่ดีของใครบางคน #อย่าคิดมากเลยถ้าเราไม่ใช่สิ่งที่ดีสำหรับเขา,"{'description': {'hashtags': [{'start': 108, 'end': 152, 'tag': 'อย่าคิดมากเลยถ้าเราไม่ใช่สิ่งที่ดีสำหรับเขา'}]}}",Amphoe Kaeng Sanam Nang
1167072201696145408,"{'followers_count': 1330, 'following_count': 1673, 'tweet_count': 32535, 'listed_count': 9}",https://t.co/tjuK583142,https://pbs.twimg.com/profile_images/1518174483324239872/HCClj64e_normal.jpg,False,False,chi ˣ¹ ⚡TEAM FLAϟH 🦋 ONEIT 💜 WOODZ MV GA 📌,1.521794604882088e+18,_fightingforX1,Dreams do come true. 🙏💯,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tjuK583142', 'expanded_url': 'https://twitter.com/oneits_project', 'display_url': 'twitter.com/oneits_project'}]}}",Republic of the Philippines
247138147,"{'followers_count': 447, 'following_count': 307, 'tweet_count': 20319, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1479799846525620224/kpoxpLAt_normal.jpg,False,False,Charisse Rogers,,Readywriter1,Enjoying the latter in a greater way!,,Dwelling in Goshen
547560559,"{'followers_count': 20, 'following_count': 168, 'tweet_count': 243, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1486387769241108481/5Vo6YWEn_normal.jpg,False,False,@roy_be_happy,,roy_be_happy,Looking… Hoping… Praying…,,Quezon City
1514054890376421376,"{'followers_count': 3, 'following_count': 5, 'tweet_count': 40, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1514059295658180609/KNwhK4D6_normal.jpg,False,False,Tibor Stuver,,StuverTibor,Hi,,
