id,protected,verified,description,name,profile_image_url,url,public_metrics,pinned_tweet_id,username,location,entities
157556658.0,False,True,Wife of @jteddygarces /Actress/Producer/Dateline lover/Screenwriter Author/illustrator of @miracletreebook Buy here 👉🏼 https://t.co/13xhVXFpOj,Austin Highsmith Garces,https://pbs.twimg.com/profile_images/1083574376845369344/daWLst_O_normal.jpg,https://t.co/lCgDTdlpF2,"{'followers_count': 6115, 'following_count': 682, 'tweet_count': 28520, 'listed_count': 104}",1.0842409549140337e+18,AustinHighsmith,"Los Angeles, CA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lCgDTdlpF2', 'expanded_url': 'http://www.austinhighsmithofficial.com', 'display_url': 'austinhighsmithofficial.com'}]}, 'description': {'urls': [{'start': 119, 'end': 142, 'url': 'https://t.co/13xhVXFpOj', 'expanded_url': 'https://www.themiracletreebook.com/buy', 'display_url': 'themiracletreebook.com/buy'}], 'mentions': [{'start': 8, 'end': 21, 'username': 'jteddygarces'}, {'start': 90, 'end': 106, 'username': 'miracletreebook'}]}}"
4644427144.0,False,False,"17
@Privjonii
4🧡/14💙/#TeamLH44 #StillWeRise💜/55❤️
@MercedesAMGF1
@MclarenF1",Joni🏎️🏁 -8,https://pbs.twimg.com/profile_images/1522219410311852032/4P54ygqS_normal.jpg,https://t.co/quN0hOf3ZO,"{'followers_count': 1749, 'following_count': 3564, 'tweet_count': 55596, 'listed_count': 2}",1.5198389072355492e+18,HidalgoJoni,"Vitoria-Gasteiz, España","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/quN0hOf3ZO', 'expanded_url': 'https://www.instagram.com/hidalgo_joni/', 'display_url': 'instagram.com/hidalgo_joni/'}]}, 'description': {'hashtags': [{'start': 21, 'end': 30, 'tag': 'TeamLH44'}, {'start': 31, 'end': 43, 'tag': 'StillWeRise'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'Privjonii'}, {'start': 50, 'end': 64, 'username': 'MercedesAMGF1'}, {'start': 65, 'end': 75, 'username': 'MclarenF1'}]}}"
94081422.0,False,False,冷静と情熱のあいだ,wanderer,https://pbs.twimg.com/profile_images/470165876113555457/p0m8a-Tt_normal.jpeg,,"{'followers_count': 38, 'following_count': 201, 'tweet_count': 1275, 'listed_count': 1}",,wandererk2,,
9.598890122311557e+17,False,False,"Writing about what we know, like not like parties and getting mad at people on the internet ~ Tweets by Emma she/her ~ ✉️ keepbackivy@gmail.com",Keep Back Ivy,https://pbs.twimg.com/profile_images/1514629750400204803/yXfu_CAZ_normal.jpg,https://t.co/mt8eBnZUVz,"{'followers_count': 748, 'following_count': 1116, 'tweet_count': 8678, 'listed_count': 6}",1.4681487621115863e+18,KeepBackIvy,Yorkshire,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mt8eBnZUVz', 'expanded_url': 'https://linktr.ee/keepbackivy', 'display_url': 'linktr.ee/keepbackivy'}]}}"
36364843.0,False,False,"Mom, Cub Fan, Bear Fan, Illini Fan, Yogini, barefoot runner wanna be, casual cyclist, blogger, Science channel junkie, e-reader. All in no particular order.",Em!£¥,https://pbs.twimg.com/profile_images/841374046931603457/pfRwnfmL_normal.jpg,https://t.co/5tJwrpnWnd,"{'followers_count': 625, 'following_count': 191, 'tweet_count': 13864, 'listed_count': 93}",,ek_go,"Blo-No, IL","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5tJwrpnWnd', 'expanded_url': 'http://randomability.wordpress.com', 'display_url': 'randomability.wordpress.com'}]}}"
2911235659.0,False,False,Back at WHL #COYS #THFC,LeftOnTheShelf,https://pbs.twimg.com/profile_images/537717093400346624/6wq2dt7x_normal.jpeg,,"{'followers_count': 71, 'following_count': 82, 'tweet_count': 4113, 'listed_count': 3}",,lots1882,,"{'description': {'hashtags': [{'start': 12, 'end': 17, 'tag': 'COYS'}, {'start': 18, 'end': 23, 'tag': 'THFC'}]}}"
25178182.0,False,False,"Leader, dreamer, amateur wine taster. I sometimes run with scissors.",Kaz 🌻,https://pbs.twimg.com/profile_images/1495848920894824452/vvdrKsp9_normal.jpg,,"{'followers_count': 952, 'following_count': 1028, 'tweet_count': 60281, 'listed_count': 44}",,klkaz,,
104230643.0,False,False,"Mother, wife, skivvy, feeder/walker of dogs. Passions in life: family and....@kilmarnockfc KTID 💙⚽ and  @burkeman29 #1 fan!",1869_SASloan 💙,https://pbs.twimg.com/profile_images/1520511255517220864/XlgNtvv7_normal.jpg,,"{'followers_count': 679, 'following_count': 821, 'tweet_count': 4907, 'listed_count': 3}",1.2768476411633336e+18,Shirlsloan,Kilmarnock,"{'description': {'mentions': [{'start': 77, 'end': 90, 'username': 'kilmarnockfc'}, {'start': 104, 'end': 115, 'username': 'burkeman29'}]}}"
3251161618.0,False,False,"Much like The Kurgan, I'm in disguise.",Mavis Dupley,https://pbs.twimg.com/profile_images/623440887566180352/vP-j3PMl_normal.jpg,,"{'followers_count': 104, 'following_count': 40, 'tweet_count': 53884, 'listed_count': 38}",1.5141634073684255e+18,maydup2012,,
1.3443409882911212e+18,False,False,25 | person | alive | you can call me missa,booty wound,https://pbs.twimg.com/profile_images/1515187132842795011/rVSbIfHA_normal.jpg,https://t.co/Cuoiv4jnzt,"{'followers_count': 75, 'following_count': 448, 'tweet_count': 1741, 'listed_count': 2}",,defnotmissa,arkansad,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Cuoiv4jnzt', 'expanded_url': 'http://twitch.tv/definitelynotmissa', 'display_url': 'twitch.tv/definitelynotm…'}]}}"
1.4322791079040983e+18,False,False,15 // Cinephile // i love horror movies and anything horror related // Scream brain rot // music lover // follow me on letterboxd,ScaryDanMan,https://pbs.twimg.com/profile_images/1474545409565593601/44hSP0iu_normal.jpg,https://t.co/JgYdgGbqeo,"{'followers_count': 124, 'following_count': 134, 'tweet_count': 5434, 'listed_count': 7}",1.5176394687228887e+18,ScaryDanMan,he/him,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JgYdgGbqeo', 'expanded_url': 'https://boxd.it/36F5r', 'display_url': 'boxd.it/36F5r'}]}}"
1.3489087582739538e+18,False,False,,yay,https://pbs.twimg.com/profile_images/1489873715622219776/VQLMSj3U_normal.jpg,,"{'followers_count': 497, 'following_count': 618, 'tweet_count': 33749, 'listed_count': 1}",1.3698928858358784e+18,pipe_kungg,,
199159215.0,False,False,TRUE NOLE FAN! Mostly about #FSU. But sometimes #ZTA #DanceMom #NavyWife🇺🇸 #FightForJustice! Warning: Don't Upset #FSUTwitter #KeepCLIMBing 💛♥️ (no to kabob),Jeanie — PCBeachLaw,https://pbs.twimg.com/profile_images/1425200479898853380/cp6EJKuf_normal.jpg,https://t.co/RcE7qTzcyz,"{'followers_count': 2534, 'following_count': 3285, 'tweet_count': 82294, 'listed_count': 47}",1.0499809164021801e+18,pcbeachlaw,"KeyWest, Tally, PCBeach, FL","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RcE7qTzcyz', 'expanded_url': 'https://risingspear.com/', 'display_url': 'risingspear.com'}]}, 'description': {'hashtags': [{'start': 28, 'end': 32, 'tag': 'FSU'}, {'start': 48, 'end': 52, 'tag': 'ZTA'}, {'start': 53, 'end': 62, 'tag': 'DanceMom'}, {'start': 63, 'end': 72, 'tag': 'NavyWife'}, {'start': 75, 'end': 91, 'tag': 'FightForJustice'}, {'start': 114, 'end': 125, 'tag': 'FSUTwitter'}, {'start': 126, 'end': 139, 'tag': 'KeepCLIMBing'}]}}"
552391333.0,False,False,Nap Queen  ♡ Island Mama ◇ Food Lover ◇ Cuticle Cleaner♤ Brownie Bitch,Carby T,https://pbs.twimg.com/profile_images/1485408446807687169/JFOY05W0_normal.jpg,https://t.co/YdXyEmjJTM,"{'followers_count': 149, 'following_count': 259, 'tweet_count': 34571, 'listed_count': 3}",1.4095674328769905e+18,tamtastic_z,Pun a Rock,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YdXyEmjJTM', 'expanded_url': 'https://instagram.com/blackphoenixbeauty?utm_medium=copy_link', 'display_url': 'instagram.com/blackphoenixbe…'}]}}"
144996365.0,False,False,"Bamoh Magala 💙
Cerveza 🍺 y Vino 🍷
Me gusta ir al monte ⛰️ 
un poquito de trail pero a mí ritmo 🐢
#Trazacaminos #CDJabalcuza",Rovira Fran ⛰️🏃‍♂️,https://pbs.twimg.com/profile_images/1521821651968696320/c3g94PTB_normal.jpg,,"{'followers_count': 1609, 'following_count': 2027, 'tweet_count': 61159, 'listed_count': 17}",8.05370231354966e+17,franjrovira,"malaga, españa","{'description': {'hashtags': [{'start': 97, 'end': 110, 'tag': 'Trazacaminos'}, {'start': 111, 'end': 123, 'tag': 'CDJabalcuza'}]}}"
18983298.0,False,False,"Skier, Cyclist, Lifelong Democrat. Political Economy PhD; Vegan 4 enviro+2 reduce suffering. Border Collie rescuer. NYU alum. Former music biz exec. #RESIST",Linda NYC2VT 🇺🇦 🌻ⓥ🐖🐄🐓🐐🐘🐬🦃🐑,https://pbs.twimg.com/profile_images/1497064808318971906/ueJTu3ZV_normal.jpg,,"{'followers_count': 5815, 'following_count': 5412, 'tweet_count': 31714, 'listed_count': 10}",1.502712024152916e+18,LindaVT,"UWS, NYC — VT","{'description': {'hashtags': [{'start': 149, 'end': 156, 'tag': 'RESIST'}]}}"
49517278.0,False,False,"Actor, director, arts advocate, dog lover and health & fitness coach. he/him dennisyslas on all social media. booking info https://t.co/6DHYt9QdFs",Dennis Yslas,https://pbs.twimg.com/profile_images/1507196419601534977/qYrVKVud_normal.jpg,https://t.co/kJzRmk4AqV,"{'followers_count': 1143, 'following_count': 2310, 'tweet_count': 15803, 'listed_count': 57}",,dennisyslas,"iPhone: 32.718784,-97.293869","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kJzRmk4AqV', 'expanded_url': 'https://goog.gl/9CqFQR', 'display_url': 'goog.gl/9CqFQR'}]}, 'description': {'urls': [{'start': 123, 'end': 146, 'url': 'https://t.co/6DHYt9QdFs', 'expanded_url': 'http://www.thecampbellagency.com', 'display_url': 'thecampbellagency.com'}]}}"
316124576.0,False,False,"25|Twitch Streamer|Reality TV, Horror and YouTube| I make horrible jokes and puns|He/Him",jake,https://pbs.twimg.com/profile_images/1521882308785094656/IYIhXlew_normal.jpg,https://t.co/2NLoOBpWt8,"{'followers_count': 932, 'following_count': 1603, 'tweet_count': 82886, 'listed_count': 37}",1.0951820524110152e+18,ItsMeJakeJ,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2NLoOBpWt8', 'expanded_url': 'http://Twitch.tv/itsmejakej', 'display_url': 'Twitch.tv/itsmejakej'}]}}"
1.486570810944807e+18,False,False,"A good bun that plays #Wordle using #Python.
Answers are tweeted the next day.
If I tweet gibberish that means Wordle has changed.
Created by @TheAllenChou",Wordle Bun,https://pbs.twimg.com/profile_images/1486570866875912194/ov4fnyki_normal.png,,"{'followers_count': 8, 'following_count': 0, 'tweet_count': 192, 'listed_count': 1}",,WordleBun,,"{'description': {'hashtags': [{'start': 22, 'end': 29, 'tag': 'Wordle'}, {'start': 36, 'end': 43, 'tag': 'Python'}], 'mentions': [{'start': 142, 'end': 155, 'username': 'TheAllenChou'}]}}"
239490013.0,False,False,"yorkshire lass, moved down south. Loving life!",Carla Price,https://pbs.twimg.com/profile_images/1485163255249223680/OcSFKGb2_normal.jpg,,"{'followers_count': 70, 'following_count': 114, 'tweet_count': 620, 'listed_count': 3}",1.4801471837857137e+18,MrsCPrice74,Plymouth,
2899203827.0,False,False,,Kristi Peterson,https://pbs.twimg.com/profile_images/539055429343805440/bG83mWPo_normal.jpeg,,"{'followers_count': 11, 'following_count': 7, 'tweet_count': 37, 'listed_count': 0}",,kadean24,,
3634726649.0,False,False,"♡ @lenxls ♡                            
                          Midlaner G4  y P3 (WildRift)
                         
                         #AlwaysFnatic",Sergio602 水,https://pbs.twimg.com/profile_images/1423251692045357058/up0hj8x2_normal.jpg,,"{'followers_count': 102, 'following_count': 740, 'tweet_count': 2866, 'listed_count': 1}",,_Sergio602,,"{'description': {'hashtags': [{'start': 146, 'end': 159, 'tag': 'AlwaysFnatic'}], 'mentions': [{'start': 2, 'end': 9, 'username': 'lenxls'}]}}"
821695627.0,False,False,"NWS Meteorologist, wife, boy mom and cat meowm.  Penn State Meteo class of 2016.  Opinions are my own and not of my employer.",Anne AnneMOMeter Strauser,https://pbs.twimg.com/profile_images/2620258741/ta0x5jldstrhz1b0budn_normal.jpeg,,"{'followers_count': 471, 'following_count': 866, 'tweet_count': 8749, 'listed_count': 18}",1.228433604218364e+18,xchurricane,Maine,
7.388699445369569e+17,False,False,19 • Performer •Singer/Songwriter • Actor • Dancer •he/him,Reece Emery,https://pbs.twimg.com/profile_images/1516104200559763467/dTjEUxJf_normal.jpg,,"{'followers_count': 158, 'following_count': 1458, 'tweet_count': 926, 'listed_count': 0}",1.2454538855919944e+18,Reecerze,"Southend-on-Sea, East",
1.1224366320309166e+18,False,False,〜･*❀♀️ ♡ @_Sergio602 ♡ ⋆ 𝘩𝘹𝘩 ⋆ 𝘋𝘢𝘺6 ⋆ 𝘚𝘵𝘳𝘢𝘺 𝘒𝘪𝘥𝘴 〜･*❀ 𝘪 𝘣𝘦𝘭𝘪𝘦𝘷𝘦 𝘪𝘯 #Xiao 𝘴𝘶𝘱𝘳𝘦𝘮𝘢𝘤𝘺 ♡𝘈𝘙57♡,ₗₑₙₙ˚✧*:.｡.₊⁎ฅ^•ᴥ•^ฅ⁎.｡.:*⁺˳✧༚,https://pbs.twimg.com/profile_images/1416875346260025344/PXLCfc2C_normal.jpg,,"{'followers_count': 76, 'following_count': 348, 'tweet_count': 9539, 'listed_count': 0}",1.4750493199967396e+18,lenxls,she|her,"{'description': {'hashtags': [{'start': 67, 'end': 72, 'tag': 'Xiao'}], 'mentions': [{'start': 9, 'end': 20, 'username': '_Sergio602'}]}}"
2802568552.0,False,False,"Audio/theater technician, trainee machinist, father, geocacher, beer and whiskey nerd, baker, lapsed homebrewer - order changes by the day. Opinions my own.",Greg Brooks,https://pbs.twimg.com/profile_images/1340051705552056321/DZkiypyU_normal.jpg,,"{'followers_count': 202, 'following_count': 1257, 'tweet_count': 6305, 'listed_count': 0}",,BrewGuy15206,"Pittsburgh, PA",
260375899.0,False,False,Musician. Libertarian Anarchy. #Phish. VT Alum. #Agriculture #Rocinante. Tu ne cede malis. The Earth is a Line,Adam,https://pbs.twimg.com/profile_images/1168932871886790662/eyt75-eA_normal.jpg,,"{'followers_count': 1405, 'following_count': 4983, 'tweet_count': 23370, 'listed_count': 44}",1.4150124177850163e+18,AdamBlacksburg,Virginia,"{'description': {'hashtags': [{'start': 31, 'end': 37, 'tag': 'Phish'}, {'start': 48, 'end': 60, 'tag': 'Agriculture'}, {'start': 61, 'end': 71, 'tag': 'Rocinante'}]}}"
41380697.0,False,False,"plant geek, pro cat/dog, hardcore liberal treehugger, librarian (ret.) @MomsDemand",Janet W,https://pbs.twimg.com/profile_images/1497248995978223640/Wy1pfTjm_normal.jpg,,"{'followers_count': 483, 'following_count': 1275, 'tweet_count': 12608, 'listed_count': 11}",8.651610581593907e+17,janetwoodyRVA,RVA ,"{'description': {'mentions': [{'start': 71, 'end': 82, 'username': 'MomsDemand'}]}}"
1.3552328735114813e+18,False,False,are you suggesting coconuts migrate?,EthanLonniedos,https://pbs.twimg.com/profile_images/1366478816521187340/PYxjBy01_normal.jpg,,"{'followers_count': 8, 'following_count': 44, 'tweet_count': 249, 'listed_count': 0}",,ELonniedos,,
9.398822773199135e+17,False,False,,Sue Mantel,https://pbs.twimg.com/profile_images/939883877073432576/Zno2QI13_normal.jpg,,"{'followers_count': 9, 'following_count': 38, 'tweet_count': 116, 'listed_count': 0}",,Mantelprof,,
19390999.0,False,False,"I am a web developer, new painter, sometime quilter, Sweet Adeline, book and Library lover, a wife, a sister, auntie, cousin, daughter and friend. Puppy mom.",Joanne Southam,https://pbs.twimg.com/profile_images/1506988400074702848/cJtUcLcj_normal.jpg,https://t.co/G6ljEZwC9d,"{'followers_count': 129, 'following_count': 129, 'tweet_count': 680, 'listed_count': 9}",,WebLady_Ca,"Mississauga, Ontario, Canada","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G6ljEZwC9d', 'expanded_url': 'http://www.weblady.ca', 'display_url': 'weblady.ca'}]}}"
82676726.0,False,False,"Chef, Husband, Father and die hard Browns fan, not necessarily in that order.",jason,https://pbs.twimg.com/profile_images/530348762250874880/JkVdRWB-_normal.jpeg,,"{'followers_count': 339, 'following_count': 773, 'tweet_count': 2915, 'listed_count': 8}",,chefjay3051,CLE,
182778793.0,False,False,Inspired by breathing. Retweets are arbitrary. 🇨🇦,Leo Macneil,https://pbs.twimg.com/profile_images/742884377475088384/7YHiF0IQ_normal.jpg,,"{'followers_count': 204, 'following_count': 875, 'tweet_count': 4116, 'listed_count': 4}",8.588352575666708e+17,lionface_nb,High atop the whatever,
8.126286031837635e+17,False,False,Intelligent fucking weirdo.,Still Heather From The Block✌️🇺🇦,https://pbs.twimg.com/profile_images/1512787179092721668/vPlCMvRK_normal.jpg,,"{'followers_count': 2485, 'following_count': 1743, 'tweet_count': 91974, 'listed_count': 37}",1.5044624065038295e+18,TheHeatherEm,"Hamilton, Ontario",
1.2942207583491564e+18,False,False,fl’25,neithan15,https://pbs.twimg.com/profile_images/1295459955571654657/D0s_wRiJ_normal.jpg,,"{'followers_count': 13, 'following_count': 203, 'tweet_count': 89, 'listed_count': 0}",,neithan153,,
18719963.0,False,False,"I'm not pessimistic; I'm not optimistic. I'm realistic. How you interpret what I say is your problem, not mine. Straight, born female, always female ♥",House Girl 🎹🍁🍸 #PutinIsaWarCriminal,https://pbs.twimg.com/profile_images/1497008090222370818/YWK0KD1t_normal.jpg,,"{'followers_count': 387, 'following_count': 358, 'tweet_count': 51505, 'listed_count': 0}",4.586938696859894e+17,SomeOfEvrything,CANADA,
213444019.0,False,False,Do something better today than you did yesterday.,Steve Bottchen,https://pbs.twimg.com/profile_images/1314319295682314241/jmOhuHrt_normal.jpg,,"{'followers_count': 121, 'following_count': 468, 'tweet_count': 6067, 'listed_count': 3}",,PoppaBottch,"Pelham, Al",
527891471.0,False,False,Sports chick. Foodie. Politically-aware Southern gal. Daughter of the King. Eph 2:8 Mom of 2 Boys #WarEagle #Braves #Bucs #NorthGwinnett,AubiesGirl 🦃,https://pbs.twimg.com/profile_images/1904579215/profile_hi_normal.jpg,,"{'followers_count': 976, 'following_count': 833, 'tweet_count': 38857, 'listed_count': 4}",,witty_blonde,"Florida, USA","{'description': {'hashtags': [{'start': 98, 'end': 107, 'tag': 'WarEagle'}, {'start': 108, 'end': 115, 'tag': 'Braves'}, {'start': 116, 'end': 121, 'tag': 'Bucs'}, {'start': 122, 'end': 136, 'tag': 'NorthGwinnett'}]}}"
1895995092.0,False,False,"*旧綺佳
サトシゴトには不惜身命/某塾№ 285智担/気象リーダー溺愛/ハンドメイド大好き腐要素たっぷりなIT系オトナ女子/実は後遺障害等級持ち/年間休日52日/死して尚 大宮！(*.ﾟーﾟ人´･∀･`*)/カルトナージュ・ソープカービング・耳つぼジュエリーDiploma取得/セルフネイリスト/QPはこあらし師匠に師事",あやや(*.ﾟーﾟ人´･∀･`*）,https://pbs.twimg.com/profile_images/1344684372855726088/zY5Wwuay_normal.jpg,,"{'followers_count': 77, 'following_count': 161, 'tweet_count': 24606, 'listed_count': 2}",1.3308503751595418e+18,Satoshi551126,総武線沿線,
3184943266.0,False,False,Learn from your lack of knowledge • not so professional account • Main @itzPMR,+PMR,https://pbs.twimg.com/profile_images/1497570991035277312/AF-8lZWy_normal.jpg,https://t.co/cOLx0ujHLS,"{'followers_count': 38, 'following_count': 37, 'tweet_count': 385, 'listed_count': 0}",,PMRtalks,Lit,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cOLx0ujHLS', 'expanded_url': 'https://linktr.ee/xPMR', 'display_url': 'linktr.ee/xPMR'}]}, 'description': {'mentions': [{'start': 71, 'end': 78, 'username': 'itzPMR'}]}}"
8.736171767873782e+17,False,False,Ex-Alumne del 💚💛Pare Manyanet Les Corts💛💚 i actual estudiant de Disseny i Producció de Videojocs al Tecnocampus-Mataró,Francesc Ruiz Albà,https://pbs.twimg.com/profile_images/930910612217061377/lPbiazj5_normal.jpg,,"{'followers_count': 22, 'following_count': 121, 'tweet_count': 1691, 'listed_count': 0}",1.1388042931280732e+18,FrancescRuiz131,"Barcelona, España",
15823290.0,False,False,oh. i see. it's like that.,ichoosedefiantjazz,https://pbs.twimg.com/profile_images/1497663972421554177/5Fd1fUZH_normal.jpg,,"{'followers_count': 116, 'following_count': 641, 'tweet_count': 37085, 'listed_count': 2}",,lanaturner,,
591956196.0,False,False,Licenciado por Universidad de La Laguna.,Manuel Castilla,https://pbs.twimg.com/profile_images/1496559501784326144/YsFTxd3a_normal.jpg,,"{'followers_count': 30, 'following_count': 88, 'tweet_count': 112, 'listed_count': 0}",,mccastilla59,"Santa Cruz de Tenerife, Spain",
1.3457700062531052e+18,False,False,,notshakyhead69,https://pbs.twimg.com/profile_images/1433214824633225222/_8JM-xBQ_normal.jpg,,"{'followers_count': 189, 'following_count': 1150, 'tweet_count': 4084, 'listed_count': 0}",,notshakyhead69,,
187261396.0,False,False,Love gardening. Keen photographer and enthusiastic learner of ballroom and Latin dancing. Also enjoy dabbling with paints and losing myself in a book,Julie Caton #FBPE #50sWomen,https://pbs.twimg.com/profile_images/3298308825/65fe81ef83c16d0e2ec68d189692cf8e_normal.jpeg,,"{'followers_count': 109, 'following_count': 526, 'tweet_count': 6424, 'listed_count': 1}",,kimnevard,"East, England",
23209515.0,False,False,chloseph chlostar BA | ‘92/she/her | walmart dionysus | ♌️🌞♏️🌕,chloe 🧋what does a viceroy do?,https://pbs.twimg.com/profile_images/1373611879608762369/-vcGFY5C_normal.jpg,https://t.co/3j8mR55Ne5,"{'followers_count': 610, 'following_count': 664, 'tweet_count': 234882, 'listed_count': 27}",7.168322869776015e+17,chlosephine_,probably horizontal,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3j8mR55Ne5', 'expanded_url': 'http://chlostars.tumblr.com/', 'display_url': 'chlostars.tumblr.com'}]}}"
