id,public_metrics,url,profile_image_url,protected,entities,verified,name,pinned_tweet_id,username,description,location
14357062.0,"{'followers_count': 346, 'following_count': 399, 'tweet_count': 27099, 'listed_count': 8}",https://t.co/PG4p4dGYJO,https://pbs.twimg.com/profile_images/304434719/58775967_4983575732_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PG4p4dGYJO', 'expanded_url': 'https://letterboxd.com/jessew/', 'display_url': 'letterboxd.com/jessew/'}]}}",False,Jesse,5.525168304983941e+17,Eegah,Ok Twitterer.,"Chattanooga, TN"
1.307852284248961e+18,"{'followers_count': 20, 'following_count': 94, 'tweet_count': 3498, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1508188735707488259/xrnK0tzu_normal.jpg,False,,False,katelyn :),1.4660680624410337e+18,yaes_real_gf,they/she!! lesbian 💕,
1.4123561873376256e+18,"{'followers_count': 13, 'following_count': 102, 'tweet_count': 162, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1476818156677398528/iGQeK9DU_normal.jpg,False,,False,白痴課程後期,,WakanTanka1994,白痴課程後期。,峠の象
1.1036941814223258e+18,"{'followers_count': 67, 'following_count': 97, 'tweet_count': 3582, 'listed_count': 0}",https://t.co/RkQPM468lq,https://pbs.twimg.com/profile_images/1480214254930345985/upxbZeDu_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RkQPM468lq', 'expanded_url': 'http://www.deejamminnails.com', 'display_url': 'deejamminnails.com'}]}}",False,Oh No!,1.283778065085104e+18,deebug91,Meh,
118529639.0,"{'followers_count': 2187, 'following_count': 3240, 'tweet_count': 43811, 'listed_count': 11}",https://t.co/nIFZfvs13o,https://pbs.twimg.com/profile_images/1132292341711028224/uFLRllNS_normal.png,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nIFZfvs13o', 'expanded_url': 'https://curiouscat.me/nachogarci2005', 'display_url': 'curiouscat.me/nachogarci2005'}]}}",False,Nacho-Never give up #Vacunado 🏳️‍🌈💜🔻,1.1817464241968783e+18,nachogarci2005,"Republicano,aliado feminista y libros,muchos libros.Cojo de nacimiento♿.En mi TL hablo de política y un poco de todo.En proceso formativo revolucionario",Valladolid
1.5174979300300923e+18,"{'followers_count': 2, 'following_count': 109, 'tweet_count': 5, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1517498181688299521/W0GyJgBW_normal.jpg,False,,False,Beth Mallino,,beth_mallino,I don’t pay any medical bill until it’s red.,"Tucson, AZ"
20192505.0,"{'followers_count': 3760, 'following_count': 1106, 'tweet_count': 16051, 'listed_count': 139}",https://t.co/5p5mpsQ84C,https://pbs.twimg.com/profile_images/1446340650832592897/tZi4PF3r_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5p5mpsQ84C', 'expanded_url': 'http://hamishrobertson.com', 'display_url': 'hamishrobertson.com'}]}, 'description': {'hashtags': [{'start': 39, 'end': 44, 'tag': 'lafc'}, {'start': 45, 'end': 50, 'tag': 'ycfc'}, {'start': 51, 'end': 56, 'tag': 'hmfc'}, {'start': 57, 'end': 62, 'tag': 'ggmu'}]}}",True,Hamish Robertson,1.4074848911225774e+18,hamish__r,Foto 📷 + Football ⚽️ + Philanthropy 💡. #lafc #ycfc #hmfc #ggmu,"Los Angeles, CA"
2369242634.0,"{'followers_count': 6990, 'following_count': 1969, 'tweet_count': 82494, 'listed_count': 21}",https://t.co/LS7TH1EAoM,https://pbs.twimg.com/profile_images/1476052699493904385/qb6pxh6A_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LS7TH1EAoM', 'expanded_url': 'https://www.artstation.com/afkiwill', 'display_url': 'artstation.com/afkiwill'}]}, 'description': {'mentions': [{'start': 38, 'end': 47, 'username': 'andy_gei'}, {'start': 57, 'end': 69, 'username': 'DanGamer111'}, {'start': 82, 'end': 91, 'username': 'afkiwill'}]}}",False,🌻Laura🌻,1.508872080875524e+18,Laujita_,"🌱ESP-ENG | A veces dibujo cosas🌱
💕PP: @andy_gei | Match: @DanGamer111 💕
✨2nd acc: @afkiwill✨",Spain|She/Her|Demi🖤🤍💜
1.3447609398082396e+18,"{'followers_count': 25, 'following_count': 137, 'tweet_count': 197, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1345592841398059009/2NS0lruU_normal.jpg,False,,False,Caroline Pugh,,caroline1968,,"Tupelo, MS"
135641869.0,"{'followers_count': 3011, 'following_count': 1137, 'tweet_count': 24596, 'listed_count': 105}",,https://pbs.twimg.com/profile_images/1339624202/Toshikun_icon_00_normal.jpg,False,,False,Toshiyasu Otsuka,,toshi_otsuka,映画のVFXの仕事を経て、DreamWorks Animationで３DアニメーションのFXを作ってました。現在はフリーで活動中。７月にサンフランシスコから、どうしても住んでみたかったポートランドに引越し。現在は日本に戻ってます。映画、アート、コーヒー、ビール、アウトドア好き。,関東地方
18287370.0,"{'followers_count': 328, 'following_count': 270, 'tweet_count': 30324, 'listed_count': 8}",https://t.co/vGq7VbmAy0,https://pbs.twimg.com/profile_images/1502031274076168207/kXETBCOU_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vGq7VbmAy0', 'expanded_url': 'http://iamals.org/action', 'display_url': 'iamals.org/action'}]}}",False,kodie abruzzo ✿,,kodiiie,"“the key to being fly, hot, sexy, and beautiful is to ACT fly, hot, sexy, and beautiful” -amelia earhart",
217019760.0,"{'followers_count': 262, 'following_count': 1290, 'tweet_count': 8869, 'listed_count': 53}",,https://pbs.twimg.com/profile_images/1457104912819658753/SSJPbrUA_normal.jpg,False,,False,Mark Kane ✊🌍💙💛,,my_kane,"Web-, JavaScript- and VR-developer. Father-of-3. Tweets about sci-fi, games, VR, tech, art, science, climate - he/him",München
207351086.0,"{'followers_count': 43, 'following_count': 194, 'tweet_count': 2549, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1151959865/Screen_shot_2010-05-24_at_May_24__9.24_AM_normal.png,False,,False,Paul,,PackerPaul24,"I tweet stuff. 60% of the time, it’s 90% about the Packers. Can I call myself an unbiased homer?",
1.246768531120816e+18,"{'followers_count': 128, 'following_count': 179, 'tweet_count': 1734, 'listed_count': 0}",https://t.co/PCqpO9aTbV,https://pbs.twimg.com/profile_images/1518614119435358208/EbQ9XiQU_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PCqpO9aTbV', 'expanded_url': 'https://instagram.com/claaudiamonteroo?igshid=z7bcjkhv04jt', 'display_url': 'instagram.com/claaudiamonter…'}]}}",False,♉︎,1.495880738780205e+18,clauumonteroo,,"Málaga, España"
1897753722.0,"{'followers_count': 390, 'following_count': 912, 'tweet_count': 1927, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/640091043774357504/cD_EcCNS_normal.jpg,False,,False,Mr. Giebe,,MrGiebe,,"California, USA"
15198597.0,"{'followers_count': 115, 'following_count': 51, 'tweet_count': 667, 'listed_count': 6}",https://t.co/EpGaCkqe0o,https://pbs.twimg.com/profile_images/3724685582/e4b1c6b12b43141131166bc0a4ecdf39_normal.jpeg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EpGaCkqe0o', 'expanded_url': 'https://naea.digication.com/lgatlin', 'display_url': 'naea.digication.com/lgatlin'}]}}",False,Dr. Laurie Gatlin,,lauriegatlin,"Assoc. Professor at California State University, Long Beach. Dream job, dream life.","Long Beach, CA"
183041484.0,"{'followers_count': 163, 'following_count': 181, 'tweet_count': 20352, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1110916352/sign-road-kidding_normal.jpg,False,,False,Walter Sego,,Walters_Ego,"Reality is not all it's cracked up to be. Yankees, Barca, Sharks, Warriors. Political lefty. Transplanted from NJ","California, where else?"
11999802.0,"{'followers_count': 2298, 'following_count': 2337, 'tweet_count': 24740, 'listed_count': 89}",https://t.co/USnGffh9j9,https://pbs.twimg.com/profile_images/1429523758801473538/VCipiSyP_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/USnGffh9j9', 'expanded_url': 'http://www.jordiperales.com', 'display_url': 'jordiperales.com'}]}, 'description': {'mentions': [{'start': 23, 'end': 35, 'username': 'IRocagrossa'}, {'start': 61, 'end': 73, 'username': 'UOCpsicoedu'}]}}",False,Jordi Perales,,jordiperales,Docent de secundària a @IRocagrossa. Professor Associat a la @UOCpsicoedu,
3259459172.0,"{'followers_count': 444, 'following_count': 819, 'tweet_count': 23884, 'listed_count': 11}",,https://pbs.twimg.com/profile_images/1513247495190687747/MTsm2Q3e_normal.jpg,False,,False,"Frenchie French, Ph.D.",1.501996572153897e+18,FrenchieMSW,mostly for fun. she/her. I regularly use typos.,
347844785.0,"{'followers_count': 314, 'following_count': 347, 'tweet_count': 15731, 'listed_count': 6}",https://t.co/M9pzBeSX90,https://pbs.twimg.com/profile_images/1182744065869258753/ckAKfNqN_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/M9pzBeSX90', 'expanded_url': 'https://stevenagec.wordpress.com/', 'display_url': 'stevenagec.wordpress.com'}]}}",False,daisy cat,,cat_daisy,In memory of a cat ... called Daisy (1999 - 2016) ...,
141467433.0,"{'followers_count': 407, 'following_count': 375, 'tweet_count': 11354, 'listed_count': 4}",https://t.co/7psPziiFts,https://pbs.twimg.com/profile_images/1034472850269396992/Ko9D5zcw_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7psPziiFts', 'expanded_url': 'http://imnotcomplainingblog.wordpress.com', 'display_url': 'imnotcomplainingblog.wordpress.com'}]}}",False,Korey Hanover,1.442546592838402e+18,KoreyHanover,Turning lemonade into lemons since 1996,"Owasso, OK"
51306324.0,"{'followers_count': 316, 'following_count': 1574, 'tweet_count': 14710, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/706820578393595904/aW-PV0yA_normal.jpg,False,,False,Miguel A,,Meeglay,iOS Developer + some other stuff like 🏀 🐶 👑 ... 😄 - he/him,"Mississauga, Canada"
7.824762196442522e+17,"{'followers_count': 104, 'following_count': 84, 'tweet_count': 2290, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1408873513641984002/zQhdut1N_normal.jpg,False,,False,María,1.4023230299512381e+18,xvlkvwx,Farmacia US,
22413949.0,"{'followers_count': 1066, 'following_count': 1045, 'tweet_count': 23348, 'listed_count': 58}",,https://pbs.twimg.com/profile_images/1533544275/profilewords_normal.jpg,False,,False,👁Martha Martha Martha👁,1.267123700551299e+18,sharonljmoore,"Austin Wine and Spirits Expert saving the world from bad booze. Loves sarcasm, sports, and pop culture! Boozie and Bougie $sljmoore","Austin, TX"
