id,source,reply_settings,context_annotations,text,conversation_id,lang,possibly_sensitive,created_at,public_metrics,author_id,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1521009150502834176,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

🟨🟨⬜🟨⬜
🟨🟨🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩",1521009150502834176,en,False,2022-05-02T06:10:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",518685701,,,,,
1521009141464059906,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

🟩⬛⬛⬛⬛
🟩🟨⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩",1521009141464059906,en,False,2022-05-02T06:10:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2834848778,,,,,
1521009139731902464,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Científico #50 4/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜🟨
⬜🟩⬜🟨⬜
🟩🟩🟩🟩🟩
 https://t.co/aicIuy1l0Q",1521009139731902464,es,False,2022-05-02T06:10:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",219275926,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/aicIuy1l0Q', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,,
1521009138955960321,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1521009138955960321,en,False,2022-05-02T06:10:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",137152470,,,,,
1521009110103347200,Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #116 5/6

⬜⬜🟨⬜⬜
⬜🟩⬜🟩🟨
⬜🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/GpOMKsMpOQ",1521009110103347200,en,False,2022-05-02T06:10:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1076727713975681024,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/GpOMKsMpOQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521009105330225152,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Got there eventually!

Wordle 317 6/6

⬛🟨⬛⬛🟨
⬛🟨🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1521009105330225152,en,False,2022-05-02T06:10:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",716523857121816576,,,,,
1521009098820657152,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #116 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟩🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/2ZMpuyRM5R",1521009098820657152,en,False,2022-05-02T06:10:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1173978680894328832,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/2ZMpuyRM5R', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,,
1521009098816471040,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Tildes #63 5/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜⬜⬜🟩🟩
🟨⬜⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/q3HFCLqhs3

Qué coño",1521005662347616258,es,False,2022-05-02T06:10:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",723895678125133824,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/q3HFCLqhs3', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}","[{'type': 'replied_to', 'id': '1521005662347616258'}]",723895678125133824,,
1521009091434487808,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

⬛⬛🟨⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1521009091434487808,en,False,2022-05-02T06:10:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",319288784,,,,,
1521009091149287424,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

⬜⬜⬜🟩🟨
🟩⬜⬜🟩⬜
🟩🟩🟩🟩🟩",1521009091149287424,en,False,2022-05-02T06:10:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",54661553,,,,,
1521009088171151360,Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Come over. I owe you one.

Wordle 317 3/6

🟩⬜⬜⬜⬜
🟨🟨🟨⬜⬜
🟩🟩🟩🟩🟩 https://t.co/9XSgLGygDB",1521009088171151360,en,False,2022-05-02T06:10:00.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 7, 'quote_count': 1}",1380030071331692544,"{'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/9XSgLGygDB', 'expanded_url': 'https://twitter.com/_LucienXu/status/1520653746476228609', 'display_url': 'twitter.com/_LucienXu/stat…'}]}","[{'type': 'quoted', 'id': '1520653746476228609'}]",,,
1521009086783197184,Twitter Web App,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

⬛⬛🟨🟨⬛
🟩⬛⬛⬛⬛
⬛🟨⬛⬛⬛
🟩🟩🟨🟨🟩
🟩🟩🟩🟩🟩",1521009086783197184,en,False,2022-05-02T06:09:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",5874492,,,,,
1521009086237659136,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 6/6
Almost ran out of options! A nail biting finish, there! Phew!
Haven't hit 6 attempts in a while!
⬜🟨⬜⬜⬜
🟨🟨⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
@JanR572 @TheEastGhost @HeSlimedMeRay @Rensday11 @_PhoenixPenny @random_tammie",1521009086237659136,en,False,2022-05-02T06:09:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",905516062279651332,"{'mentions': [{'start': 148, 'end': 156, 'username': 'janr572', 'id': '374324469'}, {'start': 157, 'end': 170, 'username': 'TheEastGhost', 'id': '703299064306208768'}, {'start': 171, 'end': 185, 'username': 'HeSlimedMeRay', 'id': '388034870'}, {'start': 186, 'end': 196, 'username': 'Rensday11', 'id': '3178440841'}, {'start': 197, 'end': 211, 'username': '_PhoenixPenny', 'id': '980871736379002881'}, {'start': 212, 'end': 226, 'username': 'random_tammie', 'id': '226018414'}]}",,,,
1521009085793067010,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #116 5/6

⬜⬜🟨⬜⬜
⬜🟩🟨⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/b2YIHpTHIl",1521009085793067010,en,False,2022-05-02T06:09:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1703322422,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/b2YIHpTHIl', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521009083893096448,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

⬛⬛⬛⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1521009083893096448,en,False,2022-05-02T06:09:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",414209225,,,,,
1521009075068313600,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

🟩⬜⬜⬜🟨
🟩⬜⬜🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1521009075068313600,en,False,2022-05-02T06:09:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",919077636047073280,,,,,
1521009066222444544,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

🟨🟨⬛⬛⬛
⬛🟨🟨⬛🟩
🟩🟩🟩🟩🟩",1521009066222444544,en,False,2022-05-02T06:09:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",186724592,,,,,
1521009064632676354,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩",1521009064632676354,en,False,2022-05-02T06:09:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",23373629,,,,,
1521009060388212737,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Buena palabra para un lunes... 🤦😊
Wordle (ES)  #116 4/6

⬜🟨🟨🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/BcPWyHRjUK",1521009060388212737,es,False,2022-05-02T06:09:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",166961963,"{'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/BcPWyHRjUK', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,{'place_id': '1a27537478dd8e38'}
1521009056902569985,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 3/6

⬛⬛🟩⬛🟨
🟨🟩⬛⬛🟨
🟩🟩🟩🟩🟩",1521009056902569985,en,False,2022-05-02T06:09:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",195279352,,,,,
1521009052393906176,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 5/6

⬜⬜⬜⬜🟨
🟩⬜🟩⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",1521009052393906176,en,False,2022-05-02T06:09:51.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",1244260954554224640,,,,,
1521009051068473344,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

🟩⬜⬜🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1521009051068473344,en,False,2022-05-02T06:09:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",387869142,,,,,
1521009046257430528,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6うぇーい

⬜⬜⬜⬜🟨
🟨🟨🟩⬜⬜
🟩⬜⬜🟩🟨
🟩🟩🟩🟩🟩",1521009046257430528,ja,False,2022-05-02T06:09:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1371734844867158016,,,,,
1521009041203421184,Twitter for iPhone,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 6/6

One of those!! Such a close one! 

⬛🟨⬛🟨⬛
🟩⬛🟩⬛⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",1521009041203421184,en,False,2022-05-02T06:09:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",582789034,,,,,
1521009035935420417,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 6/6
Almost ran out of options! A nail biting finish, there! Phew!
Haven't hit 6 attempts in a while!
⬜🟨⬜⬜⬜
🟨🟨⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩
@JanR61 @Cymru_79 @GlitterMagpie_ @Shnookie04 @RituBhathal @HeatherNS @Barbzbarella",1521009035935420417,en,False,2022-05-02T06:09:47.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",905516062279651332,"{'mentions': [{'start': 148, 'end': 155, 'username': 'janr61', 'id': '911811506'}, {'start': 156, 'end': 165, 'username': 'cymru_79', 'id': '458338608'}, {'start': 166, 'end': 181, 'username': 'GlitterMagpie_', 'id': '27438783'}, {'start': 182, 'end': 193, 'username': 'Shnookie04', 'id': '26402830'}, {'start': 194, 'end': 206, 'username': 'RituBhathal', 'id': '21183348'}, {'start': 207, 'end': 217, 'username': 'Heatherns', 'id': '23164162'}, {'start': 218, 'end': 231, 'username': 'Barbzbarella', 'id': '415199346'}]}",,,,
1521009031011262464,Twitter for Android,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 317 4/6

⬜🟨⬜⬜🟨
🟩⬜🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",1521009031011262464,en,False,2022-05-02T06:09:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",26488720,,,,,
