,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,entities,pinned_tweet_id
0,ほりちゃん,,False,https://pbs.twimg.com/profile_images/1396436352007237644/k0hPC_V2_normal.jpg,115050116,Mr_Holy,"{'followers_count': 173, 'following_count': 199, 'tweet_count': 37474, 'listed_count': 6}",MAZDA ROADSTER(ND5RC)/Tern Crest/Metallica/BABYMETAL/ももいろクローバーZ/MotoGP/福岡ソフトバンクホークス/iPhone XS/iMac(late2013)/OLYMPUS OM-D E-M5 Mark II/,False,福岡県,,
1,かいりさん,,False,https://pbs.twimg.com/profile_images/1139935716069105664/e9bK2Q83_normal.png,129456468,kairi_h,"{'followers_count': 124, 'following_count': 126, 'tweet_count': 45002, 'listed_count': 1}",上手に生きられないことに定評があります,False,集会所,,
2,Paul,,False,https://pbs.twimg.com/profile_images/1408291302970585090/J6vZUVHa_normal.jpg,31990623,Rowboat64,"{'followers_count': 43, 'following_count': 328, 'tweet_count': 2798, 'listed_count': 2}",I have a job. Also I write in my spare time and watch semi-quality television programming.,False,"Oregon City, OR",,
3,Conrad Swetlikoff,,False,https://pbs.twimg.com/profile_images/847315767905222656/gak_CSZK_normal.jpg,1083585836,CSwetlikoff,"{'followers_count': 54, 'following_count': 116, 'tweet_count': 892, 'listed_count': 3}",Canadian Coast Guard,False,BC,,
4,andra,,False,https://pbs.twimg.com/profile_images/1517576062519099392/ZHsYOiNT_normal.jpg,1544149788,agbsunrise,"{'followers_count': 5391, 'following_count': 449, 'tweet_count': 122738, 'listed_count': 59}",heaven sent you to me #LN4,False,she/her,"{'description': {'hashtags': [{'start': 22, 'end': 26, 'tag': 'LN4'}]}}",
5,ポリアネス,,False,https://pbs.twimg.com/profile_images/1509470553572143105/w2zCG08Y_normal.jpg,148694829,nnennenne,"{'followers_count': 290, 'following_count': 1468, 'tweet_count': 30824, 'listed_count': 5}",ミリマスID：785 諏訪彩花さんの Precious☆、Lynnさんのココロカラーの音源化をずっと待ってます。,False,緑市浅葱町４－１６,,1387721863472635904
6,DTCN(100kg超級),https://t.co/TLBya8IWgW,False,https://pbs.twimg.com/profile_images/1493797986815512577/QxZlxUHG_normal.jpg,95905505,Dotechin_orz,"{'followers_count': 2278, 'following_count': 2822, 'tweet_count': 33709, 'listed_count': 29}","2011年度からサラリーマン。 モバイルネットワークの開発に携わっています。誰でもフォロー歓迎です。
自転車で遠くに出かけるのが好きです。
その他の趣味:草野球/フットサル/一人旅/ゲーム(プロスピA,信長の野望,Hearts of IronⅡ,etc...)",False,神奈川県川崎市,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TLBya8IWgW', 'expanded_url': 'http://www.skype.com', 'display_url': 'skype.com'}]}}",
7,Phobi| she/they | Stand with Ukraine | ඞ,,False,https://pbs.twimg.com/profile_images/1520087509635588098/ku9b_5ck_normal.jpg,1236365042725109762,Naiobia,"{'followers_count': 190, 'following_count': 371, 'tweet_count': 22866, 'listed_count': 1}",SONIC MOVIE SWEEP ‼️‼️| pfp art by @ possum_kid | ✿ | FNF fans DNI | Miraculous Ladybug fans dni |BLM☮️| race: black,False,,,
8,イティくん,,False,https://pbs.twimg.com/profile_images/1309102107044306945/UjEA0SXG_normal.jpg,1320173772,Ithi_KL,"{'followers_count': 954, 'following_count': 1972, 'tweet_count': 42956, 'listed_count': 0}","SS書いたり呼称表作ったり考察したり　
アイコンはまつもと（@MatsumotoKougyo）さんからの頂きものです　神",False,,"{'description': {'mentions': [{'start': 30, 'end': 46, 'username': 'MatsumotoKougyo'}]}}",874163465803358208
9,Stephanie Solsberry,,False,https://pbs.twimg.com/profile_images/1340519223919964164/sBmFWcLJ_normal.jpg,130001835,angelflyinglow,"{'followers_count': 72, 'following_count': 291, 'tweet_count': 2906, 'listed_count': 0}",We have nothing if we don’t have Hope 🌼⚓️,False,"Washington, USA",,
10,えせはた,https://t.co/ARuo6NBH20,False,https://pbs.twimg.com/profile_images/1300149183987331072/7mBzUtZv_normal.jpg,2156140483,2wur,"{'followers_count': 588, 'following_count': 1084, 'tweet_count': 28836, 'listed_count': 13}",労働を廃止,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ARuo6NBH20', 'expanded_url': 'http://esehata.github.io', 'display_url': 'esehata.github.io'}]}}",
11,Paty Acosta,https://t.co/8dE9pXKxpF,False,https://pbs.twimg.com/profile_images/1420484346549526531/mHyppIuh_normal.jpg,48194758,AcostaPatricia,"{'followers_count': 3206, 'following_count': 424, 'tweet_count': 62048, 'listed_count': 115}","Quiero ser analista de datos 😬. Diseñador web 💻 , Estudios en Comunicación Política UNAM y Periodismo de Investigación CIDE. TED curador.",False,"Ciudad de México, D.F","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8dE9pXKxpF', 'expanded_url': 'http://www.thatcom.mx', 'display_url': 'thatcom.mx'}]}}",1483682934469103618
12,my-take,,False,https://pbs.twimg.com/profile_images/1206261673/fuku_normal.JPG,166964128,sesamix28,"{'followers_count': 25, 'following_count': 116, 'tweet_count': 6662, 'listed_count': 0}",犬が好き、自分が飼っている犬が好き、犬が飼いたい。NHKとテレ東と深い夜のドラマが好き。,False,,,
13,もちげ,,False,https://pbs.twimg.com/profile_images/1213869094/Image172_normal.jpg,14182132,mochige,"{'followers_count': 44, 'following_count': 99, 'tweet_count': 13111, 'listed_count': 2}",れさみうんこ💩,False,,,
14,れっくす,https://t.co/F7VVu1EnA7,False,https://pbs.twimg.com/profile_images/2589977979/flfxu2r7hlk703sag0oc_normal.png,103836729,xrekkusu,"{'followers_count': 1845, 'following_count': 565, 'tweet_count': 260066, 'listed_count': 111}","dodododo web,crypto, (pwn) ctf4b/seccamp2012web/seccamp2016
ぷよぷよ: @xrekkusu_puyo",False,何もしないを目指しています,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/F7VVu1EnA7', 'expanded_url': 'http://rex.gs/', 'display_url': 'rex.gs'}]}, 'description': {'mentions': [{'start': 66, 'end': 80, 'username': 'xrekkusu_puyo'}]}}",1521112385712394242
15,Tayo Olukoya,,False,https://pbs.twimg.com/profile_images/1372972140186669063/hLFO2bHl_normal.jpg,3196775274,tayo_speaks,"{'followers_count': 1312, 'following_count': 886, 'tweet_count': 1292, 'listed_count': 18}",Sr. Software Engineer @Twitter | @Cal Engineering alumnus. Disclaimer: my opinions/views are solely mine.,False,"San Francisco, CA","{'description': {'mentions': [{'start': 22, 'end': 30, 'username': 'Twitter'}, {'start': 33, 'end': 37, 'username': 'Cal'}]}}",952985906884968448
16,トレハロース,https://t.co/0fyI22e7mN,False,https://pbs.twimg.com/profile_images/1377460636850876422/wpLfMrt-_normal.jpg,2362782739,vaighasika,"{'followers_count': 311, 'following_count': 528, 'tweet_count': 317831, 'listed_count': 13}",乙女座の乙女,False,☆,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0fyI22e7mN', 'expanded_url': 'https://navamacasa.hatenadiary.com/', 'display_url': 'navamacasa.hatenadiary.com'}]}}",
17,ヒヒとララ,,False,https://pbs.twimg.com/profile_images/1455612123191836672/1L-_aN80_normal.jpg,2762576137,hira8211,"{'followers_count': 249, 'following_count': 466, 'tweet_count': 162860, 'listed_count': 35}",僕と握手すると星辰は揃う！それは楽しい遊びです！,False,サソリオピューロランド,,1339955901155790848
18,alba,,False,https://pbs.twimg.com/profile_images/1389375545176203266/ba93U3uA_normal.jpg,844586827147329538,nonsensethebass,"{'followers_count': 85, 'following_count': 494, 'tweet_count': 1906, 'listed_count': 0}","Annoying bassist posting nonsense.                                
No me llamo alba",False,Obsidian,,1377589209461063680
19,ぜんらんらん@26500円@旅行中,https://t.co/J68Ec31JJD,False,https://pbs.twimg.com/profile_images/1507825904969732097/fazcl6KV_normal.jpg,1184940636027289600,zenranran,"{'followers_count': 309, 'following_count': 386, 'tweet_count': 7374, 'listed_count': 31}","逆バニーに栄光あれ

vrc.20191017~
VRC：Zenranran
ぽい：https://t.co/34zuxmfAki
ふせ：https://t.co/2yaPfanSCn
落書きとか自PCの話とか：@dextrin555",False,#人権食事シリーズ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/J68Ec31JJD', 'expanded_url': 'https://perfect-hellebore-a35.notion.site/a97a3e2610dc40bf84deb110abdb9beb', 'display_url': 'perfect-hellebore-a35.notion.site/a97a3e2610dc40…'}]}, 'description': {'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/34zuxmfAki', 'expanded_url': 'http://poipiku.com/179816/', 'display_url': 'poipiku.com/179816/'}, {'start': 69, 'end': 92, 'url': 'https://t.co/2yaPfanSCn', 'expanded_url': 'http://fusetter.com/u/zenranran', 'display_url': 'fusetter.com/u/zenranran'}], 'mentions': [{'start': 106, 'end': 117, 'username': 'dextrin555'}]}}",
20,Your Local IT Guy💻😎,,False,https://pbs.twimg.com/profile_images/1496856830269693952/V9BpDloQ_normal.jpg,52740421,TheRealDenzel__,"{'followers_count': 620, 'following_count': 924, 'tweet_count': 63254, 'listed_count': 3}",I love me baby you should love you more! #KnicksTape #GMEN #Yanks @letstalknicks contributing writer.,False,Searching for the One Piece,"{'description': {'hashtags': [{'start': 41, 'end': 52, 'tag': 'KnicksTape'}, {'start': 53, 'end': 58, 'tag': 'GMEN'}, {'start': 59, 'end': 65, 'tag': 'Yanks'}], 'mentions': [{'start': 66, 'end': 80, 'username': 'letstalknicks'}]}}",
21,Morgan Loberg,https://t.co/00dk4mFJZe,False,https://pbs.twimg.com/profile_images/1457958882051977222/3OeA4ox2_normal.jpg,17721523,MadamTrashBat,"{'followers_count': 227, 'following_count': 493, 'tweet_count': 63591, 'listed_count': 7}",Decidedly unfunny. Trash bat. Livin' it up at the Hotel California. She/her.,False,Northern California,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/00dk4mFJZe', 'expanded_url': 'https://madamtrashbat.tumblr.com/', 'display_url': 'madamtrashbat.tumblr.com'}]}}",1452191228032921602
22,もでん,,False,https://pbs.twimg.com/profile_images/639373282861408256/JqtEuK1Q_normal.png,90654371,g524,"{'followers_count': 1251, 'following_count': 1744, 'tweet_count': 112717, 'listed_count': 125}",岩手出身 東京に住むかぴばら システムをあれこれするお仕事 👧2018/07 👶2020/05 🐼,False,,,
23,Joseph B Macgregor,https://t.co/oMjIKXVggJ,False,https://pbs.twimg.com/profile_images/1516837519358373894/3TTdBHRz_normal.jpg,1450401626230083588,JosephBMacgreg1,"{'followers_count': 271, 'following_count': 981, 'tweet_count': 6850, 'listed_count': 1}","Perpetrador de “Universos Paralelos”, un libro de cuentos que te sorprenderá. https://t.co/UxKuPxHoOd",False,"Cadiz, Spain","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oMjIKXVggJ', 'expanded_url': 'https://linktr.ee/joseantoniodelgadomiranda', 'display_url': 'linktr.ee/joseantoniodel…'}]}, 'description': {'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/UxKuPxHoOd', 'expanded_url': 'https://www.amazon.es/dp/B08XWHQW3N/ref=cm_sw_r_cp_api_glt_SSVR40A41BDPQ4VVS21V', 'display_url': 'amazon.es/dp/B08XWHQW3N/…'}]}}",1516531871299121153
24,SilviaMPilar,,False,https://pbs.twimg.com/profile_images/783331590558642177/leINeXMu_normal.jpg,783327490139881472,FPilif,"{'followers_count': 50, 'following_count': 207, 'tweet_count': 2582, 'listed_count': 0}",Girando en 180°,False,,,
25,本山葵,,False,https://pbs.twimg.com/profile_images/1518821163371474944/4-knG3KI_normal.jpg,1134868057275285504,0BCDEHIOX8,"{'followers_count': 18, 'following_count': 40, 'tweet_count': 1366, 'listed_count': 0}",ほんわさび,False,寿司,,
26,Luis Enrique Pardo,,False,https://pbs.twimg.com/profile_images/1240702899208032257/MX_Kmver_normal.jpg,352133801,luigipard,"{'followers_count': 420, 'following_count': 723, 'tweet_count': 17115, 'listed_count': 2}",El no votar es promover la deshonestidad,False,Medellín,,
27,Peter Steeley Dan,https://t.co/sZheEToBZk,False,https://pbs.twimg.com/profile_images/1486515679326994433/CK8Vys3k_normal.jpg,797166601669775364,ibashmybros,"{'followers_count': 284, 'following_count': 852, 'tweet_count': 8535, 'listed_count': 1}","This is my first visit to the galaxy of terror & I’d like it to be a pleasant one. Seattle sports, unfortunately. I do film portraits, dm for deets.",False,PNW,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sZheEToBZk', 'expanded_url': 'http://www.instagram.com/slurmzzz', 'display_url': 'instagram.com/slurmzzz'}]}}",1421575798796939267
28,sixnine42,https://t.co/921fNpWYjN,False,https://pbs.twimg.com/profile_images/1377514175623176192/ean2RsLk_normal.jpg,293758923,sixnine42,"{'followers_count': 114, 'following_count': 189, 'tweet_count': 11442, 'listed_count': 1}",ゲーム、アニメ、たまに中年の危機について呟きます。,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/921fNpWYjN', 'expanded_url': 'http://sixnine42.hatenablog.com/', 'display_url': 'sixnine42.hatenablog.com'}]}}",
29,lisa whitehead,,False,https://pbs.twimg.com/profile_images/1505522077218005001/DJs0Ida8_normal.jpg,1154828234,LisaLisawhite79,"{'followers_count': 37, 'following_count': 162, 'tweet_count': 5966, 'listed_count': 1}",,False,,,
30,YukaTakei,https://t.co/AuK6Jr2jRE,False,https://pbs.twimg.com/profile_images/856897485062586369/vUiTANHj_normal.jpg,86093324,take1017,"{'followers_count': 716, 'following_count': 1584, 'tweet_count': 21394, 'listed_count': 2}",松本市出身。趣味は、音楽と蹴球と読書とSony α7。渋谷で毎週球蹴りしてます。FUJIROCKと松本山雅FCが大好き。SPIROとIsenb(Quasi copy band)とfar-off land、アダチヨウスケグループとThe Jailbyrds (band set)たまにクララズでエモいドラム叩いてます。,False,東京都,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AuK6Jr2jRE', 'expanded_url': 'http://yukatake1017.blog.fc2.com/', 'display_url': 'yukatake1017.blog.fc2.com'}]}}",1282267586051190784
31,🧸23rd_september☀️,,False,https://pbs.twimg.com/profile_images/1508327254279213061/UyIbTKpd_normal.jpg,793464397058367488,23rd_september,"{'followers_count': 3, 'following_count': 242, 'tweet_count': 80094, 'listed_count': 0}",ISFP-T,False,,,1510553701983072256
32,木塚梨穂,,False,https://pbs.twimg.com/profile_images/639287514868527104/wuEUDHoO_normal.jpg,120194430,KizukaRiho,"{'followers_count': 316, 'following_count': 1746, 'tweet_count': 43423, 'listed_count': 13}","帰国しました。飯とコンテンツの話中心, デレ（加蓮）ミリ（桃子）シャニ（樹里・三峰・円香）FGO（サボり中）森博嗣（WW追いついた）米澤穂信 （巴里マカロン積み中）ウマ娘（チャンミ勝てない）",False,メリカの山の中でした,,895140513829064704
33,みーま,,False,https://pbs.twimg.com/profile_images/1504390098963501057/b6JXwbjh_normal.jpg,161899262,miima2005,"{'followers_count': 200, 'following_count': 139, 'tweet_count': 49543, 'listed_count': 8}",,False,,,
34,Daisuke Watanabe,https://t.co/0awLSjJFS4,False,https://pbs.twimg.com/profile_images/1189081046324633600/XJ1LyUaY_normal.jpg,92957726,DaisukeWatanabe,"{'followers_count': 1215, 'following_count': 971, 'tweet_count': 8603, 'listed_count': 27}",渡邉大輔（社会学、社会老年学）。成蹊大学文学部現代社会学科教授。老いやライフコース、生活時間を分析しています。近刊に『総中流の始まりー団地と生活時間の戦後史』（青弓社、2019） https://t.co/ojsnXPZImZ… (he/his),False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0awLSjJFS4', 'expanded_url': 'https://researchmap.jp/daisukewatanabe', 'display_url': 'researchmap.jp/daisukewatanabe'}]}, 'description': {'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/ojsnXPZImZ', 'expanded_url': 'http://seikyusha.co.jp/bd/isbn/978478', 'display_url': 'seikyusha.co.jp/bd/isbn/978478'}]}}",
35,MargaMorguix⚖️🏴🇨🇺🇺🇦,https://t.co/POnqaykror,False,https://pbs.twimg.com/profile_images/1445271535883800576/ZmdrwfI__normal.jpg,1141618980400128001,MMorguix,"{'followers_count': 3395, 'following_count': 2223, 'tweet_count': 86479, 'listed_count': 16}","De Madrid.En Alicante. Con intereses muy variados. Registradora Llevo la bandera de Cuba en defensa de los disidentes cubanos, no metáis la patita. 🇪🇸🇬🇧",False,España,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/POnqaykror', 'expanded_url': 'http://www.morguix.com', 'display_url': 'morguix.com'}]}}",1308398117621043203
36,Irene Murillo,,False,https://pbs.twimg.com/profile_images/1368971013061480451/KYDtCSJ0_normal.jpg,1368970768495828995,ireenemurillo,"{'followers_count': 15, 'following_count': 34, 'tweet_count': 15, 'listed_count': 0}",,False,,,
37,Linn,,False,https://pbs.twimg.com/profile_images/1520873824904163328/OfuDb07s_normal.jpg,1519981715909124097,1stpenguinsluck,"{'followers_count': 1, 'following_count': 10, 'tweet_count': 18, 'listed_count': 0}",,False,,,
38,✨,,False,https://pbs.twimg.com/profile_images/1508203787659395072/-waTLtTo_normal.jpg,2569889243,aeniarrol,"{'followers_count': 2847, 'following_count': 1971, 'tweet_count': 62432, 'listed_count': 11}",NCAT Alumna | 1913 | Intrigue me. | I live tweet the movies I watch.,False,"Charlotte, NC",,1507780141006536704
39,ぐぐたく⭐はーれはれ.fans ファン鯖,https://t.co/hC4IBzIXid,False,https://pbs.twimg.com/profile_images/1212159253584048128/xl3m8MQc_normal.jpg,3247445996,TakumaNitori,"{'followers_count': 1407, 'following_count': 1800, 'tweet_count': 130259, 'listed_count': 32}","|🩹🐥|🐋|💝💙|🖤🐱🧡|🍊|🍃🍠|😈🫐|⚔|🏴‍☠️| 東方, VTuber, DJ, コスプレ, #USJファン / 所属団体: @StardustSorcery, @kyotohifuchakai, @ku_vtuberlove, @dotlog_official",False,西大和 29 期 ⇨ 阪大環境工学 ➡ 京大情報学 M2,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hC4IBzIXid', 'expanded_url': 'https://ggtk.app/products', 'display_url': 'ggtk.app/products'}]}, 'description': {'hashtags': [{'start': 51, 'end': 58, 'tag': 'USJファン'}], 'mentions': [{'start': 67, 'end': 83, 'username': 'StardustSorcery'}, {'start': 85, 'end': 101, 'username': 'kyotohifuchakai'}, {'start': 103, 'end': 117, 'username': 'ku_vtuberlove'}, {'start': 119, 'end': 135, 'username': 'dotlog_official'}]}}",1488278418600906757
40,"わか☯️Wakabayashi, Kenichi",https://t.co/ggHhm80LGd,False,https://pbs.twimg.com/profile_images/1494949426602733569/iBtHra8__normal.jpg,113859791,kwaka1208,"{'followers_count': 1604, 'following_count': 1422, 'tweet_count': 60455, 'listed_count': 45}","若林健一 crossroads lab. 代表
元ソフトウェアエンジニア、今は絵の描けない方のデザイナー💻子どもたちとプログラミングしたり、自分の経験を元に若い人たちが生きる力をつけることや若い人が活躍できる社会の地ならしをやってます。関心領域は、クリエイティブラーニングとインクルーシブな社会 he/him",False,"Nara, Japan","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ggHhm80LGd', 'expanded_url': 'https://crssrds.jp/', 'display_url': 'crssrds.jp'}]}}",
41,ロンロン🙌ルー,,False,https://pbs.twimg.com/profile_images/1509731712615718918/1oixI9B6_normal.jpg,19338943,longroofitter,"{'followers_count': 2221, 'following_count': 3468, 'tweet_count': 218636, 'listed_count': 104}","gifu, japan",False,long long long long roof,,1263674651026157568
42,Rosmary Moncada,,False,https://pbs.twimg.com/profile_images/1431271983191404544/AsVPLnKV_normal.jpg,1431270512735436800,Rosmary35150519,"{'followers_count': 53, 'following_count': 237, 'tweet_count': 1436, 'listed_count': 0}",,False,,,
43,裄,https://t.co/kxafp6Tbzb,False,https://pbs.twimg.com/profile_images/1399001267096014850/xOd2OsJu_normal.jpg,55872135,Rela_yuki,"{'followers_count': 164, 'following_count': 181, 'tweet_count': 100378, 'listed_count': 4}",バイクの車検に追われる人。,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kxafp6Tbzb', 'expanded_url': 'http://relayuki.blogspot.jp/', 'display_url': 'relayuki.blogspot.jp'}]}}",
44,木冬@Sin社会人,,False,https://pbs.twimg.com/profile_images/1515629303064821760/jJxcQLCR_normal.jpg,261739724,Inari_T,"{'followers_count': 78, 'following_count': 104, 'tweet_count': 45973, 'listed_count': 1}","成人済雑食系男子。
遊べよ。",False,沼の浅瀬,,928280835786199040
45,Q,https://t.co/wVQqYp2gev,False,https://pbs.twimg.com/profile_images/1322165908173811717/U5nDpr0R_normal.jpg,52434380,orange_Q,"{'followers_count': 668, 'following_count': 1534, 'tweet_count': 84236, 'listed_count': 39}",Ｑです。い＝Q (人為らざるもの) テキトーにつぶやくよ♪ My name is Q. Je m'appelle Q. 音楽、クルマ、ドボク、Tシャツ、アート、甘味、科学技術、くだらないネタなどなど Tシャツ研究会No.16 高架橋脚ファンクラブNo.60 めぐるーまー,False,ゴンドワナカナガワ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wVQqYp2gev', 'expanded_url': 'http://amzn.asia/dPIyG51', 'display_url': 'amzn.asia/dPIyG51'}]}}",
46,綾瀬 ユウ/Ryneia@槍鯖,https://t.co/ZGn92LcXxa,False,https://pbs.twimg.com/profile_images/1512843011709104129/aIN6TMKa_normal.jpg,84865386,yu_ayase,"{'followers_count': 200, 'following_count': 178, 'tweet_count': 31006, 'listed_count': 0}","お絵描き＆UNIX系＆ガジェットオタク＆プラモデル(カーモデル)。内燃機関の車とバイクが好き。自作PCしか使わないよ。ネトゲID:Ryneia アイコンは自分で描いた。
干芋：https://t.co/bTlWScFtpP…",False,"神戸市/Kobe City, Japan / ::1","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZGn92LcXxa', 'expanded_url': 'https://www25260ue.sakura.ne.jp/ayase/', 'display_url': 'www25260ue.sakura.ne.jp/ayase/'}]}, 'description': {'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/bTlWScFtpP', 'expanded_url': 'http://amazon.jp/hz/wishlist/ls', 'display_url': 'amazon.jp/hz/wishlist/ls'}]}}",1469872705713639426
47,ㅇㅈ,https://t.co/jK6xJGswzt,False,https://pbs.twimg.com/profile_images/620617830757609472/LHqQYcZU_normal.jpg,1550162778,jang_girin,"{'followers_count': 73, 'following_count': 64, 'tweet_count': 3531, 'listed_count': 0}",사진과 일상 그리고 그림 / illustration & animation,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jK6xJGswzt', 'expanded_url': 'http://instagram.com/tt_baguette', 'display_url': 'instagram.com/tt_baguette'}]}}",
48,めぐぞー,,False,https://pbs.twimg.com/profile_images/1224538480123895808/fRm5jWNR_normal.jpg,1397159683,megu_mi0105,"{'followers_count': 99, 'following_count': 257, 'tweet_count': 17588, 'listed_count': 0}","1986年生まれの独身。会社員→転職活動中になりました。太陽山羊 月蠍 水星射手 金星山羊 火星蠍 ASC乙女MC牡牛の人。
ロック系やバンド系、温泉、綺麗だけど面白くて愛とハッピーな物が好き。お酒はウイスキーハイボールかワインが好み。
楽しく興味のある事をしていくのが目標。",False,東日本(東北)の太平洋側,,1295383077200384001
49,Adem,,False,https://pbs.twimg.com/profile_images/1200993943430799362/EHdsl-ar_normal.jpg,1053150222,ademgooden,"{'followers_count': 431, 'following_count': 249, 'tweet_count': 11922, 'listed_count': 2}",tweets by @ademgooden.🇹🇷🇵🇷,False,,"{'description': {'mentions': [{'start': 10, 'end': 21, 'username': 'ademgooden'}]}}",
50,けだま猫ファンゴ,,False,https://pbs.twimg.com/profile_images/1459880492711690241/MR1HdPa0_normal.jpg,991356188297068544,kdmgame,"{'followers_count': 30, 'following_count': 50, 'tweet_count': 2456, 'listed_count': 0}",清竜人25復活しねーかなー センターのヒゲの子すこ(ΦωΦ) 清竜人はWORK辺りがすこ 推しはかぐやさんとヒナちゃんとタイキシャトルとイノシシ全般 本気でわな猟免許を取ろうと思ってる オート時はよく喋りマス 元ももにゃ現けだま猫(ΦωΦ),False,日本,,
51,⛩ジクソン⛩,,False,https://pbs.twimg.com/profile_images/1458278504349696001/MzWf2zkB_normal.jpg,112508515,Jixon_Livermore,"{'followers_count': 439, 'following_count': 218, 'tweet_count': 75229, 'listed_count': 22}",ディズニー◆SH/LH◆妖精帝國/デンカレ◆スプラオールX◆キングダムハーツ◆カービィちゃん◆ロリィタちゃん/黒髪ロングぱっつんを愛でよ,False,舞浜⇔SHK⇔妖精帝國,,
52,図工大朗,,False,https://pbs.twimg.com/profile_images/1165529617077174280/qTJSl0YX_normal.png,264133511,okinaohana,"{'followers_count': 48, 'following_count': 296, 'tweet_count': 69761, 'listed_count': 0}",,False,,,
53,𝓢𝓢𝓤𝓔,,False,https://pbs.twimg.com/profile_images/1507275214500950017/9FXP2T91_normal.png,88688238,lunarsys,"{'followers_count': 229, 'following_count': 592, 'tweet_count': 21297, 'listed_count': 2}",인장: @_Sou_FFLE__,False,,"{'description': {'mentions': [{'start': 4, 'end': 16, 'username': '_Sou_FFLE__'}]}}",
54,貧弱めたぼとあと夢を見るブロニーはG5のつぶやきもしたい　~MLPFiMよ、永遠なれ~,,False,https://pbs.twimg.com/profile_images/1005453324366143488/-jotmLoC_normal.jpg,974984202096582656,Metabot071,"{'followers_count': 136, 'following_count': 172, 'tweet_count': 12228, 'listed_count': 0}","趣味垢です。「めたぼっと」と名乗らせていただいております
主にMLPについて、たまーにジョジョとポケモンについて呟く…のか?
時折pixivにてMLPの台本形式SSを投稿したりもしています",False,エクエストリアだったらよかったのに,,1503363569047400454
55,Gᴜɪ,https://t.co/JrHlrAD8p9,False,https://pbs.twimg.com/profile_images/1521824828872970241/GQE_BzHW_normal.jpg,17238977,gui_,"{'followers_count': 148, 'following_count': 603, 'tweet_count': 13390, 'listed_count': 3}","🌈👬🏻🐶🐶
CWB | 30+ | LGBTQIA+ | BLM
...And еvery song I wrote became an escape rope
Tied around my neck to pull me up to Heaven...",False,"Curitiba, Brazil","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JrHlrAD8p9', 'expanded_url': 'http://instagram.com/theflyingcorgi', 'display_url': 'instagram.com/theflyingcorgi'}]}}",1304905826994450434
56,るん謎垢,,False,https://pbs.twimg.com/profile_images/1346000972053499904/djO8bzqQ_normal.png,1110786063742566401,run_nazo,"{'followers_count': 171, 'following_count': 132, 'tweet_count': 5932, 'listed_count': 0}","「ワタシハ、ナゾデウゴク」
ただしポンコツなのでほとんど解き専。たまに猫も出没。",False,落花生の国,,1110802995308953601
57,ファッティーダボ宮殿,https://t.co/FLSoZL7svU,False,https://pbs.twimg.com/profile_images/1509728119720095756/_hjnbUqS_normal.jpg,1357293857692545025,FatFantasy58,"{'followers_count': 186, 'following_count': 287, 'tweet_count': 19246, 'listed_count': 3}",👨‍🎤釈迦に𝙎𝘼𝙔 𝙃𝙊！🤘,False,誕プレ♡→,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FLSoZL7svU', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/32OD0PALLBJS8?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}}",1370179412453298182
58,YY💉💉💉,,False,https://pbs.twimg.com/profile_images/443988842211590144/aI-PKes0_normal.jpeg,256563875,meranattou,"{'followers_count': 23, 'following_count': 218, 'tweet_count': 4283, 'listed_count': 0}",そして目覚めると、わたしはこの肌寒い丘にいた,False,,,
59,NAT,,False,https://pbs.twimg.com/profile_images/1501966526819160075/auVMAnQC_normal.jpg,162940991,jonasamarilyeah,"{'followers_count': 1187, 'following_count': 456, 'tweet_count': 112106, 'listed_count': 8}",,False,Olongapo City,,900694649274155013
