id,protected,verified,description,name,pinned_tweet_id,url,username,profile_image_url,public_metrics,location,entities
1422991227994218496,False,False,,eure mama,1.5204988579683492e+18,,besserluegen,https://pbs.twimg.com/profile_images/1520507130863927298/j2xiyVSg_normal.jpg,"{'followers_count': 85, 'following_count': 91, 'tweet_count': 9890, 'listed_count': 0}",komplett am ende,
617235897,False,False,"✨ Somewhere along in the bitterness ✨ Shippeando titanics desde siempre. Intensa, nocturna e intuitiva. Trying to avoid real life by entering fictional worlds.",Unos tanto,1.5096620508464497e+18,,otrostanpoco,https://pbs.twimg.com/profile_images/1386095512714162176/8L-H-mIc_normal.jpg,"{'followers_count': 128, 'following_count': 57, 'tweet_count': 14108, 'listed_count': 1}",❄️,
1561094148,False,False,"Abogado del CGAE e ICAM, Árbitro, Mediador Civil, Mercantil e Hipotecario, Perito Concursal, E.U. Criminólogo, Comisario y Liquidador de Averías",𝗔𝗹𝘃𝗮𝗿𝗼 𝗦𝗼𝗿𝗹𝗶,,https://t.co/nEwzzRukP6,SorliMoure,https://pbs.twimg.com/profile_images/479617219417370624/CRk7Rnju_normal.jpeg,"{'followers_count': 670, 'following_count': 1829, 'tweet_count': 6072, 'listed_count': 10}","Madrid, Comunidad de Madrid","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nEwzzRukP6', 'expanded_url': 'http://www.alvarosorliabogado.com/', 'display_url': 'alvarosorliabogado.com'}]}}"
156464616,False,False,Fisioterapeuta,Joselin,,,joselinibi,https://pbs.twimg.com/profile_images/587256494665633794/jvHdpMzO_normal.jpg,"{'followers_count': 325, 'following_count': 234, 'tweet_count': 4394, 'listed_count': 4}",Ibi,
1021024188096700416,False,False,百合/シャニマス/にじさんじに生かされて、人狼ゲームに魂売ってます。男です。TCG、DCG、麻雀、ボドゲも好き。IDは『ちゅまみぞ』ですが、『つまみぞ』です。,つまみぞ,1.4823037681759805e+18,https://t.co/Htz0eQKPUd,thumamizo,https://pbs.twimg.com/profile_images/1469986090777911298/m1DxhTOv_normal.jpg,"{'followers_count': 111, 'following_count': 1588, 'tweet_count': 11550, 'listed_count': 3}",お前の心ン中,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Htz0eQKPUd', 'expanded_url': 'https://twitter.com/nothing_tumamin?s=21&t=kyIwopXuwtXWvDdrCFiKzw', 'display_url': 'twitter.com/nothing_tumami…'}]}}"
1034054106,False,False,"Horror Novelist, Sex Writer, Soapstress, Dionysian, Wife, Vernaculary Anarchist, TST Member, Progressive AF, & down to engage in shenanigans. She/Her (highness)",𝚆𝚎𝚍𝚗𝚎𝚜𝚍𝚊𝚢 𝙻𝚎𝚎 𝙵𝚛𝚒𝚍𝚊𝚢 🍄,1.3900622987991695e+18,https://t.co/lQyfgblMF9,WednesFri,https://pbs.twimg.com/profile_images/1458933485402533890/StHB1X6G_normal.jpg,"{'followers_count': 837, 'following_count': 1306, 'tweet_count': 29956, 'listed_count': 54}","Pittsfield, MI","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lQyfgblMF9', 'expanded_url': 'http://scaredsoapless.com', 'display_url': 'scaredsoapless.com'}]}}"
51046771,False,False,"For those that wonder WTF is this guy on. Im a former engineer in the autistic spectrum, I dont have much in empathy thats how I was born, live with it",Socially Dull 🇦🇺,,https://t.co/ivOjJL2jzx,ZULU401,https://pbs.twimg.com/profile_images/638980556932415488/ZffQG2Ae_normal.jpg,"{'followers_count': 312, 'following_count': 613, 'tweet_count': 35594, 'listed_count': 21}",Sure doesnt look like Kansas..,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ivOjJL2jzx', 'expanded_url': 'http://www.bing.com', 'display_url': 'bing.com'}]}}"
49745876,False,False,"Delta de l'Ebre. TIC, política, barça. Afectat per Neurofibromatosis. llibertat 3.0 //*// 💻💀🎗",Adam 💀🎗,1.238928251613053e+18,,adamdeosdad,https://pbs.twimg.com/profile_images/1143815220525260800/iCeIXWRD_normal.jpg,"{'followers_count': 1245, 'following_count': 2277, 'tweet_count': 50195, 'listed_count': 0}",Deltebre-Catalunya,
2862029168,False,False,"Malagueño, malaguista, profe de Geo, Historia, Historia del Arte. Aprendiendo cada día a hacer clases mejores.  Viajar es mi pasión. Les Luthiers forever",Javier Risoto,,,JavierRisoto,https://pbs.twimg.com/profile_images/1425839093758382085/iFpHZih0_normal.jpg,"{'followers_count': 715, 'following_count': 1087, 'tweet_count': 6274, 'listed_count': 2}",,
1300165580972990464,False,False,I like people.  I don't like politics.,Marvin Mason,1.4924746904844e+18,,MarvinTheMason,https://pbs.twimg.com/profile_images/1300165902361485312/01TGa7iL_normal.jpg,"{'followers_count': 21, 'following_count': 8, 'tweet_count': 2007, 'listed_count': 0}",,
732550639,False,False,"Mujer.
Feminista y Socialista.
Secretaria Organización y 
Concejala @PSOEPozuelo  #Pozuelo De Alarcón 🔻♀️",Ana Hernandez #StopWar,1.4950748484098007e+18,https://t.co/UNWxZGfnO9,AnaHPozuelo,https://pbs.twimg.com/profile_images/1520155439291416584/a1LsPbHj_normal.jpg,"{'followers_count': 3234, 'following_count': 4926, 'tweet_count': 27305, 'listed_count': 25}","Pozuelo de Alarcón, España","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UNWxZGfnO9', 'expanded_url': 'https://www.instagram.com/anahpozuelo/', 'display_url': 'instagram.com/anahpozuelo/'}]}, 'description': {'hashtags': [{'start': 82, 'end': 90, 'tag': 'Pozuelo'}], 'mentions': [{'start': 68, 'end': 80, 'username': 'PSOEPozuelo'}]}}"
1359825997059735552,False,False,"i swear I don’t love the drama, it loves me",ju,1.508079925181485e+18,,perfectlybrave,https://pbs.twimg.com/profile_images/1502615587666735106/0bVgu54c_normal.jpg,"{'followers_count': 233, 'following_count': 380, 'tweet_count': 27905, 'listed_count': 2}",She/her,
19739245,False,False,On Twitter to engage on topics I like. What a novel idea.,Ivan Calderon,,,chicorican,https://pbs.twimg.com/profile_images/799796684574359552/xzXGcDhE_normal.jpg,"{'followers_count': 207, 'following_count': 180, 'tweet_count': 32287, 'listed_count': 5}",,
1115755503227949056,False,False,Why don’t you kiss me? ʚĭɞ,Gloria,,https://t.co/hmwlldd1ix,justt_glo,https://pbs.twimg.com/profile_images/1509809524693250049/Qint-jBm_normal.jpg,"{'followers_count': 263, 'following_count': 352, 'tweet_count': 4094, 'listed_count': 0}",Harry's curlers ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hmwlldd1ix', 'expanded_url': 'https://vsco.co/iamglo-', 'display_url': 'vsco.co/iamglo-'}]}}"
44468668,False,False,https://t.co/wb1ninNgUL,Lonesome Endeavor,1.5075833578356122e+18,,AlexKouruklis,https://pbs.twimg.com/profile_images/1499972066572914690/4i12r1XY_normal.jpg,"{'followers_count': 84, 'following_count': 366, 'tweet_count': 4353, 'listed_count': 1}",Panama,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wb1ninNgUL', 'expanded_url': 'https://instagram.com/palosviejos?r=nametag', 'display_url': 'instagram.com/palosviejos?r=…'}]}}"
1877006071,False,False,"she/they | UNT ‘23 | bleeding heart leftist hippie™️ and cat mom
|
pfp: https://t.co/uXvopLW7nS",phoebe,1.510475589534294e+18,https://t.co/fMCZSKHbvk,pinkfury936,https://pbs.twimg.com/profile_images/1349591573479219203/tUWmBF_f_normal.jpg,"{'followers_count': 228, 'following_count': 178, 'tweet_count': 20922, 'listed_count': 3}",21,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fMCZSKHbvk', 'expanded_url': 'https://youtube.com/c/TheGravelInstitute', 'display_url': 'youtube.com/c/TheGravelIns…'}]}, 'description': {'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/uXvopLW7nS', 'expanded_url': 'https://bit.ly/3cqAnoQ', 'display_url': 'bit.ly/3cqAnoQ'}]}}"
135306559,False,False,"{{shy}} Pleaser.
Depressed since 2013.
Biology|Overthinking|Pokémon|Music|Nature|Animals|Animation|Webtoons",🌻🌼Scattered mind🌼🌻 (올리브),,,Monika_GP,https://pbs.twimg.com/profile_images/1497001872628015110/87ZuqWif_normal.jpg,"{'followers_count': 108, 'following_count': 116, 'tweet_count': 10354, 'listed_count': 1}",≧◉◡◉≦,
914127177247059968,False,False,"Écrivaine, avec un humour bien à elle.
https://t.co/4ETM7rnpiu
https://t.co/Nnkns9DIqO",Laure Mordray 🏳️‍🌈💙💛🧑‍⚖️⚖️✍️📸,1.207813098721157e+18,https://t.co/qsmxTgnSKu,LaureM59,https://pbs.twimg.com/profile_images/1507429372373962753/plKmOwR__normal.jpg,"{'followers_count': 503, 'following_count': 375, 'tweet_count': 21928, 'listed_count': 1}","Nord, Nord-Pas-de-Calais","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qsmxTgnSKu', 'expanded_url': 'http://leguidedelecrivainambitieux.blogspot.com', 'display_url': '…uidedelecrivainambitieux.blogspot.com'}]}, 'description': {'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/4ETM7rnpiu', 'expanded_url': 'https://www.edilivre.com/different-comme-tout-monde-anciel-marc.html/', 'display_url': 'edilivre.com/different-comm…'}, {'start': 63, 'end': 86, 'url': 'https://t.co/Nnkns9DIqO', 'expanded_url': 'https://www.wattpad.com/story/203595994?utm_source', 'display_url': 'wattpad.com/story/20359599…'}]}}"
251904810,False,False,"Pro Wrestler,Rockstar. Hair Metal and horror Lover. Rock and Roller, nothin but a good time 🎶 host of @ABAOPod #Wrestling #Music #podcast #Passion✝️",Robby Vegas,1.5207455701928305e+18,https://t.co/obocyCgHTl,Robby_Vegas_,https://pbs.twimg.com/profile_images/1340385796994592768/YLson-Kv_normal.jpg,"{'followers_count': 1417, 'following_count': 2439, 'tweet_count': 56399, 'listed_count': 47}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/obocyCgHTl', 'expanded_url': 'https://linktr.ee/RobbyVegas', 'display_url': 'linktr.ee/RobbyVegas'}]}, 'description': {'hashtags': [{'start': 111, 'end': 121, 'tag': 'Wrestling'}, {'start': 122, 'end': 128, 'tag': 'Music'}, {'start': 129, 'end': 137, 'tag': 'podcast'}, {'start': 138, 'end': 146, 'tag': 'Passion'}], 'mentions': [{'start': 102, 'end': 110, 'username': 'ABAOPod'}]}}"
27941773,False,False,"#Bellydance performer, Instructor. Author of ""Mahin's Bellydance Quickies"" 
ALL THE SPARKLY GOODNESS! https://t.co/PsHpI5FJDx",🌟Mahin Bellydancer 🌟,,https://t.co/sPg3AFjgBA,MahinBellydance,https://pbs.twimg.com/profile_images/951473638867271681/4-X3g8P0_normal.jpg,"{'followers_count': 3727, 'following_count': 1499, 'tweet_count': 24026, 'listed_count': 106}",Phoenix AZ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sPg3AFjgBA', 'expanded_url': 'http://bellydancequickies.com', 'display_url': 'bellydancequickies.com'}]}, 'description': {'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/PsHpI5FJDx', 'expanded_url': 'http://bellydancequickies.com/info', 'display_url': 'bellydancequickies.com/info'}], 'hashtags': [{'start': 0, 'end': 11, 'tag': 'Bellydance'}]}}"
276555350,False,False,Attempting to ally.  #BLMTO  #wetsuwetenstrong  #MMIW  #RightsnotRescue  #Antifa  Dish with One Spoon  He/his,mind that magnifies the smallest matter,6.99764036452352e+17,,dalydes,https://pbs.twimg.com/profile_images/1504686440541790211/ZVpb-Ar8_normal.jpg,"{'followers_count': 982, 'following_count': 4871, 'tweet_count': 100136, 'listed_count': 43}",Toronto,"{'description': {'hashtags': [{'start': 21, 'end': 27, 'tag': 'BLMTO'}, {'start': 29, 'end': 46, 'tag': 'wetsuwetenstrong'}, {'start': 48, 'end': 53, 'tag': 'MMIW'}, {'start': 55, 'end': 71, 'tag': 'RightsnotRescue'}, {'start': 73, 'end': 80, 'tag': 'Antifa'}]}}"
110187036,False,False,"If nominated, I will not run. If elected, I will not serve.",Earnest B DeMille,,,EarnestBDeMille,https://pbs.twimg.com/profile_images/1156754138786684934/07vexyqN_normal.jpg,"{'followers_count': 123, 'following_count': 267, 'tweet_count': 5092, 'listed_count': 7}",,
225863684,False,False,"Mild mannered gentleman hailing from the fair town of North Shields. Oh,don't mind a bit of Moto GP either #MS58 #VR46",Craig Hall,,,TheCodboy,https://pbs.twimg.com/profile_images/463310086031429633/11cc1GQU_normal.png,"{'followers_count': 553, 'following_count': 1644, 'tweet_count': 11325, 'listed_count': 4}",North Shields,"{'description': {'hashtags': [{'start': 107, 'end': 112, 'tag': 'MS58'}, {'start': 113, 'end': 118, 'tag': 'VR46'}]}}"
69628952,False,False,ya cant kid a kidder kidder ;),Sonya Hannah,,,soupette,https://pbs.twimg.com/profile_images/1264126117583228930/M5rmcPT__normal.jpg,"{'followers_count': 78, 'following_count': 439, 'tweet_count': 885, 'listed_count': 0}",Whitehaven ,
