,public_metrics,url,profile_image_url,protected,entities,verified,name,id,pinned_tweet_id,username,description,location
0,"{'followers_count': 346, 'following_count': 399, 'tweet_count': 27099, 'listed_count': 8}",https://t.co/PG4p4dGYJO,https://pbs.twimg.com/profile_images/304434719/58775967_4983575732_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PG4p4dGYJO', 'expanded_url': 'https://letterboxd.com/jessew/', 'display_url': 'letterboxd.com/jessew/'}]}}",False,Jesse,14357062,552516830498394112,Eegah,Ok Twitterer.,"Chattanooga, TN"
1,"{'followers_count': 20, 'following_count': 94, 'tweet_count': 3498, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1508188735707488259/xrnK0tzu_normal.jpg,False,,False,katelyn :),1307852284248961025,1466068062441033738,yaes_real_gf,they/she!! lesbian 💕,
2,"{'followers_count': 13, 'following_count': 102, 'tweet_count': 162, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1476818156677398528/iGQeK9DU_normal.jpg,False,,False,白痴課程後期,1412356187337625602,,WakanTanka1994,白痴課程後期。,峠の象
3,"{'followers_count': 67, 'following_count': 97, 'tweet_count': 3582, 'listed_count': 0}",https://t.co/RkQPM468lq,https://pbs.twimg.com/profile_images/1480214254930345985/upxbZeDu_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RkQPM468lq', 'expanded_url': 'http://www.deejamminnails.com', 'display_url': 'deejamminnails.com'}]}}",False,Oh No!,1103694181422325760,1283778065085104128,deebug91,Meh,
4,"{'followers_count': 2187, 'following_count': 3240, 'tweet_count': 43811, 'listed_count': 11}",https://t.co/nIFZfvs13o,https://pbs.twimg.com/profile_images/1132292341711028224/uFLRllNS_normal.png,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nIFZfvs13o', 'expanded_url': 'https://curiouscat.me/nachogarci2005', 'display_url': 'curiouscat.me/nachogarci2005'}]}}",False,Nacho-Never give up #Vacunado 🏳️‍🌈💜🔻,118529639,1181746424196878336,nachogarci2005,"Republicano,aliado feminista y libros,muchos libros.Cojo de nacimiento♿.En mi TL hablo de política y un poco de todo.En proceso formativo revolucionario",Valladolid
5,"{'followers_count': 2, 'following_count': 109, 'tweet_count': 5, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1517498181688299521/W0GyJgBW_normal.jpg,False,,False,Beth Mallino,1517497930030092296,,beth_mallino,I don’t pay any medical bill until it’s red.,"Tucson, AZ"
6,"{'followers_count': 3760, 'following_count': 1106, 'tweet_count': 16051, 'listed_count': 139}",https://t.co/5p5mpsQ84C,https://pbs.twimg.com/profile_images/1446340650832592897/tZi4PF3r_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5p5mpsQ84C', 'expanded_url': 'http://hamishrobertson.com', 'display_url': 'hamishrobertson.com'}]}, 'description': {'hashtags': [{'start': 39, 'end': 44, 'tag': 'lafc'}, {'start': 45, 'end': 50, 'tag': 'ycfc'}, {'start': 51, 'end': 56, 'tag': 'hmfc'}, {'start': 57, 'end': 62, 'tag': 'ggmu'}]}}",True,Hamish Robertson,20192505,1407484891122577412,hamish__r,Foto 📷 + Football ⚽️ + Philanthropy 💡. #lafc #ycfc #hmfc #ggmu,"Los Angeles, CA"
7,"{'followers_count': 6990, 'following_count': 1969, 'tweet_count': 82494, 'listed_count': 21}",https://t.co/LS7TH1EAoM,https://pbs.twimg.com/profile_images/1476052699493904385/qb6pxh6A_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LS7TH1EAoM', 'expanded_url': 'https://www.artstation.com/afkiwill', 'display_url': 'artstation.com/afkiwill'}]}, 'description': {'mentions': [{'start': 38, 'end': 47, 'username': 'andy_gei'}, {'start': 57, 'end': 69, 'username': 'DanGamer111'}, {'start': 82, 'end': 91, 'username': 'afkiwill'}]}}",False,🌻Laura🌻,2369242634,1508872080875524101,Laujita_,"🌱ESP-ENG | A veces dibujo cosas🌱
💕PP: @andy_gei | Match: @DanGamer111 💕
✨2nd acc: @afkiwill✨",Spain|She/Her|Demi🖤🤍💜
8,"{'followers_count': 25, 'following_count': 137, 'tweet_count': 197, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1345592841398059009/2NS0lruU_normal.jpg,False,,False,Caroline Pugh,1344760939808239618,,caroline1968,,"Tupelo, MS"
9,"{'followers_count': 3011, 'following_count': 1137, 'tweet_count': 24596, 'listed_count': 105}",,https://pbs.twimg.com/profile_images/1339624202/Toshikun_icon_00_normal.jpg,False,,False,Toshiyasu Otsuka,135641869,,toshi_otsuka,映画のVFXの仕事を経て、DreamWorks Animationで３DアニメーションのFXを作ってました。現在はフリーで活動中。７月にサンフランシスコから、どうしても住んでみたかったポートランドに引越し。現在は日本に戻ってます。映画、アート、コーヒー、ビール、アウトドア好き。,関東地方
10,"{'followers_count': 328, 'following_count': 270, 'tweet_count': 30324, 'listed_count': 8}",https://t.co/vGq7VbmAy0,https://pbs.twimg.com/profile_images/1502031274076168207/kXETBCOU_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vGq7VbmAy0', 'expanded_url': 'http://iamals.org/action', 'display_url': 'iamals.org/action'}]}}",False,kodie abruzzo ✿,18287370,,kodiiie,"“the key to being fly, hot, sexy, and beautiful is to ACT fly, hot, sexy, and beautiful” -amelia earhart",
11,"{'followers_count': 262, 'following_count': 1290, 'tweet_count': 8869, 'listed_count': 53}",,https://pbs.twimg.com/profile_images/1457104912819658753/SSJPbrUA_normal.jpg,False,,False,Mark Kane ✊🌍💙💛,217019760,,my_kane,"Web-, JavaScript- and VR-developer. Father-of-3. Tweets about sci-fi, games, VR, tech, art, science, climate - he/him",München
12,"{'followers_count': 43, 'following_count': 194, 'tweet_count': 2549, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1151959865/Screen_shot_2010-05-24_at_May_24__9.24_AM_normal.png,False,,False,Paul,207351086,,PackerPaul24,"I tweet stuff. 60% of the time, it’s 90% about the Packers. Can I call myself an unbiased homer?",
13,"{'followers_count': 128, 'following_count': 179, 'tweet_count': 1734, 'listed_count': 0}",https://t.co/PCqpO9aTbV,https://pbs.twimg.com/profile_images/1518614119435358208/EbQ9XiQU_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PCqpO9aTbV', 'expanded_url': 'https://instagram.com/claaudiamonteroo?igshid=z7bcjkhv04jt', 'display_url': 'instagram.com/claaudiamonter…'}]}}",False,♉︎,1246768531120816128,1495880738780205058,clauumonteroo,,"Málaga, España"
14,"{'followers_count': 390, 'following_count': 912, 'tweet_count': 1927, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/640091043774357504/cD_EcCNS_normal.jpg,False,,False,Mr. Giebe,1897753722,,MrGiebe,,"California, USA"
15,"{'followers_count': 115, 'following_count': 51, 'tweet_count': 667, 'listed_count': 6}",https://t.co/EpGaCkqe0o,https://pbs.twimg.com/profile_images/3724685582/e4b1c6b12b43141131166bc0a4ecdf39_normal.jpeg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EpGaCkqe0o', 'expanded_url': 'https://naea.digication.com/lgatlin', 'display_url': 'naea.digication.com/lgatlin'}]}}",False,Dr. Laurie Gatlin,15198597,,lauriegatlin,"Assoc. Professor at California State University, Long Beach. Dream job, dream life.","Long Beach, CA"
16,"{'followers_count': 163, 'following_count': 181, 'tweet_count': 20352, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1110916352/sign-road-kidding_normal.jpg,False,,False,Walter Sego,183041484,,Walters_Ego,"Reality is not all it's cracked up to be. Yankees, Barca, Sharks, Warriors. Political lefty. Transplanted from NJ","California, where else?"
17,"{'followers_count': 2298, 'following_count': 2337, 'tweet_count': 24740, 'listed_count': 89}",https://t.co/USnGffh9j9,https://pbs.twimg.com/profile_images/1429523758801473538/VCipiSyP_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/USnGffh9j9', 'expanded_url': 'http://www.jordiperales.com', 'display_url': 'jordiperales.com'}]}, 'description': {'mentions': [{'start': 23, 'end': 35, 'username': 'IRocagrossa'}, {'start': 61, 'end': 73, 'username': 'UOCpsicoedu'}]}}",False,Jordi Perales,11999802,,jordiperales,Docent de secundària a @IRocagrossa. Professor Associat a la @UOCpsicoedu,
18,"{'followers_count': 444, 'following_count': 819, 'tweet_count': 23884, 'listed_count': 11}",,https://pbs.twimg.com/profile_images/1513247495190687747/MTsm2Q3e_normal.jpg,False,,False,"Frenchie French, Ph.D.",3259459172,1501996572153896962,FrenchieMSW,mostly for fun. she/her. I regularly use typos.,
19,"{'followers_count': 314, 'following_count': 347, 'tweet_count': 15731, 'listed_count': 6}",https://t.co/M9pzBeSX90,https://pbs.twimg.com/profile_images/1182744065869258753/ckAKfNqN_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/M9pzBeSX90', 'expanded_url': 'https://stevenagec.wordpress.com/', 'display_url': 'stevenagec.wordpress.com'}]}}",False,daisy cat,347844785,,cat_daisy,In memory of a cat ... called Daisy (1999 - 2016) ...,
20,"{'followers_count': 407, 'following_count': 375, 'tweet_count': 11354, 'listed_count': 4}",https://t.co/7psPziiFts,https://pbs.twimg.com/profile_images/1034472850269396992/Ko9D5zcw_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7psPziiFts', 'expanded_url': 'http://imnotcomplainingblog.wordpress.com', 'display_url': 'imnotcomplainingblog.wordpress.com'}]}}",False,Korey Hanover,141467433,1442546592838402060,KoreyHanover,Turning lemonade into lemons since 1996,"Owasso, OK"
21,"{'followers_count': 316, 'following_count': 1574, 'tweet_count': 14710, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/706820578393595904/aW-PV0yA_normal.jpg,False,,False,Miguel A,51306324,,Meeglay,iOS Developer + some other stuff like 🏀 🐶 👑 ... 😄 - he/him,"Mississauga, Canada"
22,"{'followers_count': 104, 'following_count': 84, 'tweet_count': 2290, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1408873513641984002/zQhdut1N_normal.jpg,False,,False,María,782476219644252160,1402323029951238149,xvlkvwx,Farmacia US,
23,"{'followers_count': 1066, 'following_count': 1045, 'tweet_count': 23348, 'listed_count': 58}",,https://pbs.twimg.com/profile_images/1533544275/profilewords_normal.jpg,False,,False,👁Martha Martha Martha👁,22413949,1267123700551299072,sharonljmoore,"Austin Wine and Spirits Expert saving the world from bad booze. Loves sarcasm, sports, and pop culture! Boozie and Bougie $sljmoore","Austin, TX"
24,"{'followers_count': 466, 'following_count': 626, 'tweet_count': 23050, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1413589043196178435/3Fmd39Yb_normal.jpg,False,,False,DenverCarmen,1862242916,1352098509172969474,denvercarmen,,"Denver, CO"
25,"{'followers_count': 14, 'following_count': 30, 'tweet_count': 245, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1399363207513313281/OY1o6VE-_normal.jpg,False,,False,Matthew Lockman,884691798219669504,,TheEtelarid19O2,"Nothing is true, everything is permitted.",My House
26,"{'followers_count': 24, 'following_count': 274, 'tweet_count': 1169, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1443345500963368961/d4UDxBTQ_normal.jpg,False,,False,RosieMatosie,374312432,,Roser867,Australian Shepherd mom; craft beer lover; Oregon Ducks fan; hiking; reading; wanna be world traveler,"Oregon, USA"
27,"{'followers_count': 256, 'following_count': 194, 'tweet_count': 4521, 'listed_count': 0}",https://t.co/d82qoWRm2L,https://pbs.twimg.com/profile_images/1445173629726101504/LMchCjnc_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/d82qoWRm2L', 'expanded_url': 'http://www.instagram.com/graceanatomyuk', 'display_url': 'instagram.com/graceanatomyuk'}]}}",False,Grace Anatomy,1025419979338997761,,GraceAnatomyUK,"Reading-based drag artist * 🦄 Grace by name, disgrace by nature. Follow my adventures on Instagram.","London, England"
28,"{'followers_count': 717, 'following_count': 1411, 'tweet_count': 76320, 'listed_count': 15}",https://t.co/63fBbs5bz3,https://pbs.twimg.com/profile_images/1494892994612559874/QPJ6a36b_normal.png,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/63fBbs5bz3', 'expanded_url': 'https://www.instagram.com/eatnoodles.us/', 'display_url': 'instagram.com/eatnoodles.us/'}]}}",False,そろそろ潮時えふよーこ🔥🐔,17286037,,fyouko,昭和世代のブルダック営業マン。ふたたびの女王候補。ペク先生のメンバー。宝塚見ます。趣味の洋裁。最近はトレジョよりターゲットの🦆だよ。,飛空都市
29,"{'followers_count': 13, 'following_count': 312, 'tweet_count': 753, 'listed_count': 0}",https://t.co/IEzJ6u3eYU,https://pbs.twimg.com/profile_images/1490082654544408576/_H4dtXN8_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IEzJ6u3eYU', 'expanded_url': 'https://boxd.it/1PIUp', 'display_url': 'boxd.it/1PIUp'}]}}",False,matt,1268243243835285512,1493996743993737220,drieduplemon,unfunny 😎🤙,Chum Bucket
30,"{'followers_count': 178, 'following_count': 117, 'tweet_count': 6612, 'listed_count': 3}",https://t.co/NjP8Rv4XSl,https://pbs.twimg.com/profile_images/1520804157237698560/_xxUQyG2_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NjP8Rv4XSl', 'expanded_url': 'https://linktr.ee/RarityAn', 'display_url': 'linktr.ee/RarityAn'}]}}",False,Andi King💎⚠️,29600246,1319464585934635008,An_Palace,Betting on myself. Sometimes I tweet inspirational stuff 🤷🏾‍♀️ . In the meantime I’m building a brand for risk takers.😊,
31,"{'followers_count': 15, 'following_count': 429, 'tweet_count': 1508, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1326346429103702016/795LBeff_normal.jpg,False,,False,LadyGoodman,265825976,,rrenwaa,✌🏼️. Opinions are my own.,
32,"{'followers_count': 143, 'following_count': 1322, 'tweet_count': 6071, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/967300325668397057/hCDlUHH-_normal.jpg,False,,False,フォルテ,2258351880,,ykd02088,趣味全開でいいや,
33,"{'followers_count': 28799, 'following_count': 21978, 'tweet_count': 60756, 'listed_count': 341}",https://t.co/Nl1gmWTUrL,https://pbs.twimg.com/profile_images/1387159640018804736/H_7aOeOJ_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Nl1gmWTUrL', 'expanded_url': 'https://www.hilasolutions.com', 'display_url': 'hilasolutions.com'}]}, 'description': {'hashtags': [{'start': 136, 'end': 141, 'tag': 'SDGs'}]}}",False,Baskaran Ambalavanan,16060248,1521752466211033088,baski_LA,"HR Technology Consultant,practioner,learner.Excited about the future of work-intersection of HR&Tech -AI, VR AI,MBA,SHRM-SCP,GPHR, SPHR,#SDGs","Irvine, California - Amor Fati"
34,"{'followers_count': 36, 'following_count': 54, 'tweet_count': 378, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1004546600071499777/kJ7DP9K8_normal.jpg,False,,False,MTD1988,1004509354572296192,,mtd1988,,
35,"{'followers_count': 169, 'following_count': 387, 'tweet_count': 50810, 'listed_count': 4}",https://t.co/3epo1slJNz,https://pbs.twimg.com/profile_images/1510053960987648001/i9vnwxwh_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3epo1slJNz', 'expanded_url': 'https://ko-fi.com/mizunoiz', 'display_url': 'ko-fi.com/mizunoiz'}]}}",False,dyingway @ 6.1 spoilers,501041788,,osakasougo,BLM | queer nerd | 23 | she/they | EN/NO | problematic 🔞 | one day i will remake my carrd,if you think i exist i don't
36,"{'followers_count': 169, 'following_count': 191, 'tweet_count': 254012, 'listed_count': 15}",,https://pbs.twimg.com/profile_images/742342191142428672/PBrFoGqm_normal.jpg,False,,False,黒墨,357281292,1497188726048698369,kuro_zumi,金髪碧眼を信仰する者,本尊：グラハム・スペクター
37,"{'followers_count': 864, 'following_count': 775, 'tweet_count': 30946, 'listed_count': 42}",http://t.co/TxhMiDv6qU,https://pbs.twimg.com/profile_images/1445085790128775168/_qP2J2ie_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/TxhMiDv6qU', 'expanded_url': 'http://braulioaquino.com', 'display_url': 'braulioaquino.com'}]}}",False,braulio aquino,15372714,,braulioaquino,Nerd,"Lima, Perú"
38,"{'followers_count': 1287, 'following_count': 743, 'tweet_count': 34730, 'listed_count': 57}",,https://pbs.twimg.com/profile_images/545543091231289344/5StvXm7c_normal.jpeg,False,,False,Korean Celt,3927401,,KoreanCelt,Puppies love me. Ninjas fear me.,
39,"{'followers_count': 796, 'following_count': 2606, 'tweet_count': 10971, 'listed_count': 53}",https://t.co/pseTaHi2pm,https://pbs.twimg.com/profile_images/1332058057115717632/1Go7dupO_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pseTaHi2pm', 'expanded_url': 'https://sheilasjumpinoff.blogspot.com/', 'display_url': 'sheilasjumpinoff.blogspot.com'}]}, 'description': {'hashtags': [{'start': 45, 'end': 58, 'tag': 'SummerCamper'}, {'start': 82, 'end': 92, 'tag': 'Nonprofit'}, {'start': 106, 'end': 122, 'tag': 'Search4Sagacity'}, {'start': 132, 'end': 138, 'tag': 'Peace'}]}}",False,"Sheila Ferguson, CFRE",35215268,,TennESheeLa,Personal Tweets from a Mom | Wife | Sister | #SummerCamper | Community Activist | #Nonprofit Strategist | #Search4Sagacity | CFRE | #Peace,Somewhere in CO
40,"{'followers_count': 336, 'following_count': 570, 'tweet_count': 22447, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1519397529124753416/EI3mRdxi_normal.jpg,False,,False,jay bee,961335257424384000,,kitschy_bxtch,analog artist  | quintessential queer | token tchotchke | they/them,"Dayton, OH"
41,"{'followers_count': 653, 'following_count': 3001, 'tweet_count': 14471, 'listed_count': 6}",https://t.co/I4Ic4vuwIK,https://pbs.twimg.com/profile_images/1495617613766053889/4CL1UyOr_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/I4Ic4vuwIK', 'expanded_url': 'https://twitter.com/alma1630', 'display_url': 'twitter.com/alma1630'}]}}",False,Altagracia Marte,39787090,1484375798492499975,alma1630,Solo vive y se feliz.⚽ 🇦🇷🇧🇷🇪🇸 🌊🍷🎵,Dominican Republic
42,"{'followers_count': 17, 'following_count': 74, 'tweet_count': 320, 'listed_count': 0}",https://t.co/oWkPnXPjWK,https://pbs.twimg.com/profile_images/1518708825834016770/WFnrE-DV_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oWkPnXPjWK', 'expanded_url': 'https://vsco.co/gabbyrivera13', 'display_url': 'vsco.co/gabbyrivera13'}]}}",False,gabriela,1107819465075552256,,GabbyRiv13,penn state university,"State College, PA"
43,"{'followers_count': 198, 'following_count': 10, 'tweet_count': 278, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1494376338848985090/CIbkWnQl_normal.jpg,False,"{'description': {'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/3q4Edmyh6c', 'expanded_url': 'http://t.me/wordle_es', 'display_url': 't.me/wordle_es'}]}}",False,WORDLE EN ESPAÑOL,1494369028676149254,,wordleenespanol,"Pistas, trucos y tips  para resolver el desafío diario de la palabra  en Wordle.
Únete en https://t.co/3q4Edmyh6c",
44,"{'followers_count': 215, 'following_count': 224, 'tweet_count': 5569, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1499237503512956930/WP3kEXoP_normal.jpg,False,,False,Susan MacDonald she/her 💙💛,444948769,,dr_smac,"Mom, Grandmother, Family Physician, musician, photographer and lover of dogs!","Regina, Saskatchewan"
45,"{'followers_count': 93, 'following_count': 209, 'tweet_count': 10288, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1454446315648192525/VXmUXdZc_normal.jpg,False,,False,baby seahorse,1174512255125377026,,ster_soup69,my dad squirted me out,
46,"{'followers_count': 1530, 'following_count': 376, 'tweet_count': 41990, 'listed_count': 30}",https://t.co/uCgz7RHpkN,https://pbs.twimg.com/profile_images/1517273409406783488/g0cGxeAV_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uCgz7RHpkN', 'expanded_url': 'http://tundemason.com/', 'display_url': 'tundemason.com'}]}, 'description': {'mentions': [{'start': 17, 'end': 26, 'username': 'kudabank'}]}}",False,matilda,3045093149,,tundemason,• product design @kudabank • opinions are mine • he/him • subaru person • demogorgod,
47,"{'followers_count': 417, 'following_count': 480, 'tweet_count': 5518, 'listed_count': 4}",https://t.co/e9UAoarnXX,https://pbs.twimg.com/profile_images/1479518916103884804/ZhoRSIDo_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/e9UAoarnXX', 'expanded_url': 'http://www.yellowbirdfoods.com', 'display_url': 'yellowbirdfoods.com'}]}, 'description': {'mentions': [{'start': 7, 'end': 23, 'username': 'yellowbirdsauce'}]}}",False,🌮taco george🌮,212415737,1095673814808256512,geemilton,"CEO of @yellowbirdsauce.
comforter, philosopher, and lifelong shit","Austin, TX"
48,"{'followers_count': 7, 'following_count': 212, 'tweet_count': 51, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/562014624548417536/sjaIXUjW_normal.jpeg,False,,False,Jon Hecker,1518702769,,g650captain,,
49,"{'followers_count': 36, 'following_count': 333, 'tweet_count': 5191, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/630059444290740224/Vh_Y3vYt_normal.jpg,False,,False,Jeff B,362223756,,AztecJeff,"Proud SDSU alum. Passion for music, history & traveling. Fan of Aztecs, Padres, Gulls, Anaheim Ducks & Packers.",Chula Vista
50,"{'followers_count': 798, 'following_count': 894, 'tweet_count': 58360, 'listed_count': 21}",,https://pbs.twimg.com/profile_images/1321083954791759875/Sfhu2Ghw_normal.jpg,False,,False,Aaron Hewett 🏳️‍🌈,36922877,,urbancreature,Opinionated lefty. Insomniac. Queer. Planner. He/him 💉💉💉,Melbourne
51,"{'followers_count': 552, 'following_count': 328, 'tweet_count': 957980, 'listed_count': 75}",,https://pbs.twimg.com/profile_images/1496407032340963329/PtafvtXT_normal.jpg,False,,False,Eugene,23518071,,MrCoolLooking75,Just a fan of games and entertainment. Wheel Of Fortune alum. Introvert that likes to interact with celebrities.,"Denver, Colorado"
52,"{'followers_count': 1300, 'following_count': 1283, 'tweet_count': 27079, 'listed_count': 31}",,https://pbs.twimg.com/profile_images/3070105119/150e307a6ec252ea0274c7500ae38c6a_normal.jpeg,False,"{'description': {'hashtags': [{'start': 53, 'end': 58, 'tag': 'swfc'}, {'start': 63, 'end': 70, 'tag': 'gopies'}], 'mentions': [{'start': 10, 'end': 25, 'username': 'fionashirley76'}]}}",False,Simon Shirley,330895079,,simonshirley72,"Husband 2 @fionashirley76 Dad of Joshua. Passionate  #swfc fan #gopies. Love jump racing, Manic Street Preachers & Robert De Niro. Proud Pom living down under.",Melbourne
53,"{'followers_count': 784, 'following_count': 1251, 'tweet_count': 48190, 'listed_count': 26}",https://t.co/Nd7IIswy3S,https://pbs.twimg.com/profile_images/1501237530829721605/xN3Z2hhT_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Nd7IIswy3S', 'expanded_url': 'http://www.leoneldelgadoaburto.blogspot.com', 'display_url': 'leoneldelgadoaburto.blogspot.com'}]}, 'description': {'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/GEhfqqBqSQ', 'expanded_url': 'http://linktr.ee/leoneldelgadoaburto', 'display_url': 'linktr.ee/leoneldelgadoa…'}]}}",False,Isonauta ☭,14061649,1521504260411867137,isonauta,"Nicaragüense. Académico de la Universidad de Chile. 
Modernismo. Vanguardias. Cine. Escribo.
https://t.co/GEhfqqBqSQ",Chile
54,"{'followers_count': 36, 'following_count': 62, 'tweet_count': 74, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/825882644860825604/TGCYSqmo_normal.jpg,False,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'Vocalist'}, {'start': 10, 'end': 19, 'tag': 'Explorer'}, {'start': 20, 'end': 29, 'tag': 'Engineer'}, {'start': 30, 'end': 42, 'tag': 'AmateurCook'}]}}",False,Rashmi Vijendra,306078768,,RashmiPrasadV,#Vocalist #Explorer #Engineer #AmateurCook,"Houston, USA"
55,"{'followers_count': 3465, 'following_count': 429, 'tweet_count': 29533, 'listed_count': 17}",,https://pbs.twimg.com/profile_images/1068497438325927936/GdG0ymUo_normal.jpg,False,"{'description': {'hashtags': [{'start': 59, 'end': 75, 'tag': 'choicearchitect'}, {'start': 76, 'end': 88, 'tag': 'harahachibu'}]}}",False,ナサ,133685161,1451074063644782596,nasaachan,Welcome to the real world. It sucks. You’re gonna love it! #choicearchitect #harahachibu,
56,"{'followers_count': 279, 'following_count': 1675, 'tweet_count': 5897, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1426345454971756547/Wb_SHwiA_normal.jpg,False,,False,Jason Wells 🇺🇦🌎🕊,284347584,,jasonvwells,"Father, Husband, Worker. Trying to be a little better today than I was yesterday. I like comics, fitness, sports & other nerdy things. I don't like bullies.","Highlands Ranch, CO"
57,"{'followers_count': 220, 'following_count': 324, 'tweet_count': 2363, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1187622453104668672/Ay8MaJpO_normal.jpg,False,,False,Ritesh K.P.,278660519,1482061306995699714,ozil_is_ill,Night owl and procrastinator extraordinaire,Cosmos
58,"{'followers_count': 48, 'following_count': 110, 'tweet_count': 395, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1198674742573719553/NuTrLEsp_normal.jpg,False,,False,Sean Blake,254134541,,seanandrewblake,I only tweet wordle now.,"Ottawa, ON"
59,"{'followers_count': 124, 'following_count': 108, 'tweet_count': 6187, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1423424816233730055/ryGCvfKA_normal.jpg,False,,False,Gymnophiona,296536596,,ceciliaceae25,Lost in the World,"Montevideo, Uruguay"
60,"{'followers_count': 1186, 'following_count': 1073, 'tweet_count': 27641, 'listed_count': 25}",https://t.co/QBOY4wCJ0G,https://pbs.twimg.com/profile_images/2366636472/x4e9proxj62fu24z2e8q_normal.jpeg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QBOY4wCJ0G', 'expanded_url': 'https://dsoil.jp/cool-earth/lab/sib/', 'display_url': 'dsoil.jp/cool-earth/lab…'}]}}",False,Satoshi Ohkubo💉地球冷却微生物を探せ　参加者募集中💉,137004444,1494831741651288064,sutegoma_a,東北大学 特任助教。博士 (人間・環境学)。専門は微生物生態学。お気軽にフォローしてください。 興味は、土壌微生物、シアノバクテリア、クロロフィル、光合成、藻類、イネ、海、温泉、根粒、山、川、湖、土、地下、ビール。アイコンはシアノバクテリア🦠 Soil in a Bottle 💉,仙台
61,"{'followers_count': 1324, 'following_count': 453, 'tweet_count': 2198, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1487633143666335745/amp8mawF_normal.jpg,False,,False,Superb Jonny 64,953293822473195522,1175627174927192064,SuperJonny64,Fanboy. Pundit. Connoisseur.,
