id,reply_settings,source,possibly_sensitive,lang,entities,referenced_tweets,in_reply_to_user_id,context_annotations,text,author_id,created_at,public_metrics,conversation_id,attachments,geo
1520312056750260226,everyone,Twitter for Android,False,es,"{'urls': [{'start': 205, 'end': 228, 'url': 'https://t.co/zeJzeNNCr8', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'SusanaAmestoy', 'id': '363910327'}, {'start': 15, 'end': 28, 'username': 'ArturoSherpa', 'id': '2383908665'}, {'start': 29, 'end': 45, 'username': 'mercheiglesiasc', 'id': '260686206'}, {'start': 46, 'end': 57, 'username': 'PabloRaso1', 'id': '559072218'}, {'start': 58, 'end': 68, 'username': 'cubanmood', 'id': '1060607648071073793'}, {'start': 69, 'end': 76, 'username': 'fjc162', 'id': '1386376867310092288'}, {'start': 77, 'end': 88, 'username': 'trasquilon', 'id': '1427683457681997827'}, {'start': 89, 'end': 100, 'username': 'LoroParece', 'id': '1312493830181138433'}, {'start': 101, 'end': 113, 'username': 'LegoLlorchs', 'id': '2713932328'}, {'start': 114, 'end': 127, 'username': 'Mr_daltonico', 'id': '978867998'}, {'start': 128, 'end': 135, 'username': 'pukyjc', 'id': '387881156'}, {'start': 136, 'end': 145, 'username': 'Tontero_', 'id': '1280640704537153543'}]}","[{'type': 'replied_to', 'id': '1519943560908443649'}]",363910327,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@SusanaAmestoy @ArturoSherpa @mercheiglesiasc @PabloRaso1 @cubanmood @fjc162 @trasquilon @LoroParece @LegoLlorchs @Mr_daltonico @pukyjc @Tontero_ De sábado

Wordle (ES)  #114 4/6

⬜🟨⬜🟨⬜
⬜🟩⬜🟨⬜
🟩🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/zeJzeNNCr8",1143994676606898177,2022-04-30T08:00:15.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",1515579862475550721,,
1520312052698390530,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 3/6

🟩⬛🟨⬛🟨
🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩",166103789,2022-04-30T08:00:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312052698390530,,
1520312047938019330,everyone,Twitter for Android,False,en,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/JHcHvDHSMD', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Tildes #61 3/6

⬜⬜🟨⬜⬜🟨
🟨⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩🟩
 https://t.co/JHcHvDHSMD",385008362,2022-04-30T08:00:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312047938019330,,
1520312047057182720,everyone,Twitter for iPhone,False,en,"{'urls': [{'start': 201, 'end': 224, 'url': 'https://t.co/RyhkTWlMJu', 'expanded_url': 'https://twitter.com/saenticott/status/1520312047057182720/photo/1', 'display_url': 'pic.twitter.com/RyhkTWlMJu', 'media_key': '3_1520312038798594048'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","WordHurdle 202 5/6 

🤍🤍🤍🤍🤍🤍
💛💛🤍🤍💛🤍
🤍💙💛💙💛🤍
💙💙🤍💛🤍💛
💙💙💙💙💙💙

Wordle 315 5/6
⬜⬜🟨🟨⬜
⬜⬜⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

WordHurdle 203 4/6 

🤍💛🤍🤍💛🤍
🤍🤍🤍💛🤍💛
🤍💛🤍💛💛🤍
💙💙💙💙💙💙

Daily Quordle 96
6️⃣7️⃣
9️⃣5️⃣
just got there 😀 https://t.co/RyhkTWlMJu",3381747117,2022-04-30T08:00:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520312047057182720,{'media_keys': ['3_1520312038798594048']},
1520312038303666176,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬜⬜🟨🟨⬜
⬜🟨🟨⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩",29780520,2022-04-30T08:00:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312038303666176,,
1520312030347018240,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Meh!

Wordle 315 5/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",169272707,2022-04-30T08:00:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312030347018240,,
1520312025406230530,everyone,Twitter for iPad,False,en,"{'hashtags': [{'start': 0, 'end': 10, 'tag': 'Wordle315'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","#Wordle315 
Wordle 315 4/6

⬛⬛⬛⬛🟩
⬛⬛⬛⬛🟩
⬛🟨⬛🟨🟩
🟩🟩🟩🟩🟩",388093728,2022-04-30T08:00:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312025406230530,,
1520312021950078976,everyone,Twitter for Android,False,de,"{'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/qHJrShJfgB', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wördl 315 3/6 🔥4

⬜🟩🟨⬜🟩
⬜⬜🟨⬜⬜
🟩🟩🟩🟩🟩

https://t.co/qHJrShJfgB",1465466010,2022-04-30T08:00:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312021950078976,,
1520312015352336384,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬛⬛⬛⬛⬛
⬛⬛🟨⬛🟩
🟩⬛⬛🟨🟩
🟩🟩🟩🟩🟩",1326782565592739843,2022-04-30T08:00:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312015352336384,,
1520312010612912130,everyone,Twitter for iPhone,True,en,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/cOXTMrRbWp', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 2/6
 😳😳😳
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/cOXTMrRbWp",1094639359305887744,2022-04-30T08:00:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520312010612912130,,
1520312007358046208,everyone,Twitter for Android,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

🟨⬜⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟨⬜⬜
🟩🟩🟩🟩🟩",1084429240496472064,2022-04-30T08:00:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520312007358046208,,
1520311994124890112,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

🟨🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛🟨
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",130741063,2022-04-30T08:00:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311994124890112,,
1520311992841641986,everyone,Twitter for iPad,False,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Bil65zfCGW', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 5/6

⬜🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/Bil65zfCGW",269184861,2022-04-30T07:59:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311992841641986,,
1520311990790545408,everyone,Twitter for Android,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬛⬛🟨⬛🟨
⬛🟩⬛🟨⬛
🟨🟩🟨⬛⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩",102123038,2022-04-30T07:59:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1520311990790545408,,
1520311989440069634,everyone,Twitter for iPhone,False,es,"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/RTb7mpKugj', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/', 'display_url': 'wordle.danielfrg.com/ciencia/'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Científico #48 4/6

⬜🟨⬜⬜⬜🟩
⬜⬜⬜🟩⬜🟩
🟩🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/RTb7mpKugj",70834746,2022-04-30T07:59:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311989440069634,,
1520311988274044928,everyone,Twitter for iPhone,False,en,,"[{'type': 'replied_to', 'id': '1519967156427005952'}]",407897295,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

🟨⬛⬛⬛⬛
🟩⬛🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",407897295,2022-04-30T07:59:58.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1494590888072331265,,
1520311970951581697,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬛⬛⬛🟨⬛
⬛🟩⬛🟨⬛
🟨🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",44895301,2022-04-30T07:59:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311970951581697,,
1520311953759121408,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩",723280817556996098,2022-04-30T07:59:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311953759121408,,
1520311951552921602,everyone,Twitter for Android,False,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/1DFNnXmDvI', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 5/6

⬜🟨⬜⬜🟨
🟩🟩⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/1DFNnXmDvI",166947697,2022-04-30T07:59:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311951552921602,,
1520311946733658114,everyone,Twitter for Android,False,en,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/o33zT2EBbe', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 6/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩⬛🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/o33zT2EBbe",196579466,2022-04-30T07:59:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311946733658114,,
1520311937883643905,everyone,Twitter for iPad,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
🟨🟩🟩⬜⬜
🟩🟩🟩🟩🟩",1970018461,2022-04-30T07:59:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311937883643905,,
1520311937225170944,everyone,Twitter for Android,False,ca,"{'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/WKyCv6VIeo', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 62, 'end': 72, 'tag': 'WordleCAT'}]}",,,,"A la uni les campanes al bar no eren les úniques que feiem 🤭

#WordleCAT 120 5/6

⬜⬜⬜⬜🟨
⬜⬜🟨⬜🟨
🟨⬜🟨⬜🟩
🟨🟨⬜🟨🟩
🟩🟩🟩🟩🟩

https://t.co/WKyCv6VIeo",1863696913,2022-04-30T07:59:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311937225170944,,
1520311930489131008,everyone,IPlayWordle,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬜🟨🟨⬜⬜
🟨⬜⬜🟨⬜
🟩⬜⬜🟨⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩

Sat Apr 30 2022 07:59:44 GMT+0000 (Coordinated Universal Time)",1500531511912812549,2022-04-30T07:59:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311930489131008,,
1520311929901826048,everyone,Tweetbot for iΟS,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 X/6

🟨🟨⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟩⬛🟨🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛",17602461,2022-04-30T07:59:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311929901826048,,
1520311926957432832,everyone,Twitter for iPhone,False,es,"{'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/USi7lNUgQH', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Científico #48 X/6

⬜🟨⬜⬜⬜⬜
⬜⬜⬜🟨🟨🟨
🟨⬜🟨⬜🟨⬜
⬜🟨⬜⬜⬜🟨
⬜🟨⬜🟨⬜🟩
🟩⬜🟨🟨⬜🟩
 https://t.co/USi7lNUgQH",1419218470449860609,2022-04-30T07:59:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311926957432832,,
1520311925569163265,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬜⬜⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩🟩🟨⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",15089524,2022-04-30T07:59:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311925569163265,,
1520311924172468226,everyone,Twitter for iPhone,False,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/GpYmkU9I2S', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #114 4/6

⬜🟩⬜🟨⬜
🟩🟩🟨🟨⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/GpYmkU9I2S",1551360276,2022-04-30T07:59:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311924172468226,,
1520311921085489152,everyone,Twitter for Android,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬛🟩⬛⬛🟨
⬛🟩⬛🟨⬛
🟩🟩⬛⬛🟨
🟩🟩⬛⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

That shit was tough",392429854,2022-04-30T07:59:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311921085489152,,
1520311910042062849,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

🟩⬛⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩",20661893,2022-04-30T07:59:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311910042062849,,
1520311904819814400,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩",1029496110,2022-04-30T07:59:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311904819814400,,
1520311897983225856,everyone,Twitter for iPhone,False,en,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Job_Reineke', 'id': '481950232'}, {'start': 13, 'end': 27, 'username': 'sultanof_ping', 'id': '71894856'}]}","[{'type': 'replied_to', 'id': '1520297681977028608'}]",481950232,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@Job_Reineke @sultanof_ping I only just got it!!!

Wordle 315 6/6

🟨⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩",15776960,2022-04-30T07:59:37.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1519968543441408000,,
1520311894900625409,everyone,Twitter for iPad,False,ja,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

🟨⬜⬜⬜⬜
🟨🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩そろそろ出てくるね。",163439924,2022-04-30T07:59:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311894900625409,,
1520311877082877952,everyone,Twitter for iPhone,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

🟨⬛⬛⬛⬛
⬛⬛⬛🟨⬛
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",813590497226870784,2022-04-30T07:59:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311877082877952,,
1520311872754487297,everyone,Twitter for Android,False,es,"{'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/n9BCncAuVN', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521711979752136704/Qr2DllcV?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521711979752136704/Qr2DllcV?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/ciencia/index.html'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle Científico #48 6/6

⬜🟨🟨⬜⬜⬜
⬜⬜⬜⬜🟨🟩
🟩🟨⬜⬜⬜🟩
🟩🟩🟩🟩⬜🟩
🟩🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/n9BCncAuVN",89760610,2022-04-30T07:59:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311872754487297,,
1520311866211381248,everyone,Twitter for iPhone,False,fr,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/XVEHP4qqbw', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Le Mot (@WordleFR) #111 3/6

⬛🟩⬛⬛⬛
⬛⬛🟨🟩🟨
🟩🟩🟩🟩🟩

https://t.co/XVEHP4qqbw",991257282108444672,2022-04-30T07:59:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1520311866211381248,,
1520311864672256000,everyone,Twitter Web App,False,en,,,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬜🟩⬜⬜⬜
⬜⬜⬜⬜🟨
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩",131207834,2022-04-30T07:59:29.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1520311864672256000,,
