id,reply_settings,public_metrics,text,lang,possibly_sensitive,conversation_id,created_at,author_id,source,context_annotations,entities,referenced_tweets,in_reply_to_user_id,attachments,geo
1520663148360962049,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 9/10

⬛⬛⬛⬛⬛  🟨⬛⬛⬛⬛
⬛⬛⬛⬛⬛  🟨⬛⬛🟨⬛
⬛⬛⬛🟩⬛  🟩⬛⬛🟩⬛
⬛⬛⬛🟩⬛  🟩🟩🟩🟩🟩
⬛🟨⬛🟩⬛

https://t.co/wh62fetssB
 #ポケモンWordle",ja,False,1520663148360962049,2022-05-01T07:15:21.000Z,119266363,Twitter Web App,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/wh62fetssB', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 101, 'end': 112, 'tag': 'ポケモンWordle'}]}",,,,
1520663147220242432,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","Wordle 316 6/6

⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩

Se è uno scherzo…..",it,False,1520663147220242432,2022-05-01T07:15:21.000Z,45942804,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663146075017216,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 5/10

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/tOWscevXku
 #ポケモンWordle
忘れてた",ja,False,1520663146075017216,2022-05-01T07:15:21.000Z,186830752,Twitter for iPhone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/tOWscevXku', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=orig', 'width': 200, 'height': 200}, {'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ポケモンWordle', 'description': 'ポケモンWordle (ポケモンワードル)は単語当てゲーム「Wordle」のポケモン版。１０回のチャレンジでポケモンの名前を当てよう！', 'unwound_url': 'https://wordle.mega-yadoran.jp/'}], 'hashtags': [{'start': 73, 'end': 84, 'tag': 'ポケモンWordle'}]}",,,,
1520663141750689792,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 316 5/6

🟩⬛⬛⬛⬛
🟩🟨🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

I got this by accident",en,False,1520663141750689792,2022-05-01T07:15:20.000Z,1059828078208118784,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663128417132544,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Wordle 316 3/6

⬛🟩⬛🟨⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩",en,False,1520663128417132544,2022-05-01T07:15:17.000Z,3187269412,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663127754518528,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #115 5/6

⬜🟨⬜🟨⬜
⬜⬜⬜⬜🟨
🟨🟩⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/S5Zezn9yrs",en,False,1520663127754518528,2022-05-01T07:15:16.000Z,3018363058,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/S5Zezn9yrs', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520663122897477634,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 4/6

⬛⬛🟩⬛⬛
🟩⬛🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",en,False,1520663122897477634,2022-05-01T07:15:15.000Z,521413692,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663122868011008,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",en,False,1520663122868011008,2022-05-01T07:15:15.000Z,1035035041854676992,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663110163386370,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","FORGO Wordle 316 5/6

⬜⬜⬜⬜⬜
🟨🟨🟨⬜⬜
🟩⬜⬜⬜⬜
⬜⬜🟩🟩⬜
🟩🟩🟩🟩🟩",en,False,1520663110163386370,2022-05-01T07:15:12.000Z,70155177,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663109618130945,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@JillWineBanks Very close @JillWineBanks , I had to use the dictionary.
Wordle 316 5/6

⬜⬜🟨🟨⬜
🟩⬜⬜⬜⬜
⬜⬜⬜⬜⬜
🟩⬜🟩🟨⬜
🟩🟩🟩🟩🟩",en,False,1520644473142788097,2022-05-01T07:15:12.000Z,86432063,Twitter for Android,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1168834205960163329', 'name': 'Jill Wine-Banks', 'description': 'an American lawyer who was one of the prosecutors during the Watergate scandal'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'mentions': [{'start': 0, 'end': 14, 'username': 'JillWineBanks', 'id': '454071012'}, {'start': 26, 'end': 40, 'username': 'JillWineBanks', 'id': '454071012'}]}","[{'type': 'replied_to', 'id': '1520644473142788097'}]",454071012,,
1520663094900494337,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","🤷🏻‍♀️ Wordle (ES)  #115 X/6

⬜⬜⬜⬜🟨
⬜🟩🟨⬜🟨
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
 https://t.co/hXs6eaIx9I",en,False,1520663094900494337,2022-05-01T07:15:09.000Z,495414073,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/hXs6eaIx9I', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1520663093503827968,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","Tot depend de la paraula amb la que comences!@jordi_olot
🙃 #WordleCAT 121 2/6*

🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/EWkG9oUOaQ",ca,False,1520663093503827968,2022-05-01T07:15:08.000Z,222768547,Twitter for Android,,"{'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/EWkG9oUOaQ', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'hashtags': [{'start': 59, 'end': 69, 'tag': 'WordleCAT'}]}",,,,
1520663087795351554,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@Andoni_Agk #WordleEUS #108 3/6

⬜⬜⬜🟩⬜
🟩⬜⬜🟩⬜
🟩🟩🟩🟩🟩

 https://t.co/Kg1T5iFpXj",und,False,1520663087795351554,2022-05-01T07:15:07.000Z,2774335023,Twitter for Android,,"{'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/Kg1T5iFpXj', 'expanded_url': 'https://wordle.talaios.coop', 'display_url': 'wordle.talaios.coop'}], 'hashtags': [{'start': 12, 'end': 22, 'tag': 'WordleEUS'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'Andoni_Agk', 'id': '117532726'}]}",,117532726,,{'place_id': '206c436ce43a43a3'}
1520663085282959366,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","@albolt76 @dawardle Wordle 316 3/6

⬛🟩⬛🟨⬛
🟨🟩⬛🟨⬛
🟩🟩🟩🟩🟩",en,False,1520535970453475328,2022-05-01T07:15:06.000Z,3187269412,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'mentions': [{'start': 0, 'end': 9, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 10, 'end': 19, 'username': 'dawardle', 'id': '1165789231'}]}","[{'type': 'replied_to', 'id': '1520535970453475328'}]",1160130818678972416,,
1520663071886553088,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 6/6

🟩⬛⬛⬛🟨
🟩🟨🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",en,False,1520663071886553088,2022-05-01T07:15:03.000Z,15031327,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663071252959235,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Whew

Wordle 316 6/6

⬜⬜⬜🟨⬜
⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",en,False,1520663071252959235,2022-05-01T07:15:03.000Z,217640130,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663064894263296,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

rough",en,False,1490597551510212609,2022-05-01T07:15:01.000Z,991123014145134592,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,"[{'type': 'replied_to', 'id': '1520300280742481921'}]",991123014145134592,,
1520663060171608064,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","@JanChat56 @JonnoCab @MrChris62 @terrysilvermerc @Debs6587 Wordle 316 4/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",en,False,1520645912967663617,2022-05-01T07:15:00.000Z,540812533,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'mentions': [{'start': 0, 'end': 10, 'username': 'JanChat56', 'id': '358837359'}, {'start': 11, 'end': 20, 'username': 'JonnoCab', 'id': '1726760521'}, {'start': 21, 'end': 31, 'username': 'MrChris62', 'id': '3909907113'}, {'start': 32, 'end': 48, 'username': 'terrysilvermerc', 'id': '217079856'}, {'start': 49, 'end': 58, 'username': 'Debs6587', 'id': '311107880'}]}","[{'type': 'replied_to', 'id': '1520645912967663617'}]",358837359,,
1520663057315155968,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",en,False,1520663057315155968,2022-05-01T07:15:00.000Z,1085304175733473283,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663049408970752,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","มุงตลกแล้

Wordle 316 6/6

⬜⬜⬜🟨⬜
⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",und,False,1520663049408970752,2022-05-01T07:14:58.000Z,1344760021951811584,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663047098011648,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬜🟨🟨⬜⬜
⬜🟩⬜⬜⬜
🟨🟩⬜🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",en,False,1520663047098011648,2022-05-01T07:14:57.000Z,119113904,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663044753268737,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 5/6

⬛⬛⬛⬛🟨
⬛🟩⬛🟩⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩",en,False,1520663044753268737,2022-05-01T07:14:57.000Z,1090478388253384704,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663043776024576,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 316 6/6

🟩⬜🟩⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",en,False,1520663043776024576,2022-05-01T07:14:56.000Z,22853285,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520663042861711362,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","Beaten today!!
Wordle 316 X/6

⬜⬜⬜⬜⬜
⬜⬜🟨⬜⬜
⬜🟩⬜🟨🟨
🟨🟩⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟩🟩🟩⬜",en,False,1520663042861711362,2022-05-01T07:14:56.000Z,1009206240,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
