id,conversation_id,referenced_tweets,public_metrics,text,context_annotations,author_id,possibly_sensitive,created_at,source,lang,reply_settings,in_reply_to_user_id,entities,attachments,geo
1521569793232547847,1521569793232547847,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 6/6

⬛🟩⬛⬛🟨
⬛🟩🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1017246714439389184,False,2022-05-03T19:18:02.000Z,Twitter Web App,en,everyone,,,,
1521569781618405376,1521569781618405376,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 4/6

⬜⬜🟨⬜🟩
🟨🟩⬜⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/3u7o3igoaB","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",885963124754567168,False,2022-05-03T19:17:59.000Z,Twitter for Android,en,everyone,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/3u7o3igoaB', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521569762299494400,1521569762299494400,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@alanaalion
Wordle 318 2/6

🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1131960253808074752,False,2022-05-03T19:17:55.000Z,Twitter for Android,en,everyone,2238338449,"{'mentions': [{'start': 0, 'end': 11, 'username': 'alanaalion', 'id': '2238338449'}]}",,{'place_id': '00cd8ff50ca81e15'}
1521569760823103488,1521569760823103488,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6*

⬛⬛🟩⬛⬛
⬛🟨🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",16133139,False,2022-05-03T19:17:55.000Z,Twitter Web App,en,everyone,,,,
1521569685673754625,1521569685673754625,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 3/6

🟩⬛🟨🟩⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",176647889,False,2022-05-03T19:17:37.000Z,Twitter for iPhone,en,everyone,,,,
1521569673971609602,1521569673971609602,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬛⬛🟩⬛🟨
⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",212263030,False,2022-05-03T19:17:34.000Z,Twitter for Android,en,everyone,,,,
1521569647153524736,1521569647153524736,,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 18, 'quote_count': 0}","Love this for me 

Wordle 319 2/6*

⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",166794157,False,2022-05-03T19:17:27.000Z,Twitter for iPhone,en,everyone,,,,
1521569640912244738,1521569640912244738,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#Wordle 
#Wordle318 
Wordle 318 4/6

⬜⬜⬜🟩⬜
⬜⬜🟨🟨⬜
⬜⬜⬜⬜🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",765292605831798784,False,2022-05-03T19:17:26.000Z,Twitter Web App,en,everyone,,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}, {'start': 9, 'end': 19, 'tag': 'Wordle318'}]}",,
1521569639456645120,1521569639456645120,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 5/6

⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛🟨
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩

Rapid fire","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",19278831,False,2022-05-03T19:17:26.000Z,Twitter for iPhone,en,everyone,,,,
1521569636667510784,1521569636667510784,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1355674080,False,2022-05-03T19:17:25.000Z,Twitter for Android,en,everyone,,,,
1521569621610053632,1521569621610053632,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#WordleCAT 123 3/6

⬜🟨⬜🟩⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩

https://t.co/WYZMs2F1Lr 

@julss_13 yeahhhhh vehicle k 🤣🤣🤣❤",,724683308,False,2022-05-03T19:17:21.000Z,Twitter for Android,en,everyone,,"{'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}], 'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/WYZMs2F1Lr', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com'}], 'mentions': [{'start': 65, 'end': 74, 'username': 'julss_13', 'id': '281729246'}]}",,
1521569598617055232,1521569598617055232,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬜🟩🟩🟨⬜
🟩⬜🟨⬜⬜
🟩🟩🟩🟩🟩.     Did well again today!","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",90301458,False,2022-05-03T19:17:16.000Z,Twitter for iPhone,en,everyone,,,,
1521569595152568320,1521569595152568320,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","1日の楽しみが一瞬で終わったｗ

Wordle 319 2/6

🟩🟨⬜⬜🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",62462649,False,2022-05-03T19:17:15.000Z,Twitter Web App,ja,everyone,,,,
1521569510658035713,1521569510658035713,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 2/6

🟨⬜🟩⬜⬜
🟩🟩🟩🟩🟩
Повод да си сипя ино😎","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1281818168189648896,False,2022-05-03T19:16:55.000Z,Twitter for Android,bg,everyone,,,,
1521569506761617410,1521569506761617410,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜🟨⬜⬜🟨
⬜🟨⬜🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2633703261,False,2022-05-03T19:16:54.000Z,Twitter for Android,en,everyone,,,,
1521569484624084997,1521569484624084997,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 4/6

🟨⬛⬛🟩⬛
⬛⬛⬛🟨⬛
⬛🟨⬛⬛🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1262935440,False,2022-05-03T19:16:49.000Z,Twitter for iPhone,en,everyone,,,,
1521569475933442050,1521569475933442050,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1077805270779260928,False,2022-05-03T19:16:47.000Z,Twitter for iPhone,en,everyone,,,,
1521569469209874433,1521569469209874433,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 318 3/6

🟨⬛🟩⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",18926763,False,2022-05-03T19:16:45.000Z,Twitter for iPhone,en,everyone,,,,
1521569456606314496,1521569456606314496,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬜🟩⬜🟨🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",17270539,False,2022-05-03T19:16:42.000Z,Twitter Web App,en,everyone,,,,
1521569426734256129,1521569426734256129,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle Científico #51 4/6 uf

🟨⬜⬜⬜⬜⬜🟩
🟨⬜⬜⬜🟩⬜🟩
⬜⬜⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/fAYKpqCx5m","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",833797602848149504,False,2022-05-03T19:16:35.000Z,Twitter Web App,es,everyone,,"{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/fAYKpqCx5m', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",,
1521569421663551488,1521569421663551488,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6 😋😇

🟩⬛⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",45534242,False,2022-05-03T19:16:34.000Z,Twitter for Android,en,everyone,,,,
1521569416558825472,1521569416558825472,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

🟨⬜🟨⬜⬜
🟩🟩⬜⬜🟩
🟩🟩🟨⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3214747186,False,2022-05-03T19:16:32.000Z,Twitter for Android,en,everyone,,,,
1521569412498739200,1521569412498739200,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 5/6

⬛⬛⬛🟨🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/1i0gB5O1zp","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1081248833349259266,False,2022-05-03T19:16:31.000Z,Twitter for iPhone,en,everyone,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/1i0gB5O1zp', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521569406190374912,1521569406190374912,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Wordle 319 2/6

⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",435711702,False,2022-05-03T19:16:30.000Z,Twitter for Android,en,everyone,,,,
1521569402017173505,1521569402017173505,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 4/6

⬜🟨🟩⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",167110605,False,2022-05-03T19:16:29.000Z,Twitter for iPhone,en,everyone,,,,
1521569399664267264,1521569399664267264,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle Türkçe 318 3/6

🟨⬜🟨⬜⬜
⬜⬜⬜🟩⬜
🟩🟩🟩🟩🟩
Hmmmm ben de olsa etkilenirdimmm","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",766170462196031488,False,2022-05-03T19:16:28.000Z,Twitter for Android,tr,everyone,,,,
1521569396644519936,1502718262941224960,"[{'type': 'replied_to', 'id': '1521568595138211840'}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@ajb81nz @Coplon @nz_brian @JMounsey Second guess was channelled from Billy Madison...

Wordle 319 3/6

🟨⬜🟩⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2569841,False,2022-05-03T19:16:28.000Z,Twitter for Android,en,everyone,749425592894824449,"{'annotations': [{'start': 70, 'end': 82, 'probability': 0.7168, 'type': 'Person', 'normalized_text': 'Billy Madison'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'ajb81nz', 'id': '749425592894824449'}, {'start': 9, 'end': 16, 'username': 'Coplon', 'id': '358037787'}, {'start': 17, 'end': 26, 'username': 'nz_brian', 'id': '2762781'}, {'start': 27, 'end': 36, 'username': 'JMounsey', 'id': '44103033'}]}",,
1521569394240892929,1521567663016742912,"[{'type': 'replied_to', 'id': '1521567663016742912'}]","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Carolyns_RVLife Dang girl you are on 🔥 today! 🎉 
Wordle 318 3/6

🟨⬜🟩⬜⬜
🟨⬜⬜⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1239285723825496064,False,2022-05-03T19:16:27.000Z,Twitter for iPad,en,everyone,765706988042854400,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Carolyns_RVLife', 'id': '765706988042854400'}]}",,
1521569390298566656,1521569390298566656,"[{'type': 'retweeted', 'id': '1520822618110435328'}]","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @wXvG8M: ウケる〜
Wordle 317 2/6

⬜⬜🟨🟨⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2917116998,False,2022-05-03T19:16:26.000Z,Twitter for iPhone,ja,everyone,,"{'mentions': [{'start': 3, 'end': 10, 'username': 'wXvG8M', 'id': '2917116998'}]}",,
1521569376721580033,1521569376721580033,"[{'type': 'retweeted', 'id': '1519765693809696768'}]","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @wXvG8M: 2日連続〜

Wordle 314 2/6

⬜🟨🟨🟨🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2917116998,False,2022-05-03T19:16:23.000Z,Twitter for iPhone,ja,everyone,,"{'mentions': [{'start': 3, 'end': 10, 'username': 'wXvG8M', 'id': '2917116998'}]}",,
1521569372434837505,1521569372434837505,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #117 5/6

🟨⬜⬜⬜⬜
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/5zKzBurw8X","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",833797602848149504,False,2022-05-03T19:16:22.000Z,Twitter Web App,en,everyone,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/5zKzBurw8X', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,
1521569368823508995,1521569368823508995,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬜⬜🟨🟩⬜
⬜⬜⬜⬜⬜
⬜🟨⬜🟨⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",215595236,False,2022-05-03T19:16:21.000Z,Twitter for Android,en,everyone,,,,
