id,protected,name,description,username,url,verified,profile_image_url,pinned_tweet_id,public_metrics,location,entities
145088193,False,🌩💫Xinda⁷ ⟭⟬ PR00F💫🌩,"Forever Fangyrl.   🔞  
🔃 Heavy |
Please do not DM/tag for RT deal help, unless we talk.  If I find you? Yay.  No non-moot spam, ty.",XindaNobody,,False,https://pbs.twimg.com/profile_images/1520389819666513923/5hIARa-8_normal.jpg,1.516981735333974e+18,"{'followers_count': 76, 'following_count': 337, 'tweet_count': 53853, 'listed_count': 2}",☁Blue & Grey | Void☁,
1355167782598569984,False,ماھم,I'm no superman. she/her.,kiyamusibathai,,False,https://pbs.twimg.com/profile_images/1521587351079772161/LYkyWwwh_normal.jpg,1.509800882619269e+18,"{'followers_count': 1114, 'following_count': 587, 'tweet_count': 22567, 'listed_count': 3}",,
320609989,False,Barış Genç,Beni takip edenlere anında tanıtmaya ve takip etmeyenlere hakkımda bir şeyler anlatmaya yardımcı olsun diye yazacak herhangi bişey bulamadım ..,vetbaris,,False,https://pbs.twimg.com/profile_images/1850414492/inek_3007_1_normal.jpg,1.0322006147706307e+18,"{'followers_count': 102, 'following_count': 77, 'tweet_count': 19072, 'listed_count': 0}",,
5139711,False,Linda Mary G0YLM,Radio Amateur since 1995. On Fusion (NWFG) Wires-X 41755. Allstar (NWAG) 53573. Dabbling in FT8. Cat lover. Married to @g0vgs Sysop of @GB7MBC DXCluster,g0ylm,https://t.co/7SjXvmg8Az,False,https://pbs.twimg.com/profile_images/1482677515843997699/Aak4DnMD_normal.jpg,1.4906391445063434e+18,"{'followers_count': 670, 'following_count': 264, 'tweet_count': 4427, 'listed_count': 18}","England, United Kingdom","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7SjXvmg8Az', 'expanded_url': 'http://www.gb7mbc.net', 'display_url': 'gb7mbc.net'}]}, 'description': {'mentions': [{'start': 119, 'end': 125, 'username': 'g0vgs'}, {'start': 135, 'end': 142, 'username': 'GB7MBC'}]}}"
75744692,False,Dr Ramaswamy AS,"Professor & HOD Pathology.  Love music, travel & good food :) RT ❌endorsement. For all pathology related tweets please follow @DrRamaswamyAS",dr_asr,,False,https://pbs.twimg.com/profile_images/1456189885744758788/khpnVxCl_normal.jpg,1.2705404617787187e+18,"{'followers_count': 1155, 'following_count': 1550, 'tweet_count': 35716, 'listed_count': 0}",,"{'description': {'mentions': [{'start': 126, 'end': 140, 'username': 'DrRamaswamyAS'}]}}"
25349704,False,gail,Likes and RTs are my way of bookmarking tweets,gailog,,False,https://pbs.twimg.com/profile_images/1496187774202007552/UW5i3WpJ_normal.jpg,1.4616843340171018e+18,"{'followers_count': 490, 'following_count': 596, 'tweet_count': 59401, 'listed_count': 20}",On a block next to Chicago,
1230102716908810240,False,Lola 🟢⚪🟣,Scottish Witch | Under 35 | #WomenWontWheesht,lola_lefevre_,,False,https://pbs.twimg.com/profile_images/1480833776871788547/QhLRwkfM_normal.jpg,,"{'followers_count': 1119, 'following_count': 2102, 'tweet_count': 1745, 'listed_count': 1}","Scotland, TERF Island","{'description': {'hashtags': [{'start': 28, 'end': 45, 'tag': 'WomenWontWheesht'}]}}"
142665504,False,NRB,"मेरो आफ्नै तालको आन्दोलन छ, म कसैलाई बाल दिन्न। https://t.co/Puee4tqSjo",being_nrb,https://t.co/v99Gqrwzn6,False,https://pbs.twimg.com/profile_images/1504425261852676098/MWbPRlAS_normal.jpg,1.289866902295044e+18,"{'followers_count': 4084, 'following_count': 1146, 'tweet_count': 39326, 'listed_count': 18}",Nepal,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/v99Gqrwzn6', 'expanded_url': 'http://beingnrb.WordPress.com', 'display_url': 'beingnrb.WordPress.com'}]}, 'description': {'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/Puee4tqSjo', 'expanded_url': 'http://livemymovies.wordpress.com', 'display_url': 'livemymovies.wordpress.com'}]}}"
1258904982062915584,False,PIRANHA 🏌🏿🏋🏿‍♂️ 🥟,♍️🌞♏️🌚♊️🌅 CFO of the #DSS✊🏿💪🏿✊🏿♿️,PIRANHA410,,False,https://pbs.twimg.com/profile_images/1502455728199462912/WaQC3GOD_normal.jpg,1.2726887561899172e+18,"{'followers_count': 3905, 'following_count': 4697, 'tweet_count': 51411, 'listed_count': 1}",The 19th Hole,"{'description': {'hashtags': [{'start': 21, 'end': 25, 'tag': 'DSS'}]}}"
908340978,False,Ve,On the rocks,unbourbon,,False,https://pbs.twimg.com/profile_images/1105659937659723776/JcF_shsO_normal.jpg,,"{'followers_count': 33, 'following_count': 148, 'tweet_count': 1307, 'listed_count': 0}",,
16225882,False,Dean algorithmically equitable in Waukesha ✝,Critical Waukesha Theory. Conspiracy theory doubter. Jesus follower. Theocracy endorser. Media sucks. Just a small dot on a blue dot swimming in the universe...,deaninwaukesha,,False,https://pbs.twimg.com/profile_images/1503174550632103939/8M-1NBEo_normal.jpg,1.5120126575739576e+18,"{'followers_count': 4106, 'following_count': 4335, 'tweet_count': 247725, 'listed_count': 154}","Waukesha, Wisconsin",
2906319000,False,いのちのたま,浜風/フレッチャー推し提督、マホイップ好きポケモントレーナー、ゼルダの伝説は義務教育,life_orb,,False,https://pbs.twimg.com/profile_images/1056391279985143808/2I9xZnUQ_normal.jpg,1.4749361915650744e+18,"{'followers_count': 464, 'following_count': 425, 'tweet_count': 120210, 'listed_count': 11}",エンジュシティ、呉鎮守府,
44123415,False,Super08Eve,,evett08,,False,https://pbs.twimg.com/profile_images/2436690945/image_normal.jpg,,"{'followers_count': 26, 'following_count': 601, 'tweet_count': 359, 'listed_count': 0}",,
1198149271,False,N95 fat face,"Middle aged, middling career, mild curries  Pronoun: that motherfucker",GreenButAlsoBlu,,False,https://pbs.twimg.com/profile_images/1072536462728593408/1aaLe3SA_normal.jpg,,"{'followers_count': 135, 'following_count': 172, 'tweet_count': 21916, 'listed_count': 8}","West Coast, USA",
332911118,False,にし,TFT頑張ります,seya_na,,False,https://pbs.twimg.com/profile_images/1365570677483266049/nBFDIwAk_normal.png,,"{'followers_count': 112, 'following_count': 170, 'tweet_count': 25190, 'listed_count': 1}",,
400088947,False,いそってぃ,今年もアニメとアニソンを愛していきます!視聴アニメは固定ツイートを参照してね。好きなアニメは週フレとゾンビランドサガ。今や完全にフランシュシュ推し!特にまさ…リリィ役の田中美海さんを応援中ですが、メンバー全員推してます!!道民だけどサガ県民!!,itt_oss_is_ay,,False,https://pbs.twimg.com/profile_images/1108371558387507200/8BRyW8Hr_normal.jpg,1.5091528470402294e+18,"{'followers_count': 95, 'following_count': 233, 'tweet_count': 12019, 'listed_count': 5}",北国のどこか,
1150899313997840384,False,Sami 🪷🪩,📚 21 📚 Reading Goal - 17/100 📚 She/Her,xbookwormyx,,False,https://pbs.twimg.com/profile_images/1320341851908403205/iBgMQZBs_normal.jpg,,"{'followers_count': 18, 'following_count': 537, 'tweet_count': 2087, 'listed_count': 0}",Australia,
3301599144,False,aylin 🦋,🌙✨she/her | ru-n 🥼🩺 | nj🪷,XaylinsX,,False,https://pbs.twimg.com/profile_images/1521297431211692035/ajpIGgKe_normal.jpg,1.1540239214082335e+18,"{'followers_count': 200, 'following_count': 771, 'tweet_count': 25688, 'listed_count': 0}",zain 3/4/18💛,
170203670,False,더위먹은민츠(슬로우라이프 살고 싶음),"문명하고 배타고 무언가 짓는 사람/천주교인/흔한 호남인민 1/ Requiem æternam dona Laurentio, Domine: et lux perpetua luceat ei.",retae_teaH,,False,https://pbs.twimg.com/profile_images/1509917952618872832/Hray08bb_normal.jpg,,"{'followers_count': 343, 'following_count': 680, 'tweet_count': 128537, 'listed_count': 21}",이세계 같은 곳,
1499047244489986048,False,Rev,Abibliophobe. Procaffeinator. Indifferent Tweeter. Irreverent Humour. #Logophile #Philologue,polyglotpen,,False,https://pbs.twimg.com/profile_images/1506662667729387521/ZeInIoUW_normal.jpg,1.499056219696558e+18,"{'followers_count': 0, 'following_count': 9, 'tweet_count': 119, 'listed_count': 0}",India,"{'description': {'hashtags': [{'start': 70, 'end': 80, 'tag': 'Logophile'}, {'start': 81, 'end': 92, 'tag': 'Philologue'}]}}"
1518803498582024192,False,manideep kotha,"Construction Manager during the day, Automobile expert, F1 Fanatic, Avid rider, Athlete, Ambivert",manideepkotha04,,False,https://pbs.twimg.com/profile_images/1518803619130527744/6mpp3_M9_normal.jpg,,"{'followers_count': 0, 'following_count': 36, 'tweet_count': 3, 'listed_count': 0}","Hyderabad, India",
1347740458185756672,False,ray,,rhei__rhizoma,,False,https://pbs.twimg.com/profile_images/1515669998836269057/XCWhK7LP_normal.jpg,,"{'followers_count': 33, 'following_count': 34, 'tweet_count': 461, 'listed_count': 0}",,
1683737954,False,flanabananas,"Mom, educator, slow runner, autism advocate, defender of public schools, caffeine addict. Boston. she/her",flanabananas,,False,https://pbs.twimg.com/profile_images/1480505682474450954/g1avwocP_normal.jpg,,"{'followers_count': 63, 'following_count': 583, 'tweet_count': 356, 'listed_count': 2}",,
2926683684,False,おがっち,DeadbyDaylightばっかりやってる / 令和の間ラーメン食べるときは写真を撮ってSNSにアップしなければならない呪いをかけられました。,barrel553,,False,https://pbs.twimg.com/profile_images/1463634533740613632/Y1pA68DV_normal.jpg,1.047743304580776e+18,"{'followers_count': 111, 'following_count': 199, 'tweet_count': 36113, 'listed_count': 1}",,
1148955296091348992,False,白湯,"ガオラー 櫻坂46 WACK ZOC ミッフィーが好き🎧 放送大学在籍中 心理学 学びたい 対人援助職は🙅‍♂️お手伝い🙆🏻‍♂️ 小学校の勉強からやり直したい🪫推しと地元の情報 wordle,スタプラ 独り言",8bis_yellow,,False,https://pbs.twimg.com/profile_images/1490758699287146496/2avdG5LX_normal.jpg,1.5159953667888046e+18,"{'followers_count': 9, 'following_count': 30, 'tweet_count': 3093, 'listed_count': 0}",茨の道🦂,
33027950,False,Hafsatu Tijjani Ibrahim,"""Education is the most powerful weapon which you can use to change the world""~~ Nelson Mandela",waleedarh,,False,https://pbs.twimg.com/profile_images/1163201599688388608/7pp_ZBlT_normal.jpg,1.2498653553648353e+18,"{'followers_count': 660, 'following_count': 267, 'tweet_count': 8326, 'listed_count': 7}",,
18949007,False,Roxxi Eastaugh,Actor | Editor | Sword Fighter | Adventurer |           She/Her.   Agent: @ChrystelArts,RoxanneEastaugh,https://t.co/eDXwpaHCqi,False,https://pbs.twimg.com/profile_images/1505256598427549700/BY4dc4NY_normal.jpg,,"{'followers_count': 243, 'following_count': 543, 'tweet_count': 3563, 'listed_count': 7}",South West,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eDXwpaHCqi', 'expanded_url': 'https://www.spotlight.com/4377-5643-8433', 'display_url': 'spotlight.com/4377-5643-8433'}]}, 'description': {'mentions': [{'start': 74, 'end': 87, 'username': 'ChrystelArts'}]}}"
1111618453234843648,False,かしを,価値の研究/緑会合唱団,i_kvyd,,False,https://pbs.twimg.com/profile_images/1453982855420592128/1k_ov5ug_normal.jpg,1.5164567296549642e+18,"{'followers_count': 903, 'following_count': 1020, 'tweet_count': 62489, 'listed_count': 5}",UT美学4年,
96163621,False,イーツバサ,サイレントヒル出身/学園都市育ち/オータク在住👑,hackberry_rice,,False,https://pbs.twimg.com/profile_images/2402177742/fgo7lzm4f19o9l1hlaiu_normal.jpeg,,"{'followers_count': 963, 'following_count': 3233, 'tweet_count': 19700, 'listed_count': 3}","Tokyo, Japan",
48928317,False,Udaya Chandru,,Uchandroo,,False,https://pbs.twimg.com/profile_images/1093016554592063488/xJgxpUPd_normal.jpg,,"{'followers_count': 31, 'following_count': 139, 'tweet_count': 275, 'listed_count': 0}","Seattle, WA",
1324757526408163328,False,OKT,おこたです。弐寺くんの諸々垂れ流し人。SP皆伝  /アイコンはしゅうてんさん(@SYU_X__)から頂きました！/フォローリムブロお気軽にどうぞ,okt_iidx,https://t.co/7r4PSFLSzK,False,https://pbs.twimg.com/profile_images/1456569514385342465/alc2FdvM_normal.jpg,1.500447068674224e+18,"{'followers_count': 339, 'following_count': 348, 'tweet_count': 10166, 'listed_count': 7}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7r4PSFLSzK', 'expanded_url': 'https://sp12.iidx.app/sheets/1193-7685/hard?device=pc', 'display_url': 'sp12.iidx.app/sheets/1193-76…'}]}, 'description': {'mentions': [{'start': 39, 'end': 47, 'username': 'SYU_X__'}]}}"
2920037690,False,かな@Dollと日常🐰,小さい子多めでオビツ11サイズからMSDまで。日常話も多々。お洋服作りが趣味で色々製作中。寺垢別にあります。腐OK/成人済/地雷無/家族話有,kana_dollcos,https://t.co/HL3nxTLrrA,False,https://pbs.twimg.com/profile_images/1421838669128757255/LdjrftoR_normal.jpg,,"{'followers_count': 235, 'following_count': 220, 'tweet_count': 23058, 'listed_count': 6}",近畿の端っこ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HL3nxTLrrA', 'expanded_url': 'http://twpf.jp/kana_dollcos', 'display_url': 'twpf.jp/kana_dollcos'}]}}"
106711106,False,ずくなし🐓びぶ🌼,しゅみもしごともねっからのテレビっ子だだよ,tvcco,,False,https://pbs.twimg.com/profile_images/1497549219011653636/9SlwPbLb_normal.jpg,,"{'followers_count': 145, 'following_count': 958, 'tweet_count': 26437, 'listed_count': 8}",東京,
991306175772798976,False,KeNeice,"“All the world’s a stage, and all the men and women merely players”. DST🔺Model/Actress",KeNeice_D,,False,https://pbs.twimg.com/profile_images/1481775757227540481/LkXuJwu1_normal.jpg,,"{'followers_count': 364, 'following_count': 227, 'tweet_count': 7335, 'listed_count': 0}","California, USA",
9256482,False,カワココ,フリーのデザイナーでイラストレーター、お仕事承ります。イラレラボの中の人。AdobeIllustrator、Apple信者、普段着着物、歴史、宇宙開発、料理、ハードボイルド、タランティーノ、横っ飛び2丁拳銃、自転車、ウィスキー。Adobe Japanプレリリースアドバイザー。,kawacoco,https://t.co/QuT69sFgxe,False,https://pbs.twimg.com/profile_images/1253549644056981506/Qnb8z_7L_normal.jpg,1.516219621484888e+18,"{'followers_count': 3943, 'following_count': 2449, 'tweet_count': 81049, 'listed_count': 188}",ギリギリ都内,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QuT69sFgxe', 'expanded_url': 'http://illustrator-labo.com', 'display_url': 'illustrator-labo.com'}]}}"
719120220,False,りお。＠ょぅじょ🍆,"lineスタンプ「一頭身ねこ。(リメイク)」「ニートの妻と働く夫。」など、猫や普段使いしやすい(？)スタンプを販売しております！💛🐾💜
https://t.co/uxihhGWvz1",rio_sister,https://t.co/xAJczU09rt,False,https://pbs.twimg.com/profile_images/1059982676214538241/k7vYPqBh_normal.jpg,1.2387830211818332e+18,"{'followers_count': 1146, 'following_count': 675, 'tweet_count': 225572, 'listed_count': 30}",https://twpf.jp/rio_sister,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xAJczU09rt', 'expanded_url': 'https://www.amazon.co.jp/registry/wishlist/2BW5SV1LSJUGV/ref=cm_sw_r_tw_an_wl_o_HQBbwbWAKBZ7X', 'display_url': 'amazon.co.jp/registry/wishl…'}]}, 'description': {'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/uxihhGWvz1', 'expanded_url': 'https://line.me/S/sticker/9440317/?lang=ja&ref=gnsh_stickerDetail', 'display_url': 'line.me/S/sticker/9440…'}]}}"
296468481,False,Tigg - 👩‍🚀 #TeamSpaceMan,You know it's right when you find someone to take care of your needs. My Master is the one. Loves his Uncle.,djtiggeh,https://t.co/N7EnUu7zJQ,False,https://pbs.twimg.com/profile_images/1511385865100185615/fnVhrxrf_normal.jpg,1.26794436665344e+18,"{'followers_count': 422, 'following_count': 716, 'tweet_count': 15206, 'listed_count': 3}",Scotland,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/N7EnUu7zJQ', 'expanded_url': 'https://www.flickr.com/photos/dj-tiggeh/', 'display_url': 'flickr.com/photos/dj-tigg…'}]}}"
10284132,False,"Meligy (Telstra Purple, ng-sydney, GuruStop.NET)","Managing Consultant at @TelstraPurple (Formerly Readify). I run ng-sydney usergroup, and lead / train / mentor on @angular @reactjs @dotNET @aspnet",Meligy,https://t.co/Rvkcnmfd0X,False,https://pbs.twimg.com/profile_images/378800000081085863/61de04e45a160bab484e97d3d714371c_normal.jpeg,8.129541592551629e+17,"{'followers_count': 4738, 'following_count': 5210, 'tweet_count': 68903, 'listed_count': 334}","Sydney, New South Wales","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Rvkcnmfd0X', 'expanded_url': 'https://www.gurustop.net', 'display_url': 'gurustop.net'}]}, 'description': {'mentions': [{'start': 23, 'end': 37, 'username': 'TelstraPurple'}, {'start': 114, 'end': 122, 'username': 'angular'}, {'start': 123, 'end': 131, 'username': 'reactjs'}, {'start': 132, 'end': 139, 'username': 'dotNET'}, {'start': 140, 'end': 147, 'username': 'aspnet'}]}}"
162983081,False,高柳誠二🌥️競馬予想ＴＶ！,スピード指数とファミリーNoを使いこなす、競馬の予想博士(汗)です。週刊競馬情報、競馬予想ＴＶ！、競馬予想ＧＰをよろしく。横山ルリカ様の他、乃木坂46では筒井あやめさん、櫻坂46では大園玲さん、日向坂46では丹生明里さんを応援しています。SKE48はどうしましょ。他に将棋や相撲に関しても呟きます。,uma_nekoya,https://t.co/XaHyvRjXCg,False,https://pbs.twimg.com/profile_images/1366712610/stormcat_normal.jpg,9.183241264099246e+17,"{'followers_count': 4082, 'following_count': 3480, 'tweet_count': 150280, 'listed_count': 98}",名古屋市北端,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XaHyvRjXCg', 'expanded_url': 'https://www.uma-nekoya.com/', 'display_url': 'uma-nekoya.com'}]}}"
1587481682,False,Stacy,,Stace_C19,,False,https://pbs.twimg.com/profile_images/1310797225384124416/XxteaiSB_normal.jpg,,"{'followers_count': 162, 'following_count': 188, 'tweet_count': 2165, 'listed_count': 1}",,
2926550604,False,GreenB,"ブルアカ / ミリシタ/ AIRSOFT / Talk about gaming, Vtubers and random things",GreenBatteryP,,False,https://pbs.twimg.com/profile_images/1511560922414084097/KPyqhXxz_normal.jpg,1.5217744279478026e+18,"{'followers_count': 264, 'following_count': 607, 'tweet_count': 84773, 'listed_count': 10}",,
423419437,False,bee 💗,#KulayRosasAngBukas,mochidoiecart,https://t.co/LaS0zuaibN,False,https://pbs.twimg.com/profile_images/1521746318674120704/r5RTQnF0_normal.jpg,1.5033510365890191e+18,"{'followers_count': 745, 'following_count': 570, 'tweet_count': 33210, 'listed_count': 14}",‘96 | she/her,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LaS0zuaibN', 'expanded_url': 'http://tiktok.com/@mochidoie', 'display_url': 'tiktok.com/@mochidoie'}]}, 'description': {'hashtags': [{'start': 0, 'end': 19, 'tag': 'KulayRosasAngBukas'}]}}"
58544729,False,Joy Knoll,"God-Chasin', Jesus Lovin', Bible Studier.",jdreitmeier,,False,https://pbs.twimg.com/profile_images/382852011/LCKYDCK_normal.jpg,,"{'followers_count': 6, 'following_count': 22, 'tweet_count': 30, 'listed_count': 0}",Minnesota,
3392828248,False,Blue Moon Knight,💙🤍,MoonKnight_22,,False,https://pbs.twimg.com/profile_images/1517935036070305792/QGKzPV3Q_normal.jpg,,"{'followers_count': 360, 'following_count': 507, 'tweet_count': 8187, 'listed_count': 5}","Manchester, England",
1356979113848938496,False,Ezee,🍄🍄🍄,DkEzequiel,,False,https://pbs.twimg.com/profile_images/1365184034654027779/_z4Raera_normal.jpg,,"{'followers_count': 1, 'following_count': 38, 'tweet_count': 90, 'listed_count': 0}",,
86747177,False,Justin Henry,"Public Servant, Parent, Saskatchewan Roughrider and CFL Fan. All tweets are my own.",halfkiwi,,False,https://pbs.twimg.com/profile_images/980142761256112128/guKVmsdv_normal.jpg,,"{'followers_count': 198, 'following_count': 624, 'tweet_count': 2860, 'listed_count': 8}","Ottawa, ON",
3259757528,False,さとう,🖖 🍝 ☂️,31dqp,,False,https://pbs.twimg.com/profile_images/1494131739559882752/NuL8ybqp_normal.jpg,1.518921833428693e+18,"{'followers_count': 183, 'following_count': 161, 'tweet_count': 17373, 'listed_count': 1}",,
155416436,False,ねば@現地未定,西武ライオンズとか美味しいお酒とかメシとかバズネタとかについて話したり。実況邪魔ならミュート推奨。十亀世代。2022観戦成績 2勝2敗,NEVACCi,https://t.co/aNPjf4R29U,False,https://pbs.twimg.com/profile_images/1434769235717156864/R__S5zhK_normal.jpg,,"{'followers_count': 234, 'following_count': 1004, 'tweet_count': 85651, 'listed_count': 10}",埼玉県所沢市上山口2135,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aNPjf4R29U', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/2CM25Y0YY0XM8?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}}"
437118030,False,Claire j 🇨🇦,"Neither left nor right and sometimes wrong. Fairness, an open mind and humour light my way through this Twitterverse. Enjoying my freedom while wearing a 😷",CJartisan,,False,https://pbs.twimg.com/profile_images/1519062159019454468/1LvFhqdf_normal.jpg,,"{'followers_count': 613, 'following_count': 1508, 'tweet_count': 17535, 'listed_count': 5}","Canada, Ottawa",
