id,username,url,profile_image_url,verified,description,name,protected,public_metrics,location,entities,pinned_tweet_id
1.267463692301398e+18,HiODL2J4ZeJO0wj,,https://pbs.twimg.com/profile_images/1267464148444569600/BM_y6NgH_normal.jpg,False,,しおり,False,"{'followers_count': 25, 'following_count': 90, 'tweet_count': 630, 'listed_count': 0}",,,
1.3683317479481672e+18,CrossingJen,https://t.co/F2FTs9gI9a,https://pbs.twimg.com/profile_images/1449019792988545027/QgTEvw53_normal.jpg,False,ACNH (and more) | Rep of Evenfall & Daybreak | she/her | married w/kids | disabled | content creator | finds herself hilarious,Jennooki Plays on Twitch & YouTube,False,"{'followers_count': 224, 'following_count': 309, 'tweet_count': 1589, 'listed_count': 0}",the cloud,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/F2FTs9gI9a', 'expanded_url': 'https://linktr.ee/jennooki', 'display_url': 'linktr.ee/jennooki'}]}}",
103539781.0,materialvenus,https://t.co/GRoS33sO8G,https://pbs.twimg.com/profile_images/1356211999974146052/DvrscQhL_normal.png,False,📿中心758箱推し痛車乗り。娘ちゃん1歳育児中/コミカライズは現状マガポケだけ /WJ電子版購読勢/艦これ垢→@1720nanodesu グッズ取引垢→@ayase_rabi758,絢瀬swi📿🌔⚖,False,"{'followers_count': 112, 'following_count': 152, 'tweet_count': 39951, 'listed_count': 11}",ウサミン星,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GRoS33sO8G', 'expanded_url': 'http://pixiv.me/materialvenus', 'display_url': 'pixiv.me/materialvenus'}]}, 'description': {'mentions': [{'start': 55, 'end': 68, 'username': '1720nanodesu'}, {'start': 76, 'end': 90, 'username': 'ayase_rabi758'}]}}",1.386873192686375e+18
14028662.0,FlynnMcLean,,https://pbs.twimg.com/profile_images/1520855320456843264/835eQ9dN_normal.jpg,False,"#Springsteen fan(atic). Co-host of new Springsteen podcast @nbtbpodcast. I'd rather be bored than boring. If it makes me laugh, I will re-tweet it. #BidenHarris",Flynn McLean,False,"{'followers_count': 2873, 'following_count': 4999, 'tweet_count': 18565, 'listed_count': 30}","Queens, NY","{'description': {'hashtags': [{'start': 0, 'end': 12, 'tag': 'Springsteen'}, {'start': 148, 'end': 160, 'tag': 'BidenHarris'}], 'mentions': [{'start': 59, 'end': 71, 'username': 'nbtbpodcast'}]}}",1.1741499693784556e+18
240299465.0,jnuez92,,https://pbs.twimg.com/profile_images/1674258218/184283_10150094800047266_564177265_6469445_1117051_n_normal.jpg,False,"Hipocresías, las justas.
poттerнead  ⏃ ⚯͛",ᒍσαииα ϟ,False,"{'followers_count': 64, 'following_count': 267, 'tweet_count': 1399, 'listed_count': 2}","Gran Canaria, España",,
34908295.0,joycezc,,https://pbs.twimg.com/profile_images/181983684/09182008085_normal.jpg,False,"To understand that you're happy and to know why and how and still be happy, be happy in the being and knowing, well that is beyond happiness, that is bliss.",don't worry be happy,False,"{'followers_count': 131, 'following_count': 94, 'tweet_count': 14439, 'listed_count': 0}",,,9.647329907638395e+17
581599560.0,am0125ss,,https://pbs.twimg.com/profile_images/1448048605646913537/CT-wJ2u-_normal.jpg,False,お茶の間にもなれませんでした もう三次元はまっぴら、二次元だけで結構です,は？,False,"{'followers_count': 5, 'following_count': 401, 'tweet_count': 10847, 'listed_count': 0}",神奈川,,
1.184974409397887e+18,Potarian_,https://t.co/grKrAn0J9x,https://pbs.twimg.com/profile_images/1521571067424391169/-s6nLRmW_normal.jpg,False,19 | He/Him | The Keyboard FG Player | #DBFZ_VTO | The Twins are Ws | Priv: @PotarianMoments,Potarian,False,"{'followers_count': 932, 'following_count': 699, 'tweet_count': 27456, 'listed_count': 12}","Manassas, VA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/grKrAn0J9x', 'expanded_url': 'http://twitch.tv/Potarian_', 'display_url': 'twitch.tv/Potarian_'}]}, 'description': {'hashtags': [{'start': 39, 'end': 48, 'tag': 'DBFZ_VTO'}], 'mentions': [{'start': 76, 'end': 92, 'username': 'PotarianMoments'}]}}",1.425617990985339e+18
296583715.0,NealChambliss,,https://pbs.twimg.com/profile_images/1505744152809586688/IbaFfS4w_normal.jpg,False,"Dad, husband, NISE Certified Math Teacher. I like cereal, tacos.",Neal Chambliss,False,"{'followers_count': 79, 'following_count': 356, 'tweet_count': 673, 'listed_count': 0}","Decatur, AL",,
8.121191391249981e+17,DanicaRosalee,https://t.co/dsvskxM6fT,https://pbs.twimg.com/profile_images/1506127993906900994/XP3CTBMx_normal.jpg,False,"Paranormal romance author. Nerdy geek.
🇮🇹🇩🇪🇮🇪
#Pansexual #LGBT
#Lupus #Disabled
#ChopOn #ForTheA 
#RiseUp #DirtyBirds
Cash App & Venmo: BloodFaerie",Danica Rosalee💗✏️♏️️‍🦦🏳️‍🌈,False,"{'followers_count': 678, 'following_count': 2611, 'tweet_count': 6458, 'listed_count': 6}","Atlanta, GA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dsvskxM6fT', 'expanded_url': 'https://linktr.ee/Bloodfaerie', 'display_url': 'linktr.ee/Bloodfaerie'}]}, 'description': {'hashtags': [{'start': 46, 'end': 56, 'tag': 'Pansexual'}, {'start': 57, 'end': 62, 'tag': 'LGBT'}, {'start': 63, 'end': 69, 'tag': 'Lupus'}, {'start': 70, 'end': 79, 'tag': 'Disabled'}, {'start': 80, 'end': 87, 'tag': 'ChopOn'}, {'start': 88, 'end': 96, 'tag': 'ForTheA'}, {'start': 98, 'end': 105, 'tag': 'RiseUp'}, {'start': 106, 'end': 117, 'tag': 'DirtyBirds'}]}}",1.5090354467682263e+18
4088753833.0,sanjayavocat,,https://pbs.twimg.com/profile_images/1217648239479947265/-_YIkOPS_normal.jpg,False,,Sanjay Kumar,False,"{'followers_count': 16, 'following_count': 104, 'tweet_count': 122, 'listed_count': 0}",,,
1.1572039538738504e+18,MShowtimer,,https://pbs.twimg.com/profile_images/1414104588844552194/atDGzMo4_normal.jpg,False,This is my bio I was born then lived a while then I joined Twitter,MrShowtimer,False,"{'followers_count': 1, 'following_count': 156, 'tweet_count': 546, 'listed_count': 0}",Edmonton,,
86764522.0,jagan999,,https://pbs.twimg.com/profile_images/1426215804010262528/CXofPpvS_normal.jpg,False,,Jagannathan S,False,"{'followers_count': 17, 'following_count': 43, 'tweet_count': 238, 'listed_count': 1}",,,
7.381006498633073e+17,YahDag,,https://pbs.twimg.com/profile_images/1457325377211281415/wejb180K_normal.jpg,False,What happens if I can't check my Myspace when we get there?,MilkLizard,False,"{'followers_count': 43, 'following_count': 320, 'tweet_count': 1783, 'listed_count': 0}","Etobicoke, Ontario",,
2822148081.0,estefssbm,,https://pbs.twimg.com/profile_images/1440334827681554448/-PmINwfr_normal.jpg,False,I like the Oxford Comma,-E,False,"{'followers_count': 12, 'following_count': 203, 'tweet_count': 1669, 'listed_count': 0}",Macondo,,1.248040013952168e+18
40651287.0,jshirish68,,https://pbs.twimg.com/profile_images/539052107282673664/jkhpQm7a_normal.jpeg,False,"automotive and purchasing professional, interested in philanthropy, positive thoughts",Shirish D Joshi,False,"{'followers_count': 225, 'following_count': 192, 'tweet_count': 293, 'listed_count': 5}",Pune,,
92797161.0,libersperanza,,https://pbs.twimg.com/profile_images/939637564608270336/vgvjIqug_normal.jpg,False,"Feminista, developer, bellydancer. Aguante la ciencia y Led Zeppelin.",Libertad Speranza,False,"{'followers_count': 67, 'following_count': 93, 'tweet_count': 1986, 'listed_count': 3}",San Luis,,
249016451.0,movingforward14,,https://pbs.twimg.com/profile_images/1478142742/image_normal.jpg,False,One day at a time. Keep fighting..... Keep believing..... Keep moving forward,Jason Ocepek,False,"{'followers_count': 49, 'following_count': 397, 'tweet_count': 2123, 'listed_count': 1}",,,
56407439.0,dfsaril,,https://pbs.twimg.com/profile_images/1095797088254865408/u2Sny98K_normal.jpg,False,Lojano de nacimiento y cristiano por decisión. Enamorado de mi esposa @pattyloy y papá de Sofía y Dieguito José...,Diego Saritama Luzuriaga,False,"{'followers_count': 1782, 'following_count': 3101, 'tweet_count': 154579, 'listed_count': 32}","Kearny, NJ","{'description': {'mentions': [{'start': 70, 'end': 79, 'username': 'pattyloy'}]}}",1.0750190150331146e+18
30238400.0,savantster,https://t.co/rjryiUb2vX,https://pbs.twimg.com/profile_images/184737771/chimp_normal.jpg,False,I am a future time traveler.,Affable Primate,False,"{'followers_count': 75, 'following_count': 2859, 'tweet_count': 331, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rjryiUb2vX', 'expanded_url': 'https://www.electricmints.com', 'display_url': 'electricmints.com'}]}}",
3508556958.0,bumblegirl55,,https://pbs.twimg.com/profile_images/763110230959927297/DNspwPX4_normal.jpg,False,,Hibiscus,False,"{'followers_count': 1, 'following_count': 34, 'tweet_count': 75, 'listed_count': 0}",,,
1.248855799734186e+18,macabrebard,,https://pbs.twimg.com/profile_images/1516568365590093827/7hvF6_Ei_normal.jpg,False,"Yes, pcspecs is my minecraft username
https://t.co/RwA9J3BWP8
https://t.co/zDpWv6gEOb…
(:",pcspecs/Macabrebard,False,"{'followers_count': 47, 'following_count': 91, 'tweet_count': 174, 'listed_count': 0}",I don't know where I am,"{'description': {'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/RwA9J3BWP8', 'expanded_url': 'http://twitch.tv/macabrebard', 'display_url': 'twitch.tv/macabrebard'}, {'start': 62, 'end': 85, 'url': 'https://t.co/zDpWv6gEOb', 'expanded_url': 'http://youtube.com/channel/UCI1HD', 'display_url': 'youtube.com/channel/UCI1HD'}]}}",
