id,referenced_tweets,entities,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,in_reply_to_user_id,geo,attachments
1522154055015059458,,"{'hashtags': [{'start': 91, 'end': 101, 'tag': 'wordle320'}]}",1522154055015059458,en,False,everyone,"Wordle 320 6/6

🟨⬜🟨⬜⬜
⬜⬜🟨🟨🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
Tough one today, almost blew my streak #wordle320","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1514919178016284674,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:41.000Z,Twitter for iPhone,,,
1522154051424636928,,,1522154051424636928,en,False,everyone,"Wordle 320 3/6

⬛🟩⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",48180338,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:40.000Z,Twitter for iPhone,,,
1522154050292170753,,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",1522154050292170753,en,False,everyone,"#Wordle 320 5/6

🟨⬛⬛⬛🟨
⬛🟨⬛⬛🟨
🟨⬛🟨🟨⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩 50 in a row","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",228488849,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:40.000Z,Twitter for iPhone,,,
1522154048484478978,,,1522154048484478978,en,False,everyone,"Wordle 320 X/6

⬛⬛⬛🟩⬛
⬛🟩🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩

I hate everyone.","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",622713135,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:40.000Z,Twitter for iPhone,,,
1522154045234098177,,,1522154045234098177,en,False,everyone,"Wordle 320 4/6

⬜🟩🟨⬜⬜
🟨🟩⬜⬜🟨
🟨🟩🟨⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",391183637,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:39.000Z,Twitter Web App,,,
1522154040045584384,,,1522154040045584384,en,False,everyone,"Wordle 320 5/6

⬛⬛⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩

Enough with these Americanisms!!","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",22349037,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:38.000Z,Twitter for iPhone,,,
1522154034332807168,"[{'type': 'replied_to', 'id': '1522039747446771715'}]",,1479735954546081792,en,False,everyone,"Wordle 320 X/6

⬜⬜⬜⬜🟨
⬜🟨🟨⬜🟨
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩

why","{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",14084639,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:36.000Z,Twitter for iPhone,14084639,,
1522154033863086081,,"{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/bSOR7A7G0V', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522154033863086081,en,False,everyone,"Wordle (ES)  #119 5/6
😁😁😁

⬜⬜🟩⬜🟨
🟩🟨⬜⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/bSOR7A7G0V","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1257897362,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:36.000Z,Twitter for Android,,,
1522154021745741824,,,1522154021745741824,en,False,everyone,"Wordle 320 X/6

⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",42892455,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:33.000Z,Twitter Web App,,,
1522154018587701250,,,1522154018587701250,ja,False,everyone,"Wordle 320 3/6

⬛🟨⬛🟨🟨
🟨⬛⬛🟨⬛
🟩🟩🟩🟩🟩
ひきつよ！","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",122966085,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:32.000Z,Twitter for iPhone,,,
1522154007740956676,,,1522154007740956676,en,False,everyone,"In my defence, the reason I didn't get it is because I was sure the actual answer was the answer a few weeks ago. Was it not a repeat?

Wordle 320 X/6

⬜⬜⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩","{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",29089735,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:30.000Z,Twitter for Android,,,
1522153994826797061,,,1522153994826797061,en,False,everyone,"Wordle 320 5/6

⬛⬛⬛🟨⬛
⬛🟩🟨⬛⬛
🟨🟩⬛🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",363810566,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:27.000Z,Twitter for iPhone,,,
1522153994428112896,,,1522153994428112896,en,False,everyone,"Wordle 320 5/6*

🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩 

One of those days I guess","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",839197056635965441,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:27.000Z,Twitter for iPhone,,,
1522153989625630721,"[{'type': 'retweeted', 'id': '1522153772809691136'}]","{'mentions': [{'start': 3, 'end': 19, 'username': 'SamanthaHarrie3', 'id': '3833633951'}, {'start': 75, 'end': 86, 'username': 'MillieMall', 'id': '749651826258108416'}, {'start': 87, 'end': 103, 'username': 'Valerie79130367', 'id': '1199990742791413760'}, {'start': 104, 'end': 118, 'username': 'RosieandRollo', 'id': '2163128190'}]}",1522153989625630721,en,False,everyone,"RT @SamanthaHarrie3: Oh dear!! I don’t think l would have got it anyway 😬🙄 @MillieMall @Valerie79130367 @RosieandRollo another new word

Wo…","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1151666277036859392,,2022-05-05T09:59:26.000Z,SilTw,,,
1522153987159379968,,,1522153987159379968,en,False,everyone,"Wordle 320 5/6

⬜⬜🟨🟩⬜
🟨🟩⬜🟩⬜
🟩🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1683811268,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:25.000Z,Twitter for iPhone,,,
1522153984902848513,,,1522153984902848513,en,False,everyone,"Wordle 320 5/6

⬛🟩🟨⬛🟨
⬛⬛🟨⬛🟨
🟩🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",143374158,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:24.000Z,Twitter for iPhone,,,
1522153979219697665,,,1522153979219697665,en,False,everyone,"Wordle 320 3/6

🟨🟩⬛⬛🟨
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",58968555,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:23.000Z,Twitter for iPhone,,,
1522153973943263234,,,1522153973943263234,en,False,everyone,"Hmm...
Wordle 320 5/6

⬛🟨🟨⬛⬛
🟨🟨⬛⬛⬛
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",23083749,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:22.000Z,Twitter for Android,,,
1522153969606402048,"[{'type': 'replied_to', 'id': '1522152269554372608'}]","{'mentions': [{'start': 0, 'end': 14, 'username': 'mondaymissile', 'id': '211782561'}]}",1522152269554372608,en,False,everyone,"@mondaymissile meh. easy one! Wordle 320 3/6

⬜⬜🟨🟨⬜
⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",243165836,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:21.000Z,Twitter Web App,211782561,,
1522153964195745792,"[{'type': 'replied_to', 'id': '1522109477478150145'}]","{'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/yJfwvtWlcs', 'expanded_url': 'https://wordle.danielfrg.com/personalizada/?p=U2FsdGVkX18zhEwSgO8MtohZVWZBQxY6Q7bUqZS%2FatI%3D&t=false', 'display_url': 'wordle.danielfrg.com/personalizada/…'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'raquel_villacam', 'id': '449876148'}]}",1522109477478150145,es,False,everyone,"@raquel_villacam Buen día!!
Wordle personalizado 4/6

🟨🟨🟨🟨⬜⬜⬜
⬜🟩⬜🟨⬜🟨⬜
🟩🟩🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩🟩🟩

https://t.co/yJfwvtWlcs","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",884549494246969344,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:19.000Z,Twitter Web App,449876148,,
1522153954825625600,,,1522153954825625600,en,False,everyone,"Wordle 320 6/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛🟨
🟨⬛🟨⬛⬛
🟨🟩⬛🟨⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",303275726,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:17.000Z,Twitter for iPhone,,,
1522153950417465344,,,1522153950417465344,en,False,everyone,"Wordle 320 5/6

⬜⬜🟨⬜🟨
⬜🟩🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",146074617,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:16.000Z,Twitter for iPhone,,,
1522153945170386945,,,1522153945170386945,en,False,everyone,"Wordle 320 5/6

⬜⬜⬜⬜🟨
⬜⬜🟨⬜🟨
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",277227881,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:15.000Z,Twitter for iPhone,,,
1522153940464271360,,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/fO7hp1Iuxd', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",1522153940464271360,en,False,everyone,"Wordle (ES)  #119 6/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
🟩🟩⬜⬜🟩
🟩🟩⬜🟨🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/fO7hp1Iuxd","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4857140463,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:14.000Z,Twitter for Android,,,
1522153939826741248,,,1522153939826741248,en,False,everyone,"Wordle 320 5/6

🟩🟩⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",101210119,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:14.000Z,Twitter for iPhone,,,
1522153939449397253,,,1522153939449397253,en,False,everyone,"Wordle 320 5/6

⬜🟨🟨⬜🟨
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩

Well I got it 😂","{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",350159081,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:14.000Z,Twitter for Android,,,
1522153936576294913,,,1522153936576294913,en,False,everyone,"Wordle 320 6/6

⬜🟨⬜⬜⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",191972011,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:13.000Z,Twitter for iPhone,,,
1522153925079621632,,,1522153925079621632,en,False,everyone,"Well that's annoying, didn't think that word was allowed 
Wordle 320 X/6

🟨⬜⬜🟩⬜
⬜⬜🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",174731982,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:10.000Z,Twitter Web App,,,
1522153914681860098,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/29tCn2XXcZ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522153914681860098,en,False,everyone,"Wordle (ES)  #119 3/6

🟩⬜⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/29tCn2XXcZ","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4198059886,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T09:59:08.000Z,Twitter for Android,,,
