,id,name,public_metrics,url,description,profile_image_url,protected,username,verified,entities,location,pinned_tweet_id
0,1020797563,Áine Ní Breathnach,"{'followers_count': 34, 'following_count': 136, 'tweet_count': 161, 'listed_count': 0}",,sort of a big deal.,https://pbs.twimg.com/profile_images/1513290597800583172/RYRmTrUh_normal.jpg,False,anniekitten95,False,,,
1,1446917063658938370,European Bob,"{'followers_count': 804, 'following_count': 588, 'tweet_count': 9848, 'listed_count': 2}",,Boozer. Loser. Jacuzzi User. Bastard.,https://pbs.twimg.com/profile_images/1446917631638917124/5Y3LpK2x_normal.jpg,False,EuropeanBob6,False,,,
2,607456445,💫Criss Heathers💫 ✪,"{'followers_count': 2611, 'following_count': 398, 'tweet_count': 88009, 'listed_count': 26}",https://t.co/8Uvs5agWcm,"❤Otaku de corazon❤ Mis anime favoritos: One Piece, Fairy Tail, Boku No Hero Academia y Shingeki No Kyojin.
|~Lvl:22~ INFJ ~Piscis 🇮🇨~|
Husbando: Roronoa Zoro",https://pbs.twimg.com/profile_images/1518005230935416833/uc1lQA-v_normal.jpg,False,Crisaba16,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8Uvs5agWcm', 'expanded_url': 'https://verse.me/$cristinaa901', 'display_url': 'verse.me/$cristinaa901'}]}}",Spain ,1490803222260371461
3,64656130,Aan Priyatna ,"{'followers_count': 915, 'following_count': 1985, 'tweet_count': 37909, 'listed_count': 6}",https://t.co/JIzEIxRcDm,Akun resmi seorang Loyalis Kebenaran | Bobotoh Oposisi | Founder @BSL_Forum | CEO Pastrek | #KepemimpinanSunda,https://pbs.twimg.com/profile_images/1177562541548957699/aHo-QRhu_normal.jpg,False,kakarindingan,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JIzEIxRcDm', 'expanded_url': 'http://kakarindingan.wordpress.com', 'display_url': 'kakarindingan.wordpress.com'}]}, 'description': {'hashtags': [{'start': 92, 'end': 110, 'tag': 'KepemimpinanSunda'}], 'mentions': [{'start': 65, 'end': 75, 'username': 'BSL_Forum'}]}}",Batcave.,1516285326662135815
4,823154413888012289,Antony Owen,"{'followers_count': 107, 'following_count': 130, 'tweet_count': 369, 'listed_count': 0}",,"- Let's see what this purple passage has to offer -
The Sixth Doctor, Vengeance on Varos",https://pbs.twimg.com/profile_images/1506294589396824083/CzffBLFN_normal.jpg,False,AntonyOwen5,False,,"Wales, United Kingdom",
5,300645437,Professor Carol Campbell,"{'followers_count': 19310, 'following_count': 3586, 'tweet_count': 52892, 'listed_count': 328}",https://t.co/n9oAa8MnRy,"Prof, Leadership & Ed Change @OISEUofT | Visiting Prof @UofGEducation | International Council of Education Advisers @ScotGov | @CTFFCE Public Ed Advocacy Award",https://pbs.twimg.com/profile_images/1412254517291360256/NZn-8f2Q_normal.jpg,False,CarolCampbell4,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/n9oAa8MnRy', 'expanded_url': 'https://www.oise.utoronto.ca/lhae/Faculty/254515/Carol_Campbell.html', 'display_url': 'oise.utoronto.ca/lhae/Faculty/2…'}]}, 'description': {'mentions': [{'start': 29, 'end': 38, 'username': 'OISEUofT'}, {'start': 55, 'end': 69, 'username': 'UofGEducation'}, {'start': 116, 'end': 124, 'username': 'ScotGov'}, {'start': 127, 'end': 134, 'username': 'CTFFCE'}]}}",Canada & Scotland ,
6,20107213,GettingWorse,"{'followers_count': 134, 'following_count': 86, 'tweet_count': 12822, 'listed_count': 4}",https://t.co/59fg7Bv8AC,People demand freedom of speech as a compensation for the freedom of thought which they seldom use.,https://pbs.twimg.com/profile_images/1496693287880695809/0x_dOcEt_normal.jpg,False,GettingWorse,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/59fg7Bv8AC', 'expanded_url': 'http://youtube.com/user/gettingworse1', 'display_url': 'youtube.com/user/gettingwo…'}]}}",Nirvana,
7,103685894,陸(りく)⛳️次はホーム,"{'followers_count': 1133, 'following_count': 1017, 'tweet_count': 89310, 'listed_count': 28}",,ゴルフ⛳️と旅✈️とハイボール👍をこよなく愛する旅ゴルファー♪今年も日本各地の⛳️をさすらいます。都心ゴルファーの悲哀を呟き、シャンクの研究もしてます。,https://pbs.twimg.com/profile_images/1454387832613912576/UfLhEm6__normal.jpg,False,riku1973,False,,東京都品川,1320727019093544963
8,1325745434388811778,DrRabbitfunk,"{'followers_count': 124, 'following_count': 234, 'tweet_count': 2730, 'listed_count': 1}",https://t.co/HOXBary3mN,"Music, books, science (bias towards chemistry), art, DJing. Instagram: @drrabbitfunk",https://pbs.twimg.com/profile_images/1504247985533853699/RxSEcOPf_normal.jpg,False,DrRabbitfunk,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HOXBary3mN', 'expanded_url': 'http://www.soundcloud.com/dr-rabbitfunk', 'display_url': 'soundcloud.com/dr-rabbitfunk'}]}, 'description': {'mentions': [{'start': 71, 'end': 84, 'username': 'drrabbitfunk'}]}}",Geordielandia,1503063617826082821
9,1465432541406576654,No0ne9,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 52, 'listed_count': 0}",,Only have account to use on phone,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,non0ne9,False,,,
