id,description,url,verified,profile_image_url,pinned_tweet_id,username,name,protected,public_metrics,entities,location
88662926.0,自由Loverな私、つぶやくもつぶやかざるも自由気ままに。,,False,https://pbs.twimg.com/profile_images/715418161160409088/P4Ewi85q_normal.jpg,,ETinvestor,koh,False,"{'followers_count': 81, 'following_count': 309, 'tweet_count': 126, 'listed_count': 1}",,神奈川県横浜市
126683887.0,난 꺄륵이,,False,https://pbs.twimg.com/profile_images/1360975470104244227/RD4DZFj3_normal.jpg,1.4769024760709284e+18,kkyaruek,꺄륵,False,"{'followers_count': 52, 'following_count': 102, 'tweet_count': 2315, 'listed_count': 2}",,
205245826.0,"描いた絵まとめ（渋）
https://t.co/TJt4tqFweX

現在、フォロー・フォロバしてません。ご理解ください。
アイコンとヘッダーは（@Adexthunder1110）さまから頂きました。",https://t.co/NFqVYmnhSH,False,https://pbs.twimg.com/profile_images/1520525386547085314/yRJS6st0_normal.jpg,1.5205250755101e+18,Adexthunder1110,アデクサンダー,False,"{'followers_count': 7108, 'following_count': 60, 'tweet_count': 137598, 'listed_count': 35}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NFqVYmnhSH', 'expanded_url': 'https://pawoo.net/@ardest', 'display_url': 'pawoo.net/@ardest'}]}, 'description': {'urls': [{'start': 11, 'end': 34, 'url': 'https://t.co/TJt4tqFweX', 'expanded_url': 'http://pixiv.net/member.php?id=14488', 'display_url': 'pixiv.net/member.php?id=…'}], 'mentions': [{'start': 74, 'end': 90, 'username': 'Adexthunder1110'}]}}",R-18/NSFW物 はPawooへ
423689291.0,生放送と実況見る専。艦これ（大湊）とその他いろいろ。,,False,https://pbs.twimg.com/profile_images/1663013428/IMG_2939-2_normal.JPG,7.938693795280364e+17,sota_25,そーた,False,"{'followers_count': 77, 'following_count': 147, 'tweet_count': 23251, 'listed_count': 2}",,
1.168567418559484e+18,緑 青 黒　カラーパイ,,False,https://pbs.twimg.com/profile_images/1445738579154505732/n4fq2IIh_normal.png,1.5220796895520072e+18,i_purazuma34777,purazuma,False,"{'followers_count': 636, 'following_count': 815, 'tweet_count': 25643, 'listed_count': 16}",,
3128538452.0,,,False,https://pbs.twimg.com/profile_images/1282108726128734208/qLhQdI74_normal.jpg,,sheatahgirl1,Sarah Greenfield,False,"{'followers_count': 17, 'following_count': 167, 'tweet_count': 493, 'listed_count': 0}",,
289478546.0,"Maquinista, Scout y ...",,False,https://pbs.twimg.com/profile_images/1505301757248905221/fP7vV1s4_normal.jpg,,Demostrater,Rafa Rico,False,"{'followers_count': 345, 'following_count': 206, 'tweet_count': 5360, 'listed_count': 4}",,Valencia
1.2339565315335619e+18,けんがくとわーどるめも,,False,https://pbs.twimg.com/profile_images/1454257934251458561/C375Ayam_normal.jpg,,1na9man7k,1na9man,False,"{'followers_count': 1, 'following_count': 22, 'tweet_count': 69, 'listed_count': 0}",,
261560739.0,Ruki n Eco & Bom. Book. Plants. Cook. :o + handcrafts,https://t.co/WLiMwMTgF5,False,https://pbs.twimg.com/profile_images/806225929059975169/LPEhMWig_normal.jpg,,cravecat2345,Hell,False,"{'followers_count': 924, 'following_count': 558, 'tweet_count': 86311, 'listed_count': 10}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WLiMwMTgF5', 'expanded_url': 'http://m.blog.naver.com/antireli', 'display_url': 'm.blog.naver.com/antireli'}]}}",with my cats
364493198.0,"in between the bright lights and the far unlit unknown 
#LetsPlayTwo #FlyTheW
he/him",,False,https://pbs.twimg.com/profile_images/1093008225555894272/mDomZJM__normal.jpg,1.2081709330531983e+18,JonathanCMull,Jonathan Mull,False,"{'followers_count': 125, 'following_count': 1346, 'tweet_count': 8467, 'listed_count': 0}","{'description': {'hashtags': [{'start': 56, 'end': 68, 'tag': 'LetsPlayTwo'}, {'start': 69, 'end': 77, 'tag': 'FlyTheW'}]}}",
621897768.0,"趣味人を自称する自衛業（非誤字）の倉庫番？ 正式名称『(前略)メイルさん』。艦これ、東方、ポップン、pixiv関連が主なはず。SDガンダムとMS少女も大好き。  フォロバ率極稀につき、ご了承ください。 
どるちぇ　ふぁーる　にえんて",https://t.co/WYyCaWKUTP,False,https://pbs.twimg.com/profile_images/1478547521601687558/Hfu-rp9T_normal.jpg,1.4929827218908938e+18,mail_gell,◆前略◆メイルさん,False,"{'followers_count': 577, 'following_count': 331, 'tweet_count': 288695, 'listed_count': 18}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WYyCaWKUTP', 'expanded_url': 'https://www.pixiv.net/member.php?id=498381', 'display_url': 'pixiv.net/member.php?id=…'}]}}",心は宇部市  体は下総の国 
7.146422072700027e+17,"Hooked on Genshin until Splatoon 3 finally comes out.

✝️",,False,https://pbs.twimg.com/profile_images/1118158690346000384/OP33kLsu_normal.jpg,,Inkthan_,Inkthan T. Squidkid,False,"{'followers_count': 168, 'following_count': 135, 'tweet_count': 1113, 'listed_count': 1}",,Inkopolis
283498289.0,"28, Boro Fan #UTB",,False,https://pbs.twimg.com/profile_images/1317802169542860800/wK5xjR16_normal.jpg,,jeccles94,Joel,False,"{'followers_count': 400, 'following_count': 1132, 'tweet_count': 1323, 'listed_count': 6}","{'description': {'hashtags': [{'start': 13, 'end': 17, 'tag': 'UTB'}]}}","Thornaby on Tees, England"
169984333.0,"Ingeniero en Electrónica y Telecomunicaciones. Consultor de IT, Diseño e instalación de Sistemas de Seguridad. Pienso, luego existo!!! Carpe Diem",https://t.co/WG7IVgmb9c,False,https://pbs.twimg.com/profile_images/904887921085435909/Uugm-o33_normal.jpg,,pjose07,José A. Pérez G.,False,"{'followers_count': 162, 'following_count': 342, 'tweet_count': 7365, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WG7IVgmb9c', 'expanded_url': 'http://jptechnologies.blogspot.com/', 'display_url': 'jptechnologies.blogspot.com'}]}}",Panama
270910502.0,"だいたいテキトー、時々は真面目に。
特異性信者
長寿と繁栄を🖖",,False,https://pbs.twimg.com/profile_images/465024357132017664/j93OsIIl_normal.jpeg,,akinasakihito,咲人🖖,False,"{'followers_count': 127, 'following_count': 728, 'tweet_count': 10841, 'listed_count': 1}",,四日市
3036935138.0,Hockey is Life,,False,https://pbs.twimg.com/profile_images/1384364591627468803/P7YGA0rI_normal.jpg,,Miss_KittyCat80,Catherine Belliveau,False,"{'followers_count': 135, 'following_count': 197, 'tweet_count': 4640, 'listed_count': 0}",,"Merritt, British Columbia"
190083187.0,zonayoga,https://t.co/lq4m4PBAgm,False,https://pbs.twimg.com/profile_images/1420206788151025665/NTnSS0HL_normal.jpg,,mvickygomez,vicky@,False,"{'followers_count': 36, 'following_count': 301, 'tweet_count': 2435, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lq4m4PBAgm', 'expanded_url': 'http://zonayoga.blogspot.com/', 'display_url': 'zonayoga.blogspot.com'}]}}",Buenos Aires
1.2673200678400205e+18,音楽、RTA、ゲーム実況 etc.,,False,https://pbs.twimg.com/profile_images/1466444370408710147/Deox4tnQ_normal.jpg,1.4728858692796047e+18,lot_erdrick,ロト/Arus,False,"{'followers_count': 54, 'following_count': 203, 'tweet_count': 2827, 'listed_count': 0}",,試される大地
1.467925790096388e+18,"democrat•block locked, sensitive content, cypro NFT•100% DAV•interplanetary dance♊️♒️♋️so Capt of Twitter•CounterSocial @Vixey•earth momma•at times i’m nice",,False,https://pbs.twimg.com/profile_images/1520169454218272768/zrqjyPKf_normal.jpg,1.4751799559274783e+18,vixey_voter,Vixey 🔮 ♊️♒️♋️,False,"{'followers_count': 5867, 'following_count': 5161, 'tweet_count': 29641, 'listed_count': 3}","{'description': {'mentions': [{'start': 120, 'end': 126, 'username': 'Vixey'}]}}",
3322706911.0,犬派 たぶんうちの子が世界一可愛い 完全なる百合豚      フィッシングウェイ,,False,https://pbs.twimg.com/profile_images/1410676777874194436/qdJSyqFP_normal.jpg,,spica922FF14,白バク,False,"{'followers_count': 28, 'following_count': 190, 'tweet_count': 9924, 'listed_count': 0}",,
7.093878828430787e+17,1、1、2、3、4、4、4/巣鴨→北大4年/北大合唱団OBで6年目Sec./いいねは脊髄反射、無差別爆撃/将棋とラジオと声優オタメインで後は麻雀とカラオケとボウリングとか色々/質問箱↓,https://t.co/TBbwU0lacz,False,https://pbs.twimg.com/profile_images/1274713240996417537/sEixzTEc_normal.jpg,1.4165239641348137e+18,hajime_kassi,蒼い月,False,"{'followers_count': 939, 'following_count': 1555, 'tweet_count': 45105, 'listed_count': 17}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TBbwU0lacz', 'expanded_url': 'https://peing.net/ja/hajime_kassi', 'display_url': 'peing.net/ja/hajime_kassi'}]}}",記憶と想像を撹拌した夏の青空と雲
210721737.0,しがない文字書き。普段はだいたいゲームか将棋か競馬の話ばかりでお仕事関係の話はほぼしません。アイコンとヘッダーはたまさん(@pekotv)作。マギアブレイク/千年戦争アイギス/🐺🌵🥦/ねりね組,,False,https://pbs.twimg.com/profile_images/1476498494215303176/MSuRUvKZ_normal.png,1.517780826695811e+18,vivivich,🥦不法所持『ビビ』,False,"{'followers_count': 599, 'following_count': 237, 'tweet_count': 168756, 'listed_count': 51}","{'description': {'mentions': [{'start': 61, 'end': 68, 'username': 'pekotv'}]}}",
14511188.0,"リアル嫁と脳内嫁とリアル子どもがいる超次元陰キャリア充。

主な話題 : 子育て(1y1m)/うさぎ(モコ♀10歳→🌙)/フィギュアスケート/ゲーム/ネット記事",,False,https://pbs.twimg.com/profile_images/378800000057643167/2c578b69fcf00e181696aa449455dc08_normal.jpeg,7.52641613239767e+17,ryopure,うさぎ@りん,False,"{'followers_count': 55, 'following_count': 81, 'tweet_count': 41799, 'listed_count': 5}",,
2514227401.0,"ダイヤちゃんが可愛い
ウマ娘(2022/3/7〜)、シャドバ、ポケモン",,False,https://pbs.twimg.com/profile_images/1506868968551636992/7D7IndwL_normal.jpg,,___jaka___,jaka,False,"{'followers_count': 24, 'following_count': 44, 'tweet_count': 27610, 'listed_count': 0}",,
4535619320.0,健全な読書垢です,,False,https://pbs.twimg.com/profile_images/1122825638505615360/pbbcLaVQ_normal.jpg,,yonda672,よんだ,False,"{'followers_count': 55, 'following_count': 90, 'tweet_count': 6844, 'listed_count': 1}",,
77614749.0,"ロンドン橋 7144 SWfTA RTAinJapan(2016,2019 マリオ2) バトルドッジボール任意コード実行の人 ポゴマス 競馬予想(俺プロ馬士) 個人作業用: https://t.co/LWmQPR8clQ 雑多: https://t.co/WHZANWJWNt",https://t.co/f86WJPGGUR,False,https://pbs.twimg.com/profile_images/722630254544576515/YIx8LuTc_normal.jpg,1.3761562526280868e+18,lodoba,ろどばー,False,"{'followers_count': 356, 'following_count': 344, 'tweet_count': 31520, 'listed_count': 37}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/f86WJPGGUR', 'expanded_url': 'https://www.twitch.tv/londonb415', 'display_url': 'twitch.tv/londonb415'}]}, 'description': {'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/LWmQPR8clQ', 'expanded_url': 'http://discord.gg/ZAq7VAU', 'display_url': 'discord.gg/ZAq7VAU'}, {'start': 115, 'end': 138, 'url': 'https://t.co/WHZANWJWNt', 'expanded_url': 'http://hp.vector.co.jp/authors/VA029573/', 'display_url': 'hp.vector.co.jp/authors/VA0295…'}]}}",アカシア通り22番
103884890.0,@Tesla デザインスタジオ←@Honda←Tesla ....オフの時はセラミックアーティスト。ツイートは完全に個人のもので所属してる会社とは一切関係ありません。,https://t.co/a9nPF2arBq,False,https://pbs.twimg.com/profile_images/1479306589249044482/jCG3aotL_normal.jpg,8.501247295455068e+17,CHICOFUJII,chie@california,False,"{'followers_count': 668, 'following_count': 433, 'tweet_count': 4440, 'listed_count': 12}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a9nPF2arBq', 'expanded_url': 'https://linktr.ee/ChieFujii', 'display_url': 'linktr.ee/ChieFujii'}]}, 'description': {'mentions': [{'start': 0, 'end': 6, 'username': 'Tesla'}, {'start': 16, 'end': 22, 'username': 'Honda'}]}}",LA
568774780.0,Hincha de Boca Jrs. #SoldadoDeBianchi #SoldadoDeRoman #SoldadoDeLaBombonera.,,False,https://pbs.twimg.com/profile_images/1221135554865180673/GzACPfrz_normal.jpg,,ezionelion,Ezequiel,False,"{'followers_count': 83, 'following_count': 1291, 'tweet_count': 3910, 'listed_count': 0}","{'description': {'hashtags': [{'start': 20, 'end': 37, 'tag': 'SoldadoDeBianchi'}, {'start': 38, 'end': 53, 'tag': 'SoldadoDeRoman'}, {'start': 54, 'end': 75, 'tag': 'SoldadoDeLaBombonera'}]}}",C.A.B.A. Bs. As. Argentina.
1.2248068277008343e+18,"クラリネットとオーボエを吹くので、ClObです。
言語学徒？/JOL'21🥉, '22🥈, APLO'22🥉→IOL'22日本代表
OLQC企画中@OLQC_official
https://t.co/i81XFFA50s (言オリer鯖)",https://t.co/4LTVYIa6ZE,False,https://pbs.twimg.com/profile_images/1228635758736498692/KbZYflrt_normal.jpg,1.5181114764766536e+18,ClOb_jazz2520,ClOb,False,"{'followers_count': 468, 'following_count': 699, 'tweet_count': 3710, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4LTVYIa6ZE', 'expanded_url': 'http://note.com/clob_linguistics', 'display_url': 'note.com/clob_linguisti…'}]}, 'description': {'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/i81XFFA50s', 'expanded_url': 'http://discord.gg/ZgYApCS6e9', 'display_url': 'discord.gg/ZgYApCS6e9'}], 'mentions': [{'start': 73, 'end': 87, 'username': 'OLQC_official'}]}}",高2
1.0539873228724838e+18,,,False,https://pbs.twimg.com/profile_images/1509864513918894081/IUZ9vmd4_normal.jpg,1.4866309337929196e+18,BlokirBoris,ฉันจะรู้ได้อย่างไร,False,"{'followers_count': 564, 'following_count': 281, 'tweet_count': 11822, 'listed_count': 0}",,"Pattani, Thailand"
1272138056.0,後悔を先読みしたいマン,,False,https://pbs.twimg.com/profile_images/983657982784241665/r3AUt1Fr_normal.jpg,,tamenam,🐠,False,"{'followers_count': 76, 'following_count': 435, 'tweet_count': 54220, 'listed_count': 1}",,
101206672.0,"苺はおいCベリー、葡萄は藤稔が好きです。メロンは茨城産を推します。梨はやっぱり新甘泉！林檎は金星。
リツイート→即賛否ではありませんのでご了承下さい。",,False,https://pbs.twimg.com/profile_images/1474382696017440770/fTYZ8zBw_normal.jpg,,cnirikj,chat porte-bonheur,False,"{'followers_count': 61, 'following_count': 226, 'tweet_count': 5550, 'listed_count': 1}",,
326644096.0,,,False,https://pbs.twimg.com/profile_images/1461333939461959680/9iN6Xpk4_normal.jpg,1.4839094762313114e+18,myrmidonxd,미르미돈,False,"{'followers_count': 94, 'following_count': 119, 'tweet_count': 5128, 'listed_count': 0}",,
4865291.0,おなかゆるい子です でもよく食べます ↑の物置消えちゃったけど昔は差分屋さんなんかしてたね,https://t.co/bLb536V4ap,False,https://pbs.twimg.com/profile_images/257027442/icon_sakai_normal.png,,skidski,sa kai、bs1、きよひこ他,False,"{'followers_count': 257, 'following_count': 337, 'tweet_count': 91513, 'listed_count': 33}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bLb536V4ap', 'expanded_url': 'http://niigata.cool.ne.jp/bs1sabun/', 'display_url': 'niigata.cool.ne.jp/bs1sabun/'}]}}",ハート様の肉の中
1.1556454613419827e+18,"加賀◯◯と書いてかがぴーと読む。
ウミガメとクイズとナゾトキと人狼とマダミスとＴＲＰＧが好きなゾンビＪＫ。前歯がチャームポイント。
TESTEST（https://t.co/CGVhweEZNs…）の渡辺さんのイラストを描きました。（立ち絵・ミニキャラ）",,False,https://pbs.twimg.com/profile_images/1509585795178700801/0j6w3R_n_normal.jpg,1.3257785521726382e+18,gosado_finger,かがぴー,False,"{'followers_count': 82, 'following_count': 120, 'tweet_count': 6973, 'listed_count': 0}","{'description': {'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/CGVhweEZNs', 'expanded_url': 'http://youtube.com/channel/UCPhLD', 'display_url': 'youtube.com/channel/UCPhLD'}]}}",ゾンビ陣営
7.749053097561743e+17,本名じゃないです。しそって呼ばれてる。腹痛は日課、スパイガジェットの民。エリア最高2512.6（なお2020年6月） 実際23くらい 他ゲーはミリシタ・FE・テトリス(全部エンジョイ),,False,https://pbs.twimg.com/profile_images/1415727061155475457/EpIm-8OP_normal.jpg,,seesaw_daisy,seesaw@香椎総一郎,False,"{'followers_count': 67, 'following_count': 86, 'tweet_count': 21796, 'listed_count': 3}",,大阪府
364875942.0,Certified Medical Laboratory Scientist || @ChelseaFC fan || Huge @Marvel fan || Natural Lover || Ads📩 : Papa_thanos@yahoo.com,,False,https://pbs.twimg.com/profile_images/1349017786908102657/Dxsrt8wC_normal.jpg,1.316082570929623e+18,steveabbey_,Thanos Papa,False,"{'followers_count': 20425, 'following_count': 8854, 'tweet_count': 108981, 'listed_count': 13}","{'description': {'mentions': [{'start': 42, 'end': 52, 'username': 'ChelseaFC'}, {'start': 65, 'end': 72, 'username': 'Marvel'}]}}","Lagos,Nigeria"
75759658.0,in my mind i’m miles away • ⟬⟭ #Carat #LoveStay ♡,https://t.co/cvq3QR5E9V,False,https://pbs.twimg.com/profile_images/1521884959472238592/iJOIitcl_normal.jpg,,procrastinettie,Anton 🎀,False,"{'followers_count': 917, 'following_count': 768, 'tweet_count': 69210, 'listed_count': 3}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cvq3QR5E9V', 'expanded_url': 'http://martoftheseoul.carrd.co', 'display_url': 'martoftheseoul.carrd.co'}]}, 'description': {'hashtags': [{'start': 31, 'end': 37, 'tag': 'Carat'}, {'start': 38, 'end': 47, 'tag': 'LoveStay'}]}}",윤기의 ♡
17155242.0,アラサーの腐 令和4年の目標：健康、疫病滅却/原作履修済/自作PC/お口の中を🇹🇼中華民国(台湾)🇹🇼にする/弟(@omanko_broken)/御朱印巡り/Android派/Galaxy派/トラックポイント派/株　式　會　社　集　英　社　歐　吉　桑　，　請　原　諒　我,https://t.co/n6eWqz8KDX,False,https://pbs.twimg.com/profile_images/1497919766694019074/WfrCjvnx_normal.png,1.315109410989957e+18,haretter,🇺🇦hareta/嬉野中川エリカちゃん🚀,False,"{'followers_count': 406, 'following_count': 223, 'tweet_count': 606835, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/n6eWqz8KDX', 'expanded_url': 'https://haretter.blogspot.jp/', 'display_url': 'haretter.blogspot.jp'}]}, 'description': {'mentions': [{'start': 57, 'end': 71, 'username': 'omanko_broken'}]}}",高速船のりば（超減便中）⇔高速バスのりば（超減便中）
