id,public_metrics,username,description,url,verified,profile_image_url,name,protected,pinned_tweet_id,entities,location
1310707429.0,"{'followers_count': 68, 'following_count': 201, 'tweet_count': 3160, 'listed_count': 1}",RebeccaWebb3,Minnesota Slytherin,,False,https://pbs.twimg.com/profile_images/3442660477/f1a89149aa4debc90e7b73d4c441f43d_normal.jpeg,Rebecca Webb,False,,,
8.971926013626368e+17,"{'followers_count': 118, 'following_count': 406, 'tweet_count': 9132, 'listed_count': 1}",n_b_s_69,元＠nbs69ですがアカウントロックされたため移動しました。 成人のオタクです。星座で801の方から来ました。星座ネタ短歌：@nbs_short,https://t.co/kxJqzADqj7,False,https://pbs.twimg.com/profile_images/1289540026678669317/JtryvewR_normal.jpg,にぼし（新）,False,1.0876286738243748e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kxJqzADqj7', 'expanded_url': 'http://galleria.emotionflow.com/22839/', 'display_url': 'galleria.emotionflow.com/22839/'}]}, 'description': {'mentions': [{'start': 1, 'end': 7, 'username': 'nbs69'}, {'start': 62, 'end': 72, 'username': 'nbs_short'}]}}",
4183647317.0,"{'followers_count': 5705, 'following_count': 2999, 'tweet_count': 11831, 'listed_count': 84}",TerriGerstein,Workers rights lawyer @LWPHarvard @EconomicPolicy. Sometimes writer. Former NY labor law enforcer (like Law & Order but pursuing abusive employers). Mom (teens),https://t.co/SdCjdmxH6b,True,https://pbs.twimg.com/profile_images/1450504903047188480/jLH_WlCn_normal.jpg,Terri Gerstein,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SdCjdmxH6b', 'expanded_url': 'http://www.terrigerstein.com', 'display_url': 'terrigerstein.com'}]}, 'description': {'mentions': [{'start': 22, 'end': 33, 'username': 'LWPHarvard'}, {'start': 34, 'end': 49, 'username': 'EconomicPolicy'}]}}","Brooklyn, NY"
142127164.0,"{'followers_count': 45, 'following_count': 566, 'tweet_count': 1422, 'listed_count': 1}",matiasndsi,,,False,https://pbs.twimg.com/profile_images/627977480125706240/shM_KkKu_normal.jpg,〽️atias,False,,,"Buenos Aires, Argentina"
1.1533476021522104e+18,"{'followers_count': 3324, 'following_count': 3353, 'tweet_count': 46979, 'listed_count': 1}",ChetanKhanna07,Views expressed are personal. 🔃 does not mean endorsement. Sports and politics. GGMU & Roger Federer fan. Like debating logic and facts. 🇮🇳 first always.,,False,https://pbs.twimg.com/profile_images/1515878300844888072/NqbTGdfU_normal.jpg,Chetan Khanna ✋,False,1.1753327989426668e+18,,Union of India
836946846.0,"{'followers_count': 456, 'following_count': 630, 'tweet_count': 23500, 'listed_count': 15}",NatunoSouya,(　³△³  ).｡o,https://t.co/RIpuo2zsIG,False,https://pbs.twimg.com/profile_images/1236301588710342656/GQivsw24_normal.jpg,聡也,False,1.2492568641239982e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RIpuo2zsIG', 'expanded_url': 'http://pixiv.net/member.php?id=4586760', 'display_url': 'pixiv.net/member.php?id=…'}]}}",しちゅうさんファンクラブ
615812245.0,"{'followers_count': 400, 'following_count': 1304, 'tweet_count': 139434, 'listed_count': 11}",colorlessvoice,"駄兄。(だに)。
20↑。主成分は一蘭。

相棒はSUZUKI バンディットS1250(伴太郎)。
初心者ライダー。

ポケGO→3676 2052 9452(Lv.39)
FGO→081,606,833(Lv.143)
モンハンX→HR135(操虫棍)
ダンカグ→ygTbGKSe(Lv.300)",https://t.co/fmQjTnxmop,False,https://pbs.twimg.com/profile_images/1365946054227550212/oHeJY7Ux_normal.jpg,害虫＠麺食いたぬき,False,1.1393785867988337e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fmQjTnxmop', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/2ABQGYF4105WN?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}}",辞書の中
1.5126759596646973e+18,"{'followers_count': 16, 'following_count': 59, 'tweet_count': 230, 'listed_count': 0}",Wiltswoman,,,False,https://pbs.twimg.com/profile_images/1523744740021358593/0pWQAYdv_normal.jpg,Lorraine,False,,,
360673355.0,"{'followers_count': 477, 'following_count': 83, 'tweet_count': 55604, 'listed_count': 30}",star_of_bba,イブに42歳が牛丼屋にいるのは辛すぎる…と返された。私は辛くない。,https://t.co/mOMyVsWVbk,False,https://pbs.twimg.com/profile_images/1159610017231671296/cpGZazJS_normal.jpg,スターオブババア,False,9.093957204985856e+17,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mOMyVsWVbk', 'expanded_url': 'https://linktr.ee/star_of_bba', 'display_url': 'linktr.ee/star_of_bba'}]}}",内輪
62425113.0,"{'followers_count': 348, 'following_count': 592, 'tweet_count': 28172, 'listed_count': 12}",ATXNupe,...still,,False,https://pbs.twimg.com/profile_images/1460005336740470784/RO2D-_NR_normal.jpg,On SabbitiKal,False,,,
