id,location,description,name,protected,public_metrics,profile_image_url,verified,username,url,entities,pinned_tweet_id
354636117.0,"Tamaulipas, México","• Cinéfilo en entrenamiento • Science Fiction, Double Feature • Trip the Light Fantastic • Dirty Pop • Whovian 💙💙 • Potterhead •",ａｎｔｏｎｉｏ,False,"{'followers_count': 572, 'following_count': 861, 'tweet_count': 9024, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1431741190500720646/793UjHil_normal.jpg,False,antoblue_,https://t.co/3qE7TQHdZk,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3qE7TQHdZk', 'expanded_url': 'http://instagram.com/antoblue/', 'display_url': 'instagram.com/antoblue/'}]}}",
27975899.0,,"Stunt with your curls, your lips, Sarah Baartman hips",As Told By Ginger ✌🏽,False,"{'followers_count': 423, 'following_count': 265, 'tweet_count': 39153, 'listed_count': 13}",https://pbs.twimg.com/profile_images/1517243627931680774/F1z3diSB_normal.jpg,False,LibbyLuvsB,,,
212050201.0,Trinidad and Tobago,When action is pure and selfless everything settles into its perfect place - Lao Tzu,Sarah,False,"{'followers_count': 241, 'following_count': 386, 'tweet_count': 17848, 'listed_count': 13}",https://pbs.twimg.com/profile_images/1410847993071386625/Eb6LnMPe_normal.jpg,False,ssammygirl1,https://t.co/pairpEHEUq,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pairpEHEUq', 'expanded_url': 'https://www.facebook.com/fireflycrafts/', 'display_url': 'facebook.com/fireflycrafts/'}]}}",
1.496271484918145e+18,,Tweeting cause I don’t have a therapist.,Aisha,False,"{'followers_count': 1, 'following_count': 20, 'tweet_count': 127, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1496274824972414982/AVXh1HTv_normal.jpg,False,Aisha5v,,,
3621847216.0,Cadiz - Sanfer,"Futura profe 🖖🏼                                                                
     Que todo lo que pase te enseñe algo ✨",- V -,False,"{'followers_count': 302, 'following_count': 222, 'tweet_count': 12728, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1494448360983601154/EHhVUHzG_normal.jpg,False,victtoriaroldan,https://t.co/O77ziR0GrH,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O77ziR0GrH', 'expanded_url': 'http://www.instagram.com/victtoriaroldan', 'display_url': 'instagram.com/victtoriaroldan'}]}}",8.82403166440108e+17
1164067699.0,,"If u have a dream to chase, nothing can stop u.",N.,False,"{'followers_count': 12, 'following_count': 342, 'tweet_count': 18492, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1032905836056653825/fHthDVDi_normal.jpg,False,Dewonders_N,,,
256085999.0,"Marbella, Spain",,Rosy Pascual,False,"{'followers_count': 2, 'following_count': 29, 'tweet_count': 50, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1458450213383942144/kpArBMcx_normal.jpg,False,ladivinebergere,,,
165059458.0,ドリームポップ星,ぷよぷよ&作曲！ドリームポップを主軸にエレクトロポップやバンドサウンドを作っています。CeVIO可不さんやきりたんとデュエットします。変な土台を組む系ぷよらーです。深夜にぷよすぽswitchで飽き抜けやってます。どなたでも大歓迎ですが煽り行為は即ブロックです https://soundcloud/tope_ishida,石田卜ぺ,False,"{'followers_count': 3563, 'following_count': 3314, 'tweet_count': 37138, 'listed_count': 21}",https://pbs.twimg.com/profile_images/1437072362252300292/6AIa1Ji7_normal.jpg,False,tope_ishida,https://t.co/g38PBYG6cT,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g38PBYG6cT', 'expanded_url': 'https://www.youtube.com/channel/UCkes4i216uZKST8ARMcEr1A', 'display_url': 'youtube.com/channel/UCkes4…'}]}}",1.5179013604189143e+18
19606610.0,Sunny Florida,The visible extends into the unseen and sometimes I feel it. Breathing is good. Baby and bath water mostly separate.,gnvkmom,False,"{'followers_count': 229, 'following_count': 477, 'tweet_count': 16220, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1278422759262093312/A7sbhLtw_normal.jpg,False,gnvkmom,,,
1.0342678371649659e+18,,Citizen. Independent voter. Dog lover,justadayortwo🌻,False,"{'followers_count': 65, 'following_count': 73, 'tweet_count': 3479, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1344777560828219393/3p6YGhQq_normal.jpg,False,justadayortwo,,,
93568292.0,"San Jose, CA",📍Oaxaquirri 🇲🇽 Catador de taquitos & Gamer 4 life 👾,Rtronix,False,"{'followers_count': 63, 'following_count': 414, 'tweet_count': 898, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1465067792756088833/zU4Dp41M_normal.jpg,False,Rtronix21,,,
475280449.0,,"You may write me down in history With your bitter, twisted lies, You may trod me in the very dirt But still, like dust, I'll rise. #H & #M supporter",Thee Morrigan,False,"{'followers_count': 33, 'following_count': 58, 'tweet_count': 8704, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1452346339518472196/zgSRMxrm_normal.jpg,False,c1audiB,,"{'description': {'hashtags': [{'start': 131, 'end': 133, 'tag': 'H'}, {'start': 136, 'end': 138, 'tag': 'M'}]}}",1.4767604179722404e+18
410517913.0,Seattle,90% of the time I have no idea what I'm doing,James Pugal,False,"{'followers_count': 42, 'following_count': 148, 'tweet_count': 780, 'listed_count': 1}",https://pbs.twimg.com/profile_images/578077065456455680/H3XLKfop_normal.jpeg,False,JamesPugal,,,
587733449.0,,,Abel Lannister,False,"{'followers_count': 129, 'following_count': 404, 'tweet_count': 6779, 'listed_count': 1}",https://pbs.twimg.com/profile_images/378800000447348426/34a1c23253f5371eca2f38c0ee1d9294_normal.jpeg,False,aosuna2,,,
116575532.0,the Heart of the World,顔面ブツブツフィルターガイジ即ブロック,たらいふ,False,"{'followers_count': 351, 'following_count': 507, 'tweet_count': 71622, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1460795485741281283/OpL4URz7_normal.jpg,False,taruyff,,,1.262889219724161e+18
2667284730.0,"Providence, RI",Sr. Delivery Manager @ POPULUS Technology. Owner/Founder of Caitlin Studley Consulting. Trying to use my powers for good. (she/her),Caitlin Studley Potter,False,"{'followers_count': 1469, 'following_count': 2621, 'tweet_count': 6962, 'listed_count': 143}",https://pbs.twimg.com/profile_images/1483561431786311681/12j_OExj_normal.jpg,False,theironstudley,https://t.co/oM4QaGN4ns,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oM4QaGN4ns', 'expanded_url': 'http://studleyconsulting.com', 'display_url': 'studleyconsulting.com'}]}}",1.5001455148216074e+18
88361611.0,"Bronx, NY",,Sarah,False,"{'followers_count': 1164, 'following_count': 379, 'tweet_count': 62212, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1516521419156377602/5A1RSm09_normal.jpg,False,sarahox17,https://t.co/aYl6hV2LHQ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aYl6hV2LHQ', 'expanded_url': 'https://www.instagram.com/_sarahxo/', 'display_url': 'instagram.com/_sarahxo/'}]}}",
1.3395959220958413e+18,,"Madre, estudiante de psicología y violín 🎻",@mar_sol_9,False,"{'followers_count': 61, 'following_count': 139, 'tweet_count': 3094, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1495506645245386756/HDXhJIF8_normal.jpg,False,mar_sol_9,,,
56497655.0,Aman,"Надо ж хоть что-то делать хорошо: не получится строить - так жечь мосты!/
Зачем вам солнце, если я рядом?",Князь тьмы - Красно Солнышко,False,"{'followers_count': 157, 'following_count': 111, 'tweet_count': 14943, 'listed_count': 1}",https://pbs.twimg.com/profile_images/312023498/35277256_normal.JPG,False,Vaioletti,,,
2185562353.0,VA,Is all that we see or seem but a dream within a dream? - Edgar Allan Poe,Tammy,False,"{'followers_count': 24, 'following_count': 57, 'tweet_count': 1152, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1519132423384145922/0X8EMJZn_normal.jpg,False,steel_daisies,,,1.3284727286392545e+18
7.084711762140242e+17,pain 2,https://t.co/FzwfaGv8td JUSTICE FOR KATHERINE REYES,fugazi fan account,False,"{'followers_count': 310, 'following_count': 2274, 'tweet_count': 18971, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1466086873399500812/doYehoyR_normal.jpg,False,drumstickbilly,https://t.co/5ENVncB46k,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5ENVncB46k', 'expanded_url': 'https://boxd.it/2mqgH', 'display_url': 'boxd.it/2mqgH'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FzwfaGv8td', 'expanded_url': 'https://www.gofundme.com/f/funeral-for-katherine-reyes?utm_campaign=p_cf+share-flow-1&utm_medium=sms&utm_source=customer', 'display_url': 'gofundme.com/f/funeral-for-…'}]}}",1.5008193813030093e+18
1.439388455411327e+18,,,Paula Flores Vázquez,False,"{'followers_count': 72, 'following_count': 104, 'tweet_count': 132, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1469653064000942083/B4acBT5Q_normal.jpg,False,Paulafloresv_,,,
506769197.0,The same state as Bam Bam,(He/Him). Philly 3/4. Patriots fan tho. Doc and Gordy. Proud TRONSOT member. My legs are shit. Hoping Joe Girardi gets sent to Siberia soon. 7.6.18💜,Dr. Death Steve Wheeliams,False,"{'followers_count': 687, 'following_count': 908, 'tweet_count': 33141, 'listed_count': 9}",https://pbs.twimg.com/profile_images/1467620684599861252/msTPvBqf_normal.jpg,False,GentonWheels,,,1.482230205204865e+18
1.3912450649706455e+18,"Nairobi, Kenya",,br,False,"{'followers_count': 22, 'following_count': 399, 'tweet_count': 534, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1391272587779575809/KrlDuOZW_normal.jpg,False,cbri45,,,
365771799.0,Argentina,,Carlos Fer,False,"{'followers_count': 229, 'following_count': 500, 'tweet_count': 21453, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1275575132740890624/vQmj2UNi_normal.jpg,False,C_E_Fer,,,1.2038815460689592e+18
1.307672182634537e+18,,Yeşil ve mavinin mükemmel uyumuna inanıyorum çünkü doğa 💚💙,LaSevilla,False,"{'followers_count': 81, 'following_count': 156, 'tweet_count': 1587, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1416829630686941188/EOnDqtnB_normal.jpg,False,LaSevillaaaa,https://t.co/YbwxzuD6Pl,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YbwxzuD6Pl', 'expanded_url': 'http://www.xn--anitsaya-z0a.com', 'display_url': 'anitsayaç.com'}]}}",
2345388986.0,,ロック 相撲 もふもふ HFMC / TFKのHasse Fröbergをやたら応援するアカウント。 大相撲の場所中は相撲関連のつぶやきが激増します。 特にフォロバはしてません since 2014.02.16.,ももぢ(手洗い励行),False,"{'followers_count': 231, 'following_count': 272, 'tweet_count': 65058, 'listed_count': 8}",https://pbs.twimg.com/profile_images/1378743743918997509/JgzXFi9j_normal.jpg,False,momodisson,https://t.co/7cVLsgYu4K,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7cVLsgYu4K', 'expanded_url': 'https://hfmcjp.web.fc2.com/index2.html', 'display_url': 'hfmcjp.web.fc2.com/index2.html'}]}}",1.4644956540848865e+18
1.1917228106049987e+18,East Riding of Yorkshire,#AnneListerCodeBreaker,Jan Webster,False,"{'followers_count': 199, 'following_count': 247, 'tweet_count': 2942, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1520345806292852736/icDk2tjn_normal.jpg,False,JanWebs17461835,,"{'description': {'hashtags': [{'start': 0, 'end': 22, 'tag': 'AnneListerCodeBreaker'}]}}",
1.5061396546130452e+18,They/Them ig,@Liam_Lami personal account,Liam,False,"{'followers_count': 7, 'following_count': 27, 'tweet_count': 127, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1520103760952967169/1mm67iGx_normal.jpg,False,LoomisLamis,,"{'description': {'mentions': [{'start': 0, 'end': 10, 'username': 'Liam_Lami'}]}}",1.5061422213635195e+18
557918416.0,Earth...for now,,Name,False,"{'followers_count': 504, 'following_count': 931, 'tweet_count': 19514, 'listed_count': 31}",https://pbs.twimg.com/profile_images/1447385378009358336/nv-MH2j7_normal.jpg,False,bombusername,https://t.co/Ry2PB0MDMD,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ry2PB0MDMD', 'expanded_url': 'https://drive.google.com/file/d/1FJIeHkte1w0K850UG0LTNbDMGKhdUFze/view', 'display_url': 'drive.google.com/file/d/1FJIeHk…'}]}}",1.5146472583142932e+18
301433518.0,備後と柱島,"成人済み
SH、NARUTO、モバM、刀剣、龍が如くがメインジャンル。
山伏国広、FGO黒ひげガチ夢豚。
コスも絵も普段も全部ごちゃまぜ。基本垢分けしません。
何のコスプレしてたひとだっけ？ってなったらモーメント見てください。
ヘビィな腐語り性壁だけこっち⇒@Noel_szgn_",のえる▶次はがしゃ髑髏北斗,False,"{'followers_count': 512, 'following_count': 823, 'tweet_count': 61646, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1511292040486993924/VfYBV97n_normal.jpg,False,afg3Noel,https://t.co/iUVqEXVd1j,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iUVqEXVd1j', 'expanded_url': 'http://twpf.jp/afg3Noel', 'display_url': 'twpf.jp/afg3Noel'}]}, 'description': {'mentions': [{'start': 129, 'end': 140, 'username': 'Noel_szgn_'}]}}",
67747224.0,"Park City, Utah, USA","Certified Master Gardener, certifiable in many other ways. Not sure who I love more - my horse or my kids. Horse doesn’t talk back. Big plus! #democrat",High Altitude Gardening,False,"{'followers_count': 2601, 'following_count': 1540, 'tweet_count': 6178, 'listed_count': 115}",https://pbs.twimg.com/profile_images/1498173609289793536/hUPreEl9_normal.jpg,False,Kate_HAGardens,https://t.co/A21k3fGOQG,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/A21k3fGOQG', 'expanded_url': 'http://highaltitudegardening.blogspot.com/', 'display_url': 'highaltitudegardening.blogspot.com'}]}, 'description': {'hashtags': [{'start': 142, 'end': 151, 'tag': 'democrat'}]}}",
1.1970994613626307e+18,"21, she/her ","you smell like an androgynous baby // snsd, red velvet, twice",amal 🍀,False,"{'followers_count': 57, 'following_count': 238, 'tweet_count': 32296, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1463372981766221831/k_kjyJvY_normal.jpg,False,velvetymyoui,,,1.2591789247952978e+18
343599567.0,ChicagoSuburbanNightmare,"Professor; parent; pagan. AMAB and GNC. Intersectional feminist; proud supporter of trans and sex worker rights. Old, tired, and dead sexy.",SEJ,False,"{'followers_count': 307, 'following_count': 1410, 'tweet_count': 11987, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1090410295422533633/R2cYKopg_normal.jpg,False,thinpartitions,,,1.30890701112021e+18
1975702357.0,,,hard pack,False,"{'followers_count': 22, 'following_count': 98, 'tweet_count': 30686, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1519309144066764802/N17-2SpA_normal.jpg,False,nissingreen,,,
324776629.0,Indy,Be kind to everyone.,Tyler Tullos,False,"{'followers_count': 307, 'following_count': 335, 'tweet_count': 10073, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1485050286079197187/SMIlDoZ-_normal.jpg,False,TylerIsWeird,,,1.4979622162970583e+18
93954561.0,,she / her / hers,Liz Russo Easaw,False,"{'followers_count': 220, 'following_count': 463, 'tweet_count': 675, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1278429974761033729/vW97hSHH_normal.jpg,False,LizEasaw,,,
7.595420744630518e+17,rentry byf !!,#JESSEPINKMAN: Jane where are your clothes I’m not finished explaining the elements of harmony yet 💥 it/he ⚣ 19,frodo 💭,False,"{'followers_count': 76, 'following_count': 156, 'tweet_count': 13144, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1510803168266924035/CIS13sFQ_normal.jpg,False,GAYFR0D0,https://t.co/V2yDbS08Ll,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V2yDbS08Ll', 'expanded_url': 'http://rentry.org/gayfrodo', 'display_url': 'rentry.org/gayfrodo'}]}, 'description': {'hashtags': [{'start': 0, 'end': 13, 'tag': 'JESSEPINKMAN'}]}}",1.5107234503016735e+18
801203611.0,St-Malachie Qc,"Mon pays : le Québec  Mon idole: Johnny 
à part ça suis végétalienne depuis juin 2019, aime la lecture, le vélo, la télé et le mois d'octobre.",Denise Beaudoin,False,"{'followers_count': 758, 'following_count': 515, 'tweet_count': 12242, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1518667944665964550/K5lNN7vY_normal.jpg,False,denbeau24,,,
7.061673378717573e+17,인장 트레틀 @ avocado031님,성인,쎼,False,"{'followers_count': 21, 'following_count': 69, 'tweet_count': 94130, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1247811105533001729/p4vKMuyV_normal.jpg,False,arigato_si_e,,,1.2839932446494188e+18
1.393750405889237e+18,,Written in these walls are the stories that i can't explain,Plants🌿,False,"{'followers_count': 44, 'following_count': 58, 'tweet_count': 33, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1469784247397322752/j3D9jYic_normal.jpg,False,ImJustPlants,,,1.4068050294833316e+18
8.40883619723862e+17,日本,既卒 最近TRPG/ポーカーたまにやってます。/#ckmメモ #скмのお料理メモ #ckm運転メモ /@ckm_memo,скм,False,"{'followers_count': 1187, 'following_count': 1368, 'tweet_count': 32659, 'listed_count': 15}",https://pbs.twimg.com/profile_images/956241871679795201/x2gkO57P_normal.jpg,False,421ckm,,"{'description': {'hashtags': [{'start': 24, 'end': 30, 'tag': 'ckmメモ'}, {'start': 31, 'end': 41, 'tag': 'скмのお料理メモ'}, {'start': 42, 'end': 50, 'tag': 'ckm運転メモ'}], 'mentions': [{'start': 52, 'end': 61, 'username': 'ckm_memo'}]}}",1.2113007644521923e+18
8.911237562902405e+17,United States,🇮🇳 | 🇺🇸👨‍💻🏏⚽️ 🎬🎾🏎,TheForgottenPirate,False,"{'followers_count': 8, 'following_count': 138, 'tweet_count': 1232, 'listed_count': 0}",https://pbs.twimg.com/profile_images/891126566515859456/F64oTQUl_normal.jpg,False,ForgottenPirate,,,
2344276436.0,USA,"ATEEZ makes me happy.💕
Atiny | ARMY | STL Sports Fan | 5K Attempter",Mindin,False,"{'followers_count': 3, 'following_count': 30, 'tweet_count': 239, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1518373427530407938/vI-NUDUr_normal.jpg,False,mindin81,,,
1.2801185466813112e+18,,"ボカロP/ピアニスト。ジャズとオーケストラが好き。あんスタの話をしがち。関西ボカロP連合。ご依頼等はDMまたはfullunagineo@gmail.comまで。
ボカコレ2022春ルーキー/REMIX、ボカデュオ参加。",フルナギネヲ/Neo Fullunagi,False,"{'followers_count': 276, 'following_count': 386, 'tweet_count': 11262, 'listed_count': 10}",https://pbs.twimg.com/profile_images/1499765513714802688/5qSdg3t-_normal.jpg,False,j_neo_p,https://t.co/XI3t9rZEea,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XI3t9rZEea', 'expanded_url': 'https://linktr.ee/fullunagineo', 'display_url': 'linktr.ee/fullunagineo'}]}}",1.5202811219461448e+18
1.2748937335326638e+18,,,Meem,False,"{'followers_count': 3, 'following_count': 4, 'tweet_count': 138, 'listed_count': 0}",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,meemster423,,,
37580934.0,"Hutchinson, KS","A simple, sports loving mommy that has her hands full with a goofy hubby (@ElliottTSwain), a very independent little girl, and a couple of kitties.",Kellie Swain,False,"{'followers_count': 130, 'following_count': 737, 'tweet_count': 18884, 'listed_count': 4}",https://pbs.twimg.com/profile_images/975806236598898688/GlmY5rpN_normal.jpg,False,KellieS23,https://t.co/VrXZtS6uc7,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VrXZtS6uc7', 'expanded_url': 'http://www.kelliott.info', 'display_url': 'kelliott.info'}]}, 'description': {'mentions': [{'start': 74, 'end': 88, 'username': 'ElliottTSwain'}]}}",
523104566.0,Central Finland,"Fuck You, Putin 🖕🏽

(not the french fry dish)","Janne says ""💙💛🌻""",False,"{'followers_count': 361, 'following_count': 116, 'tweet_count': 74860, 'listed_count': 29}",https://pbs.twimg.com/profile_images/1498093460733284352/MqSDWy6S_normal.jpg,False,JanneSkytt,,,
331788711.0,somewhere smiling,"hol up, I’m working on it..",jada,False,"{'followers_count': 1448, 'following_count': 1415, 'tweet_count': 53222, 'listed_count': 6}",https://pbs.twimg.com/profile_images/1510729228760883201/HvQiUsiW_normal.jpg,False,jadat__,,,
12480192.0,"Otautahi, Aotearoa","Spending way too much time eye rolling of late. Find me on https://t.co/E8LkrhalAm too, same handle.",Kaz,False,"{'followers_count': 3855, 'following_count': 5002, 'tweet_count': 112472, 'listed_count': 181}",https://pbs.twimg.com/profile_images/1496687207096414214/J4i34CWY_normal.jpg,False,serenity22,,"{'description': {'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/E8LkrhalAm', 'expanded_url': 'http://counter.social', 'display_url': 'counter.social'}]}}",
721246471.0,"Paris, France",Peace & Love ❤️ ♉,DIDI,False,"{'followers_count': 476, 'following_count': 336, 'tweet_count': 18070, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1203090764215009282/bj5f2d9e_normal.jpg,False,Diane_Ebella,,,
