id,public_metrics,lang,text,entities,conversation_id,created_at,author_id,source,context_annotations,possibly_sensitive,reply_settings,in_reply_to_user_id,referenced_tweets,geo,attachments
1520723488151068673,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"Hmm.

Wordle 316 5/6

⬜🟩⬜🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,1520723488151068673,2022-05-01T11:15:07.000Z,140406248,TweetDeck,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723483226951680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 6/6

⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,1520723483226951680,2022-05-01T11:15:06.000Z,1200081268496617475,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723478965633024,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 5/6

🟨⬜⬜⬜⬜
⬜🟨⬜⬜⬜
⬜🟩⬜🟨🟨
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,1520723478965633024,2022-05-01T11:15:05.000Z,22498364,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723473429336065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 6/6

⬛🟨⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛🟩⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩",,1520723473429336065,2022-05-01T11:15:04.000Z,285484799,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723472623845377,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle Tildes #62 6/6

⬜🟨⬜⬜⬜⬜
⬜⬜🟨🟩⬜⬜
⬜⬜⬜🟩⬜🟨
⬜⬜🟨⬜⬜⬜
⬜⬜🟨🟩⬜⬜
🟩🟩🟩🟩🟩🟩
 https://t.co/rv2CXH1CYJ","{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/rv2CXH1CYJ', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",1520723472623845377,2022-05-01T11:15:04.000Z,81733679,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723467229880321,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 6/6*

⬛⬛⬛⬛⬛
⬛⬛🟨⬛🟨
⬛🟨🟨⬛⬛
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",,1520723467229880321,2022-05-01T11:15:02.000Z,47767226,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723462926614530,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",en,"Wordle 316 6/6

⬛⬛⬛🟨⬛
⬛🟩⬛⬛🟨
⬛⬛⬛⬛⬛
🟨🟩🟨⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,1520723462926614530,2022-05-01T11:15:01.000Z,2915205931,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723461995474945,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,"Silly Wordle 316 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩",,1520723461995474945,2022-05-01T11:15:01.000Z,878653154488979457,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723456102445056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 5/6*

⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟩⬛🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,1520723456102445056,2022-05-01T11:15:00.000Z,14843935,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723453468360704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 4/6

⬜⬜⬜⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,1520723453468360704,2022-05-01T11:14:59.000Z,293284868,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723433746743298,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 5/6

⬜🟩⬜🟨⬜
🟨🟩⬜🟩⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,1520723433746743298,2022-05-01T11:14:54.000Z,30971225,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723433570635777,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",en,"Wordle 316 4/6

⬜⬜⬜🟨⬜
⬜⬜⬜⬜⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩",,1520723433570635777,2022-05-01T11:14:54.000Z,3111170064,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723427073552384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 5/6

⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,1520723427073552384,2022-05-01T11:14:53.000Z,185972035,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723426675204097,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",de,"@powlster_ Wördl 316 3/6 🔥29

🟩⬛⬛⬛⬛
🟩⬛⬛🟨🟨
🟩🟩🟩🟩🟩

https://t.co/2fl78nMVfF","{'mentions': [{'start': 0, 'end': 10, 'username': 'powlster_', 'id': '3000978782'}], 'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/2fl78nMVfF', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}]}",1520273002214141952,2022-05-01T11:14:53.000Z,1127512101738643457,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",True,everyone,3000978782,"[{'type': 'replied_to', 'id': '1520273002214141952'}]",,
1520723416474472448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"Wordle 316 4/6

⬛🟩⬛⬛⬛
🟨🟨⬛🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,1520723416474472448,2022-05-01T11:14:50.000Z,4488529813,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723415103115264,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,"Wordle 316 5/6

⬜⬜⬜⬜🟩
⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,1520723415103115264,2022-05-01T11:14:50.000Z,860735608020508672,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723410996760576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ja,"Wordle 316 6/6

⬛⬛⬛⬛⬛
🟨⬛🟨⬛⬛
⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟨⬛⬛⬛
🟩🟩🟩🟩🟩

最後がedの奴しか知らない(ノ_＜)",,1520723410996760576,2022-05-01T11:14:49.000Z,43473241,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723407079366661,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"Wordle Tildes #62 3/6
@_Sergio602 
⬜⬜⬜🟩⬜🟨
⬜⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/SNFFM6a4ob","{'mentions': [{'start': 22, 'end': 33, 'username': '_Sergio602', 'id': '3634726649'}], 'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/SNFFM6a4ob', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",1520723407079366661,2022-05-01T11:14:48.000Z,1122436632030916608,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723403078094848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 4/6

⬜⬜🟨⬜⬜
🟩🟩⬜⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",,1520723403078094848,2022-05-01T11:14:47.000Z,4622847753,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723392604819456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 6/6

⬛⬛⬛⬛⬛
🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟨🟨🟨🟨
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩",,1520723392604819456,2022-05-01T11:14:45.000Z,288550871,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723392369938433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"Wordle 316 5/6
@forbes416
⬜⬜⬜⬜🟩
⬜🟨🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩","{'mentions': [{'start': 15, 'end': 25, 'username': 'forbes416', 'id': '45148855'}]}",1520723392369938433,2022-05-01T11:14:45.000Z,1024096654972968960,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723386862915584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"Wordle 316 4/6

🟩🟨⬜⬜⬜
🟩⬜⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,1520723386862915584,2022-05-01T11:14:43.000Z,1497276691105959939,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723376259674112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 6/6*

⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩 #wordle316 #wordle","{'hashtags': [{'start': 53, 'end': 63, 'tag': 'wordle316'}, {'start': 64, 'end': 71, 'tag': 'wordle'}]}",1520723376259674112,2022-05-01T11:14:41.000Z,1498961320615497739,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723374779084800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,"Wordle 316 5/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩",,1520723374779084800,2022-05-01T11:14:40.000Z,626661495,Twitter for iPad,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723368785457153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Tough one today, at least for me
Wordle 316 6/6

⬜🟨⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟨🟨⬜
🟨🟩⬜⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",,1520723368785457153,2022-05-01T11:14:39.000Z,289365640,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723348602654720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 3/6

🟩⬛⬛🟨⬛
🟩🟨⬛🟨⬛
🟩🟩🟩🟩🟩",,1520723348602654720,2022-05-01T11:14:34.000Z,549834739,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723346647834624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 4/6

🟩⬛🟨⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,1520723346647834624,2022-05-01T11:14:34.000Z,45198420,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723341887352833,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,"Wordle 316 6/6*

⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩
Are you alright",,1520723341887352833,2022-05-01T11:14:33.000Z,1308543060423438336,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723341807689731,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 6/6

⬛⬛🟨🟨⬛
⬛🟩⬛🟨🟨
🟨🟩⬛⬛⬛
🟨🟩🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,1520723341807689731,2022-05-01T11:14:33.000Z,1468798237956091905,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723336904556544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 6/6

⬜⬜⬜⬜⬜
⬜🟩⬜⬜🟨
🟨🟩🟨⬜⬜
⬜🟩⬜🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,1520723336904556544,2022-05-01T11:14:31.000Z,27049830,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
1520723320341151744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"Wordle 316 4/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,1520723320341151744,2022-05-01T11:14:27.000Z,214686654,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,,,
