,username,url,profile_image_url,location,id,verified,description,name,protected,public_metrics,pinned_tweet_id,entities
28711516,zwansoda,,https://pbs.twimg.com/profile_images/851268064087756800/0WsyAIx2_normal.jpg,Trujillo,,False,"Soda Stereo, fútbol (AC Milan, Sporting Cristal), Federer, videojuegos. Un poco de todo.",Fernando,False,"{'followers_count': 87, 'following_count': 120, 'tweet_count': 20799, 'listed_count': 3}",,
147040968,metgav,https://t.co/60Zx7gv0Sz,https://pbs.twimg.com/profile_images/1195271033101504512/0dCN_zgX_normal.jpg,,,False,,Gavin Mettam,False,"{'followers_count': 1042, 'following_count': 2989, 'tweet_count': 22008, 'listed_count': 25}",1512982934592311297,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/60Zx7gv0Sz', 'expanded_url': 'http://www.integribooks.com.au', 'display_url': 'integribooks.com.au'}]}}"
1298710951714201600,pinkman1905,,https://pbs.twimg.com/profile_images/1298725765521928192/tIxqFstC_normal.jpg,"İstanbul, Türkiye",,False,Hava Civa,Jesse Pinkman,False,"{'followers_count': 20, 'following_count': 265, 'tweet_count': 1591, 'listed_count': 2}",,
93199535,Kompae,https://t.co/LkpyVoGTle,https://pbs.twimg.com/profile_images/1516432944293990415/-GFYlgTJ_normal.jpg,Por Azeroth o el Netherrealm,,False,Dibujo y colecciono cosas / Escribo sobre Dragon Ball y más temas @Diabolocomics / VS games / Blizzard content @AlterTimeSK / Fortnite @infopalito,𝕮𝖑𝖆𝖗𝖊𝖓𝖘 𝕭𝖊𝖗𝖓𝖘𝖙𝖊𝖎𝖓,False,"{'followers_count': 3013, 'following_count': 588, 'tweet_count': 51477, 'listed_count': 31}",1504786314595610660,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LkpyVoGTle', 'expanded_url': 'https://altertime.es/', 'display_url': 'altertime.es'}]}, 'description': {'mentions': [{'start': 66, 'end': 80, 'username': 'Diabolocomics'}, {'start': 111, 'end': 123, 'username': 'AlterTimeSK'}, {'start': 135, 'end': 146, 'username': 'infopalito'}]}}"
122216734,baadumching,,https://pbs.twimg.com/profile_images/1092172819750768640/W3UyIAPU_normal.jpg,"Hollywood, CA",,False,"TV junkie, cat apologist, amateur baker. She/her.",Shelby,False,"{'followers_count': 301, 'following_count': 967, 'tweet_count': 8711, 'listed_count': 5}",,
58753167,Yulelico,https://t.co/2GlYMZGZv1,https://pbs.twimg.com/profile_images/1511144156839653379/KT3gscG1_normal.jpg,Indonesia,,False,L,WØNDEUX,False,"{'followers_count': 1146, 'following_count': 756, 'tweet_count': 148556, 'listed_count': 10}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2GlYMZGZv1', 'expanded_url': 'https://youtu.be/_btxV8tJM7w', 'display_url': 'youtu.be/_btxV8tJM7w'}]}}"
64426313,komikomi650,https://t.co/yYVLUaQkCc,https://pbs.twimg.com/profile_images/1076229111/ul3mF_normal.jpg,東京都,,False,"まだ、ひよっこですが、アンティークラジオのリメイク始めました。
よく出来た作品については、ヤフオクで出品中

ヤフオク表示名：arrows-net

github URL:
https://t.co/rDDcezuARw…",komikomi,False,"{'followers_count': 99, 'following_count': 327, 'tweet_count': 962, 'listed_count': 0}",1387535909243920384,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yYVLUaQkCc', 'expanded_url': 'https://komikomi650.arrows.jp', 'display_url': 'komikomi650.arrows.jp'}]}, 'description': {'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/rDDcezuARw', 'expanded_url': 'http://github.com/komikomi650?ta', 'display_url': 'github.com/komikomi650?ta'}]}}"
1140117150,ponrete,https://t.co/1fzveYz64R,https://pbs.twimg.com/profile_images/1520584718051590144/DR8x2014_normal.jpg,,,False,ｶﾆｸﾘｰﾑｺﾛｯｹ,れてぽん,False,"{'followers_count': 194, 'following_count': 93, 'tweet_count': 63020, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1fzveYz64R', 'expanded_url': 'https://twpf.jp/ponrete', 'display_url': 'twpf.jp/ponrete'}]}}"
195507716,elliewissman,,https://pbs.twimg.com/profile_images/1457540709410643975/hHoehRKt_normal.jpg,"St Louis, MO",,False,i don't wanna taco bout it,ellie 🍕🐘,False,"{'followers_count': 91, 'following_count': 419, 'tweet_count': 3510, 'listed_count': 4}",909551658304245760,
54770581,noranuk0,https://t.co/jayJXqxIUa,https://pbs.twimg.com/profile_images/1146917005133398017/MyMs7MzO_normal.jpg,観測できません,,False,"アニメとゲーム、個人開発、同人沼に片足
気に入った画像はエロ非エロ関係なくRTします。
一人で泊まれる宿検索サービス https://t.co/5MqeYNpHy3 というサイトを運営しています。

俺ルール：鍵垢でフォローしていただいた方でフォロバ応じていただけない方はフォロ解除します",のらぬこ軍曹｜ソロ旅ねっと運営中,False,"{'followers_count': 354, 'following_count': 612, 'tweet_count': 20546, 'listed_count': 0}",1330809452602171392,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jayJXqxIUa', 'expanded_url': 'http://noranuk0.hatenablog.com', 'display_url': 'noranuk0.hatenablog.com'}]}, 'description': {'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/5MqeYNpHy3', 'expanded_url': 'http://solotabi.net', 'display_url': 'solotabi.net'}]}}"
3141430832,wheretonow2015,,https://pbs.twimg.com/profile_images/1153636186159632386/oMDj7_cw_normal.jpg,,,False,Australian single mum of adult children whom I adore. Supporter of a fair go for all. Amateur veggie grower & procrastinator extraordinaire.,Carmel,False,"{'followers_count': 108, 'following_count': 199, 'tweet_count': 8295, 'listed_count': 0}",,
320276666,enrightherb,,https://pbs.twimg.com/profile_images/1416879755467673603/QZHzsWAo_normal.jpg,"toronto, ontario",,False,"Food lover/writer specializing in growing/cooking with fresh herbs (Canadian Herb Cookbook) ~ art afficionado, esp the three Ms...Monet, Matisse et Modi.",nancy enright,False,"{'followers_count': 55, 'following_count': 226, 'tweet_count': 3399, 'listed_count': 1}",1082846699767377922,
89443984,kazutjpnqq,,https://pbs.twimg.com/profile_images/1062367373338923014/g2A-umIC_normal.jpg,,,False,,たかずき,False,"{'followers_count': 24, 'following_count': 94, 'tweet_count': 297, 'listed_count': 0}",,
237477533,ReemSaad10,,https://pbs.twimg.com/profile_images/955407614564798464/3GmmzHMs_normal.jpg,Cairo,,False,Anthropologist. If you can't beat them study them.,Reem Saad,False,"{'followers_count': 15924, 'following_count': 800, 'tweet_count': 37544, 'listed_count': 104}",345902257151307777,
69697287,mylittletragedy,,https://pbs.twimg.com/profile_images/1515039889649250304/rzr-FZ3P_normal.jpg,"New Hampshire, USA",,False,☀️🌿🌹🌙•she/her•🌺🦋✨🍃,Mel 🌸,False,"{'followers_count': 209, 'following_count': 547, 'tweet_count': 16077, 'listed_count': 1}",1005518203752247301,
1475449855384637441,VlDlz6vBSYrAFDu,,https://pbs.twimg.com/profile_images/1519281326448590849/FJdqzNMV_normal.jpg,,,False,,(ว˙∇˙)ง,False,"{'followers_count': 0, 'following_count': 33, 'tweet_count': 61, 'listed_count': 0}",,
918813458967101440,KonUeL,,https://pbs.twimg.com/profile_images/1432630199527505923/Ct-345Vs_normal.jpg,,,False,タルコフやってる人フォローしてください；；,こぬえる,False,"{'followers_count': 376, 'following_count': 157, 'tweet_count': 2029, 'listed_count': 6}",1521489230849282048,
249396579,traceyleeoz,,https://pbs.twimg.com/profile_images/1286205814512869377/tar5bRbe_normal.jpg,,,False,"Media officer, mum, Outback adventurer, political junkie and Carlton Blues supporter. Views are my own. Retweets not endorsements",Tracey Nelson,False,"{'followers_count': 216, 'following_count': 597, 'tweet_count': 11601, 'listed_count': 18}",,
92426813,unkk_bow_show,,https://pbs.twimg.com/profile_images/846728368338874369/ktpZ7GX-_normal.jpg,最下位,,False,"カバにふんした職員「しじみチャンス」
バース💉掛布💉岡田💉（PPP)",西とんかつワイドFM（埼玉西武ライオンズが最下位です）,False,"{'followers_count': 513, 'following_count': 615, 'tweet_count': 224764, 'listed_count': 23}",1297160246100557824,
1437582522548895747,AlternateDrive,,https://pbs.twimg.com/profile_images/1517141735817707520/iq3dGb_f_normal.jpg,house,,False,"Hi! I am a minor, don't be weird please. I like Ace Attorney, Hades, Final Fantasy, SMT, and Yakuza. 🇻🇪 PSN: AlternateDrive",Alt,False,"{'followers_count': 47, 'following_count': 800, 'tweet_count': 413, 'listed_count': 1}",,
45219320,sheenasahota88,,https://pbs.twimg.com/profile_images/1514208460228993025/X5f1G0gQ_normal.jpg,"West Midlands, England",,False,🔴⚪️⚫️ MUFC #farmersprotest #kisaanmajdoorektazindabaad,Sheena 🤍,False,"{'followers_count': 1369, 'following_count': 1743, 'tweet_count': 36361, 'listed_count': 5}",1415415107841048577,"{'description': {'hashtags': [{'start': 11, 'end': 26, 'tag': 'farmersprotest'}, {'start': 27, 'end': 54, 'tag': 'kisaanmajdoorektazindabaad'}]}}"
1182136720638136322,SR0uge,https://t.co/l0UkKHKJ1u,https://pbs.twimg.com/profile_images/1490175439968796674/GpkHMmDD_normal.jpg,,,False,【俳句】捨楽【ラグマス】しゃーら 本家iris。【音楽】90年代V系からの邦ロ。【その他】写真。ニチアサ。WJ。NieR。チャイハネ。ヒプマイ。プロセカ。本好き。魔ダリ。フォロバ気紛れ。アイコン：ゆるいひとメーカー,しゃーら,False,"{'followers_count': 331, 'following_count': 353, 'tweet_count': 14572, 'listed_count': 2}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l0UkKHKJ1u', 'expanded_url': 'https://note.com/shara_hino', 'display_url': 'note.com/shara_hino'}]}}"
38836968,nabo64,https://t.co/EGP22cS9DH,https://pbs.twimg.com/profile_images/1441363406905221129/fdn77ayV_normal.jpg,ハビットトラッカーで英検1級合格(著書・下記URL) ,,False,よこい英語塾主宰 ■ 好きな英語だからこそ、できる誰かと比べて強烈なコンプレックス→幼児育てながら英検1級合格→国連英検特A級、TOEIC990も取得 (留学なし・基本独学) ■ 中2・大2の母 ■ 「ヴァ夏 」代表 #vana13 ■ 西検4級 ■ 40代で脳梗塞に ■ 人生の終わりに後悔しそうなことは今やるすぐやる,よこいなおみ (英語講師),False,"{'followers_count': 4863, 'following_count': 3159, 'tweet_count': 71769, 'listed_count': 116}",1220136004473896961,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EGP22cS9DH', 'expanded_url': 'http://goo.gl/Hz3lI5', 'display_url': 'goo.gl/Hz3lI5'}]}, 'description': {'hashtags': [{'start': 109, 'end': 116, 'tag': 'vana13'}]}}"
94569112,itow_ponde,https://t.co/iLJH5ZPC1A,https://pbs.twimg.com/profile_images/418728358625562624/hVE5mYTe_normal.png,杉並区在住だけど、実際のところポンデライオンパークに住みたい,,False,ユーザビリティ、ユーザエクスペリエンス(UX)、人間中心設計(HCD)に関わる仕事をしています。HCDの実践コミュニティhcdvalueに所属。LOVECARS!web自動車部No.21 愛車はシトロエンC2→C4ピカソ。だがその実態はポンデエバンジェリストw,イトゥ/Hideaki Itoh,False,"{'followers_count': 1126, 'following_count': 719, 'tweet_count': 29244, 'listed_count': 59}",1435164858396262405,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iLJH5ZPC1A', 'expanded_url': 'https://note.com/itowponde', 'display_url': 'note.com/itowponde'}]}}"
450439156,vishnelim,http://t.co/kd4NYdsfSB,https://pbs.twimg.com/profile_images/905405632081256448/VdFk8SrM_normal.jpg,,,False,"bana bi bio lazım, o da bu gece lazım ^^",Gamze Unal Aksoy,False,"{'followers_count': 283, 'following_count': 234, 'tweet_count': 15188, 'listed_count': 4}",,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/kd4NYdsfSB', 'expanded_url': 'http://instagram.com/vishnelim', 'display_url': 'instagram.com/vishnelim'}]}}"
37604846,Zach_20,,https://pbs.twimg.com/profile_images/1260749436558303232/rLBzN4GS_normal.jpg,"Agoura Hills, CA",,False,Marketing and Business Communication major. ASU Alum '14,Zach Roberts,False,"{'followers_count': 99, 'following_count': 922, 'tweet_count': 2959, 'listed_count': 4}",1254949161922781185,
110392938,yamaguchiM,https://t.co/g32SaFoHSk,https://pbs.twimg.com/profile_images/1444762672109547524/Vc5GIZ4s_normal.jpg,,,False,#京都府立大学 文学部欧米言語文化学科（動画参照）で英語学を教育・研究しています。映画の英語。『世界の英語を映画で学ぶ』（松柏社）『英語のスタイル』第11章 映画で学ぶ会話のスタイル（研究社）行動指針：体力温存。（ツイートは個人の見解です）,Yamaguchi Michiyo,False,"{'followers_count': 1428, 'following_count': 398, 'tweet_count': 28724, 'listed_count': 0}",1419590789361913856,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g32SaFoHSk', 'expanded_url': 'https://www.youtube.com/watch?v=rkSLejHK6NQ&t=554s', 'display_url': 'youtube.com/watch?v=rkSLej…'}]}, 'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': '京都府立大学'}]}}"
470409515,el_curioso_30,,https://pbs.twimg.com/profile_images/1514971424762564610/4MAGRyQf_normal.jpg,"Barranquilla, Atlántico",,False,El llanto de la nube es la sonrisa del desierto. De Junior gracias a Dios y a mí papá! ❤️🤍🦈,Jorge R ☯️,False,"{'followers_count': 195, 'following_count': 635, 'tweet_count': 8251, 'listed_count': 0}",1265462759380209665,
3127390091,Bodskiboodle,,https://pbs.twimg.com/profile_images/1467417655351074817/_vHPVGT6_normal.jpg,"Guildford, Surrey",,False,I love my family (especially when I'm slap bang in the middle of them) sunpuddling and zzzing; hate leads & rain. Have a soft spot for furbro Pip 💚 finally,Bod (OoB),False,"{'followers_count': 2464, 'following_count': 536, 'tweet_count': 16867, 'listed_count': 7}",1241728706818818049,
2800360594,cblittlefield,,https://pbs.twimg.com/profile_images/535768072683270146/lrIBs_fp_normal.jpeg,"Broomfield, CO",,False,PREMIUM Eyes on the ground: Observer & notator of Life.,Christopher+,False,"{'followers_count': 168, 'following_count': 340, 'tweet_count': 7872, 'listed_count': 2}",,
7157322,lukele,https://t.co/Pmgne4aKCR,https://pbs.twimg.com/profile_images/1147925288/47070_448721083727_557838727_5121220_7171149_n_normal.jpg,Italian expat in Vienna,,False,"Reverse engineering macOS Mail for a living (@GPGTools). Mostly retweets re. tech, feminism, politics. In a former life drummer of Chris And The Other Girls.",Lukas Pitschl,False,"{'followers_count': 967, 'following_count': 580, 'tweet_count': 17473, 'listed_count': 23}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Pmgne4aKCR', 'expanded_url': 'https://gpgtools.org', 'display_url': 'gpgtools.org'}]}, 'description': {'mentions': [{'start': 45, 'end': 54, 'username': 'GPGTools'}]}}"
1288294064115183616,ElmmaStudy,,https://pbs.twimg.com/profile_images/1509721706281152564/Q6tfh23n_normal.jpg,,,False,"43歳男。勉強チャレンジ勢｜受験予定:   TOEIC Speaking 5/15　国連英検特A級5/29   漢検準１級6/19🔥  気象予報士8/21　英検１級(再)10/9｜

皆様のご愛顧に感謝します。小さな成功に満足せず、一杯失敗します😅

ゲームアカは@elmmafc3s",elmma (study),False,"{'followers_count': 2197, 'following_count': 2283, 'tweet_count': 3953, 'listed_count': 9}",,"{'description': {'mentions': [{'start': 132, 'end': 142, 'username': 'elmmafc3s'}]}}"
827127644,kurage_riellow,,https://pbs.twimg.com/profile_images/1232687434611085312/QARvL-24_normal.jpg,,,False,激しく雑食/3歳のむすめを持つワーママ/TL追えない勢/クイズゲーでは彩都orサイト/でもみんはやはくらげ/細々と鍵盤弾きとハモり/Lucy!/あんぷり/Pilots/マリネス/しあわせは 必ず黄色と酒で出来てる,くらげ@りエロー,False,"{'followers_count': 660, 'following_count': 726, 'tweet_count': 45689, 'listed_count': 25}",1210882710715002882,
21811943,bernielovesyou,,https://pbs.twimg.com/profile_images/1268146192392818690/slV0-H-4_normal.jpg,Sunshine State of Mind,,False,there’s nothing a cortadito can’t fix.,Bernie G.,False,"{'followers_count': 284, 'following_count': 279, 'tweet_count': 9963, 'listed_count': 2}",1325114493312118785,
326465460,Buster_Friendly,,https://pbs.twimg.com/profile_images/1356283873076805632/f4zS1_QS_normal.jpg,The Pacific Flyway,,False,Not followed by anyone you’re not following.,Buster Friendly,False,"{'followers_count': 114, 'following_count': 1041, 'tweet_count': 4277, 'listed_count': 4}",,
1161688949984645121,extradecoction,,https://pbs.twimg.com/profile_images/1520719780797366273/5Mic5wqQ_normal.jpg,Deutschland,,False,Worldwide chips and kitkat connoisseur. Organised chaos. She/her,s,False,"{'followers_count': 4246, 'following_count': 303, 'tweet_count': 20170, 'listed_count': 6}",1477090432152711170,
1065134460,novelluh,,https://pbs.twimg.com/profile_images/1491373750096384001/Dk3aeNaF_normal.jpg,"Toronto, Ontario",,False,full-time villain,trigger warning ❦,False,"{'followers_count': 2404, 'following_count': 399, 'tweet_count': 21666, 'listed_count': 3}",889270362449620992,
4114370727,LoganRegis,,https://pbs.twimg.com/profile_images/1286796092701585410/s8Hdv3UT_normal.jpg,"New Jersey, USA",,False,Rising Music Supervisor Music Coordinator of “Vampires Vs The Bronx” on Netflix! HPU alum | ‘Cuse alum | NYU alum Cinephile,Logan Regis,False,"{'followers_count': 474, 'following_count': 1889, 'tweet_count': 19533, 'listed_count': 9}",1467247464482754564,
1303234911835271168,iicfhomee,https://t.co/CIIpcRXBeN,https://pbs.twimg.com/profile_images/1509845803493642242/6L5zc0a5_normal.jpg,“He calls me a pixie.”⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀          “He calls me a pixie and makes fun of me.” ,,False,⠀⠀ㅤ ⠀ ⠀ ⠀ㅤ⠀ ♡ ⠀⠀ boyfriendrry’s lover ⠀⠀ ♡ ⠀ ⠀⠀ ⠀ ㅤ ㅤ ㅤ ⠀ ⠀⠀ ⠀ ㅤ ㅤ⠀⠀⠀⠀⠀⠀ ⠀ʚ she // her ɞㅤ,abbey ♡ // lily is the loml TRACK 13,False,"{'followers_count': 7768, 'following_count': 7367, 'tweet_count': 67089, 'listed_count': 91}",1409465824121737219,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CIIpcRXBeN', 'expanded_url': 'http://nick.nelson.xn--jhfz3g//17', 'display_url': 'nick.nelson.ᥫ᭡//17'}]}}"
251350725,10Pablito,,https://pbs.twimg.com/profile_images/967436743568953344/uZo4PG4L_normal.jpg,,,False,,Pablito,False,"{'followers_count': 182, 'following_count': 554, 'tweet_count': 25764, 'listed_count': 3}",1274821425396940801,
81771612,soplusplus,,https://pbs.twimg.com/profile_images/1837431531/hakodot-dad_normal.png,,,False,,そぷらす＋😵‍💫,False,"{'followers_count': 25, 'following_count': 6, 'tweet_count': 14274, 'listed_count': 1}",,
1188912598718337026,legaltendre,,https://pbs.twimg.com/profile_images/1265055346915258368/xVstGB4A_normal.jpg,,,False,Knows little about a lot. @Julianneilebode is wife-bae.,Opemipo,False,"{'followers_count': 36, 'following_count': 302, 'tweet_count': 731, 'listed_count': 0}",1466193183004573700,"{'description': {'mentions': [{'start': 26, 'end': 42, 'username': 'Julianneilebode'}]}}"
2325902989,HHTaboada,,https://pbs.twimg.com/profile_images/1331357888992907269/bFHpeshU_normal.jpg,Ciudad Autónoma de Buenos Aire,,False,"Junto a los defensores de la Constitución, la República y la Democracia.
Hombre, pueblo, Nación, Estado, todo está en los humildes bancos de la escuela.",Horacio Taboada,False,"{'followers_count': 1693, 'following_count': 1777, 'tweet_count': 81695, 'listed_count': 6}",1277008360349581312,
1503917778977366018,WordleGame_Bot,https://t.co/RZ8RnttMs3,https://pbs.twimg.com/profile_images/1503925008288133126/14hJBQ9k_normal.jpg,New result every 30 minutes,,False,"Reply with your guess to my most recent tweet! Refer to pinned tweet for examples of valid guesses

Most liked tweet is the next guess. Updates every 30 minutes",Тwitter Plays Wordle,False,"{'followers_count': 16, 'following_count': 2, 'tweet_count': 2434, 'listed_count': 1}",1507778544025444360,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RZ8RnttMs3', 'expanded_url': 'https://github.com/afnzmn/twitter-plays-wordle', 'display_url': 'github.com/afnzmn/twitter…'}]}}"
123714367,MarcioHuser,,https://pbs.twimg.com/profile_images/502946755176968192/IJJoUpfJ_normal.jpeg,"Rio de Janeiro, RJ",,False,"Programador e adicto em games de PC e PS3, mangás, cinema, séries de TV e Formula 1",Marcio Neves,False,"{'followers_count': 429, 'following_count': 475, 'tweet_count': 144014, 'listed_count': 20}",,
1050314095797268480,Hello__Hi__5,,https://pbs.twimg.com/profile_images/1295644155893317632/DyjAEgen_normal.jpg,BL,,False,📖 📖 📖,💛하루💛,False,"{'followers_count': 0, 'following_count': 113, 'tweet_count': 4815, 'listed_count': 0}",1509879766064590851,
47282965,hirocean,https://t.co/D1ZTY2TWVg,https://pbs.twimg.com/profile_images/933020383262867456/D7zZcm2P_normal.jpg,東京都文京区,,False,ボードゲームとか育児とかになりますねー。HNの読みは「ヒロシアン」で固定しました。 所有リスト：https://t.co/pd5cswD69d,hirocean,False,"{'followers_count': 827, 'following_count': 1000, 'tweet_count': 16946, 'listed_count': 30}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/D1ZTY2TWVg', 'expanded_url': 'http://blue.ap.teacup.com/hirocean/', 'display_url': 'blue.ap.teacup.com/hirocean/'}]}, 'description': {'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/pd5cswD69d', 'expanded_url': 'https://boardgamegeek.com/collection/user/hirocean?own=1&subtype=boardgame&ff=1', 'display_url': 'boardgamegeek.com/collection/use…'}]}}"
19215531,KloPoon66,,https://pbs.twimg.com/profile_images/1511206435987755009/b7-Y510k_normal.jpg,"Northern California, USA",,False,"“Fuck OFF for sure, like totally” - Nic Cage, Valley Girl",🌿cherryblossom🪴,False,"{'followers_count': 786, 'following_count': 4553, 'tweet_count': 16716, 'listed_count': 22}",,
89480236,worrallc,,https://pbs.twimg.com/profile_images/1212312961404088320/npbDnQg5_normal.jpg,Felixstowe,,False,Rotherham born. Lives in Suffolk.,Chris Worrall,False,"{'followers_count': 435, 'following_count': 1049, 'tweet_count': 13711, 'listed_count': 7}",,
398706778,yesspacheco,https://t.co/em47Hkcchd,https://pbs.twimg.com/profile_images/1449868380702453763/yl1LA6-o_normal.jpg,"San Francisco, CA",,False,"EXO 👑 We got the power 💥💫💎                                             
Roronoa Zoro/3ji 💛💚🛐⚔️🗡️",Yess 💚💛💎~ 🐾,False,"{'followers_count': 1567, 'following_count': 1273, 'tweet_count': 36599, 'listed_count': 4}",1370140787166605312,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/em47Hkcchd', 'expanded_url': 'http://instagram.com/yessypacheco', 'display_url': 'instagram.com/yessypacheco'}]}}"
3361260568,Su7Diaz,,https://pbs.twimg.com/profile_images/629667657474789376/d79CkGeU_normal.jpg,,,False,hay más burros con el mismo nombre,susana diaz 🇪🇦🇪🇦,False,"{'followers_count': 83, 'following_count': 354, 'tweet_count': 2697, 'listed_count': 0}",,
9293982,raasu,,https://pbs.twimg.com/profile_images/51765446/raasu3_normal.jpg,,,False,,raasu,False,"{'followers_count': 90, 'following_count': 138, 'tweet_count': 814, 'listed_count': 1}",,
164371662,_REGeneratEd,,https://pbs.twimg.com/profile_images/1498850676897681413/m0Jm_XWw_normal.jpg,"Atlanta, GA",,False,#ALLBlacklivesMatter #bodypositivity #🏳️‍🌈,"Moderna, Myself and I",False,"{'followers_count': 529, 'following_count': 1217, 'tweet_count': 49683, 'listed_count': 13}",,"{'description': {'hashtags': [{'start': 0, 'end': 20, 'tag': 'ALLBlacklivesMatter'}, {'start': 21, 'end': 36, 'tag': 'bodypositivity'}]}}"
132678403,heyabbby,,https://pbs.twimg.com/profile_images/1153295189349478401/vEJ57q2R_normal.jpg,Milwaukee,,False,Matthew 6:25-34 ✙                       concert junkie -- traveler -- dog lover ❁ #shredinpeaceratty ❅❆,a b b y p ♫,False,"{'followers_count': 594, 'following_count': 478, 'tweet_count': 41278, 'listed_count': 8}",1083232670384095232,"{'description': {'hashtags': [{'start': 82, 'end': 100, 'tag': 'shredinpeaceratty'}]}}"
60890668,Rukome_,,https://pbs.twimg.com/profile_images/1511269900064628737/Wcjrw2ph_normal.jpg,"Leeds, England",,False,,-Rukie Ruksss,False,"{'followers_count': 1316, 'following_count': 878, 'tweet_count': 45692, 'listed_count': 0}",1497166154024038421,
1197932837225324544,Montsinova2,https://t.co/5SIioW7bHf,https://pbs.twimg.com/profile_images/1486391667880046594/tFNqSQ3H_normal.jpg,República Catalana ,,False,Abans era @Montsinova🔸️RT o ❤ ≠ estar d'acord 🔸️⛔ Tot això: DM | Perfils 🔞 | Perfils amb Candau | Grups | Multimencions | Gilipolles | Caçafologüers |,⭐ Montsinova ⭐ ||☆||,False,"{'followers_count': 1160, 'following_count': 1076, 'tweet_count': 33369, 'listed_count': 0}",1203417754998640641,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5SIioW7bHf', 'expanded_url': 'https://consellrepublica.cat/', 'display_url': 'consellrepublica.cat'}]}, 'description': {'mentions': [{'start': 10, 'end': 21, 'username': 'Montsinova'}]}}"
216028793,rprabhu81,https://t.co/kTy9LbsoA4,https://pbs.twimg.com/profile_images/1512376928355127300/wAk--57k_normal.jpg,"Auckland, New Zealand",,False,"Auckland, Software Engineer by profession. Cricket, Football & Movie Freak. LIFE is Special,enjoy it one step @ a time",Prabhu R,False,"{'followers_count': 400, 'following_count': 3080, 'tweet_count': 30441, 'listed_count': 0}",758731581666185219,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kTy9LbsoA4', 'expanded_url': 'https://jhansiraniramu.wixsite.com/jhansikitchen', 'display_url': 'jhansiraniramu.wixsite.com/jhansikitchen'}]}}"
496166177,GmaLinda53,,https://pbs.twimg.com/profile_images/873566562988433409/w-4SRhFY_normal.jpg,"Edmonton, Alberta",,False,"Grandma to @Taylor10Nicole and @akrause10. Mom to @RcrDad10. Cheers for @EdmontonEsks 💚💛🏈, @EdmontonOilers, @EdmOilKings & @TorontoBlueJays.  ❤@HWYThruHell❤",Linda,False,"{'followers_count': 150, 'following_count': 285, 'tweet_count': 3073, 'listed_count': 1}",,"{'description': {'mentions': [{'start': 11, 'end': 26, 'username': 'Taylor10Nicole'}, {'start': 31, 'end': 41, 'username': 'akrause10'}, {'start': 50, 'end': 59, 'username': 'RcrDad10'}, {'start': 72, 'end': 85, 'username': 'EdmontonEsks'}, {'start': 91, 'end': 106, 'username': 'EdmontonOilers'}, {'start': 108, 'end': 120, 'username': 'EdmOilKings'}, {'start': 123, 'end': 139, 'username': 'TorontoBlueJays'}, {'start': 143, 'end': 155, 'username': 'HWYThruHell'}]}}"
724408243,jeckilhide,,https://pbs.twimg.com/profile_images/810911981058355200/EAqa68gr_normal.jpg,,,False,"trabajador esencial 😎, frikadas a tutiplen, stop fachas de donde sean, retransmitiendo desde Badalona",warhammster,False,"{'followers_count': 370, 'following_count': 1398, 'tweet_count': 38446, 'listed_count': 2}",1427339243630780421,
1308038743517876225,RFA66327475,,https://pbs.twimg.com/profile_images/1495566722182438913/haTmbOFZ_normal.png,平日フィットボクサー+休日リングフィットボクサー,,False,運動+ダイエット+雑多垢 (ﾘﾝｸﾞ20200830〜/FB202102〜プレイ開始) カスタムモードでゆるりと進めてます(アドベンチャーモード3周クリア・ミニゲームは放置) 無言フォロー失礼します 基本フォロバします 身長161.5cm 目標51㌔・体脂肪率20%以下 オタクではない大阪府民,ひじき煮_RFA&FB+雑多垢,False,"{'followers_count': 235, 'following_count': 223, 'tweet_count': 4067, 'listed_count': 1}",1471609122819035136,
