,protected,entities,verified,id,description,name,pinned_tweet_id,url,username,profile_image_url,public_metrics,location
747854137,False,"{'description': {'hashtags': [{'start': 25, 'end': 37, 'tag': 'Ambassacats'}]}}",False,,🇵🇷  Puerto Rico/Staff of #Ambassacats Nina🐱Halo🐱Liara🐱Otis😺/801-87-Jerezanas/ Changos de Naranjito /📖📚,🌹,1424440992036446216,,QueenLulii,https://pbs.twimg.com/profile_images/1516118052663963658/IiJ-MKve_normal.jpg,"{'followers_count': 254, 'following_count': 402, 'tweet_count': 11608, 'listed_count': 4}","Naranjito, Puerto Rico"
350310651,False,"{'description': {'hashtags': [{'start': 19, 'end': 36, 'tag': 'ruthlettskitchen'}], 'mentions': [{'start': 57, 'end': 67, 'username': 'afwlondon'}, {'start': 68, 'end': 85, 'username': 'fashionsfinestuk'}]}}",False,,"Sometimes cheffing #ruthlettskitchen (IG)👩🏽‍🍳 Freelancer @afwlondon @fashionsfinestuk 👗 Background Artist now & then, here & there 😂",R U T H,1508169695400271889,,Ruthlettt,https://pbs.twimg.com/profile_images/1517583722673025030/rn46tUAT_normal.jpg,"{'followers_count': 771, 'following_count': 745, 'tweet_count': 11497, 'listed_count': 13}",London
1372652223327563779,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LvkZuAtIlS', 'expanded_url': 'https://linktr.ee/Clausuink', 'display_url': 'linktr.ee/Clausuink'}]}}",False,,🏴🇳🇮♠️💜. NB GREMLIN. Pronouns she/he. ESP/ENG. Aqui posteo wips/doodles/ D&D y Granblue. Shitposting y Memes en general. COMISIONES ABIERTAS ✨,Claus POLLO FRITO 💪🍗,1372656806451875845,https://t.co/LvkZuAtIlS,clausuink,https://pbs.twimg.com/profile_images/1460116904610308100/MWGjAqa4_normal.jpg,"{'followers_count': 101, 'following_count': 342, 'tweet_count': 2340, 'listed_count': 0}",Nicaragua
508858065,False,"{'description': {'hashtags': [{'start': 44, 'end': 61, 'tag': 'ManivetteRecords'}, {'start': 62, 'end': 69, 'tag': 'TeamOM'}], 'mentions': [{'start': 22, 'end': 30, 'username': 'MoussuT'}, {'start': 31, 'end': 43, 'username': 'MSSofficiel'}]}}",False,,Réalisateur graphique @MoussuT @MSSofficiel #ManivetteRecords #TeamOM ⚪️Ⓜ️ LFZLF,Vital Ⓜ️aladrech,1430416828778655745,,VitalMaladrech,https://pbs.twimg.com/profile_images/1387844889812119554/A6m5Ph1K_normal.jpg,"{'followers_count': 727, 'following_count': 678, 'tweet_count': 21854, 'listed_count': 1}",Arelate
496904983,False,,False,,"主にデレステをやっております。三村かな子担当です。
ニコマスクイズ部になりました。(2021.9.24～)
最近、「5hint's」にハマってます。面白いよ！",土谷P@三村かな子担当,1519075102654361600,,Tsuch1yaP,https://pbs.twimg.com/profile_images/1503262376443138051/fQXbE7ZY_normal.jpg,"{'followers_count': 402, 'following_count': 1169, 'tweet_count': 14304, 'listed_count': 10}",デレステ
295715026,False,"{'description': {'mentions': [{'start': 21, 'end': 30, 'username': 'sholunaa'}]}}",False,,hello :wave: | priv: @sholunaa,Luna,1206727488241569793,,SunrisenLuna,https://pbs.twimg.com/profile_images/1491571970026127362/p4ONzJxG_normal.jpg,"{'followers_count': 105, 'following_count': 236, 'tweet_count': 19861, 'listed_count': 3}",
1167487907080343553,False,,False,,nzjjsjsa,clara uau linda gata,,,euclarabresa,https://pbs.twimg.com/profile_images/1370810574729326594/96iqMSaz_normal.jpg,"{'followers_count': 2, 'following_count': 8, 'tweet_count': 79, 'listed_count': 0}",
813497578004180992,False,,False,,飛び立とう！心の！光と！晩ご飯と！パズルアカ。,💟ebb_tide⛵️,,,nieveenfebrero,https://pbs.twimg.com/profile_images/1498033296865116163/KIXrngW5_normal.jpg,"{'followers_count': 272, 'following_count': 310, 'tweet_count': 23199, 'listed_count': 5}",
2229814315,False,"{'description': {'hashtags': [{'start': 120, 'end': 133, 'tag': '2017dec_baby'}], 'mentions': [{'start': 88, 'end': 104, 'username': '310_progressive'}]}}",False,,"はちです。時短勤務中の母。モモファ💉
STAR WARS/BACK TO THE FUTURE/映画/歌舞伎(中村屋推し)/びじゅチューン！/FGO/シンカリオン
夫:310(@310_progressive)/息子:子鉄•アレルギー持ち(#2017dec_baby)",8,,,8_potch_station,https://pbs.twimg.com/profile_images/1185683758772441088/feIZHUxa_normal.jpg,"{'followers_count': 363, 'following_count': 811, 'tweet_count': 27196, 'listed_count': 6}",超進化研究所
98328095,False,,False,,"Stalk less, tweet more",Kazuha,1432691588698820615,,freshmorning_,https://pbs.twimg.com/profile_images/1521525027811643394/CD8SuH1g_normal.jpg,"{'followers_count': 0, 'following_count': 49, 'tweet_count': 3730, 'listed_count': 0}",
14630595,False,,False,,Plumstead Commoner | LocalGov Finance | Craft Beer | Cycling | Spurs | Gadgets | Politics | Caffeine,Sacha,1505184148524351498,,sachab,https://pbs.twimg.com/profile_images/1387082267143589889/v7lddSgo_normal.jpg,"{'followers_count': 695, 'following_count': 861, 'tweet_count': 21312, 'listed_count': 42}",Plumstead
1386240889136185348,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Rj3fCjlYsz', 'expanded_url': 'http://simplesoupsandappletarts.tumblr.com', 'display_url': 'simplesoupsandappletarts.tumblr.com'}]}}",False,,Just a place to admire a fire wizard and a time wizard. they/them.,Soup,1443368743392870402,https://t.co/Rj3fCjlYsz,SimpleSoups,https://pbs.twimg.com/profile_images/1386241368092078084/Iin4WFG5_normal.jpg,"{'followers_count': 38, 'following_count': 64, 'tweet_count': 1176, 'listed_count': 0}",
139334226,False,,False,,11111111,たたたたたたたた,,,ta1_243,https://pbs.twimg.com/profile_images/1165187799026241541/35G5S3Mz_normal.jpg,"{'followers_count': 302, 'following_count': 364, 'tweet_count': 28956, 'listed_count': 25}",
76971831,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TqreIjiqHs', 'expanded_url': 'http://linktr.ee/thejasonpure', 'display_url': 'linktr.ee/thejasonpure'}]}, 'description': {'hashtags': [{'start': 68, 'end': 76, 'tag': 'FlyHigh'}]}}",False,,"Creator of Sounds. Wielder of Words.
𝕾𝖎𝖗 𝕻𝖚𝖗𝖊𝖍𝖊𝖆𝖗𝖙 at your service. #FlyHigh",P U R E .,1395596436981567488,https://t.co/TqreIjiqHs,thejasonpure,https://pbs.twimg.com/profile_images/1468826024695709696/pmA4ifTO_normal.jpg,"{'followers_count': 2342, 'following_count': 1675, 'tweet_count': 20952, 'listed_count': 15}",somewhere writin' songs
1263076165935345664,False,,False,,I play daily games on the internet.,Els,,,Elsch17,https://pbs.twimg.com/profile_images/1504061921124884484/Vcxiit0z_normal.jpg,"{'followers_count': 1, 'following_count': 34, 'tweet_count': 124, 'listed_count': 0}","Nijmegen, Nederland"
1478111479329083394,False,"{'description': {'hashtags': [{'start': 93, 'end': 102, 'tag': 'chenford'}, {'start': 103, 'end': 110, 'tag': 'armony'}, {'start': 111, 'end': 120, 'tag': 'kanthony'}]}}",False,,"📺: the rookie, the cleaning lady, abbott elementary, new girl, schitt's creek, bridgerton
❤: #chenford #armony #kanthony",emmy ✨,1485473828583227392,,yesitsemmyy,https://pbs.twimg.com/profile_images/1481417229652606976/_TE9vz0U_normal.jpg,"{'followers_count': 54, 'following_count': 69, 'tweet_count': 1128, 'listed_count': 1}",new york city
4142475429,False,,False,,📍Cape G,Avery,,,BALLER_AVE,https://pbs.twimg.com/profile_images/1512205191239585794/hk1vaSfS_normal.jpg,"{'followers_count': 51, 'following_count': 120, 'tweet_count': 614, 'listed_count': 0}",
34085156,False,,False,,,Kylie Disco,,,johnloveskylie,https://pbs.twimg.com/profile_images/1285708733465669635/2sLbPUxi_normal.jpg,"{'followers_count': 68, 'following_count': 370, 'tweet_count': 2030, 'listed_count': 2}",London
175618587,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tav0uAezK7', 'expanded_url': 'http://twilog.org/4daichi14', 'display_url': 'twilog.org/4daichi14'}]}, 'description': {'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/dRnPPENC4C', 'expanded_url': 'http://instagram.com/daichiandmay/', 'display_url': 'instagram.com/daichiandmay/'}]}}",False,,1974年生まれ。夫とポメラニアンの女の子と暮らしている。金沢ときどき高岡。駆け出しの通訳案内士→駆け出せなかった。英日翻訳者。 イタリア語検定5級。食べること全般、バレエ、歌舞伎など興味あり。 https://t.co/dRnPPENC4C,/*daichi*/,,https://t.co/tav0uAezK7,4daichi14,https://pbs.twimg.com/profile_images/1734008100/4daichi14_normal.jpg,"{'followers_count': 139, 'following_count': 238, 'tweet_count': 9938, 'listed_count': 9}","kanazawa, japan"
1176325140704948224,False,"{'description': {'hashtags': [{'start': 26, 'end': 33, 'tag': 'Vtuber'}]}}",False,,玉鎮座こまりです！「たまちん」って呼んでください！ #Vtuber 応援用アカウント Vtuberの方を見かけたらフォローします,呪詛,,,Tamachinza_kmr,https://pbs.twimg.com/profile_images/1178340572546793472/s-zBCvwN_normal.png,"{'followers_count': 263, 'following_count': 1312, 'tweet_count': 2482, 'listed_count': 5}",
182229765,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9Le46FK2Pi', 'expanded_url': 'https://research.monash.edu/en/persons/charles-livingstone', 'display_url': 'research.monash.edu/en/persons/cha…'}]}}",False,,"Opinionated Aust AsPro. Public health, gambling reform, social equity, cycling, GFC. In another life I was the first Fed Pres of the MEAA. Boat person.🏳️‍🌈",Charles Livingstone,,https://t.co/9Le46FK2Pi,CLjeSuppose,https://pbs.twimg.com/profile_images/440409477125115904/UQ5Ckwwx_normal.jpeg,"{'followers_count': 3140, 'following_count': 3297, 'tweet_count': 81815, 'listed_count': 58}",Travelling in time & space
111595381,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l0U5EfQcHc', 'expanded_url': 'https://yamadatheta.fanbox.cc/', 'display_url': 'yamadatheta.fanbox.cc'}]}}",False,,漫画家で候💉💉💉連載中「万能会社員菅田くん」「ITおじさん+d」旧連載「乙女文藝ハッカソン」。掌編漫画はメディア欄。最近は宇宙とか霞が関とか。画像も発言も禁転載。 リプもDMも気付かないこと多いので ご依頼等は theeeta@gmail.comまで,山田しいた 「万能会社員菅田くん」ｸﾞﾗｼﾞｬﾝむちゃ連載中,1460444733596061698,https://t.co/l0U5EfQcHc,yamada_theta,https://pbs.twimg.com/profile_images/1079875057785028609/q_j8L_OE_normal.jpg,"{'followers_count': 46915, 'following_count': 770, 'tweet_count': 99574, 'listed_count': 504}",Amazon.co.jp アソシエイト参加
265386505,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OT6iTdRG8U', 'expanded_url': 'http://d.hatena.ne.jp/fuente/', 'display_url': 'd.hatena.ne.jp/fuente/'}]}}",False,,サトシゴトは休業中。 ヤスくんメインの箱推し出戻りeighter。最近は野生動物を追いかけています。,いずみ,917019469645463553,https://t.co/OT6iTdRG8U,fuente0403,https://pbs.twimg.com/profile_images/875472232440410112/rTMloq_U_normal.jpg,"{'followers_count': 87, 'following_count': 134, 'tweet_count': 17048, 'listed_count': 1}",札幌
1431219411537432583,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ipPRIgbb40', 'expanded_url': 'https://youtube.com/channel/UCO5_c7VUaVkVC1YXbsIizuw', 'display_url': 'youtube.com/channel/UCO5_c…'}]}}",False,,"よーべのサブ垢！！！
個人的なことツイしたり見たりする感じ！！",クリスタル💎よべぇ,,https://t.co/ipPRIgbb40,yobeyobe_n,https://pbs.twimg.com/profile_images/1431219569478168576/aRolhb_l_normal.jpg,"{'followers_count': 16, 'following_count': 29, 'tweet_count': 160, 'listed_count': 0}",痴漢達磨 肆拾捌
16279077,False,,False,,,kymbe,,,mercifulangel,https://pbs.twimg.com/profile_images/593209129679790080/URUK8wwt_normal.jpg,"{'followers_count': 26, 'following_count': 141, 'tweet_count': 984, 'listed_count': 0}",
1135417722,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t3B3P9aj2r', 'expanded_url': 'http://twisave.com/n14272563125', 'display_url': 'twisave.com/n14272563125'}]}}",False,,,い,1505001292850028552,https://t.co/t3B3P9aj2r,n14272563125,https://pbs.twimg.com/profile_images/1114384973681713153/W_wxGbu4_normal.png,"{'followers_count': 63, 'following_count': 120, 'tweet_count': 22342, 'listed_count': 0}",
234554728,False,,False,,"Here fer as lang as Ah'm allowed. Left-leanin SJW, armchair warrior, bleedin hert liberal, snawflake, etc.",BigScotsLass,,,BigScotsLass,https://pbs.twimg.com/profile_images/1503489642099843077/cl_UudHL_normal.jpg,"{'followers_count': 15, 'following_count': 83, 'tweet_count': 27150, 'listed_count': 0}","Scotland, United Kingdom"
433888495,False,,False,,,Luke Jackson,,,lukejackson0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 47, 'following_count': 963, 'tweet_count': 295, 'listed_count': 0}","Southern District, Hong Kong"
1123493569304629248,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wn19WmSbup', 'expanded_url': 'https://letterboxd.com/clemsbizadv', 'display_url': 'letterboxd.com/clemsbizadv'}]}}",False,,gender affirmed by mitski,clemclem,1449166154937901059,https://t.co/wn19WmSbup,kobasuchan,https://pbs.twimg.com/profile_images/1515330329699041294/wKMHh9yJ_normal.jpg,"{'followers_count': 406, 'following_count': 751, 'tweet_count': 85169, 'listed_count': 1}","il/they, entp 8w7"
143251371,False,,False,,下人,よっし,1263439339318464512,,yossy89,https://pbs.twimg.com/profile_images/1520683613159067648/dsxkd9Ox_normal.jpg,"{'followers_count': 983, 'following_count': 884, 'tweet_count': 301887, 'listed_count': 32}",きょーと
19819034,False,,False,,やすんでます。 ?NCT → ?UT → a pseudo-engineer?,やすまない,,,yasumanai,https://pbs.twimg.com/profile_images/76281917/DSC00024_normal.JPG,"{'followers_count': 131, 'following_count': 350, 'tweet_count': 12602, 'listed_count': 3}","441****, jp"
15591970,False,,False,,"North Melbourne, gadgets, Tech are just a few of my fav things",Frank Priscoglio,,,frankip,https://pbs.twimg.com/profile_images/1175849852/n690776204_462509_6584_normal.jpg,"{'followers_count': 242, 'following_count': 2059, 'tweet_count': 1173, 'listed_count': 7}","iPhone: -37.770157,144.877151"
112341094,False,"{'description': {'mentions': [{'start': 32, 'end': 48, 'username': 'westernbulldogs'}]}}",False,,"Family woman, political junkie, @westernbulldogs tragic, coffee lover. On the land of Wurundjeri Woiwurrung people",Elisabeth Tuckey,,,ElisabethTuckey,https://pbs.twimg.com/profile_images/1325660038724112384/7bvCx2YT_normal.jpg,"{'followers_count': 1454, 'following_count': 2145, 'tweet_count': 15278, 'listed_count': 37}","Wurundjeri, Naarm"
1293303301174427648,False,,False,,fafner brainrot • ita/eng/esp ok • 🔞,ari ✨,1331019927092867072,,awlisaie,https://pbs.twimg.com/profile_images/1494458734617276423/xwmZ5WaV_normal.jpg,"{'followers_count': 44, 'following_count': 110, 'tweet_count': 21785, 'listed_count': 0}",she/them
113319711,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/I34UI0Wpfw', 'expanded_url': 'http://ygkr.tumblr.com/', 'display_url': 'ygkr.tumblr.com'}]}}",False,,人呼んで「オーストリアのキダタロー」,ヤゴコロコージ(7.62×39仕様),,https://t.co/I34UI0Wpfw,ygkr,https://pbs.twimg.com/profile_images/1418916695704485898/ztoVWvJn_normal.jpg,"{'followers_count': 175, 'following_count': 366, 'tweet_count': 35649, 'listed_count': 0}",DUKEバーガー
310568156,False,,False,,"Love: my family, smiling, laughing, running, walking, talking and punk Hate: hypocrisy, snobbery, dishonesty!😜",Claire Cook,,,clairec58,https://pbs.twimg.com/profile_images/1006100355820736512/4lxJ4G6I_normal.jpg,"{'followers_count': 354, 'following_count': 729, 'tweet_count': 2623, 'listed_count': 2}",London
21578157,False,,False,,Another example of screaming meat.,"Brad, a total con, Schutzman",1312877673929216006,,UnkemptContempt,https://pbs.twimg.com/profile_images/1114775132/corinthian_normal.jpg,"{'followers_count': 217, 'following_count': 2763, 'tweet_count': 2937, 'listed_count': 3}",
3119433189,False,,False,,✨medically diagnosed absolute mess✨cripplepunk✨pronouns✨brain tumour sufferer✨enby&pan✨,Zo ⛤♿ 🏳️‍🌈 | CEO of the Undead | ADHDumbass,1490890093363892225,,CuddleshockZo,https://pbs.twimg.com/profile_images/1424733006892310536/ZSw5nReY_normal.jpg,"{'followers_count': 336, 'following_count': 1554, 'tweet_count': 64523, 'listed_count': 17}",🇬🇧
20932741,False,"{'description': {'mentions': [{'start': 33, 'end': 40, 'username': 'Wandbc'}, {'start': 52, 'end': 61, 'username': 'CCBalham'}]}}",False,,Balham Councillor & Deputy Mayor @Wandbc 💙 | Church @CCBalham | Registered Dietitian in Public Health |  For casework email: cllr.l.mowatt@wandsworth.gov.uk,Lucy Mowatt,,,lucymowatt,https://pbs.twimg.com/profile_images/1516833623164567559/A1bamRY0_normal.jpg,"{'followers_count': 1939, 'following_count': 1677, 'tweet_count': 12345, 'listed_count': 39}",Balham
1009585004425330688,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SpdALqtLjH', 'expanded_url': 'http://www.utas.edu.au', 'display_url': 'utas.edu.au'}]}, 'description': {'mentions': [{'start': 18, 'end': 24, 'username': 'UTAS_'}]}}",False,,Associate Provost @UTAS_ | Julia Child Devotee 🇫🇷🥐🧀🍷,Martin Grimmer,,https://t.co/SpdALqtLjH,ProfGrimmer,https://pbs.twimg.com/profile_images/1507975169347764228/dwf5FUxc_normal.jpg,"{'followers_count': 560, 'following_count': 571, 'tweet_count': 2390, 'listed_count': 9}","Tasmania, Australia"
309953391,False,,False,,Matemático. Tenis y fútbol. Experto en procastinar y odio madrugar. 830/99,Jugo somnoliento,959984026923749376,,j_luisrd,https://pbs.twimg.com/profile_images/1404519562637459471/r-4Iu63J_normal.jpg,"{'followers_count': 99, 'following_count': 54, 'tweet_count': 21348, 'listed_count': 0}",Colombia
329044159,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4vArwiNtjs', 'expanded_url': 'http://Instagram.com/bensmith301294', 'display_url': 'Instagram.com/bensmith301294'}]}, 'description': {'mentions': [{'start': 20, 'end': 34, 'username': 'PerthNowLocal'}, {'start': 59, 'end': 72, 'username': 'TheWestSport'}, {'start': 91, 'end': 107, 'username': 'TheFootballSack'}]}}",False,,"Sports reporter for @PerthNowLocal. Occasional bylines for @TheWestSport. Social media for @TheFootballSack. Views are sadly, my own.",Ben Smith,1421797677629546502,https://t.co/4vArwiNtjs,BenSmith94,https://pbs.twimg.com/profile_images/1484353165160235008/19f7-ZST_normal.jpg,"{'followers_count': 1571, 'following_count': 2560, 'tweet_count': 51416, 'listed_count': 32}",A place off Ocean Avenue
710965244466741248,False,,False,,‘Jeff Goldblum in a wetsuit’. All views are my own. Usually from an upstairs window.,James 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇺🇦,,,EasyPeasy_3,https://pbs.twimg.com/profile_images/1498029930461999106/wT6-qP78_normal.jpg,"{'followers_count': 1804, 'following_count': 2549, 'tweet_count': 12246, 'listed_count': 4}",
1288055517508546560,False,,False,,Trying to be fair and factual unlike rabid right! Believe being left equates with caring and still like dogs more than people.  On Aniwan country 🐾 👹 🇺🇦,Ian Robins,,,IDR93413102,https://pbs.twimg.com/profile_images/1368000438222483457/BQ-iuC9F_normal.jpg,"{'followers_count': 446, 'following_count': 700, 'tweet_count': 18240, 'listed_count': 0}",New England
3152682601,False,,False,,"it's our choices Harry, that show what we truly are...",wakeupsid,1448665540218683401,,unfunnysunflowr,https://pbs.twimg.com/profile_images/1520978985588596737/ZRPKChDH_normal.jpg,"{'followers_count': 388, 'following_count': 226, 'tweet_count': 9022, 'listed_count': 0}",
1496310511373193219,False,,False,,日々のつぶやき,マック,,,NblD7tHCn5NJoav,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 59, 'listed_count': 0}",
809194524,False,,False,,成人済み。 好き→動物全般(鳥と猫写真多め)、メルスト(西部大家族と看守組。まったり勢)、 ハイキュー！！、 FGO(人理修復/2部6章まで攻略済。新シン推し)、ツイステ(ラギーくん中心にサバナ箱推し)。 無断転載はダメ絶対🙅‍♀️,ねころいど,,,ringmond,https://pbs.twimg.com/profile_images/1509992556439879684/XM40Tt8g_normal.jpg,"{'followers_count': 128, 'following_count': 526, 'tweet_count': 51055, 'listed_count': 0}",
2742292167,False,,False,,,Eudie Bear,,,13Eudieb,https://pbs.twimg.com/profile_images/1518244548539035648/zcbrXk1t_normal.jpg,"{'followers_count': 43, 'following_count': 65, 'tweet_count': 138, 'listed_count': 0}","Florida, USA"
2478388118,False,,False,,,patapata,,,patapuffer,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 0, 'following_count': 8, 'tweet_count': 56, 'listed_count': 0}",
543576213,False,,False,,,xuelan,,,xuelan1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 32, 'following_count': 263, 'tweet_count': 2758, 'listed_count': 1}",
