,entities,verified,description,profile_image_url,public_metrics,url,username,id,name,protected,location,pinned_tweet_id
0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LIC0oWuHNj', 'expanded_url': 'http://phrontisterionblog.wordpress.com', 'display_url': 'phrontisterionblog.wordpress.com'}]}}",False,"Klassischer Philologe, Liebhaber von Sprache und allem Ernsten und Unernsten, das man damit treiben kann. Tummelt sich hier rein privat.",https://pbs.twimg.com/profile_images/653599052899205120/grQPlv-G_normal.jpg,"{'followers_count': 97, 'following_count': 146, 'tweet_count': 1133, 'listed_count': 1}",https://t.co/LIC0oWuHNj,GerritKloss,1905529813,Gerrit Kloss,False,Mannheim/Heidelberg,
1,,False,Another London.,https://pbs.twimg.com/profile_images/1311587964909162496/1Oyp7ZrG_normal.jpg,"{'followers_count': 259, 'following_count': 925, 'tweet_count': 7563, 'listed_count': 0}",,philiponawing,238124818,Philip Adams,False,London,
2,"{'description': {'hashtags': [{'start': 101, 'end': 117, 'tag': 'ForeverEuropean'}, {'start': 119, 'end': 135, 'tag': 'Refugeeswelcome'}, {'start': 136, 'end': 150, 'tag': 'dontbuythesun'}]}}",False,"Professional couch potato. Mancunian. MUFC. Rejoiner. Love my two cats. Love NHS 💙 Views are my own. #ForeverEuropean.
#Refugeeswelcome
#dontbuythesun",https://pbs.twimg.com/profile_images/526374526972489728/bANFN5q5_normal.jpeg,"{'followers_count': 4556, 'following_count': 4358, 'tweet_count': 8411, 'listed_count': 1}",,BaldyBob70,527341299,Robert Leonard 🇪🇺🏳️‍🌈🇺🇦#FBPE #RejoinEU,False,"Manchester, England",
3,,False,ทวิตตามที่คิด ทวิตตามอารมณ์ ส่วนมากสายหื่น ส่วนน้อยสายคำคม เก่งแต่วิจารณ์ แต่ให้ทำเองก็ทำไม่ได้,https://pbs.twimg.com/profile_images/1496490373644177411/YTYlTSCd_normal.jpg,"{'followers_count': 2371, 'following_count': 904, 'tweet_count': 43163, 'listed_count': 6}",,hotdarkcoff,626190376,Hot Dark Coff,False,,
4,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LITftixWmP', 'expanded_url': 'http://www.andrewgill.ca', 'display_url': 'andrewgill.ca'}]}, 'description': {'hashtags': [{'start': 65, 'end': 76, 'tag': 'BillsMafia'}]}}",False,"Husband, Father. Mortgage Agent, Firefighter, Buffalo Bills fan. #BillsMafia Forever",https://pbs.twimg.com/profile_images/1500992933906067460/ngM50NHg_normal.jpg,"{'followers_count': 132, 'following_count': 690, 'tweet_count': 2903, 'listed_count': 2}",https://t.co/LITftixWmP,AndrewWGill1,1252695983307329549,Andrew Gill,False,"St. Catharines, Ontario",
5,,False,"Old Westy, old rocker, BBQ tragic, budding photographer, Springsteen fan. Science is real. There's always someone worse off. Dogs are good people.",https://pbs.twimg.com/profile_images/1516729992767414279/jXECTywU_normal.jpg,"{'followers_count': 1058, 'following_count': 1165, 'tweet_count': 21824, 'listed_count': 31}",,rustedon1962,42632231,Tony Bee,False,Melbourne,
6,,False,ただの人の壁を超えられたらと考えるマンネリな私でも何かを変えられるのなら、この世界を幸せにできるのかな(心臓は泊まることを知らぬ強者),https://pbs.twimg.com/profile_images/1459832077692866560/mqDnaTl0_normal.jpg,"{'followers_count': 52, 'following_count': 129, 'tweet_count': 9297, 'listed_count': 1}",,PlanettaOrion,270342919,Unbekannt,False,,
7,,False,"🏴󠁧󠁢󠁳󠁣󠁴󠁿 Grumpy woke boomer (💉💉💉💉),🕊 ,❤️.",https://pbs.twimg.com/profile_images/1434714325197856770/WhK9C7dn_normal.jpg,"{'followers_count': 161, 'following_count': 659, 'tweet_count': 8129, 'listed_count': 3}",,SayerBrian,1155990288,Brian Sayer,False,Gadigal country. ,
8,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BC1P07NThA', 'expanded_url': 'http://KanTan.Hu', 'display_url': 'KanTan.Hu'}]}}",False,中国共産党に乗っ取られた首相独裁のハンガリーのシュールな惨状とその他の国際関係について漫筆📝引用情報はダブルチェック要⚠情報選別・翻訳に精一杯で発信メインなのでスキ・リプ・フォローなしにはご容赦を🙇‍♀️コメントはご自由に（当方免責）💡職業ジャーナリストではありません,https://pbs.twimg.com/profile_images/1451202512611000326/WRPS6i0S_normal.jpg,"{'followers_count': 710, 'following_count': 295, 'tweet_count': 40692, 'listed_count': 0}",https://t.co/BC1P07NThA,eikotoda,101199519,Eiko Toda,False,"Budapest, Hungary",1520701410933116928
9,,False,no thoughts head empty ✨,https://pbs.twimg.com/profile_images/1388561839991123973/G-ie-JFE_normal.jpg,"{'followers_count': 244, 'following_count': 213, 'tweet_count': 3441, 'listed_count': 0}",,a_mkbnta,2279166948,a.💚,False,ph,1182609457697587200
10,"{'description': {'hashtags': [{'start': 71, 'end': 84, 'tag': 'Mmemberville'}]}}",False,"smoke em if you got em, watch movies. she/her cash app $kasieCash82    #Mmemberville",https://pbs.twimg.com/profile_images/1519103262166818818/FPY-wiwu_normal.jpg,"{'followers_count': 973, 'following_count': 1790, 'tweet_count': 18158, 'listed_count': 3}",,captKangol,3096576336,Graham lines🌽🍄☘️,False,Iowa,1518781830345936896
11,,False,"Ancient Adolescent. Been there, got the silly coin. Opinions evolve as they are shaped by experience, time, and study.",https://pbs.twimg.com/profile_images/1495727245410934784/ulDAUdG2_normal.jpg,"{'followers_count': 1952, 'following_count': 2331, 'tweet_count': 54572, 'listed_count': 8}",,images_mc,20044711,Mike M.,False,Northern Virginia,
12,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pScnMIUbLR', 'expanded_url': 'http://twitch.tv/yaeimy', 'display_url': 'twitch.tv/yaeimy'}]}}",False,"Editora amateur | A veces consigo dibujar algo decente | Nosequemasdecir 😶

⌛Todas las almas marchan cuando cae el sol ⏳",https://pbs.twimg.com/profile_images/1443121123386957826/a7-7R4DW_normal.jpg,"{'followers_count': 52, 'following_count': 239, 'tweet_count': 3427, 'listed_count': 3}",https://t.co/pScnMIUbLR,_yaeimy,448933217,Yaeimy,False,Spain,1497932913723289600
13,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yeL9ug2VUZ', 'expanded_url': 'https://www.summitbusinessguides.com', 'display_url': 'summitbusinessguides.com'}]}, 'description': {'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/lD0T7hSIGK', 'expanded_url': 'https://www.linkedin.com/in/ryanjhowesbg/', 'display_url': 'linkedin.com/in/ryanjhowesb…'}]}}",False,Strategic Business Guide. Hidden Talent: Can cook minute rice in 58 seconds. ERAU Alum.  https://t.co/lD0T7hSIGK,https://pbs.twimg.com/profile_images/1492204596684546057/zAQ5TmG7_normal.jpg,"{'followers_count': 418, 'following_count': 233, 'tweet_count': 9859, 'listed_count': 7}",https://t.co/yeL9ug2VUZ,morupside,759078155650871298,Ryan Howe,False,"Old Orchard Beach, ME",
14,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SHFmyj9Zd3', 'expanded_url': 'https://www.fosemeight.com/', 'display_url': 'fosemeight.com'}]}, 'description': {'hashtags': [{'start': 64, 'end': 76, 'tag': 'Lakernation'}, {'start': 79, 'end': 86, 'tag': 'RiseUp'}, {'start': 89, 'end': 97, 'tag': 'GoDawgs'}, {'start': 100, 'end': 107, 'tag': 'ChopOn'}, {'start': 110, 'end': 123, 'tag': 'YGScommittee'}]}}",False,Macon-bred | Georgia Southern Alumni | Electrical Engineering | #Lakernation | #RiseUp | #GoDawgs | #ChopOn | #YGScommittee | A.Y.A.T. | #1911 🐶,https://pbs.twimg.com/profile_images/1263990014725230592/gBwrE1h0_normal.jpg,"{'followers_count': 1366, 'following_count': 1167, 'tweet_count': 127764, 'listed_count': 10}",https://t.co/SHFmyj9Zd3,Dre_Dat,28372137,Dre Harris,False,,921198957707124736
15,,False,"Hombres G 😍 la banda sonora de mi vida!!!
♥️ y alma G ...
Malagueña, cofrade, Hermana de Pollinica 💚 y Sentencia 💜 ... para que más¡¡ 😀",https://pbs.twimg.com/profile_images/1338871111883304966/ZlAlTpeI_normal.jpg,"{'followers_count': 356, 'following_count': 997, 'tweet_count': 6848, 'listed_count': 0}",,HGthebest,975728469429686273,SilHG,False,Málaga  .... el paraíso ,1005792201870336000
16,,False,"学業廃棄物と化した,無季さんの全手動bot。 背丈が10 cmほどのAquarsメンバーがなにやらわ楽しいことを見つけて、わちゃわちゃ遊んでいたら、とても可愛いと思いました。",https://pbs.twimg.com/profile_images/854329043017121794/qlV9gwTM_normal.jpg,"{'followers_count': 558, 'following_count': 942, 'tweet_count': 195976, 'listed_count': 33}",,__muki,198841135,",無季",False,闇の平謝り,558126594351706112
17,"{'description': {'hashtags': [{'start': 21, 'end': 35, 'tag': 'adoptdontshop'}, {'start': 36, 'end': 41, 'tag': 'YNWA'}, {'start': 42, 'end': 47, 'tag': 'GAWA'}, {'start': 48, 'end': 59, 'tag': 'KeepTheBan'}, {'start': 60, 'end': 74, 'tag': 'banfoxhunting'}]}}",False,Doggie mum to Archie #adoptdontshop #YNWA #GAWA #KeepTheBan #banfoxhunting,https://pbs.twimg.com/profile_images/1476657025199321092/YZOb9R_s_normal.jpg,"{'followers_count': 915, 'following_count': 3073, 'tweet_count': 15414, 'listed_count': 15}",,GilbertjJulie,3037104388,Julie G 🇺🇦 💙💛,False,Northern Ireland,1271513148365901827
18,,False,Peace & Love ✌🏾💉💊,https://pbs.twimg.com/profile_images/1506156583776141316/zWs4dbaY_normal.jpg,"{'followers_count': 482, 'following_count': 407, 'tweet_count': 69462, 'listed_count': 14}",,MeJill,24009194,👩🏾‍⚕️🍄,False,in my feelings,770682882553618432
19,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2C0AAoQuJe', 'expanded_url': 'http://about.me/donalgmail', 'display_url': 'about.me/donalgmail'}]}, 'description': {'hashtags': [{'start': 33, 'end': 50, 'tag': 'ArtbyYasminaReza'}, {'start': 51, 'end': 70, 'tag': 'DanceYourselfDizzy'}, {'start': 71, 'end': 84, 'tag': 'PopUpMusical'}, {'start': 85, 'end': 101, 'tag': 'TriskelOutdoors'}, {'start': 102, 'end': 112, 'tag': 'Inferno21'}, {'start': 113, 'end': 139, 'tag': 'CopperFaceJacksTheMusical'}, {'start': 140, 'end': 146, 'tag': 'Class'}]}}",False,"Producer, promoter & Northsider! #ArtbyYasminaReza
#DanceYourselfDizzy
#PopUpMusical
#TriskelOutdoors #Inferno21
#CopperFaceJacksTheMusical
#Class",https://pbs.twimg.com/profile_images/1239895410141003776/MF6qjb1Z_normal.jpg,"{'followers_count': 1844, 'following_count': 2891, 'tweet_count': 8380, 'listed_count': 15}",https://t.co/2C0AAoQuJe,DonalShielsIrl,46883424,Donal Shiels,False,Dublin,
20,,False,,https://pbs.twimg.com/profile_images/1254712604527923201/mApf96Dh_normal.jpg,"{'followers_count': 40, 'following_count': 48, 'tweet_count': 7501, 'listed_count': 1}",,DerekFacey,632308919,Derek Facey🇪🇺,False,England,
21,,False,Proud mother of 3 awesome children. Technical Translator. Nature lover. Nature photographer 🇨🇦🇵🇸,https://pbs.twimg.com/profile_images/1431772270507200513/xLulcf6q_normal.jpg,"{'followers_count': 228, 'following_count': 310, 'tweet_count': 1959, 'listed_count': 0}",,Lina__LQ,222989655,Lina Q,False,"Burlington, Ontario",
22,,False,Kashamadupe.,https://pbs.twimg.com/profile_images/1504123583492243458/43JGxRWs_normal.jpg,"{'followers_count': 1309, 'following_count': 898, 'tweet_count': 46951, 'listed_count': 1}",,OAJIGE,1701354733,OAJ ***,False,CHI / IB,1482025754917584898
23,,False,"🇨🇦Just getting through the days, with my sanity intact. Sci-fi/fantasy geek, and Warcraft addi...erm..player.",https://pbs.twimg.com/profile_images/1497170421090684930/1Fo3f1PB_normal.jpg,"{'followers_count': 386, 'following_count': 1030, 'tweet_count': 1869, 'listed_count': 1}",,Novelty_Sized,984914805856374785,Kim,False,,
24,,False,pshs mc '25 o/ja/rb. i like hololive and genshin. your favorite botfragger. in pursuit of self-betterment.,https://pbs.twimg.com/profile_images/1507704324587077632/Cf6OJ3yn_normal.jpg,"{'followers_count': 157, 'following_count': 576, 'tweet_count': 7068, 'listed_count': 3}",,yor0z,1290399648671100928,julian,False,g1,1488051122351017984
25,,False,,https://pbs.twimg.com/profile_images/1373036299779735569/EMkS-pPO_normal.jpg,"{'followers_count': 1787, 'following_count': 1364, 'tweet_count': 43893, 'listed_count': 1}",,yvovaldes,731064771328409600,Yvonne #Pride2022🌈,False,Panama,1372432502996996098
26,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oORwFvoA9E', 'expanded_url': 'http://liisthinks.blog', 'display_url': 'liisthinks.blog'}]}, 'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'amreading'}, {'start': 24, 'end': 37, 'tag': 'bookblogging'}, {'start': 78, 'end': 87, 'tag': 'Estonian'}, {'start': 116, 'end': 129, 'tag': 'SlavaUkraini'}]}}",False,"#amreading a lot, hence #bookblogging I enjoy drums, heavy music 🤘and books 📚 #Estonian🇪🇪
life = unending torments.
#SlavaUkraini",https://pbs.twimg.com/profile_images/643427092839952384/kqyoJ-k0_normal.jpg,"{'followers_count': 1895, 'following_count': 1813, 'tweet_count': 15747, 'listed_count': 62}",https://t.co/oORwFvoA9E,Cvr_2_Cvr,1853671658,Liz Scanlon #SlavaUkraini #нетвойне,False,Estonia,1430867575580381191
27,,False,escribo y dibujo poco pero siempre lo hago con mucha ilusión.,https://pbs.twimg.com/profile_images/1075008770886041600/ZTQMQhrv_normal.jpg,"{'followers_count': 154, 'following_count': 478, 'tweet_count': 10117, 'listed_count': 7}",,richi_80,208024441,Richi 🦍,False,He perdido el Norte... ,1396902440805486597
28,,False,,https://pbs.twimg.com/profile_images/1513958671763521552/7B2BhgSi_normal.jpg,"{'followers_count': 266, 'following_count': 830, 'tweet_count': 1040, 'listed_count': 6}",,Skadisrealm,32373022,Natasja,False,Almere,
29,,False,Hayat futbola fena halde benzer…,https://pbs.twimg.com/profile_images/1473707257275863048/vpykOGJl_normal.jpg,"{'followers_count': 51, 'following_count': 223, 'tweet_count': 632, 'listed_count': 0}",,benRotaryu,1347207545505656832,Alpin,False,,1485938348401340419
30,,False,"Akun baru, yang lama lupa password.. :)",https://pbs.twimg.com/profile_images/1500660471258828802/Ac7qau81_normal.jpg,"{'followers_count': 1, 'following_count': 130, 'tweet_count': 449, 'listed_count': 0}",,Meilanieee,1318324887585398784,MeiMei,False,Nusantara,
31,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/D7YuQ4xZU8', 'expanded_url': 'http://instagram.com/jay_c13', 'display_url': 'instagram.com/jay_c13'}]}, 'description': {'hashtags': [{'start': 8, 'end': 17, 'tag': 'Aviation'}, {'start': 18, 'end': 27, 'tag': 'Dyslexic'}, {'start': 28, 'end': 38, 'tag': 'Traveller'}, {'start': 39, 'end': 49, 'tag': 'Vacations'}, {'start': 50, 'end': 54, 'tag': 'Gin'}, {'start': 55, 'end': 63, 'tag': 'RealAle'}, {'start': 74, 'end': 80, 'tag': 'Memes'}, {'start': 85, 'end': 90, 'tag': 'Gifs'}]}}",False,"Mid 30s
#Aviation #Dyslexic #Traveller #Vacations #Gin #RealAle

Lover of #Memes and #Gifs 
🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇸🇨🇦🇩🇰🇸🇪🇸🇯🇨🇮🇺🇸",https://pbs.twimg.com/profile_images/1521144960732565504/F1NnGO9k_normal.jpg,"{'followers_count': 2723, 'following_count': 3586, 'tweet_count': 19390, 'listed_count': 1}",https://t.co/D7YuQ4xZU8,jamesy_c1,980873172340920321,🇺🇦🍺 Crafty Jay 🍺🇺🇦,False,"Newcastle Upon Tyne, England",
32,,False,"Ingeniera.
Hincha de River.
Caótica, emocionante y orgullosamente plebeya.
Si hay pasión, no hay error.
Argentina hasta la médula.",https://pbs.twimg.com/profile_images/1242966638489632768/CZi7sg-1_normal.jpg,"{'followers_count': 57, 'following_count': 531, 'tweet_count': 7110, 'listed_count': 0}",,tlbqq,272720932,𝕋𝕣𝕦𝕓𝕚,False,"Rosario, Argentina",1024829681026117632
33,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bRIFIn7YSu', 'expanded_url': 'http://cearcbeagdeargblog.wordpress.co', 'display_url': 'cearcbeagdeargblog.wordpress.co'}]}}",False,"Irish rural GP ( Retired) .Sexologist ,Author Sex for Simple Humans I tweet as a simple human wife mum , gran.Retweets don’t endorse",https://pbs.twimg.com/profile_images/1061740153822216192/WsVDR5w8_normal.jpg,"{'followers_count': 1829, 'following_count': 1455, 'tweet_count': 45774, 'listed_count': 25}",https://t.co/bRIFIn7YSu,DrMaryRogan,1030440870,Mary Frances Rogan,False,,1504185640518356992
34,,False,EXO OT9✨• Xiao Zhan🐰• Wang Yibo🦁• MDZS •••Livin the fangirl life to the fullest 🤸🏻‍♀️💃🏻 •••Saw EXO on 08.23.2019 🤍,https://pbs.twimg.com/profile_images/1446250104743030812/8eXcjnzI_normal.jpg,"{'followers_count': 219, 'following_count': 311, 'tweet_count': 50374, 'listed_count': 0}",,xoxoluuuuvvv,996693082883014656,ᴸ¹⁴⁸⁵ 치🕊 | #10YearswithEXO,False,엑소Planet,
35,,False,mama de 2 dimoniets.,https://pbs.twimg.com/profile_images/1403994304759140356/cfbZvQAv_normal.jpg,"{'followers_count': 155, 'following_count': 329, 'tweet_count': 1940, 'listed_count': 1}",,ther_21,937123134,Ther Ballesté,False,Alcover,1172037975686942720
36,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xcxXYOmGcA', 'expanded_url': 'https://www.twitch.tv/kuroteddy', 'display_url': 'twitch.tv/kuroteddy'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/kBfwKfZ81l', 'expanded_url': 'http://twitch.tv/kuroteddy', 'display_url': 'twitch.tv/kuroteddy'}], 'mentions': [{'start': 97, 'end': 107, 'username': 'Kyokoann_'}]}}",False,"Gamer, friki, amante de los animales y la musica rock ||  Si quieres pasarlo bien vente! || PFP: @Kyokoann_
|| Twitch afiliate https://t.co/kBfwKfZ81l",https://pbs.twimg.com/profile_images/1520825922215202816/xP9Z41dq_normal.jpg,"{'followers_count': 32, 'following_count': 144, 'tweet_count': 446, 'listed_count': 3}",https://t.co/xcxXYOmGcA,KUR0TEDDY,2783691767,Kuro,False,"Valencia, España",1520078349846073344
37,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2GDsGZNLHv', 'expanded_url': 'https://linktr.ee/ChristianHoman', 'display_url': 'linktr.ee/ChristianHoman'}]}, 'description': {'mentions': [{'start': 98, 'end': 107, 'username': 'RTEPulse'}, {'start': 119, 'end': 132, 'username': 'miHouseradio'}]}}",False,"Dad & New Dance Music curator for Ireland’s most upfront new dance music radio show, 📻Twilight on @RTEPulse Fri 6pm & 📻@miHouseradio Sun 7pm",https://pbs.twimg.com/profile_images/1477779276946722818/CFbUAXrt_normal.jpg,"{'followers_count': 2487, 'following_count': 1280, 'tweet_count': 26379, 'listed_count': 19}",https://t.co/2GDsGZNLHv,ChristianHoman,19257241,C h r i s t i a n H o m a n,False,Dublin,
38,,False,"☀️ᜇᜃᜓ ᜂᜄ᜔ ᜎᜓᜊᜓᜆ᜔🌙
Like most products in America, I too was made in China   ||  she/her/siya",https://pbs.twimg.com/profile_images/1465927096367140866/zxHctL5f_normal.jpg,"{'followers_count': 75, 'following_count': 77, 'tweet_count': 5221, 'listed_count': 1}",,abcMeee,37134044,✨ ᜆᜁ ✨,False,,1300896440126930944
39,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sw0N6c2cX3', 'expanded_url': 'https://www.instagram.com/kadenitas/', 'display_url': 'instagram.com/kadenitas/'}]}}",False,1 3 5 7,https://pbs.twimg.com/profile_images/1494029186020917253/a2WlZVRC_normal.jpg,"{'followers_count': 63, 'following_count': 149, 'tweet_count': 1194, 'listed_count': 0}",https://t.co/sw0N6c2cX3,kadenitass,756040066582052864,cadenas🌷,False,,1503094314540355589
40,,False,,https://pbs.twimg.com/profile_images/1168206214754385921/iAtxdlTG_normal.jpg,"{'followers_count': 6, 'following_count': 77, 'tweet_count': 213, 'listed_count': 0}",,fgf1959,1168205194146045952,Francisco García,False,,
41,,False,Definitely not the human face of a secret organisation of squirrels plotting world domination.,https://pbs.twimg.com/profile_images/1363753064159674368/1G4n5D-k_normal.jpg,"{'followers_count': 4097, 'following_count': 5002, 'tweet_count': 119213, 'listed_count': 12}",,aBitSquirrely,1248231058614747137,Squirrely 🐿,False,All Over The Place ,1455866679183937536
42,,False,"Seño Laura. Después, baloncesto. 🏀",https://pbs.twimg.com/profile_images/881855060241731588/cOVVZJLg_normal.jpg,"{'followers_count': 473, 'following_count': 277, 'tweet_count': 10260, 'listed_count': 3}",,Laura8pj,375780359,Laura Perez,False,Melilla,
43,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xHcTPyRqbu', 'expanded_url': 'https://twitter.com/search?q=from:cubanmood)-filter:replies', 'display_url': 'twitter.com/search?q=from:…'}]}}",False,"Sin prisas, que me estreso...
 🚫🍺 ... ♀️ .",https://pbs.twimg.com/profile_images/1477938636008169473/aG1cEePS_normal.jpg,"{'followers_count': 4576, 'following_count': 1680, 'tweet_count': 76551, 'listed_count': 33}",https://t.co/xHcTPyRqbu,cubanmood,1060607648071073793,CubanMood 🤍🇨🇺,False,Cataluña (made in Havana),1292528434602704897
44,,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 6, 'following_count': 9, 'tweet_count': 98, 'listed_count': 0}",,BSGwyther,518843847,BGwyther,False,,
45,,False,"books/sci-fi/games/writing/
nopon enthusiast. 25/she/her",https://pbs.twimg.com/profile_images/1518854002053689344/KjoZ2yPM_normal.jpg,"{'followers_count': 90, 'following_count': 334, 'tweet_count': 33031, 'listed_count': 3}",,catsandpuzzles,3395479007,Ell 🌸🌸🌸🌸🌸🌹,False,"England, United Kingdom",1521463451113119744
46,,False,,https://pbs.twimg.com/profile_images/1476156121140318215/24-4cym2_normal.jpg,"{'followers_count': 10, 'following_count': 31, 'tweet_count': 101, 'listed_count': 0}",,laaaaarararara,1019246377547821057,l,False,España,1518230285225185280
47,,False,"I love comic books, my wife, and Jesus. I'm trying to learn to love my neighbor as myself. (he/him)",https://pbs.twimg.com/profile_images/822985354437398528/cc2-fwhK_normal.jpg,"{'followers_count': 115, 'following_count': 202, 'tweet_count': 2516, 'listed_count': 0}",,padreglcc,822983596977848320,Jeremiah Johnson ن 🇺🇦,False,"Michigan, USA",
48,,False,Bolang yang bucin cilok 🥰,https://pbs.twimg.com/profile_images/1428340108395040781/5305Cam7_normal.jpg,"{'followers_count': 85, 'following_count': 591, 'tweet_count': 7234, 'listed_count': 0}",,septia08880_,1122650386026754049,Tya.,False,,1483357678487617543
49,,False,Sinn Féin councillor for Louth and the Ardee/Mid-Louth municipal area,https://pbs.twimg.com/profile_images/1418124920417136642/r3gWvBYZ_normal.jpg,"{'followers_count': 777, 'following_count': 991, 'tweet_count': 1037, 'listed_count': 3}",,CllrPearse,2797620493,Cllr Pearse McGeough,False,"Louth, Ireland",
50,,False,18 | taken | infp | he/they,https://pbs.twimg.com/profile_images/1521591274452705280/5i-8mfYX_normal.jpg,"{'followers_count': 65, 'following_count': 171, 'tweet_count': 2827, 'listed_count': 0}",,basgdchris,1381253277774450691,Chris 🏳️‍⚧️ || 42 DAYS 💚// 118? DAYS 🔺🇮🇹,False,"Rome, Italy",1511626686932164610
51,,False,"Once upon a time not long ago, I was a shoe 👞",https://pbs.twimg.com/profile_images/1357398416444260355/C942PcRM_normal.jpg,"{'followers_count': 77, 'following_count': 83, 'tweet_count': 2091, 'listed_count': 0}",,Sormaya3,1212883063492894721,Dana :),False,closet,1238468928172699648
52,,False,HU17|1922💙💛 |💗💜 💙| she/her|Shenzhen,https://pbs.twimg.com/profile_images/1346571997359337474/nYtKGKR1_normal.jpg,"{'followers_count': 487, 'following_count': 1496, 'tweet_count': 58957, 'listed_count': 3}",,NoImTheTeacher,3553839016,🔥𝓔𝓻𝓲𝓬𝓪 𝓣𝓱𝓮𝓮 𝓕𝓲𝓵𝓵𝔂🔥,False,,
53,"{'description': {'hashtags': [{'start': 136, 'end': 141, 'tag': 'MUFC'}]}}",False,"Two wonderful kids,Movies,Sports,Books,Here for the fun and banter,I can be Naughty and Nice,If you would like to follow,Please do,Team #MUFC",https://pbs.twimg.com/profile_images/1521570827287814144/Wo18igIR_normal.jpg,"{'followers_count': 1761, 'following_count': 1700, 'tweet_count': 27655, 'listed_count': 29}",,shamrock4444,258341618,william44,False,ireland,
54,,False,"“I cry three, maybe four times a day around here. Five if I'm really being honest with myself.”",https://pbs.twimg.com/profile_images/1521980056779821056/EbgKjsqs_normal.jpg,"{'followers_count': 92, 'following_count': 185, 'tweet_count': 15627, 'listed_count': 0}",,maria15bm,988056737021390848,🤠,False,Mesetarian & 🏳️‍🌈 • she/her,1347538594584473601
55,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zfLXKiv1oR', 'expanded_url': 'http://twitch.tv/senseidiablo', 'display_url': 'twitch.tv/senseidiablo'}]}, 'description': {'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/b7t1yuWy5V', 'expanded_url': 'https://discord.gg/EsHsU4q', 'display_url': 'discord.gg/EsHsU4q'}, {'start': 98, 'end': 121, 'url': 'https://t.co/pPK8rIj5IQ', 'expanded_url': 'https://www.instagram.com/senseidiablo/', 'display_url': 'instagram.com/senseidiablo/'}]}}",False,"Hago directo desde el infierno.
Streamloots Affiliate
Discord: https://t.co/b7t1yuWy5V
Instagram: https://t.co/pPK8rIj5IQ",https://pbs.twimg.com/profile_images/1033658639213580288/QdpS5p6N_normal.jpg,"{'followers_count': 96, 'following_count': 107, 'tweet_count': 4329, 'listed_count': 1}",https://t.co/zfLXKiv1oR,DiabloSensei,1019339674601607170,SenseiDiablo,False,Inframundo,1176859921859731458
56,,False,"Ace & agender. Writer of fanfic, wife, historian, cat mom, borzoi parent. She/her or they/them.",https://pbs.twimg.com/profile_images/565302044076961792/GfAml7uS_normal.jpeg,"{'followers_count': 132, 'following_count': 165, 'tweet_count': 5844, 'listed_count': 8}",,Leavesdancing,3029074871,Callan S.,False,,
57,"{'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': 'och'}]}}",False,#och,https://pbs.twimg.com/profile_images/1514168912241430528/PxJA3zei_normal.jpg,"{'followers_count': 409, 'following_count': 461, 'tweet_count': 42362, 'listed_count': 17}",,noisyewan,1607964594,Ewan Sanderson,False,🏴󠁧󠁢󠁳󠁣󠁴󠁿,1381366148055379971
