id,description,url,name,profile_image_url,public_metrics,location,verified,username,entities,pinned_tweet_id,protected,withheld
1221944311069265920,,,David Kuzma,https://pbs.twimg.com/profile_images/1221944495094353923/fHjgh5j-_normal.jpg,"{'followers_count': 45, 'following_count': 247, 'tweet_count': 1524, 'listed_count': 0}",,False,DavidKuzma11,,,False,
4499874635,sonic the hedgehog’s bitch girlfriend,,natural redhead,https://pbs.twimg.com/profile_images/1482825057604972544/3zsyZOCY_normal.jpg,"{'followers_count': 68, 'following_count': 146, 'tweet_count': 2815, 'listed_count': 0}",Montreal ,False,tim__whoretons,,1.5140169887246623e+18,False,
1198149271,"Middle aged, middling career, mild curries  Pronoun: that motherfucker",,N95 fat face,https://pbs.twimg.com/profile_images/1072536462728593408/1aaLe3SA_normal.jpg,"{'followers_count': 135, 'following_count': 172, 'tweet_count': 21921, 'listed_count': 8}","West Coast, USA",False,GreenButAlsoBlu,,,False,
119138854,"Pablo. 🍁420 ⚓Encargado General en Despachante de Aduana. 
Gallardismo ⚪🔴⚪ 69 🏆 66🥇",https://t.co/gmoQ3UzLFU,Rey,https://pbs.twimg.com/profile_images/1428734663191932938/12R9THny_normal.jpg,"{'followers_count': 872, 'following_count': 1820, 'tweet_count': 32648, 'listed_count': 7}","Monte Castro, CABA",False,RobbieKiin,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gmoQ3UzLFU', 'expanded_url': 'http://www.instagram.com/rey.pablo25', 'display_url': 'instagram.com/rey.pablo25'}]}}",1.520902171012866e+18,False,
1220183448989597696,#TALA: you are just like a little guardian angel ♡ #MEAGAN: you are just the damn best • 21 • #JAVICIA: i appreciate you • she/they • desi ॐ,https://t.co/xPwI1brvFR,shauna ❦ wildmoore • MoM spoilers ミ☆,https://pbs.twimg.com/profile_images/1497738451038388233/Q6gel-0W_normal.jpg,"{'followers_count': 1307, 'following_count': 556, 'tweet_count': 34798, 'listed_count': 0}",hailey upton’s wife (real),False,uptonmoore,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xPwI1brvFR', 'expanded_url': 'https://currentintissues.carrd.co/', 'display_url': 'currentintissues.carrd.co'}]}, 'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'TALA'}, {'start': 51, 'end': 58, 'tag': 'MEAGAN'}, {'start': 94, 'end': 102, 'tag': 'JAVICIA'}]}}",1.521566721173295e+18,False,
1511564783287418880,Big Money | Big Women | Big Fun,,Kirin🧃,https://pbs.twimg.com/profile_images/1520727923812151299/N9_SBWAc_normal.jpg,"{'followers_count': 119, 'following_count': 149, 'tweet_count': 2124, 'listed_count': 0}",They/It • 18,False,GIRAFFECANN0N,,1.5165114504660378e+18,False,
1445504395538489344,"Hanan | 26 | 🇰🇼
#FreePalestine 
#GetVaccinated",,🌟🌼,https://pbs.twimg.com/profile_images/1446227398312214531/jhJmg-5Y_normal.jpg,"{'followers_count': 8, 'following_count': 229, 'tweet_count': 286, 'listed_count': 0}",,False,HananRM_95,"{'description': {'hashtags': [{'start': 16, 'end': 30, 'tag': 'FreePalestine'}, {'start': 32, 'end': 46, 'tag': 'GetVaccinated'}]}}",,False,
1484741950477639680,certified venti kinnie aaaaaa • also stray kids my beloved • 💙💛,,amarie!! 🍀,https://pbs.twimg.com/profile_images/1507816547099758604/HA2oDEVh_normal.jpg,"{'followers_count': 6, 'following_count': 39, 'tweet_count': 248, 'listed_count': 0}",ask prns• minor • genderfluid,False,fae_amarie_,,,False,
1266586038136262656,"🏳️‍🌈🇵🇭 • unofficial enchanted stan account, hyperfixated on movie musicals, jatp mourner, bi-derman variant",https://t.co/QrVzTACn2I,kaila-la land 🌙☁️,https://pbs.twimg.com/profile_images/1520966918970101760/pz7Zig0m_normal.jpg,"{'followers_count': 205, 'following_count': 1210, 'tweet_count': 6100, 'listed_count': 0}",21 • she/they,False,_kailaren_,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QrVzTACn2I', 'expanded_url': 'https://linktr.ee/kailo.ren', 'display_url': 'linktr.ee/kailo.ren'}]}}",1.4810669959533322e+18,False,
29243564,@ExtraLife4Kids streamer. Notre Dame alumnus and @herloyalsons EIC-emeritus. I have a day job & this feed has nothing to do with it. He/him.,https://t.co/eW9UY7MAOj,Ryan Ritter (Gamin’ 4 Aven),https://pbs.twimg.com/profile_images/1213186403162611719/MF05x3dA_normal.jpg,"{'followers_count': 3223, 'following_count': 1503, 'tweet_count': 196721, 'listed_count': 161}",Texas,False,ndtex,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eW9UY7MAOj', 'expanded_url': 'https://linktr.ee/ndtex', 'display_url': 'linktr.ee/ndtex'}]}, 'description': {'mentions': [{'start': 0, 'end': 15, 'username': 'ExtraLife4Kids'}, {'start': 49, 'end': 62, 'username': 'herloyalsons'}]}}",1.5153528294640886e+18,False,
