id,source,lang,reply_settings,context_annotations,conversation_id,text,author_id,possibly_sensitive,created_at,public_metrics,entities,referenced_tweets,in_reply_to_user_id,geo,attachments
1521590705965125640,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590705965125640,"Wordle 318 5/6

⬛🟩🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛⬛🟩⬛🟩
🟩🟩🟩🟩🟩bruh",1326916682653306883,False,2022-05-03T20:41:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,,,
1521590705671573505,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590705671573505,"Wordle 318 6/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",211729165,False,2022-05-03T20:41:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521590690697859078,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590690697859078,"That took much longer than it should have...
Wordle 318 5/6

⬜🟩⬜⬜🟨
🟨🟩⬜⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",15830298,False,2022-05-03T20:41:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,{'place_id': 'a936d5e323586882'},
1521590673539047424,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590673539047424,"Wordle (ES)  #117 5/6

⬜🟩🟩🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/COx4l39XQr",168639759,True,2022-05-03T20:41:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/COx4l39XQr', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521590664252829698,Twitter for Android,es,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590664252829698,"El @WordleES de hoy me llevó a la época de las justas en Inglaterra 

Wordle (ES)  #117 5/6

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/uynickmy1s",96867583,False,2022-05-03T20:40:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 57, 'end': 66, 'probability': 0.9712, 'type': 'Place', 'normalized_text': 'Inglaterra'}], 'urls': [{'start': 124, 'end': 147, 'url': 'https://t.co/uynickmy1s', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'WordleES', 'id': '1483085814422716419'}]}",,,,
1521590646708240384,Twitter for iPhone,ja,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",1521590646708240384,"ポケモンWordle 4/10

⬛⬛⬛🟩⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/q7YlFbHOLF
 #ポケモンWordle

天才
これだけが生きがい",117282343,False,2022-05-03T20:40:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/q7YlFbHOLF', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 67, 'end': 78, 'tag': 'ポケモンWordle'}]}",,,,
1521590636595589122,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590636595589122,"Wordle 319 6/6

🟨⬜🟨⬜🟩
🟨🟨⬜⬜🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩 

Dear Milena, I wish the world were ending tomorrow.",210025814,False,2022-05-03T20:40:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}","{'annotations': [{'start': 82, 'end': 87, 'probability': 0.7166, 'type': 'Person', 'normalized_text': 'Milena'}]}",,,,
1521590609340997636,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590609340997636,"Wordle 318 3/6

⬛🟨⬛🟩⬛
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩",28309484,False,2022-05-03T20:40:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521590607927332865,Twitter for iPhone,en,following,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1484606788116885504,"Wordle 318 3/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩",1561935318,False,2022-05-03T20:40:45.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,"[{'type': 'replied_to', 'id': '1521158198853472257'}]",1561935318,{'place_id': '5c62ffb0f0f3479d'},
1521590578466631680,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590578466631680,"Wordle 318 3/6

⬛🟩⬛⬛⬛
⬛🟨🟨⬛🟨
🟩🟩🟩🟩🟩",1305359256820932610,False,2022-05-03T20:40:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,,,
1521590574633164803,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590574633164803,"Wordle 318 4/6

🟩⬜🟨🟩⬜
🟩🟨⬜⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩",950665736917307392,False,2022-05-03T20:40:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,,,
1521590548859138048,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590548859138048,"Wordle 318 6/6

🟨⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",27310856,False,2022-05-03T20:40:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,,,,
1521590545667166208,Twitter for iPad,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590545667166208,"Wordle 318 4/6

🟨🟨🟩⬜⬜
⬜⬜⬜⬜⬜
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩
Row three was definitely Portland on my mind.",1107581262,False,2022-05-03T20:40:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","{'annotations': [{'start': 77, 'end': 84, 'probability': 0.981, 'type': 'Place', 'normalized_text': 'Portland'}]}",,,,
1521590532580982785,Twitter for iPhone,es,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590532580982785,"QUE RAYOS ES ESTA PALABRA???
Wordle (ES)  #117 6/6

🟨⬜⬜🟨🟩
⬜⬜🟨🟩🟩
⬜🟩⬜🟩🟩
⬜⬜⬜⬜⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/06fEOzjRsV",756341703573958657,False,2022-05-03T20:40:27.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/06fEOzjRsV', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1521590518123216897,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590518123216897,"Wordle 318 5/6

⬛⬛⬛⬛⬛
⬛⬛🟩⬛🟨
⬛🟨🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",3231946859,False,2022-05-03T20:40:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,,,
1521590502600159234,Twitter for iPhone,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590502600159234,"Wordle 318 5/6

🟨⬛⬛🟩⬛
⬛⬛🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",2911938695,False,2022-05-03T20:40:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,,,
1521590501824212998,Twitter Web App,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590501824212998,"Wordle 318 3/6

🟩🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",1521588949172596738,False,2022-05-03T20:40:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,,,,
1521590494769278976,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590494769278976,"Wordle 319 4/6

⬛🟩⬛🟨⬛
⬛⬛⬛⬛🟨
⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩",513987563,False,2022-05-03T20:40:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,,,,
1521590492735094790,Twitter for Android,en,everyone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1521590492735094790,"Wordle (ES)  #117 5/6

⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
⬜🟩⬜⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/p7pzNQu3XG",281654496,False,2022-05-03T20:40:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/p7pzNQu3XG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
