,id,name,public_metrics,url,description,profile_image_url,entities,location,pinned_tweet_id,protected,username,verified
0,31192624,SPΛCE JE$UZ 🪐🖖🏾,"{'followers_count': 1430, 'following_count': 1044, 'tweet_count': 168419, 'listed_count': 0}",https://t.co/3Zl2YhiLv5,Paid Actor/Model,https://pbs.twimg.com/profile_images/1508446084099624960/9iQzX85B_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3Zl2YhiLv5', 'expanded_url': 'https://youtube.com/user/MrBrock9', 'display_url': 'youtube.com/user/MrBrock9'}]}}","Detroit, MI",1514787871240060929,False,albjrconcepts,False
1,16527097,Jim Laidley,"{'followers_count': 68, 'following_count': 74, 'tweet_count': 954, 'listed_count': 1}",http://t.co/I2Oq38VIdq,Retired accountant/consultant. Jim-for-18 (Jim418),https://pbs.twimg.com/profile_images/753036036922544128/sAzPNqJW_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/I2Oq38VIdq', 'expanded_url': 'http://www.botcconsulting.com', 'display_url': 'botcconsulting.com'}]}}","Kingston, ON",,False,Jim418,False
2,447048967,ぐ,"{'followers_count': 147, 'following_count': 190, 'tweet_count': 76405, 'listed_count': 5}",,エンジニアはつらいよ2022 アレルギーから逃げるな,https://pbs.twimg.com/profile_images/1344673837690982401/YUyT2Qgy_normal.jpg,,おふとんの中,1296281223656923137,False,gureido913,False
3,11706962,EmmEff,"{'followers_count': 70, 'following_count': 223, 'tweet_count': 1566, 'listed_count': 8}",,"Go developer, Linux and Mac user, and husband/father 🇨🇦",https://pbs.twimg.com/profile_images/750854584931721216/ab8BmpmA_normal.jpg,,"Innisfil, Ontario, Canada",,False,EmmEff,False
4,3247831669,The Green Spider,"{'followers_count': 49, 'following_count': 587, 'tweet_count': 5403, 'listed_count': 5}",,Geek. Nerd. Weirdo. All apt descriptors. Header by @JurassicSamurai.,https://pbs.twimg.com/profile_images/1272018770022862849/afPaN6Rd_normal.jpg,"{'description': {'mentions': [{'start': 51, 'end': 67, 'username': 'JurassicSamurai'}]}}",,,False,JanktimusPrime,False
5,1046066459036852225,Dani ꨄ︎,"{'followers_count': 216, 'following_count': 973, 'tweet_count': 6532, 'listed_count': 3}",,✰ everything i say is extremely serious and should not be taken lightly,https://pbs.twimg.com/profile_images/1521978991980208129/ddpvxenA_normal.jpg,,She/They,1448464416404434946,False,LVJYdani,False
6,20972712,THEE Vaccinated Survivor,"{'followers_count': 1154, 'following_count': 2416, 'tweet_count': 30882, 'listed_count': 1}",,#BLM #BlackLivesMatter #M4A,https://pbs.twimg.com/profile_images/1491491722844532739/wEhsIpcK_normal.jpg,"{'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': 'BLM'}, {'start': 5, 'end': 22, 'tag': 'BlackLivesMatter'}, {'start': 23, 'end': 27, 'tag': 'M4A'}]}}",619,1175430050214109185,False,BRaime619,False
7,378139524,Colton Wood 🇺🇦,"{'followers_count': 505, 'following_count': 863, 'tweet_count': 12839, 'listed_count': 2}",https://t.co/DsvA6MyQOR,Iowa State Cyclone Alum | Half of The @LocksmithPod,https://pbs.twimg.com/profile_images/1521809914561183746/9s_w-oZB_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DsvA6MyQOR', 'expanded_url': 'https://linktr.ee/LocksmithPod', 'display_url': 'linktr.ee/LocksmithPod'}]}, 'description': {'mentions': [{'start': 38, 'end': 51, 'username': 'LocksmithPod'}]}}","Ames, IA",1469117230969409538,False,woody5211,False
8,31021116,ibkei,"{'followers_count': 121, 'following_count': 622, 'tweet_count': 3484, 'listed_count': 1}",,"My name ain't Mary, but I'm still poppin'!
she/her/hers",https://pbs.twimg.com/profile_images/1164228309292470272/xClKB8YI_normal.jpg,,Up Schitt’s Creek,,False,ibkei,False
9,1507918791392608264,✨amber✨ 10,"{'followers_count': 158, 'following_count': 142, 'tweet_count': 903, 'listed_count': 1}",,I’m just a fan of that girl who wears lipstick that everyone hates. 😌💜 she/they 🏳️‍🌈,https://pbs.twimg.com/profile_images/1518597897373298689/DP4uB6A8_normal.jpg,,,1507924638466252804,False,colleensdreamz,False
10,3861139198,Dawnie Po,"{'followers_count': 106, 'following_count': 804, 'tweet_count': 2697, 'listed_count': 0}",,Program Coordinator for Secondary English Education and National Board Certified Teacher in ELA,https://pbs.twimg.com/profile_images/1441906589225660417/KGA-Rb23_normal.jpg,,,,False,DLemirand,False
11,1963850528,Susan Cigelman 🐶⛳,"{'followers_count': 58, 'following_count': 51, 'tweet_count': 288, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/378800000671647962/7900f90a6969ac50619b697d41b9153c_normal.jpeg,,,,False,SCigelman,False
12,2742161,Adam🧂🌻🇺🇦,"{'followers_count': 310, 'following_count': 1281, 'tweet_count': 36163, 'listed_count': 0}",,"Engineer, Cormac McCarthy Fanatic, Atheist, Naive Optimist, Amateur Globalist, Actual Texan",https://pbs.twimg.com/profile_images/863484944596832257/z9Re7bI__normal.jpg,,Ohio,,False,sooner930,False
13,4579030036,jania,"{'followers_count': 443, 'following_count': 746, 'tweet_count': 35068, 'listed_count': 0}",,overthinking is my passion,https://pbs.twimg.com/profile_images/1431938692621512707/8gfKcWT9_normal.jpg,,,1184063707091034113,False,j4nia_,False
14,485203054,Kerry Cumiskey 🇺🇦 💙,"{'followers_count': 491, 'following_count': 1265, 'tweet_count': 3876, 'listed_count': 6}",,Former Acute Med reg. MSc student at LSHTM All views expressed are my own.,https://pbs.twimg.com/profile_images/682158378924257280/mHHbEieA_normal.jpg,,London,,False,kerrycumiskey,False
15,153182221,Dr. B,"{'followers_count': 647, 'following_count': 360, 'tweet_count': 36723, 'listed_count': 22}",,"Cowboy, Astronaut, PharmD. Because @FightOwensFight said so. #RollTide #BattleATL #TitanUp #Preds",https://pbs.twimg.com/profile_images/1395209388516945925/mwjkFkYZ_normal.jpg,"{'description': {'hashtags': [{'start': 61, 'end': 70, 'tag': 'RollTide'}, {'start': 71, 'end': 81, 'tag': 'BattleATL'}, {'start': 82, 'end': 90, 'tag': 'TitanUp'}, {'start': 91, 'end': 97, 'tag': 'Preds'}], 'mentions': [{'start': 35, 'end': 51, 'username': 'FightOwensFight'}]}}","Chattanooga, TN",974335728187559936,False,BlakeTheRxGuy,False
16,170331471,Lucas  Adlam,"{'followers_count': 114, 'following_count': 342, 'tweet_count': 4929, 'listed_count': 2}",,Swagger turns unfresh men into legends of confidence. Kalamazoo-born ✋🏻🍺🐴University of Michigan graduate 〽️🏈🏀 St Pete resident🌴☀️🏐,https://pbs.twimg.com/profile_images/1498998917328953344/nVCr0Alk_normal.jpg,,"St Petersburg, FL",,False,ljadlam,False
17,61073769,Alex,"{'followers_count': 202, 'following_count': 206, 'tweet_count': 16273, 'listed_count': 2}",,【=◈︿◈=】,https://pbs.twimg.com/profile_images/1472982564142870528/g2J319dt_normal.jpg,,"Colorado, USA",716358006535917569,False,AluxTorwes,False
18,56971319,ivan,"{'followers_count': 144, 'following_count': 322, 'tweet_count': 12657, 'listed_count': 0}",,,https://pbs.twimg.com/profile_images/1683491543/image_normal.jpg,,stoke on trent,,False,kondratiuk59,False
19,188187633,Jeremy Keck,"{'followers_count': 349, 'following_count': 922, 'tweet_count': 14992, 'listed_count': 17}",,💼: @Apptegy | As Seen On: @KTVB & @ComplexSports,https://pbs.twimg.com/profile_images/1453062436442017794/1vbW3fNw_normal.jpg,"{'description': {'mentions': [{'start': 3, 'end': 11, 'username': 'Apptegy'}, {'start': 26, 'end': 31, 'username': 'KTVB'}, {'start': 34, 'end': 48, 'username': 'ComplexSports'}]}}","Little Rock, AR",1054050139856343043,False,keckjm2,False
20,81244175,inuborg,"{'followers_count': 1301, 'following_count': 964, 'tweet_count': 74483, 'listed_count': 22}",,I believe in you | Joanna  Newsom | Alex G | Hop Along | Regina Spektor | Fiona Apple | Laura Nyro | Big Thief | Mitski | Lady Gaga | Half Waif | Lana Del Rey,https://pbs.twimg.com/profile_images/1521089274220883968/d8Z19-Hd_normal.jpg,,Divers stan / Snake Dad,1469727516596346880,False,inu009,False
21,81855731,IRISH HODL☘⚡🟠💊,"{'followers_count': 161, 'following_count': 297, 'tweet_count': 1507, 'listed_count': 5}",,"#Bitcoin 🌋 #Plebeian #Ireland

"" I don't know shit about fuck"" except that number go up technology is built in. #Bitcoin",https://pbs.twimg.com/profile_images/1491500024043298818/3bUp50fo_normal.jpg,"{'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'Bitcoin'}, {'start': 11, 'end': 20, 'tag': 'Plebeian'}, {'start': 21, 'end': 29, 'tag': 'Ireland'}, {'start': 112, 'end': 120, 'tag': 'Bitcoin'}]}}",Behind you.,,False,BTC_Plebeian,False
22,3318002388,Brandy Ledford,"{'followers_count': 1712, 'following_count': 477, 'tweet_count': 2126, 'listed_count': 0}",https://t.co/WjyJtmUPkp,faith | sobriety | love  | https://t.co/p2v5TbpfU1 I’m an actress but I’m so much more than that.....,https://pbs.twimg.com/profile_images/1475146080610226180/rDbT1b9c_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WjyJtmUPkp', 'expanded_url': 'http://www.instagram.com/brandyledford', 'display_url': 'instagram.com/brandyledford'}]}, 'description': {'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/p2v5TbpfU1', 'expanded_url': 'http://www.imdb.me/brandyledford', 'display_url': 'imdb.me/brandyledford'}]}}",,,False,BrandyLLedford,False
23,199945787,"Andrea Benjamin, Ph.D.","{'followers_count': 3136, 'following_count': 934, 'tweet_count': 9166, 'listed_count': 51}",https://t.co/er48uSAldh,Race/Ethnicity/Urban/Local/Community/Engagement. Clara Luper Dept of African & African American Studies @ OU. UCDavis 💙💛 Michigan 💛💙 Rep’d by @CCMNTSpeakers,https://pbs.twimg.com/profile_images/1115050050063949826/L6dC6tJE_normal.png,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/er48uSAldh', 'expanded_url': 'http://www.andreabenjaminphd.com/news', 'display_url': 'andreabenjaminphd.com/news'}]}, 'description': {'mentions': [{'start': 142, 'end': 156, 'username': 'CCMNTSpeakers'}]}}",Everywhere you want to be!,,False,ProfBenjamin,False
