id,entities,verified,description,profile_image_url,public_metrics,url,username,name,protected,location,pinned_tweet_id
9.051466176735969e+17,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vZsS5GN3qi', 'expanded_url': 'http://www.mojaveinsurance.com', 'display_url': 'mojaveinsurance.com'}]}}",False,Insurance Agent. Off-Road Enthusiasts.,https://pbs.twimg.com/profile_images/905149866770173952/O9Y4hgd1_normal.jpg,"{'followers_count': 16, 'following_count': 67, 'tweet_count': 114, 'listed_count': 0}",https://t.co/vZsS5GN3qi,randa_b123,Miranda,False,"Las Vegas, NV",
744380754.0,"{'description': {'mentions': [{'start': 0, 'end': 10, 'username': '_Yesxenia'}]}}",False,@_Yesxenia ❤️,https://pbs.twimg.com/profile_images/1364707012156645377/76qRN_ns_normal.jpg,"{'followers_count': 185, 'following_count': 95, 'tweet_count': 40793, 'listed_count': 3}",,_oscarjr96,×͜× oscar,False,ucla,1.3632955515260314e+18
314246141.0,,False,,https://pbs.twimg.com/profile_images/1294766590991511556/PhhhDvd3_normal.jpg,"{'followers_count': 157, 'following_count': 434, 'tweet_count': 6277, 'listed_count': 1}",,RibeiroPequecho,АВГ,False,"Santiago de Compostela, España",
282889677.0,,False,仕事とか読書とかブロカントとかエンタメとか。けっこう長いことSMAPファン（リーダー中心5スマ好き）。エセシャーロキアンで翻訳ミステリ読み。なんちゃってブリメン（ラジオネームはたろに）。元美術部。相棒は初代大好き二代目愛してる。明治初期政府萌えが再燃。GotG2のDVDを心待ちにしている。,https://pbs.twimg.com/profile_images/493326245321404416/uA7ke6be_normal.jpeg,"{'followers_count': 2650, 'following_count': 308, 'tweet_count': 173180, 'listed_count': 136}",,iga_iganao,いが（たろに）,False,,
1.2531970217895404e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qKSn1Bvr7e', 'expanded_url': 'https://ko-fi.com/emedits', 'display_url': 'ko-fi.com/emedits'}]}}",False,"she/they ~ 25 ~ 🏳️‍🌈 ~ BLM/ACAB ~ spop arcane toh ~ yt: emedits16 ~ ao3: star_voyager ~ i make edits, write & ramble all day",https://pbs.twimg.com/profile_images/1487159972223987720/dcqWaurw_normal.jpg,"{'followers_count': 723, 'following_count': 427, 'tweet_count': 5986, 'listed_count': 1}",https://t.co/qKSn1Bvr7e,emxedits,em🗡 is actually writing,False,backpack!hooty on the brain,1.2979683796141056e+18
74384529.0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DcLYhCQ4a9', 'expanded_url': 'https://www.youtube.com/user/hollywoodgirl2005', 'display_url': 'youtube.com/user/hollywood…'}]}}",False,HUGE TV fan...twitter is my release :),https://pbs.twimg.com/profile_images/1237476919886483456/K96e5SeK_normal.jpg,"{'followers_count': 594, 'following_count': 533, 'tweet_count': 96981, 'listed_count': 31}",https://t.co/DcLYhCQ4a9,hollywoodgirl05,Taryn,False,California,9.371965020986532e+17
1.0629109738315325e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/S6zAp8jbsF', 'expanded_url': 'https://open.spotify.com/user/a6aebcygcdpucqycp4jttkw9y?si=vKR2ddyYSqOFI8HVuSStCg', 'display_url': 'open.spotify.com/user/a6aebcygc…'}]}}",False,Tenho muita inveja do Ricky Martin. O marido dele é belíssimo,https://pbs.twimg.com/profile_images/1474526183211646987/KtJK1vaj_normal.jpg,"{'followers_count': 174, 'following_count': 845, 'tweet_count': 23764, 'listed_count': 0}",https://t.co/S6zAp8jbsF,militranscia,cuando fue,False,Wondaland,1.088952114422956e+18
1.167906249041539e+18,,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 3, 'following_count': 34, 'tweet_count': 207, 'listed_count': 0}",,magix0472,Magix0472,False,,
1.1125214620221727e+18,,False,"taking chances, making mistakes, and getting stressy",https://pbs.twimg.com/profile_images/1268254091676995585/dYDgVyPJ_normal.jpg,"{'followers_count': 16, 'following_count': 210, 'tweet_count': 144, 'listed_count': 0}",,withdrawnprawn,ms. frizzle’s sugar baby,False,library,
105406757.0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V2iTVKKy3L', 'expanded_url': 'https://linktr.ee/matthewronne', 'display_url': 'linktr.ee/matthewronne'}]}}",False,he/him • sober • vegan • leftist  • hobby jogger • music • posting wordle on main • probably tweeting about sports just cuz,https://pbs.twimg.com/profile_images/1516520029449330699/2jyGlk-M_normal.jpg,"{'followers_count': 869, 'following_count': 832, 'tweet_count': 49030, 'listed_count': 49}",https://t.co/V2iTVKKy3L,MattPR_CO,Matt being a weird little guy 🏃‍♂️🌱,False,"Greeley, CO",
7.29020287136768e+17,,False,help me to name it,https://pbs.twimg.com/profile_images/1517155974867562496/ANL3VTH8_normal.jpg,"{'followers_count': 154, 'following_count': 197, 'tweet_count': 5438, 'listed_count': 0}",,haveytunes,havey,False,they/them 22 ,1.2726710916061307e+18
7.771458856543846e+17,,False,"Rice | BA | 2015
UH Law | JD/LLM | 2020 
all views and opinions are my own | she/her",https://pbs.twimg.com/profile_images/1297559756794716160/tcPo4yiZ_normal.jpg,"{'followers_count': 312, 'following_count': 1174, 'tweet_count': 8380, 'listed_count': 8}",,annaquaranina,a little bit anxiety,False,,
132806734.0,,False,Mr. Bojangles,https://pbs.twimg.com/profile_images/2586639405/04va6mmttzerd9xcpond_normal.jpeg,"{'followers_count': 301, 'following_count': 474, 'tweet_count': 2949, 'listed_count': 8}",,thatDaveCurrie,David Currie,False,"Ottawa, Ontario",1.4267242082735022e+18
495265375.0,,False,There is no god higher than truth.,https://pbs.twimg.com/profile_images/1497709470704615428/PRadO-FN_normal.jpg,"{'followers_count': 663, 'following_count': 2863, 'tweet_count': 12546, 'listed_count': 0}",,LouLouNCowboy,DAISYMAY722 🌻,False,"North Carolina, USA",
1.450957487771988e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UX05LwMsyz', 'expanded_url': 'https://www.behance.net/ianm7', 'display_url': 'behance.net/ianm7'}]}, 'description': {'mentions': [{'start': 40, 'end': 52, 'username': 'RegalSakura'}, {'start': 65, 'end': 73, 'username': 'scolgfx'}]}}",False,GD and BH player | Graphic Designer for @RegalSakura | Banner by @scolgfx,https://pbs.twimg.com/profile_images/1518717526926110721/hjUb4CL8_normal.jpg,"{'followers_count': 582, 'following_count': 1030, 'tweet_count': 21033, 'listed_count': 7}",https://t.co/UX05LwMsyz,ProCyGFX,⛩| ProCy,False,,1.477147068376486e+18
614892840.0,,False,,https://pbs.twimg.com/profile_images/1383501530834235394/6IbY5lGV_normal.jpg,"{'followers_count': 340, 'following_count': 409, 'tweet_count': 3089, 'listed_count': 0}",,carly_daniels19,carly,False,,9.849755851086356e+17
1.4654684529367654e+18,"{'description': {'hashtags': [{'start': 61, 'end': 69, 'tag': 'teacher'}], 'mentions': [{'start': 49, 'end': 59, 'username': 'Outlander'}]}}",False,Library Media Specialist. NBCT LMS EC/A/YA. Love @Outlander. #teacher,https://pbs.twimg.com/profile_images/1465469323250708480/LCupiVcn_normal.jpg,"{'followers_count': 55, 'following_count': 76, 'tweet_count': 186, 'listed_count': 0}",,Jacquetta_K_5,Jackie Francis,False,"Claremore, OK",
1.3993882541604905e+18,"{'description': {'mentions': [{'start': 12, 'end': 21, 'username': 'Pepilyne'}]}}",False,muchos rt | @Pepilyne 💙,https://pbs.twimg.com/profile_images/1521317850333564932/XrLbMJTT_normal.jpg,"{'followers_count': 77, 'following_count': 433, 'tweet_count': 15767, 'listed_count': 0}",,9BeBeBeBe9,goku,False,,
29273530.0,,False,cannot get the timing of avocados right no matter how hard I try.,https://pbs.twimg.com/profile_images/1151155778713079809/joe5fKx8_normal.jpg,"{'followers_count': 528, 'following_count': 752, 'tweet_count': 54262, 'listed_count': 29}",,tikkileigh,Tikki. just Tikki.,False,sidney bc,
215817314.0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HjOkyibAsB', 'expanded_url': 'http://www.instagram.com/natilosco', 'display_url': 'instagram.com/natilosco'}]}}",False,ø,https://pbs.twimg.com/profile_images/1453434749725335561/e0lmTxl__normal.jpg,"{'followers_count': 632, 'following_count': 630, 'tweet_count': 9624, 'listed_count': 4}",https://t.co/HjOkyibAsB,natilosco,nata,False,,
1.3747167841424794e+18,"{'description': {'hashtags': [{'start': 102, 'end': 114, 'tag': 'WeRaceAsOne'}, {'start': 115, 'end': 123, 'tag': 'プログラミング'}, {'start': 124, 'end': 130, 'tag': 'エスパルス'}, {'start': 131, 'end': 136, 'tag': 'ジュビロ'}]}}",False,"はんざい4年
F1　エスパルス　ジュビロ　よろしくお願いします。
RとPython勉強中です。
【趣味】料理・スキー・お酒・プログラミング
趣味共通の方、24卒の方、全人類、気軽にフォローよろしくです。
#WeRaceAsOne
#プログラミング
#エスパルス
#ジュビロ",https://pbs.twimg.com/profile_images/1374718453479837704/CwMrETJb_normal.jpg,"{'followers_count': 3, 'following_count': 7, 'tweet_count': 198, 'listed_count': 0}",,warachiyo_0321,笑千代,False,,
104748748.0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/e0HQQKGo09', 'expanded_url': 'http://mytrilife2010.blogspot.com/', 'display_url': 'mytrilife2010.blogspot.com'}]}}",False,Prof 226,https://pbs.twimg.com/profile_images/1283316642127241222/1mc5BrOr_normal.jpg,"{'followers_count': 202, 'following_count': 439, 'tweet_count': 4846, 'listed_count': 6}",https://t.co/e0HQQKGo09,sst69,Stephen Taylor ✌️,False,The People’s Republic,
1.0622371048963809e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KSrP8A5JeD', 'expanded_url': 'https://linktr.ee/ashlieghcheyenne', 'display_url': 'linktr.ee/ashlieghcheyen…'}]}}",False,"She/Her 💅🏾 BIPOC✨Kpop blogger & fashion addict. I also talk about animation, video games, food, & beauty a lot on Twitter. New blog post every week✌🏾💗✨",https://pbs.twimg.com/profile_images/1516440341515223045/GmugxQUZ_normal.jpg,"{'followers_count': 46, 'following_count': 188, 'tweet_count': 15033, 'listed_count': 0}",https://t.co/KSrP8A5JeD,gemrises,Ash🪷,False,"Georgia, USA",1.5216569373556613e+18
1474537178.0,"{'description': {'urls': [{'start': 119, 'end': 142, 'url': 'https://t.co/DeRrOh4dZh', 'expanded_url': 'http://infoes.net', 'display_url': 'infoes.net'}, {'start': 145, 'end': 168, 'url': 'https://t.co/pjEjNJDx7T', 'expanded_url': 'http://techground.es', 'display_url': 'techground.es'}]}}",False,"Maestro de Primaria, EF, AL e Inglés. Profe EF Secundaria. Amante de la Tecnología y el dibujo. Journalist & Editor at https://t.co/DeRrOh4dZh & https://t.co/pjEjNJDx7T",https://pbs.twimg.com/profile_images/1361308483132526595/CBSEVs2H_normal.jpg,"{'followers_count': 144, 'following_count': 708, 'tweet_count': 8744, 'listed_count': 4}",,JosealbertoLred,Jose Alberto López,False,,1.0137723513291407e+18
3669321197.0,,False,🇯🇲 • ♋ ♊ ♑ • Protected.,https://pbs.twimg.com/profile_images/1495545241939681291/SFXFCn0C_normal.jpg,"{'followers_count': 184, 'following_count': 172, 'tweet_count': 21139, 'listed_count': 0}",,chachachannyr,❤️‍🔥 chan chan ❤️‍🔥,False,Philly,
1.224368557066113e+18,,False,"You can’t fix stupid, but duct tape will muffle the sound....as will the mute button. I am prepared to employ both to stabilize my blood pressure. 💁🏻‍♀️",https://pbs.twimg.com/profile_images/1224371150584573952/qb-6GCRn_normal.jpg,"{'followers_count': 128, 'following_count': 256, 'tweet_count': 8227, 'listed_count': 0}",,BunAuntie,Auntie Bun 🇨🇦,False,,
1.0016149766777938e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/29I1lyDHJ7', 'expanded_url': 'http://MuyTriste.com.ar', 'display_url': 'MuyTriste.com.ar'}]}, 'description': {'mentions': [{'start': 38, 'end': 50, 'username': 'Tr4nsp4rent'}]}}",False,///levitando como Haunter/// Candado: @Tr4nsp4rent,https://pbs.twimg.com/profile_images/1381508366170779649/VEmHFywJ_normal.jpg,"{'followers_count': 496, 'following_count': 590, 'tweet_count': 65498, 'listed_count': 1}",https://t.co/29I1lyDHJ7,RipSantiNic1,🌊MogoDown🌊,False,En la concha de tu vieja ,1.5118411423079178e+18
1252963537.0,,False,Mid aged widow trying to figure my life out. NPR/PBS supporter. Like funny movies(slapstick)       Wish that we could all agree to disagree politely.,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 219, 'following_count': 936, 'tweet_count': 16659, 'listed_count': 0}",,tommyfitzp,Pam,False,,
934987705.0,,False,Madder than Mad Jack McMad,https://pbs.twimg.com/profile_images/748224905771106304/G0tHEn6z_normal.jpg,"{'followers_count': 194, 'following_count': 314, 'tweet_count': 32981, 'listed_count': 7}",,Gibbonarms,Gibbon,False,,
2889685474.0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nZYiKD1zEz', 'expanded_url': 'http://www.youtube.com/user/ReddishBocarnity', 'display_url': 'youtube.com/user/ReddishBo…'}]}}",False,League analyst coach LFT NA || Crown Prince of 5 different countries || Life is a highway || 9 || RIP cousin Diend 🕊 || you will block me,https://pbs.twimg.com/profile_images/1284511211128860675/n-uXBGGC_normal.jpg,"{'followers_count': 51, 'following_count': 127, 'tweet_count': 7906, 'listed_count': 1}",https://t.co/nZYiKD1zEz,philipbocarnity,Philip,False,he/him | 24 y,1.3274822717802496e+18
4481957235.0,,False,"Pai, Fisioterapeuta apaixonado por Neurologia, Coluna, Método Mckenzie (MDT), Mergulho e esportes, principalmente futebol americano (Go Cowboys) e Mountain Bike",https://pbs.twimg.com/profile_images/676424932784545792/8FkNFKDW_normal.jpg,"{'followers_count': 19, 'following_count': 145, 'tweet_count': 3699, 'listed_count': 0}",,sergioseixas42,Sergio Seixas,False,,
22479218.0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eHkexQKiAd', 'expanded_url': 'https://diggers27.wordpress.com/', 'display_url': 'diggers27.wordpress.com'}]}}",False,"Long time teacher (quarter century in  2015), Principal, crafter, couchpeloton rider, lifelong learner!",https://pbs.twimg.com/profile_images/465478657285189633/iG0OIfCg_normal.jpeg,"{'followers_count': 534, 'following_count': 455, 'tweet_count': 11822, 'listed_count': 74}",https://t.co/eHkexQKiAd,diggers27,Helen Digby,False,"Melbourne, Victoria, Australia",
624142546.0,,False,☀️:♒️🌙: ♊️ ↗️: ♈️ •D(M)V •🏳️‍🌈🥰🏳️‍🌈🥰 •find me on IG _gordita_bonita,https://pbs.twimg.com/profile_images/1483543131656175617/64QjhoLo_normal.jpg,"{'followers_count': 223, 'following_count': 451, 'tweet_count': 7080, 'listed_count': 2}",,_gordita_bonita,GingerSnaps,False,,
