id,username,url,profile_image_url,verified,description,name,protected,public_metrics,location,entities,pinned_tweet_id
8.202743938382971e+17,sora_cmhl,,https://pbs.twimg.com/profile_images/1374738620104511491/LiuYbaCh_normal.jpg,False,,そ,False,"{'followers_count': 2, 'following_count': 16, 'tweet_count': 91, 'listed_count': 0}",,,
77657178.0,EldoCR,,https://pbs.twimg.com/profile_images/1421833206194589701/RaammRv__normal.jpg,False,"Social-Science-Sport Journo Warrior (SSSJW) |

Retweets, Follows, and Likes ≠ Endorsements.",Eldo C R,False,"{'followers_count': 428, 'following_count': 1932, 'tweet_count': 30821, 'listed_count': 3}",Indonesia,,
134483676.0,hekkeornao,,https://pbs.twimg.com/profile_images/1421985693698445312/tdrhTXT6_normal.jpg,False,方向音痴で窮屈がニガテで、散歩と写真と猫と音楽がスキ。美味しそうな手には目が無い。音楽は洋邦共に広く浅く色々聴いてます。備考:フォローするのも外すのも、ご自由に。,Nao ﾍ(ﾟ∀ﾟﾍ)～,False,"{'followers_count': 519, 'following_count': 551, 'tweet_count': 69636, 'listed_count': 5}",埼玉の奥地,,
1.1542576754856264e+18,RockbertoB,https://t.co/ur22lTvY6u,https://pbs.twimg.com/profile_images/1481809861700685828/SnT08VJj_normal.jpg,False,"Metalhead, animal lover, fan of In Space With U and Vintersea// In Space With U channel  ⬇️⬇️⬇️",Rockberto Bellic 🇺🇦,False,"{'followers_count': 65, 'following_count': 257, 'tweet_count': 3494, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ur22lTvY6u', 'expanded_url': 'https://m.youtube.com/channel/UC8hsVSn9e7Vq4fyB4qaor9w', 'display_url': 'm.youtube.com/channel/UC8hsV…'}]}}",1.4661401316944568e+18
426209166.0,miles_jon,,https://pbs.twimg.com/profile_images/1276182487853461504/qs8Xyoai_normal.jpg,False,,Jon Miles,False,"{'followers_count': 95, 'following_count': 265, 'tweet_count': 5149, 'listed_count': 2}",,,
1.2927466338100675e+18,MakeLeaf,,https://pbs.twimg.com/profile_images/1520330701098299397/oHWnQ4GX_normal.jpg,False,im a shajie now 🦈,MakeLikeALeafAndTree,False,"{'followers_count': 114, 'following_count': 550, 'tweet_count': 4468, 'listed_count': 3}",,,1.51059520216329e+18
260571241.0,AJohnSzymczak,,https://pbs.twimg.com/profile_images/1394646889329463297/ZejK6PY1_normal.jpg,False,"He/him, father, husband, frozen banana salesman/ child.",Pragmatic Mantis,False,"{'followers_count': 172, 'following_count': 1175, 'tweet_count': 6635, 'listed_count': 0}","Buffalo, NY",,
135763619.0,akasakazoomania,,https://pbs.twimg.com/profile_images/945349070/______-_4120_normal.jpg,False,,赤坂zoomania,False,"{'followers_count': 53, 'following_count': 68, 'tweet_count': 640, 'listed_count': 2}",東京都港区赤坂,,
122203312.0,pigeon_toes,,https://pbs.twimg.com/profile_images/1125086921842155520/91bdPH_Z_normal.jpg,False,,Pigeon_toes ⚒,False,"{'followers_count': 217, 'following_count': 28, 'tweet_count': 1153, 'listed_count': 4}",,,
1.0820792976264602e+18,iwannaseemyabs,,https://pbs.twimg.com/profile_images/1506271182534115335/kczB9GSD_normal.jpg,False,a.k.a.転海豹 膠（ころびあざらし にかわ） 社会に復帰しつつある40代 しゃらくさいかしゃらくさくないかで言ったら、とんでもなくしゃらくさい,腹筋＝Vatsalihakset,False,"{'followers_count': 291, 'following_count': 997, 'tweet_count': 5080, 'listed_count': 4}",,,1.512995209298133e+18
