id,public_metrics,in_reply_to_user_id,lang,text,entities,conversation_id,referenced_tweets,created_at,author_id,source,context_annotations,possibly_sensitive,reply_settings,attachments,geo
1522167837426692096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle (ES)  #119 4/6

🟨🟨⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Xc9ew4TJjj","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/Xc9ew4TJjj', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522167837426692096,,2022-05-05T10:54:27.000Z,3365209211,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167833182023690,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 6/6*

⬛🟩⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,1522167833182023690,,2022-05-05T10:54:26.000Z,2527418821,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167832917782528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",14542977,en,"@TomJChicago Wordle 320 3/6

⬜⬜⬜⬜🟨
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 12, 'username': 'TomJChicago', 'id': '14542977'}]}",1522133428346527745,"[{'type': 'replied_to', 'id': '1522133428346527745'}]",2022-05-05T10:54:26.000Z,1096405950775332864,Twitter for iPad,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167832275996674,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle (ES)  #119 3/6

🟩⬜⬜⬜🟨
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",,1522167832275996674,,2022-05-05T10:54:26.000Z,722758885975658496,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167831923728385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,en,"Wordle 320 6/6

⬛⬛⬛⬛🟨
⬛🟩⬛🟩⬛
⬛🟩⬛🟩🟩
⬛🟨🟨⬛⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,1522167831923728385,,2022-05-05T10:54:26.000Z,985541316,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167830807912449,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 6/6

⬜⬜⬜🟨⬜
🟨🟨⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩crap-didn’t realize I had 4 letters early 🤦🏼‍♀️",,1522167830807912449,,2022-05-05T10:54:26.000Z,24199910,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167821790232578,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,en,"Wordle 320 5/6

⬜⬜⬜⬜🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩
When the fog horn blares for the Ray's!",,1522167821790232578,,2022-05-05T10:54:23.000Z,2176856035,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167817646358529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 4/6

⬛⬛⬛🟩⬛
⬛⬛🟨🟨⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩

I’ll take it",,1522167817646358529,,2022-05-05T10:54:22.000Z,311657463,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167815490482178,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 5/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
⬜🟩🟨⬜⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",,1522167815490482178,,2022-05-05T10:54:22.000Z,202576782,Twitter for iPad,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167811434504194,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1521002059,en,"Wordle 320 6/6

⬛🟨⬛⬛⬛
🟨⬛⬛🟨⬛
🟩⬛🟨⬛⬛
🟩🟩⬛🟩🟩
🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩",,1487470059014529038,"[{'type': 'replied_to', 'id': '1521813052886241288'}]",2022-05-05T10:54:21.000Z,1521002059,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167809593479174,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 4/6

⬜⬜⬜⬜🟨
🟨🟩⬜⬜🟨
⬜⬜🟩⬜🟨
🟩🟩🟩🟩🟩",,1522167809593479174,,2022-05-05T10:54:20.000Z,978967176508944386,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167800948740097,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 6/6

⬛⬛⬛🟨🟨
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,1522167800948740097,,2022-05-05T10:54:18.000Z,748038182374084608,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167794829303808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",951061371512410112,de,"@magic_isy Wördl 320 4/6 🔥1

⬛🟨🟨⬛⬛
🟩🟨⬛⬛⬛
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/weMVl1d6XJ","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/weMVl1d6XJ', 'expanded_url': 'http://wordle.at', 'display_url': 'wordle.at'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'magic_isy', 'id': '951061371512410112'}]}",1522159643098849280,"[{'type': 'replied_to', 'id': '1522159643098849280'}]",2022-05-05T10:54:17.000Z,1351991682666012681,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167791759114247,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,en,"Wordle 320 4/6

⬛🟨⬛⬛🟨
🟨🟩⬛🟩⬛
⬛🟩🟨🟩⬛
🟩🟩🟩🟩🟩",,1522167791759114247,,2022-05-05T10:54:16.000Z,319128778,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167790957965315,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 3/6

🟩⬛⬛⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",,1522167790957965315,,2022-05-05T10:54:16.000Z,1126120958417342467,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167790286917633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"PHEW!
Wordle 320 6/6
#Wordle
🟨⬛⬛⬛🟨
⬛🟨⬛🟩⬛
⬛⬛⬛🟩🟩
⬛⬛⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩","{'hashtags': [{'start': 21, 'end': 28, 'tag': 'Wordle'}]}",1522167790286917633,,2022-05-05T10:54:16.000Z,973964047422033920,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167789905190914,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,und,"#Wordle 320 6/6

⬜⬜⬜⬜🟨
⬜🟨🟨⬜⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩","{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}]}",1522167789905190914,,2022-05-05T10:54:16.000Z,430398869,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167780144943105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,en,"Wordle 320 6/6

🟨🟩⬛⬛🟨
⬛🟩🟨🟩⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",,1522167780144943105,,2022-05-05T10:54:13.000Z,770080581174648832,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167769344712705,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,en,"Wordle 320 X/6

⬛⬛⬛🟩🟩
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩grades submitted, but my brain is mush",,1522167769344712705,,2022-05-05T10:54:11.000Z,1313806019257131011,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167767780241408,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",4111391,en,"@xtranger Wordle 320 X/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟨⬜🟨
🟨🟩⬜🟩⬜
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩","{'mentions': [{'start': 0, 'end': 9, 'username': 'xtranger', 'id': '4111391'}]}",1522167656589271040,"[{'type': 'replied_to', 'id': '1522167656589271040'}]",2022-05-05T10:54:11.000Z,1316402160863715329,TweetDeck,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167764697423872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle (ES)  #119 4/6

🟩⬜⬜⬜🟨
🟩🟩⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/aCWOFImXKD","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/aCWOFImXKD', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522167764697423872,,2022-05-05T10:54:10.000Z,1278586016,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",True,everyone,,
1522167755406983169,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1324601053208317952,en,"Wordle 320 3/6

⬛⬛⬛🟩⬛
⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩",,1481977640584159232,"[{'type': 'replied_to', 'id': '1521803921152520193'}]",2022-05-05T10:54:08.000Z,1324601053208317952,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167754987433984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 3/6

⬜⬜🟨⬜🟩
🟨⬜⬜🟩🟩
🟩🟩🟩🟩🟩",,1522167754987433984,,2022-05-05T10:54:07.000Z,206848251,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167753070694400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle (ES)  #119 6/6

🟨⬜⬜⬜🟨
🟨⬜⬜🟨🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/KkP2NQuOaf","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/KkP2NQuOaf', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522167753070694400,,2022-05-05T10:54:07.000Z,1107535645,Twitter for Android,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167753016324097,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 X/6*

⬛🟨⬛⬛⬛
⬛🟨⬛🟨⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩⬛🟩🟩
D'oh",,1522167753016324097,,2022-05-05T10:54:07.000Z,22560046,Plume for Android,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167747802718210,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 6/6

⬛⬛🟨⬛⬛
⬛⬛⬛🟩⬛
⬛⬛⬛⬛🟨
⬛🟨🟨🟨🟨
🟩🟩🟨⬛🟨
🟩🟩🟩🟩🟩",,1522167747802718210,,2022-05-05T10:54:06.000Z,23896487,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167746993266688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle 320 4/6

⬜🟨🟨⬜🟨
⬜🟨⬜⬜⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",,1522167746993266688,,2022-05-05T10:54:06.000Z,23469502,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167744996782080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",,en,"Wordle 320 6/6

⬜🟨⬜🟨⬜
⬜🟩⬜⬜⬜
⬜🟨⬜⬜⬜
🟩🟩🟨⬜🟨
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩#wordle320. Not as close as it appears","{'hashtags': [{'start': 51, 'end': 61, 'tag': 'wordle320'}]}",1522167744996782080,,2022-05-05T10:54:05.000Z,16310973,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167743839195139,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle (ES)  #119 3/6

⬜⬜⬜⬜🟨
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/KRgWiCIeA3","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/KRgWiCIeA3', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522167743839195139,,2022-05-05T10:54:05.000Z,257983307,Twitter Web App,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
1522167742169862144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,en,"Wordle (ES)  #119 6/6

⬜⬜⬜⬜🟨
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟨🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/Seb9S9j7NM","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/Seb9S9j7NM', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1522167742169862144,,2022-05-05T10:54:04.000Z,300288369,Twitter for iPhone,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",False,everyone,,
