id,pinned_tweet_id,protected,url,name,description,public_metrics,username,profile_image_url,verified,entities,location
1307396798.0,1.490322137651024e+18,False,,Ignacio PG,"La inteligencia consiste no sólo en el conocimiento, sino también en la destreza de aplicar los conocimientos en la práctica - Aristóteles","{'followers_count': 770, 'following_count': 280, 'tweet_count': 29855, 'listed_count': 10}",ignprigar,https://pbs.twimg.com/profile_images/1512064185957437453/IsvSfsqD_normal.jpg,False,,
1.2504872592346276e+18,1.4927900694589932e+18,False,https://t.co/8mxII7SA9p,น้องฟูยุโสดแน้ว🥺,หีมีไว้ใช้ไม่ได้มีไว้โชว์,"{'followers_count': 219, 'following_count': 411, 'tweet_count': 28317, 'listed_count': 1}",fuyufaafaa,https://pbs.twimg.com/profile_images/1519451330867175427/2WxMcL5B_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8mxII7SA9p', 'expanded_url': 'https://ask.fm/fuyufaafaa?utm_source=copy_link&utm_medium=iOS&shareBy=fuyufaafaa', 'display_url': 'ask.fm/fuyufaafaa?utm…'}]}}",
8.45816445359571e+17,1.4591805020535767e+18,False,https://t.co/tKOpNpXRdU,Bean Curd🖤🔪,A quirkless fanboy ✨I go by whichever prounouns make you  feel comfortable✨queer af 🏳️‍🌈 your friendly neighborhood goth 🖤,"{'followers_count': 29, 'following_count': 542, 'tweet_count': 8132, 'listed_count': 0}",FaceofMany,https://pbs.twimg.com/profile_images/1471312622364631046/7qu5Gab1_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tKOpNpXRdU', 'expanded_url': 'https://www.etsy.com/shop/DaniCraftCorner', 'display_url': 'etsy.com/shop/DaniCraft…'}]}}","Overland Park, KS"
228639420.0,,False,,꿈별,좋아하는 것도 많고 싫어하는 것도 많고,"{'followers_count': 21, 'following_count': 188, 'tweet_count': 2009, 'listed_count': 0}",soootang,https://pbs.twimg.com/profile_images/1231533822543462400/rtkZjnDe_normal.png,False,,
231920085.0,1.4759551658155295e+18,False,,Andro.Ahmad,"مواطن سابق..... اندرويدي  ....مهتم بالتقنيه .....مصمم بسيط
التقنية مش فقط اخبار انتقادات وتجارب

0x71948df3c11D410b0b816509C95017C7","{'followers_count': 7019, 'following_count': 275, 'tweet_count': 128126, 'listed_count': 131}",aboshhiib,https://pbs.twimg.com/profile_images/1266372233099804675/Dw1R7Vpu_normal.jpg,False,,powered by android  
281376874.0,,False,,Jane Austin,Kindness is strength,"{'followers_count': 729, 'following_count': 905, 'tweet_count': 11273, 'listed_count': 1}",onejaneaustin,https://pbs.twimg.com/profile_images/1174507170152374272/ruJbrwyv_normal.jpg,False,,East Aust-Gubbi Gubbi land
1.2758056923063624e+18,,False,https://t.co/oR9E5Eivpg,michi,papi | unternehmer | legofan | ostschweizer | optimist,"{'followers_count': 164, 'following_count': 565, 'tweet_count': 1360, 'listed_count': 0}",michi__sg,https://pbs.twimg.com/profile_images/1464224335254724623/zjZLEAm2_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oR9E5Eivpg', 'expanded_url': 'http://loftmynd.com', 'display_url': 'loftmynd.com'}]}}",
1.4480155884549734e+18,,False,,Kerry Caverga,Y esto del tuister que es?,"{'followers_count': 3, 'following_count': 111, 'tweet_count': 198, 'listed_count': 0}",estepaltuiter,https://pbs.twimg.com/profile_images/1514349810375143436/WADvNjcJ_normal.jpg,False,,Narnia
329624012.0,,False,,Nidhi Garg,I have no idea what I'm doing on Twitter or in life.,"{'followers_count': 549, 'following_count': 172, 'tweet_count': 19488, 'listed_count': 9}",CheRryPieNidHi,https://pbs.twimg.com/profile_images/1240722240368332800/kzjQbq0P_normal.jpg,False,,India
104674027.0,,False,,taryn,Lake enthusiast. Traveller. Reader. Spinster. Anti Hand Salads. She/her. #tinyangel,"{'followers_count': 433, 'following_count': 203, 'tweet_count': 25083, 'listed_count': 8}",tdduker,https://pbs.twimg.com/profile_images/1390849588945432582/sIK2by-5_normal.jpg,False,"{'description': {'hashtags': [{'start': 73, 'end': 83, 'tag': 'tinyangel'}]}}",K'jipuktuk/Halifax
1.0761085242021396e+18,1.4456233688965489e+18,False,,fai,فطوم : 17 : de pressed,"{'followers_count': 76, 'following_count': 228, 'tweet_count': 9219, 'listed_count': 0}",abahrainialien,https://pbs.twimg.com/profile_images/1445622989861441540/Hw0_bEjq_normal.jpg,False,,a bench in coney island
8.42468288366039e+17,8.879681291288125e+17,False,,Ｎｅｕｒｏ ｍ ｅｉｓｔｅｒ,"Yare yare daze.

IT Guy / ENTP","{'followers_count': 423, 'following_count': 209, 'tweet_count': 27943, 'listed_count': 3}",neuromeista,https://pbs.twimg.com/profile_images/1520902628682735617/bVp76y-A_normal.jpg,False,,異世界
36958411.0,8.191040354081178e+17,False,,David Knives/Juanelo McMahon/Phil Barrera,Primer ministro vitalicio del estado libre asociado de Jiquilpan. Orador desmotivacional profesional. Campeón mundial vitalicio en ISS64. Professional Mexican.,"{'followers_count': 476, 'following_count': 168, 'tweet_count': 31959, 'listed_count': 25}",DavidKnives_,https://pbs.twimg.com/profile_images/1376328485678034945/9TCzFBPt_normal.jpg,False,,Sinaloa - Sonora - Arizona
217610468.0,,False,,mon,lector de libros y frases...,"{'followers_count': 66, 'following_count': 28, 'tweet_count': 1370, 'listed_count': 1}",00mon,https://pbs.twimg.com/profile_images/531478477459828736/zy2Nf1Ed_normal.jpeg,False,,quito - ecuador
142347630.0,1.3631719717904753e+18,False,,travis #SlavaUkraini🇺🇦 🇹🇷,,"{'followers_count': 98, 'following_count': 982, 'tweet_count': 14701, 'listed_count': 3}",nickimtravis,https://pbs.twimg.com/profile_images/1490116797776998403/bFgHSKGL_normal.jpg,False,,
101392424.0,,False,,ひぐま,机上出版系自営業。Cello、本、動物、お菓子、ワインとclassic好き。鷹党！AntonPrell#2(2008/05)がお友達。,"{'followers_count': 354, 'following_count': 369, 'tweet_count': 57625, 'listed_count': 19}",higumania,https://pbs.twimg.com/profile_images/1336662689624428546/ijMSIO_H_normal.jpg,False,,本と本の隙間
1.2844838519523e+18,1.4263414645990564e+18,False,,cano,I'm just a regular everyday normal motherfucker,"{'followers_count': 147, 'following_count': 260, 'tweet_count': 7050, 'listed_count': 0}",justduckkv2,https://pbs.twimg.com/profile_images/1518706729680318470/8E8usUV-_normal.jpg,False,,
1250716952.0,1.0517089602255913e+18,False,https://t.co/eTA1cmtGiG,Kanoakins,yuh,"{'followers_count': 297, 'following_count': 139, 'tweet_count': 1282, 'listed_count': 0}",poiiboi,https://pbs.twimg.com/profile_images/1518087823106084864/SyBJ6KPT_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eTA1cmtGiG', 'expanded_url': 'http://dominicanstar.com', 'display_url': 'dominicanstar.com'}]}}","Las Vegas, NV"
24268419.0,,False,https://t.co/tZ9g9w9rEl,Corey Andrews,The most important Corey Andrews on the planet since that one broke ass rapper named Corey Andrews died.,"{'followers_count': 59, 'following_count': 444, 'tweet_count': 1970, 'listed_count': 6}",corey_andrews,https://pbs.twimg.com/profile_images/1029214341139116032/gm1799od_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tZ9g9w9rEl', 'expanded_url': 'https://www.extra-life.org/participant/corey_andrews', 'display_url': 'extra-life.org/participant/co…'}]}}",Seattle
386166039.0,,False,,(((Matthew Usedom))),"Father, Chef, Eater of Worlds #SpoonNation","{'followers_count': 66, 'following_count': 795, 'tweet_count': 2943, 'listed_count': 2}",SousMattU,https://pbs.twimg.com/profile_images/1465160926932332544/xUiGtuIF_normal.jpg,False,"{'description': {'hashtags': [{'start': 30, 'end': 42, 'tag': 'SpoonNation'}]}}","Concord, CA"
2467067887.0,1.3863007395012362e+18,False,,HKP💉💉 💉😷,Cyclist. Husband. Dad. Cynic. Curmudgeon. Once won a raffle prize. Labor member. Gooner. Atheist - you can stick your religion where the sun don’t shine,"{'followers_count': 780, 'following_count': 3701, 'tweet_count': 15423, 'listed_count': 8}",HotelKiloPapa,https://pbs.twimg.com/profile_images/567138719568633856/lNcDZvOj_normal.jpeg,False,,"Joondalup, Perth (WA)"
9.88373409267626e+17,,False,,H B,Young. Hopeful. Ambitious,"{'followers_count': 2, 'following_count': 58, 'tweet_count': 84, 'listed_count': 0}",sprugx,https://pbs.twimg.com/profile_images/988375173769449477/8YfMIfX0_normal.jpg,False,,
175451918.0,,False,https://t.co/MMQMz41vDY,ぽんぬ🅿️🍑🍓🍐⚽,無言フォロー失礼します🐈20代(牡)🍓HALミュージック🎼⇒サウンドクリエイター🎸ゲーミング社会人🎮多趣味雑食 #ガンバ大阪 サポ⚽ サバゲ(休止中) #EFT 🐴 #ウマ娘 #デレステ #プリコネR #DQW #FGO #グラブル(10天10解5超10賢) ✍ゲーム(雑記)ブログ書いてます↓🆙,"{'followers_count': 2039, 'following_count': 2009, 'tweet_count': 62369, 'listed_count': 37}",pontako67G,https://pbs.twimg.com/profile_images/1464621064290705409/ATwMIHS2_normal.png,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MMQMz41vDY', 'expanded_url': 'https://pontako.com/', 'display_url': 'pontako.com'}]}, 'description': {'hashtags': [{'start': 56, 'end': 62, 'tag': 'ガンバ大阪'}, {'start': 76, 'end': 80, 'tag': 'EFT'}, {'start': 83, 'end': 87, 'tag': 'ウマ娘'}, {'start': 88, 'end': 93, 'tag': 'デレステ'}, {'start': 94, 'end': 100, 'tag': 'プリコネR'}, {'start': 101, 'end': 105, 'tag': 'DQW'}, {'start': 106, 'end': 110, 'tag': 'FGO'}, {'start': 111, 'end': 116, 'tag': 'グラブル'}]}}",北摂
2818720945.0,1.3128885210578575e+18,False,,R Blackburn 🖤🧙‍♀️🎵♎⚜,"Once & future journalist, bon vivant, human. Staff for a special needs tabby named Fellini. She/her. Views are my own, RTs are not endorsements. Peace!","{'followers_count': 457, 'following_count': 1136, 'tweet_count': 7245, 'listed_count': 5}",arobingoestweet,https://pbs.twimg.com/profile_images/1370553061630951437/j_z-opcS_normal.jpg,False,,Earth
8.931012984338719e+17,1.3596118783229379e+18,False,,Hz.Alîko,MSKÜ/TIP,"{'followers_count': 68, 'following_count': 148, 'tweet_count': 215, 'listed_count': 0}",lawemirehoska,https://pbs.twimg.com/profile_images/1500888703631249414/QFleNXbU_normal.jpg,False,,di guhê gê de 
415706828.0,,False,,jorge,,"{'followers_count': 23, 'following_count': 155, 'tweet_count': 384, 'listed_count': 0}",bagual03,https://pbs.twimg.com/profile_images/975888894586744832/OAGAWHdd_normal.jpg,False,,
231913783.0,,False,,martha sharp,saving the world... one journal entry at a time!!,"{'followers_count': 27, 'following_count': 178, 'tweet_count': 2623, 'listed_count': 0}",sula1956,https://pbs.twimg.com/profile_images/952648231762235399/rsfw1ir8_normal.jpg,False,,"Terrytown, LA"
2961974235.0,1.416077980024066e+18,False,,PixAmes❤️,"Researcher, psychology, crime, policing. Loves dogs, cats, metal/rock, rugby, and wine. Views my own.","{'followers_count': 136, 'following_count': 663, 'tweet_count': 3761, 'listed_count': 3}",PixAmes,https://pbs.twimg.com/profile_images/608291426485596161/uZxJObEH_normal.jpg,False,,
1.4286508788993024e+18,,False,,Thee Fuzzybeargville who saved Christmas,"🇺🇦Same old Gay, new account starting over Liberal Democrat. Mayo Racist White Brothers & Sisters Beware. #CriticalRaceTheoryIsEssential #InLGBTtheTisNotSilent","{'followers_count': 147, 'following_count': 658, 'tweet_count': 2242, 'listed_count': 0}",fuzzybeargville,https://pbs.twimg.com/profile_images/1428651913655029766/pMijVNIq_normal.jpg,False,"{'description': {'hashtags': [{'start': 105, 'end': 135, 'tag': 'CriticalRaceTheoryIsEssential'}, {'start': 136, 'end': 158, 'tag': 'InLGBTtheTisNotSilent'}]}}",
106035631.0,,False,,.,,"{'followers_count': 175, 'following_count': 468, 'tweet_count': 7534, 'listed_count': 2}",benenitus,https://pbs.twimg.com/profile_images/1147611588884488192/E8nM3Rm-_normal.jpg,False,,
2598241484.0,,False,,H? 🦩,i study Supply Chain Mgt. 🌒,"{'followers_count': 1410, 'following_count': 304, 'tweet_count': 990, 'listed_count': 0}",whateverhash,https://pbs.twimg.com/profile_images/1521378458483535872/aJzCpzSc_normal.jpg,False,,🇵🇰? hell yeah
1.0614738508383928e+18,,False,,Thank you Nomura,"FFXIV Addict | JJK | MHA | Ousama Ranking | Square Enix fiend

Yuji/Choso supremacy","{'followers_count': 59, 'following_count': 947, 'tweet_count': 45816, 'listed_count': 1}",Runes7th,https://pbs.twimg.com/profile_images/1513030338431303682/CshZJWw__normal.jpg,False,,The Seven Seas
269510512.0,,False,,Anchoa_65🇪🇦🥌🀄🛩️🌘🥑,Yo también chupo la tapa de los yogures.,"{'followers_count': 152, 'following_count': 306, 'tweet_count': 16965, 'listed_count': 4}",R_Avila_V,https://pbs.twimg.com/profile_images/1396577627419418633/Ll828jsP_normal.jpg,False,,Prado de los Waialua
18625909.0,,False,,hayuhayu,,"{'followers_count': 517, 'following_count': 201, 'tweet_count': 12909, 'listed_count': 25}",hayuhayu,https://pbs.twimg.com/profile_images/1369713748/2011-05-26_2227_normal.png,False,,東京都港区
8.525045275762033e+17,1.5166580057812378e+18,False,,lil,this bitch gonna be unhinged now,"{'followers_count': 26, 'following_count': 35, 'tweet_count': 2498, 'listed_count': 0}",kagechama_,https://pbs.twimg.com/profile_images/1493903817406095364/S0yEZl0z_normal.jpg,False,,ENG｜中文｜ESP
1.0583021820118671e+18,1.5182457731247227e+18,False,,Rev👑 📖:Umineko,"It's just me, Rev.
 Re:Zero and Pandora Hearts are my absolute favorites","{'followers_count': 290, 'following_count': 193, 'tweet_count': 5744, 'listed_count': 2}",RevVollachia,https://pbs.twimg.com/profile_images/1516885983094059008/k0rjkKCN_normal.jpg,False,,Vollachia
43154631.0,4.615528141964165e+17,False,,Menai N 🦉🏺 #Talk2MeMH,"Middleschool & high school Classics teacher, mother of H&S,godmother to H&J, aunt to D&F. Pronouns she/her Occasional personal rants.","{'followers_count': 1716, 'following_count': 4995, 'tweet_count': 63601, 'listed_count': 77}",MenaiN,https://pbs.twimg.com/profile_images/1497542994425229312/5M3oildk_normal.jpg,False,,UK. Pronouns: she/her
71531492.0,1.4808646404144538e+18,False,https://t.co/kBfTknBRfq,조립식,"/만화로 배우는 마케팅 원리 1,2/ 출간!!! 3 권도 곧 나옵니다.","{'followers_count': 3695, 'following_count': 1586, 'tweet_count': 63526, 'listed_count': 0}",zoripseek,https://pbs.twimg.com/profile_images/1228681960/phpiiMOzu_normal,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kBfTknBRfq', 'expanded_url': 'http://zoripseek.com', 'display_url': 'zoripseek.com'}]}}",
7.448429963156193e+17,1.507996784529838e+18,False,https://t.co/hNEVEzElxy,♪七海シノ@片桐廿漆†,"新たに名を授かりました""七海シノ""です． 片桐廿漆(かたぎりにな)は2つ名的な扱いになります． Neynor.kは第3の名ということで．","{'followers_count': 102, 'following_count': 119, 'tweet_count': 5714, 'listed_count': 0}",fir486157788081,https://pbs.twimg.com/profile_images/1458351436488933382/mleq8LRZ_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hNEVEzElxy', 'expanded_url': 'https://www.pixiv.net/member.php?id=14771937', 'display_url': 'pixiv.net/member.php?id=…'}]}}",宮城県ド田舎市
1624668098.0,,False,https://t.co/g2m0GGMT7H,Tunç,"Kavun,beyaz peynir,rakı.. Göztepe sen başkasın..","{'followers_count': 323, 'following_count': 1120, 'tweet_count': 1653, 'listed_count': 1}",TuncSUEL,https://pbs.twimg.com/profile_images/1485256120931426306/W7cZ1EjQ_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g2m0GGMT7H', 'expanded_url': 'http://www.facebook.com/tunc.suel', 'display_url': 'facebook.com/tunc.suel'}]}}","İstanbul, Türkiye"
1.4368713033450988e+18,1.5155219363354624e+18,False,,Darth Carlos,"inJeniero Civil Eléctrico, Socialdemócrata, Católico. Construyendo un Chile lindo, desarrollado, renovable y sustentable. Fanático de Star Wars y de los trenes","{'followers_count': 73, 'following_count': 179, 'tweet_count': 3542, 'listed_count': 0}",carlosLordSith,https://pbs.twimg.com/profile_images/1520877301340155905/xwKS1N0E_normal.jpg,False,,
853734727.0,1.385176042713854e+18,False,,Damla Tat,Mustafa Kemal ATATÜRK 🧡 Hemşire/Fen Bilgisi Öğretmeni/ Fen Bilgisi Eğitimi YL/ Sağlık Yönetimi,"{'followers_count': 5489, 'following_count': 1526, 'tweet_count': 23431, 'listed_count': 0}",tatdml,https://pbs.twimg.com/profile_images/1521457888228687872/EFVcgQ8h_normal.jpg,False,,
4290676452.0,,False,,Gilberto Eulogio Sánchez Ortiz,Maestro jubilado,"{'followers_count': 473, 'following_count': 5009, 'tweet_count': 48876, 'listed_count': 2}",gilsanztiz,https://pbs.twimg.com/profile_images/1084833278786301952/KMGYNH25_normal.jpg,False,,"Oaxaca de Juárez, Oaxaca"
187244697.0,,False,,^*+Jim Borton+*^,Sinner saved by Grace which now makes me a Saint sustained by Grace!,"{'followers_count': 232, 'following_count': 327, 'tweet_count': 1255, 'listed_count': 2}",JimmyBorton,https://pbs.twimg.com/profile_images/623533778267435008/gmnbAJ7C_normal.jpg,False,,
123570618.0,,False,,ふじっこ,100周年頃から宝塚にハマる 美弥るりか様にどっぷり ひとこちゃんが私を誘惑する れいこ沼に落ちそう 月組贔屓な全組観劇派ですが宝塚以外のこともたくさん書いてる日常アカウントです 2021.7出産につき観劇おやすみ中（というのは全公演は見ないという意味😉）劇団さま配信ありがとう,"{'followers_count': 303, 'following_count': 363, 'tweet_count': 6494, 'listed_count': 7}",fujicco89,https://pbs.twimg.com/profile_images/877011023974223872/F0N3C2Vg_normal.jpg,False,,
28767492.0,,False,https://t.co/sZexPyKS5c,🟨🟨⬛⬛🟩７,いきいきいきたい,"{'followers_count': 1300, 'following_count': 1194, 'tweet_count': 145786, 'listed_count': 162}",tomsk7,https://pbs.twimg.com/profile_images/1906006276/DSC00022_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sZexPyKS5c', 'expanded_url': 'http://tomsk7.com/', 'display_url': 'tomsk7.com'}]}}",福岡市 ネオパンダ厩舎
1.4696180284387574e+18,,False,,モブおじ(ｱﾛｰﾗのすがた),⚠️ちょっと待って‼️🖐その垢、本当に大丈夫⁉️⚠️金カム垢 鯉月メイン右月 月いご(健全) 🔞発言 18↑高卒済 無言フォロー常習犯,"{'followers_count': 2, 'following_count': 34, 'tweet_count': 1081, 'listed_count': 0}",gkm_muzemuze,https://pbs.twimg.com/profile_images/1518052493665603584/P23mQ3qw_normal.jpg,False,,鯉月ちゃん結婚しな！！！
2471829276.0,,False,https://t.co/OwINiKFRBc,Tom King,Managing Director of Up 2 Speed,"{'followers_count': 431, 'following_count': 213, 'tweet_count': 10477, 'listed_count': 248}",TomKingUp2Speed,https://pbs.twimg.com/profile_images/1056764660840456192/bECnst1e_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OwINiKFRBc', 'expanded_url': 'http://www.up2speed.biz', 'display_url': 'up2speed.biz'}]}}",Singapore
8.878049828625244e+17,1.330457011771863e+18,False,https://t.co/E6tuonZ1jG,yvonne ⚖️,ryan gosling in the nice guys (2016) fan account,"{'followers_count': 60, 'following_count': 71, 'tweet_count': 7663, 'listed_count': 0}",salalomanca,https://pbs.twimg.com/profile_images/1516348988018020355/3hIBZ_2M_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/E6tuonZ1jG', 'expanded_url': 'https://letterboxd.com/heymcflys/', 'display_url': 'letterboxd.com/heymcflys/'}]}}",she/her | 24
436694535.0,,False,https://t.co/rmJpkd6ZOV,Polon,2002年に英語多読を始め、時にはどっぷり時には細く、Tadokuと繋がって来ました。絵本/児童書/ミステリー/ファンタジーが好き。ミュージカルや舞台も。,"{'followers_count': 109, 'following_count': 121, 'tweet_count': 2971, 'listed_count': 3}",polon_tk,https://pbs.twimg.com/profile_images/674490017180286977/zY1_awrt_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rmJpkd6ZOV', 'expanded_url': 'http://snowballcafe.blog.fc2.com/', 'display_url': 'snowballcafe.blog.fc2.com'}]}}",Japan
371295497.0,6.902495074607964e+17,False,,Dame Gwinnie of The Beacons,"Enjoy yourself. It's later than you think... ………………………………………………………………………. oops, too late….","{'followers_count': 3903, 'following_count': 5000, 'tweet_count': 408867, 'listed_count': 119}",gwinniejones,https://pbs.twimg.com/profile_images/766210581284225024/FpJjoE_Y_normal.jpg,False,,
9.683920559016632e+17,9.850525640842772e+17,False,https://t.co/8GKJM7plUP,幸せ魔法,懸賞 #幸せ魔法の当選品 ❤︎ ポイ活 換金額6万円突破 ❤︎ (27歳埼玉社会人) 2019年12日11日出産！ #楽天room,"{'followers_count': 46, 'following_count': 914, 'tweet_count': 4380, 'listed_count': 1}",999_happiness,https://pbs.twimg.com/profile_images/968395788907790336/z8FTu4RZ_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8GKJM7plUP', 'expanded_url': 'https://room.rakuten.co.jp/room_hinokinoheya/items', 'display_url': 'room.rakuten.co.jp/room_hinokinoh…'}]}, 'description': {'hashtags': [{'start': 3, 'end': 12, 'tag': '幸せ魔法の当選品'}, {'start': 58, 'end': 65, 'tag': '楽天room'}]}}",
1.2103824813268255e+18,1.2938432525888061e+18,False,,remi✌🏻,remi | 28 | sohma yuki kinnie extraordinaire | cosplay trash | they/them | 🔞,"{'followers_count': 206, 'following_count': 200, 'tweet_count': 9409, 'listed_count': 1}",remingale,https://pbs.twimg.com/profile_images/1470230978861928449/6XUUXIQo_normal.jpg,False,,"18+ Only, Minors DNF!"
1.1951221483705508e+18,1.3578402315090944e+18,False,,もぐのすけたぶん安政生まれ,"歌舞伎・ミュージカル・映画鑑賞アカウントです。濃いめ趣味、コミュニケーション苦手。無言フォローすみません💦
※個人の趣味の範囲での個人的な見解のツイートですので、その分野に詳しい皆様にはお見苦しいツイートをする場合がございます。ご不快な場合はブロックやミュートでご対応ください。","{'followers_count': 507, 'following_count': 586, 'tweet_count': 34752, 'listed_count': 2}",mogu_kabuki,https://pbs.twimg.com/profile_images/1509890901065183234/8NxMvv3b_normal.jpg,False,,
40032332.0,1.214950305101693e+18,False,https://t.co/8RRglRTSmu,Lizz ✩,"{ She/Her } | Escribo sobre libros en #SituacionCaprichosa || Profesora de Literatura, Directora de Coros, FANGIRL.","{'followers_count': 533, 'following_count': 660, 'tweet_count': 18178, 'listed_count': 9}",IchBinDieLizz,https://pbs.twimg.com/profile_images/1512540108939014148/c_RexFPS_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8RRglRTSmu', 'expanded_url': 'http://www.instagram.com/situacioncaprichosa/', 'display_url': 'instagram.com/situacioncapri…'}]}, 'description': {'hashtags': [{'start': 38, 'end': 58, 'tag': 'SituacionCaprichosa'}]}}","Venado Tuerto, Argentina"
555690584.0,1.5180132366791844e+18,False,https://t.co/iTss1LCAfu,💧𝓐𝓷𝓲𝓽𝓪 𝓡𝓮𝓪𝔂 𝒜𝓇𝓉𝒾𝓈𝓉 🎨,"Ceramic artist with a love of flora & fauna (the main influence in my work). Fun, whimsical hand sculpted animals, birds & functional pieces. collectables ❤️","{'followers_count': 154, 'following_count': 254, 'tweet_count': 716, 'listed_count': 4}",AnitaReayArt,https://pbs.twimg.com/profile_images/1508060271155515397/ZsDIkV2C_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iTss1LCAfu', 'expanded_url': 'https://www.anitareayart.com', 'display_url': 'anitareayart.com'}]}}",Queensland Australia
1.1334838249087754e+18,1.482147921378386e+18,False,,denizebakandüşünceliinekler,denize bakan düşünceli inekler,"{'followers_count': 200, 'following_count': 379, 'tweet_count': 9842, 'listed_count': 0}",fedonkisot,https://pbs.twimg.com/profile_images/1518890217645785088/91-g2HO9_normal.jpg,False,,
9.483692135544914e+17,1.4609651590237716e+18,False,,🥞blissbr🥚,"hmm
/ Bliss 블리스
/ PFP by @II_RUTCH_II
/ 한국 트위터 암묵의 룰 몰라요 안지켜요 내맘대로 합니다😉","{'followers_count': 50, 'following_count': 308, 'tweet_count': 3527, 'listed_count': 0}",bIissbm,https://pbs.twimg.com/profile_images/1510034046868652034/FSEPJ2cP_normal.jpg,False,"{'description': {'mentions': [{'start': 25, 'end': 37, 'username': 'II_RUTCH_II'}]}}",145.24.204.57
263659978.0,,False,,Ξ〽️RΞ 💛💙,"Senin bir şey söylemek istemen, karşıdakinin bunu duymak istediği anlamına gelmez.","{'followers_count': 59, 'following_count': 425, 'tweet_count': 999, 'listed_count': 0}",mrclkl,https://pbs.twimg.com/profile_images/1326589325887344640/wOhpft72_normal.jpg,False,,Antalya
1.3294419181331702e+18,1.350470907341525e+18,False,,denisbest,,"{'followers_count': 107, 'following_count': 218, 'tweet_count': 11720, 'listed_count': 0}",denisbest16,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,,
36318612.0,1.5109594041910436e+18,False,,Angela@Waiting for spring,"・Neuroscientist/Art/Cosplay/Itabags・Tokiya/Camus/QN 
・脳科学研究者/イラスト/コスプレ/痛バ・トキヤ/カミュ/カルナイ
・NU'EST ❤️ L.O.Λ.E W 🐢🐶🐯🦊🐰
・EN/中文/日本語(多少)OK 
・20↑ Any pronouns","{'followers_count': 586, 'following_count': 757, 'tweet_count': 70586, 'listed_count': 16}",GeekyAngie,https://pbs.twimg.com/profile_images/1504720418644840452/uP-V7yRn_normal.jpg,False,,🇳🇿 New Zealand 🥝
