id,pinned_tweet_id,location,profile_image_url,description,url,name,public_metrics,username,protected,verified,entities
1.0714900140669379e+18,1.3635487534630257e+18,+ 18 + she / her,https://pbs.twimg.com/profile_images/1406062159973339138/bVgInMvV_normal.png,#ALEX: i was damn you’d not know me,https://t.co/5pxNf91fRm,🦇,"{'followers_count': 327, 'following_count': 212, 'tweet_count': 11436, 'listed_count': 22}",V4MPlREMONEY,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5pxNf91fRm', 'expanded_url': 'https://blacklivesmatters.carrd.co/#', 'display_url': 'blacklivesmatters.carrd.co/#'}]}, 'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'ALEX'}]}}"
1.052573420309758e+18,,"Lancaster, England",https://pbs.twimg.com/profile_images/1521133271429570563/7r4o_1pJ_normal.jpg,Chief Executive @LancasterCC . Cycling. Eclecticism.,,Mark Davies,"{'followers_count': 1450, 'following_count': 2149, 'tweet_count': 8179, 'listed_count': 15}",MarkCDavies1,False,False,"{'description': {'mentions': [{'start': 16, 'end': 28, 'username': 'LancasterCC'}]}}"
9.686643454744863e+17,1.5168865177252454e+18,"Toronto, Ontario",https://pbs.twimg.com/profile_images/1512480836796432386/Tv_QlLC__normal.jpg,"Typos in 85% of my tweets, sorry. Lawyer. Runner. Presentable by sheer humbug. He/Him.",,Nick StandsWith🇺🇦,"{'followers_count': 159, 'following_count': 1199, 'tweet_count': 9574, 'listed_count': 3}",subjectburst,False,False,
242893061.0,,,https://pbs.twimg.com/profile_images/1325346570863308800/s9IGNrhq_normal.jpg,"Mother, Grandmother, retired college educator. Proud Union member. Proud liberal. Life-long Democrat.🇷🇼",,LRChenault,"{'followers_count': 687, 'following_count': 2114, 'tweet_count': 75397, 'listed_count': 0}",lr_chenault,False,False,
7697422.0,1.505637411099132e+18,Boston Area,https://pbs.twimg.com/profile_images/627298848470343680/h7VVkMW9_normal.jpg,"Lean, mean writin' machine. Award-winning novelist. Bisexual, bigender. #BlackLivesMatter She/hers/editorial we. Currently writing urban fantasy for Tor Books.",https://t.co/boSXzKOlXk,Ｃｅｃｉｌｉａ Ｔａｎ,"{'followers_count': 6148, 'following_count': 1830, 'tweet_count': 102434, 'listed_count': 0}",ceciliatan,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/boSXzKOlXk', 'expanded_url': 'http://patreon.com/ceciliatan', 'display_url': 'patreon.com/ceciliatan'}]}, 'description': {'hashtags': [{'start': 72, 'end': 89, 'tag': 'BlackLivesMatter'}]}}"
1.3623732218745078e+18,,,https://pbs.twimg.com/profile_images/1496147378600280072/LrxvZwmF_normal.jpg,☀️,,Amritha Krishnan,"{'followers_count': 9, 'following_count': 20, 'tweet_count': 27, 'listed_count': 0}",amritha_23,False,False,
8.85157589159465e+17,,,https://pbs.twimg.com/profile_images/1490749163704885249/6yBEIBQH_normal.jpg,Kafam samanla dolu.,,beloii,"{'followers_count': 13, 'following_count': 154, 'tweet_count': 165, 'listed_count': 0}",belloiiii,False,False,
23781728.0,,Inside No.9,https://pbs.twimg.com/profile_images/1408186471387893762/ET7qkFbL_normal.jpg,"Woman, Intersectional Feminist, English Language Graduate. #BlackLivesMatter",,Chloe Carroll 🇺🇦,"{'followers_count': 193, 'following_count': 1332, 'tweet_count': 25081, 'listed_count': 9}",ChloRida_,False,False,"{'description': {'hashtags': [{'start': 59, 'end': 76, 'tag': 'BlackLivesMatter'}]}}"
9.095781338833265e+17,,,https://pbs.twimg.com/profile_images/1198029708765597696/Ui7IiK2d_normal.jpg,"Sitting in the crow's nest with a good pair of binocs. Lover of pop culture, politics, & cocktail fodder.",,Tarr Belle,"{'followers_count': 108, 'following_count': 428, 'tweet_count': 7936, 'listed_count': 0}",advergalwatches,False,False,
2397303163.0,1.5213648778598236e+18,,https://pbs.twimg.com/profile_images/1322642367887953921/wjvb8-yp_normal.jpg,"Research Asst. Prof at @UofSC
Twitch: https://t.co/gUQhqVP45P
Youtube: https://t.co/xMoxxT6NxX
Discord: https://t.co/lvOPOinPuQ
Website: https://t.co/qLlEaZw7wF

Views are mine alone.",https://t.co/dXzsCumf22,The Meekins Lab / Open Science Presentations,"{'followers_count': 451, 'following_count': 154, 'tweet_count': 2911, 'listed_count': 3}",meekinslab,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dXzsCumf22', 'expanded_url': 'http://www.meekinslab.com', 'display_url': 'meekinslab.com'}]}, 'description': {'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/gUQhqVP45P', 'expanded_url': 'http://twitch.tv/open_science', 'display_url': 'twitch.tv/open_science'}, {'start': 71, 'end': 94, 'url': 'https://t.co/xMoxxT6NxX', 'expanded_url': 'http://bit.ly/37iKJnc', 'display_url': 'bit.ly/37iKJnc'}, {'start': 104, 'end': 127, 'url': 'https://t.co/lvOPOinPuQ', 'expanded_url': 'http://discord.gg/hfnZRsa', 'display_url': 'discord.gg/hfnZRsa'}, {'start': 137, 'end': 160, 'url': 'https://t.co/qLlEaZw7wF', 'expanded_url': 'http://meekinslab.com', 'display_url': 'meekinslab.com'}], 'mentions': [{'start': 23, 'end': 29, 'username': 'UofSC'}]}}"
106379794.0,,軒下,https://pbs.twimg.com/profile_images/568575857195622400/uVbv1KOG_normal.jpeg,とある理由により学会から追放されそうになったところ、会費を納付することで除名を免れた過去を持つ。,https://t.co/mTLEvSvpsx,organic,"{'followers_count': 261, 'following_count': 269, 'tweet_count': 41128, 'listed_count': 27}",Organ_ic,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mTLEvSvpsx', 'expanded_url': 'http://twilog.org/Organ_ic', 'display_url': 'twilog.org/Organ_ic'}]}}"
54600929.0,,Grenada,https://pbs.twimg.com/profile_images/1507867675401367552/PW34EvzE_normal.jpg,"Educator, Drummer,Musician, Manchester United fan",,Richie 🇬🇩🇬🇧,"{'followers_count': 113, 'following_count': 922, 'tweet_count': 7735, 'listed_count': 0}",richiep007,False,False,
52227851.0,,"San Diego, CA",https://pbs.twimg.com/profile_images/1352457642799587328/bIPKZG61_normal.jpg,"✨💌💄👽☕️// whoever’s the owner of the white sedan, you left your lights on // she/her // ig: hellomisshaley",,Haley Courtney,"{'followers_count': 490, 'following_count': 549, 'tweet_count': 29413, 'listed_count': 5}",hellomisshaley,False,False,
1.4399672955819172e+18,1.4948419215708447e+18,yo mama's house,https://pbs.twimg.com/profile_images/1510501003082272768/ZkkHnXXr_normal.jpg,"heya, im jules! 🔋 he/she/they/it + bug/ze/spam 🔋 eighteen 🔋 stem major 🔋 i draw body horror!!!! be warned 🔋  @Dewott1 is the ever",https://t.co/CPiKkohB0P,JULES 🔋 #FREECHAMPY,"{'followers_count': 142, 'following_count': 691, 'tweet_count': 14529, 'listed_count': 9}",GAN0NB0AR,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CPiKkohB0P', 'expanded_url': 'https://ganonboar.carrd.co', 'display_url': 'ganonboar.carrd.co'}]}, 'description': {'mentions': [{'start': 109, 'end': 117, 'username': 'Dewott1'}]}}"
