id,pinned_tweet_id,location,profile_image_url,description,url,name,public_metrics,username,protected,verified,entities
2368486082,1.5209773305622938e+18,around universe,https://pbs.twimg.com/profile_images/1503685975188426753/LkYUZgSB_normal.jpg,"Researcher, Archivist, loves reading, movies, writing, #StarWars, General @RBatSWNN, #WarriorCats , nature, traveling. love of animals, Pagan )0(",https://t.co/c06pSrDdHY,Jetta Rosewater,"{'followers_count': 1058, 'following_count': 2407, 'tweet_count': 50816, 'listed_count': 23}",JettaRosewater,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c06pSrDdHY', 'expanded_url': 'https://www.facebook.com/JettaRse', 'display_url': 'facebook.com/JettaRse'}]}, 'description': {'hashtags': [{'start': 55, 'end': 64, 'tag': 'StarWars'}, {'start': 85, 'end': 97, 'tag': 'WarriorCats'}], 'mentions': [{'start': 74, 'end': 83, 'username': 'RBatSWNN'}]}}"
6760792,1.5209510671563162e+18,Sendai Miyagi Japan,https://pbs.twimg.com/profile_images/1497438336809455619/RdUC4zFr_normal.jpg,"i'm playing eurorack modular synth,contrabass, Max/MSP lover and making the electroacoustic music. #創作檄文",https://t.co/BXP0SAL3n7,tetsuo takahashi,"{'followers_count': 1492, 'following_count': 2081, 'tweet_count': 44702, 'listed_count': 39}",com4jai,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BXP0SAL3n7', 'expanded_url': 'https://vocesexmachina.bandcamp.com/', 'display_url': 'vocesexmachina.bandcamp.com'}]}, 'description': {'hashtags': [{'start': 99, 'end': 104, 'tag': '創作檄文'}]}}"
1325317463764946944,,"Brisbane, Queensland",https://pbs.twimg.com/profile_images/1482926579395469314/kM10JdwF_normal.jpg,,,Hayley,"{'followers_count': 5, 'following_count': 8, 'tweet_count': 93, 'listed_count': 0}",hayrawrley,False,False,
1145230784782934016,,,https://pbs.twimg.com/profile_images/1469829516214349826/qZozOZiO_normal.jpg,U suck,,Augusto 🇾🇪,"{'followers_count': 2, 'following_count': 140, 'tweet_count': 78, 'listed_count': 0}",Augusto94504086,False,False,
807573956550983680,1.328315126676562e+18,古都,https://pbs.twimg.com/profile_images/1513862181590167555/jYbOHOsp_normal.jpg,当アカウントは『#安達としまむら』を応援しています 原作3Laps,https://t.co/KdwW9wcGRn,くろ,"{'followers_count': 192, 'following_count': 192, 'tweet_count': 20580, 'listed_count': 4}",kurotaiko_sif,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KdwW9wcGRn', 'expanded_url': 'https://www.youtube.com/channel/UC1-PeOz0rkAW2YU9-DvDmJQ', 'display_url': 'youtube.com/channel/UC1-Pe…'}]}, 'description': {'hashtags': [{'start': 8, 'end': 16, 'tag': '安達としまむら'}]}}"
1282492970906710016,,,https://pbs.twimg.com/profile_images/1282493358657527808/n5fjlTu6_normal.jpg,twin mum of four,,Nic Hanigan,"{'followers_count': 0, 'following_count': 114, 'tweet_count': 142, 'listed_count': 0}",HaniganNicole,False,False,
523163928,8.15856370159272e+17,,https://pbs.twimg.com/profile_images/3665237835/32c6c0cb97d03247b7858a648f9a9911_normal.jpeg,ニックスとニットワンピが好き,,たかしギャラガー,"{'followers_count': 138, 'following_count': 339, 'tweet_count': 16521, 'listed_count': 2}",takashi_ooe,False,False,
55558675,,,https://pbs.twimg.com/profile_images/307033806/IMG_0513_normal.jpg,壁を登ったり、自転車に乗ったり、太極剣したりしてます。,,domino ☆,"{'followers_count': 141, 'following_count': 258, 'tweet_count': 27879, 'listed_count': 20}",dominocats,False,False,
910937858999029760,1.040956314313216e+18,,https://pbs.twimg.com/profile_images/1513246221644742666/elpcmY5k_normal.jpg,Like Hollywood classics & good Indian cinema. Support small films & regional films. Follow Science & Astronomy news.,,Nithya 👩🏻,"{'followers_count': 204, 'following_count': 58, 'tweet_count': 30967, 'listed_count': 0}",rao_n101,False,False,
1236837646116073472,,存在感のない県,https://pbs.twimg.com/profile_images/1236838148782436352/lFeeCpRS_normal.jpg,けっこう小売業が強い県,,秘境のサクラマス(仮名),"{'followers_count': 12, 'following_count': 104, 'tweet_count': 241, 'listed_count': 0}",Hikyo_No,False,False,
103253677,,Neverland,https://pbs.twimg.com/profile_images/1205259042555215873/Gk0MPXMr_normal.jpg,ツネドキ,,常時,"{'followers_count': 108, 'following_count': 322, 'tweet_count': 24441, 'listed_count': 7}",george_at_exit,False,False,
1139893971545538560,1.344888678053679e+18,,https://pbs.twimg.com/profile_images/1359122182698201088/pJURjLSe_normal.jpg,(目標) HSK6級240点🇨🇳TOEIC800点、英検準一級 🇨🇦🇺🇸取得を目指し日々努力！英語と中国語を頑張る✨ 無言フォローすいません。 勉強してる人と一緒に頑張りたいです！,,Naimei,"{'followers_count': 109, 'following_count': 215, 'tweet_count': 200, 'listed_count': 1}",Naimei7,False,False,
1293573864816021504,1.3891923597333053e+18,"they/them, west midlands",https://pbs.twimg.com/profile_images/1506968417395482629/sak1rHJ0_normal.jpg,non-binary • 24 • frog & wordle stan account • main acc @forestfeyry #actuallyautistic,,fey on a leaf,"{'followers_count': 287, 'following_count': 277, 'tweet_count': 736, 'listed_count': 3}",feyngels,False,False,"{'description': {'hashtags': [{'start': 69, 'end': 86, 'tag': 'actuallyautistic'}], 'mentions': [{'start': 56, 'end': 68, 'username': 'forestfeyry'}]}}"
400499270,,横浜～東京方面,https://pbs.twimg.com/profile_images/1611773448/iris_normal.jpg,"Just for reminder of cooking, reading, etc...",,Irissens,"{'followers_count': 35, 'following_count': 181, 'tweet_count': 8942, 'listed_count': 0}",irissens,False,False,
1021111802908704768,,Earth 1218,https://pbs.twimg.com/profile_images/1521554583264591873/8fiqF5xH_normal.jpg,"don't waste ur time to hate me, i do hate myself",,your mas mas jabat,"{'followers_count': 181, 'following_count': 274, 'tweet_count': 23478, 'listed_count': 0}",pagarajiii,False,False,
4900094838,1.521833682276737e+18,Western Australia,https://pbs.twimg.com/profile_images/1014494748273283074/AFdxqc0q_normal.jpg,"Never in my lifetime has robust, independent journalism been more vital for democracy. Never has media been more controlled by corporate interests. Murdoch.",,Elisabeth Meehan (Vaxxed & boosted),"{'followers_count': 3816, 'following_count': 3712, 'tweet_count': 123102, 'listed_count': 194}",MeehanElisabeth,False,False,
923803692561657856,,横浜市,https://pbs.twimg.com/profile_images/1373127132298158082/C3ndWIJm_normal.jpg,フルタイムのWM。今はたまに在宅勤務。 夫・息子・ラブラドール♂と暮らしてます。 主に息子のこと、たまに中受の思い出や暮らしのことなど。 つぶやき少なめ。見逃し多。 無言フォロー・いいね失礼します。,,amam,"{'followers_count': 9, 'following_count': 35, 'tweet_count': 949, 'listed_count': 0}",amam_lablove,False,False,
1141902624259739648,1.3182316319043174e+18,,https://pbs.twimg.com/profile_images/1465546616312680448/gjDm_-A-_normal.jpg,Child of God● Finally doing this twitter thing ● 🇯🇲,,Shari 🤍,"{'followers_count': 144, 'following_count': 193, 'tweet_count': 2098, 'listed_count': 0}",ShariAnnSG,False,False,
172243934,1.2988471510201016e+18,Al fondo a la derecha.,https://pbs.twimg.com/profile_images/1521265765466341376/rCZD0FNI_normal.jpg,"A demonic compendium of your true self.

@secretchiefs 사랑해 

160820

💚💜",https://t.co/SpuxBkMd3Z,Ruby such a Misfit,"{'followers_count': 547, 'following_count': 490, 'tweet_count': 36874, 'listed_count': 4}",XHRDVN,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SpuxBkMd3Z', 'expanded_url': 'https://www.twitch.tv/xherdann', 'display_url': 'twitch.tv/xherdann'}]}, 'description': {'mentions': [{'start': 41, 'end': 54, 'username': 'secretchiefs'}]}}"
2662512480,1.5213029478874194e+18,Jakarta-Yogyakarta,https://pbs.twimg.com/profile_images/1500748693007257600/Gth3gx0l_normal.jpg,Jebolan jurusan filsafat yang terbukti tidak menganggur dan ateis | Penerjemah dan penyelaras aksara,https://t.co/0DBc2MyqjB,Simbok Tiwi 🐐,"{'followers_count': 3579, 'following_count': 956, 'tweet_count': 24610, 'listed_count': 8}",tiuwtiw,False,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0DBc2MyqjB', 'expanded_url': 'https://medium.com/@danastriagatha', 'display_url': 'medium.com/@danastriagatha'}]}}"
29190570,1.2577953343082783e+18,canada,https://pbs.twimg.com/profile_images/1000775316921618434/POd9h7D-_normal.jpg,30. Activist. Feminist. She/Her. 1D AF. That's my life really.,,Cath.,"{'followers_count': 956, 'following_count': 498, 'tweet_count': 36554, 'listed_count': 19}",cathuniverse,False,False,
