id,public_metrics,url,profile_image_url,protected,verified,name,pinned_tweet_id,username,description,entities,location
1084279220,"{'followers_count': 559, 'following_count': 1028, 'tweet_count': 3040, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1349309144667455488/I7ZWhlru_normal.jpg,False,False,Jay,1.1355777924254515e+18,JJJJ7887,We are all misfits living in a world on fire 🔥,,
16578928,"{'followers_count': 2726, 'following_count': 1974, 'tweet_count': 13324, 'listed_count': 51}",https://t.co/dHD2JX01s8,https://pbs.twimg.com/profile_images/1371560500300017670/oB-Ryp3B_normal.jpg,False,False,Amy Imhoff,1.5187299116027494e+18,AmyImhoff1701,Writer & digital content manager. Feminist troublemaker. Scifi expert. Scully/Janeway Effects at work. Intersectional. BLM. She/her. 🖖🏻🚀✨,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dHD2JX01s8', 'expanded_url': 'http://www.amyimhoff.com', 'display_url': 'amyimhoff.com'}]}}",Northeast US
727662074625548288,"{'followers_count': 61, 'following_count': 281, 'tweet_count': 2858, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1129222477358325762/LWChL97L_normal.jpg,False,False,いけぞ,,ikezo0705,"派手髪貧乳ピアス嫁に貰った
対戦よろしくお願いします",,深淵を覗き込む時、深淵を覗いているのだ
1499071995719389184,"{'followers_count': 1, 'following_count': 2, 'tweet_count': 40, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1509597455901507585/chZEY0Mo_normal.jpg,False,False,Richard Dvorsky,,RichardDvorsky4,,,
2699227817,"{'followers_count': 963, 'following_count': 528, 'tweet_count': 9242, 'listed_count': 21}",https://t.co/t3La9egjvM,https://pbs.twimg.com/profile_images/1442574093715263489/zhkEa46c_normal.jpg,False,False,Xavier Vila Coll,1.352599476117123e+18,xevivilacoll,"Autor de la bilogía Alerta Z, Madrid día uno y El día que maté a Lucy Palmer.
Hombre, antifascista y feminista.","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t3La9egjvM', 'expanded_url': 'http://rxe.me/N6753S', 'display_url': 'rxe.me/N6753S'}]}}","Girona, Catalunya"
15760734,"{'followers_count': 332, 'following_count': 1029, 'tweet_count': 15264, 'listed_count': 11}",http://t.co/F9lzxLIpLT,https://pbs.twimg.com/profile_images/1247691308/3_normal.jpg,False,False,Jessica,,jess_c_87,Just a girl,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/F9lzxLIpLT', 'expanded_url': 'http://randomthoughtbubbles.tumblr.com', 'display_url': 'randomthoughtbubbles.tumblr.com'}]}}",Ohio
1527948654,"{'followers_count': 4662, 'following_count': 2084, 'tweet_count': 20209, 'listed_count': 14}",,https://pbs.twimg.com/profile_images/1494364442875904000/oIPlqnoS_normal.jpg,False,False,Alula M.D.,1.4988629664600064e+18,alulamd,"#Radiology ☢  #MRI                                                        Space occupier & Oxygen consumer! 
                    
Tweets and views are my own.","{'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'Radiology'}, {'start': 14, 'end': 18, 'tag': 'MRI'}]}}",
15324647,"{'followers_count': 324, 'following_count': 777, 'tweet_count': 9050, 'listed_count': 3}",https://t.co/Ceu0rS8eY1,https://pbs.twimg.com/profile_images/701328010708783104/G-G5mWO0_normal.png,False,False,Stephen Jones,,SpkgOnTongues,Linguist. Singer. Cyclist. Postdoctoral research fellow at the University of Groningen (Britse variant). @steviej@mastodon.nl 🏳️‍🌈 He/him.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ceu0rS8eY1', 'expanded_url': 'https://www.rug.nl/staff/s.m.jones/', 'display_url': 'rug.nl/staff/s.m.jone…'}]}}",Groningen / Oxford
1443706434731102208,"{'followers_count': 88, 'following_count': 156, 'tweet_count': 3524, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1443706717397823488/2as-ppRd_normal.jpg,False,False,Bobby Peru,1.4986463560927273e+18,BobbyPeru686,,,"New York, USA"
33394634,"{'followers_count': 8695, 'following_count': 9321, 'tweet_count': 168973, 'listed_count': 54}",,https://pbs.twimg.com/profile_images/1403202827409838080/uPp1xK3W_normal.jpg,False,False,(((BuffaloMeg)))👸🏼 👩🏻‍⚖️ 💛🐝🥀,1.2760359912797225e+18,mwolfers,I reserve the right not to reply to the grammar/spelling-challenged. #BillsMafia #BuffaloSabres #StillWithHer #BLM #VoteLikeBlackWomen #KHive #NYTough,"{'description': {'hashtags': [{'start': 69, 'end': 80, 'tag': 'BillsMafia'}, {'start': 81, 'end': 95, 'tag': 'BuffaloSabres'}, {'start': 96, 'end': 109, 'tag': 'StillWithHer'}, {'start': 110, 'end': 114, 'tag': 'BLM'}, {'start': 115, 'end': 134, 'tag': 'VoteLikeBlackWomen'}, {'start': 135, 'end': 141, 'tag': 'KHive'}, {'start': 142, 'end': 150, 'tag': 'NYTough'}]}}",Rodhamville
