id,profile_image_url,entities,url,public_metrics,username,protected,name,description,location,verified,pinned_tweet_id
39296414,https://pbs.twimg.com/profile_images/1492000622601777153/7rJ6Jpjg_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qNPfyjkYdd', 'expanded_url': 'https://www.yourpurplenation.com', 'display_url': 'yourpurplenation.com'}]}, 'description': {'hashtags': [{'start': 107, 'end': 123, 'tag': 'lifelonglearner'}, {'start': 124, 'end': 134, 'tag': 'Skillsoft'}, {'start': 135, 'end': 143, 'tag': 'GoDukes'}], 'mentions': [{'start': 57, 'end': 70, 'username': 'TheJMUNation'}, {'start': 90, 'end': 106, 'username': 'yourpurplestore'}]}}",https://t.co/qNPfyjkYdd,"{'followers_count': 1016, 'following_count': 869, 'tweet_count': 14234, 'listed_count': 29}",cabdallas,False,Carol Benassi,Tweeting about traveling/HR topics/sports/life. Admin of @TheJMUNation FB group. Owner of @yourpurplestore #lifelonglearner #Skillsoft #GoDukes!,"Dallas, TX",False,
331883840,https://pbs.twimg.com/profile_images/1476762097/image_normal.jpg,,,"{'followers_count': 60, 'following_count': 276, 'tweet_count': 1515, 'listed_count': 1}",outtakesandy,False,Andy Best,"Weather guy. Loves photography, film. one of NZ OutTakes film Fest organizers.","Wellington, New Zealand",False,
10268252,https://pbs.twimg.com/profile_images/1412495157900070912/cZisxKHe_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WmkEbmCHHl', 'expanded_url': 'https://www.instagram.com/enemigo.cl', 'display_url': 'instagram.com/enemigo.cl'}]}}",https://t.co/WmkEbmCHHl,"{'followers_count': 11646, 'following_count': 1822, 'tweet_count': 79595, 'listed_count': 100}",enemigo,False,Enemigo,"Músico y gatista. Mi disco Rutina disponible en Spotify, iTunes y todos los servicios de streaming. Opiniones personales de mi persona solista.","Santiago, Chile",False,1.5122746293346918e+18
175906357,https://pbs.twimg.com/profile_images/1173348017853947906/QbvNeSCc_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UDR9IUFaCb', 'expanded_url': 'http://www.facbook.com/bensilberman', 'display_url': 'facbook.com/bensilberman'}]}}",https://t.co/UDR9IUFaCb,"{'followers_count': 96, 'following_count': 1016, 'tweet_count': 3199, 'listed_count': 1}",bensilb,False,Ben Silberman,,"Newington, CT",False,
125414983,https://pbs.twimg.com/profile_images/1285756464116760579/6io-X6va_normal.jpg,,,"{'followers_count': 942, 'following_count': 627, 'tweet_count': 60216, 'listed_count': 9}",_ColourMeBadd_,False,Ashley,,,False,5.249225285291622e+16
1129104107594231808,https://pbs.twimg.com/profile_images/1491430903020720128/EwacV8Uu_normal.jpg,"{'description': {'mentions': [{'start': 17, 'end': 27, 'username': 'Lecter_TV'}]}}",,"{'followers_count': 56, 'following_count': 57, 'tweet_count': 2111, 'listed_count': 0}",sahnetoertchenx,False,Tina✨,21 • ❤️5/20/20❤️ @Lecter_TV 👩‍❤️‍💋‍👨❤️,with @Lecter_TV,False,1.29751725764454e+18
889499761,https://pbs.twimg.com/profile_images/1437800602952683524/NoIRSAmd_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BOHwCmqgzh', 'expanded_url': 'https://www.instagram.com/davidpwebber/', 'display_url': 'instagram.com/davidpwebber/'}]}}",https://t.co/BOHwCmqgzh,"{'followers_count': 283, 'following_count': 1903, 'tweet_count': 20327, 'listed_count': 7}",davidpwebber21,False,David Webber,d.c. sports fan for some ungodly reason,"Chicago, IL",False,1.191146507908649e+18
141737251,https://pbs.twimg.com/profile_images/1498415930140995587/9JVOU87t_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KRLiyPdHcx', 'expanded_url': 'http://www.kidlitfun.com', 'display_url': 'kidlitfun.com'}]}, 'description': {'hashtags': [{'start': 11, 'end': 18, 'tag': 'Author'}, {'start': 20, 'end': 26, 'tag': 'SCBWI'}, {'start': 35, 'end': 43, 'tag': 'Library'}, {'start': 69, 'end': 77, 'tag': '12x12PB'}, {'start': 86, 'end': 92, 'tag': 'Baker'}, {'start': 116, 'end': 126, 'tag': 'Christian'}]}}",https://t.co/KRLiyPdHcx,"{'followers_count': 6301, 'following_count': 5818, 'tweet_count': 18658, 'listed_count': 123}",AileenWStewart,False,Aileen Stewart,"Children's #Author, #SCBWI Member, #Library Board of Trustee Member, #12x12PB Member, #Baker, Amateur Photographer, #Christian, and Herder of Cats 🐱🐱🐱","Shelby, Ohio",False,1.520015323084243e+18
1461016123906867200,https://pbs.twimg.com/profile_images/1461016525175939077/UW2XG79L_normal.jpg,,,"{'followers_count': 3, 'following_count': 3, 'tweet_count': 1064, 'listed_count': 0}",DadisaLad,False,Arnold Benedict,Just a hard working dad with a young little lad,,False,
58479925,https://pbs.twimg.com/profile_images/2005257768/KobeWills_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/k4rSTN9Ze8', 'expanded_url': 'https://opensea.io/accounts/0x1508f926dd69373021da4d7181ef9835b60ecb31', 'display_url': 'opensea.io/accounts/0x150…'}]}, 'description': {'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/NpFWvQetJF', 'expanded_url': 'http://foundation.app/gwillz', 'display_url': 'foundation.app/gwillz'}, {'start': 103, 'end': 126, 'url': 'https://t.co/rxQaWNYglR', 'expanded_url': 'http://Instagram.com/gwillz', 'display_url': 'Instagram.com/gwillz'}]}}",https://t.co/k4rSTN9Ze8,"{'followers_count': 553, 'following_count': 3724, 'tweet_count': 6834, 'listed_count': 15}",GWiLLzzz,False,G. W I L L S ✈️,“QUARANTINE CHRONICLES” 📚 now avail (see pinned 📌 tweet). DM for more info | https://t.co/NpFWvQetJF | https://t.co/rxQaWNYglR 🤙,,False,1.465877143884288e+18
399128978,https://pbs.twimg.com/profile_images/1493100726985367559/a2puljc9_normal.jpg,,,"{'followers_count': 168, 'following_count': 512, 'tweet_count': 969, 'listed_count': 0}",aceituba,False,Kevin A.,,,False,
262245947,https://pbs.twimg.com/profile_images/1483431135170514947/ynp_IgIv_normal.jpg,,,"{'followers_count': 101, 'following_count': 1078, 'tweet_count': 1118, 'listed_count': 1}",kfcon1,False,Kevin,Union strong! I like cats. learning cast iron cooking. I still listen to old Art Bell shows for entertainment purposes only,Chicagoland ,False,1.3820430675622666e+18
2010011,https://pbs.twimg.com/profile_images/1346489588689285122/Dgt9dnp7_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/atX1JOzi2t', 'expanded_url': 'https://svanormer.twitter.com', 'display_url': 'svanormer.twitter.com'}]}}",https://t.co/atX1JOzi2t,"{'followers_count': 395, 'following_count': 2820, 'tweet_count': 8324, 'listed_count': 11}",svanormer,False,Steven R Van Ormer,A goal without a plan is just a wish.,"South Riding, Va",False,
4338392249,https://pbs.twimg.com/profile_images/1506059762655498241/gAbeJyAS_normal.jpg,,,"{'followers_count': 303, 'following_count': 425, 'tweet_count': 53029, 'listed_count': 1}",cabezapony,False,Miner ♏,"Friki y adicta al té 🍵🏳️‍🌈♀️
Estudio Historia para acabar en el paro seguramente.
Al menos me se hacer el eyeliner bien","Sevilla, Andalucía",False,1.1091849934594048e+18
186614681,https://pbs.twimg.com/profile_images/1518745934049521666/_jM_iK8N_normal.jpg,,,"{'followers_count': 1277, 'following_count': 725, 'tweet_count': 8433, 'listed_count': 29}",wormatwork,False,Charulata,"culinary professional by day, connoisseur by night","Sunnyside, Queens",False,
978545694603665408,https://pbs.twimg.com/profile_images/1499439679707430915/8wJb_UWa_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8PDK7M3GfF', 'expanded_url': 'https://vm.tiktok.com/ZMeboX4Lj/', 'display_url': 'vm.tiktok.com/ZMeboX4Lj/'}]}, 'description': {'mentions': [{'start': 141, 'end': 154, 'username': 'MohammedFi10'}]}}",https://t.co/8PDK7M3GfF,"{'followers_count': 322, 'following_count': 1568, 'tweet_count': 16407, 'listed_count': 2}",PKMNCappy,False,Competitive Cappy,"Pokémon Trainer | Digimon Tamer | Art enjoyer | Happily married 💍 | 30 | enby | he/they | 🎶 I’m a neon rainbow, and you’re no fun 🎶 | pfp by @MohammedFi10","Clemson, SC",False,1.505035668665344e+18
1297544151043641344,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,"{'followers_count': 3, 'following_count': 385, 'tweet_count': 339, 'listed_count': 0}",notawisewoman,False,rainbowperson,this is just my worlde dump tbh,,False,
717350591765176320,https://pbs.twimg.com/profile_images/1009049097280499713/3LF4WNBE_normal.jpg,,,"{'followers_count': 362, 'following_count': 930, 'tweet_count': 11213, 'listed_count': 2}",Soheli8,False,Janet Castle🐀💉💉💉,The welfare of each person is connected to the whole.,,False,1.4787036550081004e+18
1568556103,https://pbs.twimg.com/profile_images/882112238559129600/BhG_EYwD_normal.jpg,,,"{'followers_count': 474, 'following_count': 147, 'tweet_count': 8006, 'listed_count': 14}",aroymb,False,Allen,"Lucky husband & proud Dad of 2 wonderful kids. I watch way too much TV. oh. and delta sucks as an airline, a company and as human beings.",Brownstown,False,
176089814,https://pbs.twimg.com/profile_images/938392543389257730/HA6JiU5s_normal.jpg,,,"{'followers_count': 172, 'following_count': 829, 'tweet_count': 4017, 'listed_count': 6}",lmarrufocardin,False,Luis Marrufo Cardin,,"Guadalajara, Jalisco, México",False,
109158358,https://pbs.twimg.com/profile_images/1261040182482141184/p4b2kJ0i_normal.jpg,,,"{'followers_count': 126, 'following_count': 383, 'tweet_count': 3829, 'listed_count': 2}",NUSchoolTeacher,False,Kerry,Appropriate (adj.) : right or suited for some purpose or situation.,ATL,False,
796018399486820352,https://pbs.twimg.com/profile_images/796043006075957248/bEuuFqp4_normal.jpg,,,"{'followers_count': 92, 'following_count': 1249, 'tweet_count': 7862, 'listed_count': 0}",boseaglex3,False,eaglex3,,"Massachusetts, USA",False,8.079524615667712e+17
21319630,https://pbs.twimg.com/profile_images/1378024586810253313/7-WRvRKE_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ruI5hDjoCJ', 'expanded_url': 'http://www.sltrib.com', 'display_url': 'sltrib.com'}]}, 'description': {'urls': [{'start': 19, 'end': 42, 'url': 'https://t.co/BxsqjLzAG9', 'expanded_url': 'http://sltrib.com', 'display_url': 'sltrib.com'}, {'start': 87, 'end': 110, 'url': 'https://t.co/KpEp2Z9wNq', 'expanded_url': 'http://moviecricket.net', 'display_url': 'moviecricket.net'}], 'mentions': [{'start': 55, 'end': 68, 'username': 'sundancefest'}, {'start': 119, 'end': 133, 'username': 'RadioFromHell'}]}}",https://t.co/ruI5hDjoCJ,"{'followers_count': 4092, 'following_count': 1275, 'tweet_count': 25064, 'listed_count': 189}",SeanPMeans,False,Sean P. Means,"Culture editor for https://t.co/BxsqjLzAG9. Old pro at @sundancefest. Movie reviews at https://t.co/KpEp2Z9wNq, and on @RadioFromHell, Fridays at 7 a.m. He/him.","Salt Lake City, Utah",True,
97654974,https://pbs.twimg.com/profile_images/1308826429170253824/m6IKS3cx_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/T1BGkVORc4', 'expanded_url': 'https://linktr.ee/ramyelbasty', 'display_url': 'linktr.ee/ramyelbasty'}]}, 'description': {'hashtags': [{'start': 96, 'end': 105, 'tag': 'branding'}, {'start': 106, 'end': 113, 'tag': 'design'}, {'start': 114, 'end': 117, 'tag': 'UX'}, {'start': 118, 'end': 128, 'tag': 'strategic'}, {'start': 129, 'end': 139, 'tag': 'marketing'}, {'start': 140, 'end': 148, 'tag': 'writing'}]}}",https://t.co/T1BGkVORc4,"{'followers_count': 184, 'following_count': 310, 'tweet_count': 633, 'listed_count': 22}",ramyelbasty,False,Ramy Elbasty,Visual designer 👁 • Writer ✍🏼 • UXer in the making • Multilingual 🇺🇸🇪🇬🇮🇹+ • Tech enthusiast 💻 • #branding #design #UX #strategic #marketing #writing,"Cairo, Egypt",False,
107297723,https://pbs.twimg.com/profile_images/1447034462123040769/4NjB4_z1_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HA8UzGwqqR', 'expanded_url': 'https://www.instagram.com/rolo18al/', 'display_url': 'instagram.com/rolo18al/'}]}}",https://t.co/HA8UzGwqqR,"{'followers_count': 1186, 'following_count': 409, 'tweet_count': 39862, 'listed_count': 10}",wiccan90,False,Raúl,"Lab.clinico🔬
Ing. Industrial 🎽
Digimon 
SaintSeiya 
Charmed
Marvel

Un mundo ideal?",Peru,False,1.437931109212373e+18
106952456,https://pbs.twimg.com/profile_images/789647142944067584/g4Tnsli6_normal.jpg,,,"{'followers_count': 1073, 'following_count': 2034, 'tweet_count': 32351, 'listed_count': 2}",dionglira,False,DionisioGL 😷,"La diferencia entre la escuela y la vida es que en la escuela primero va la lección y luego la prueba y en la vida, primero es la prueba y luego la lección.",Aquí en la Tierra....,False,7.847975569161011e+17
1183450129984118784,https://pbs.twimg.com/profile_images/1515147703163965448/76bDTll8_normal.jpg,,,"{'followers_count': 81, 'following_count': 136, 'tweet_count': 313, 'listed_count': 0}",_Bruno_martin_,False,BrunoMartín,"Actor, editor, guionista y director que no tiene claro qué quiere ser en la vida.","Collado Villalba, España",False,
3361260568,https://pbs.twimg.com/profile_images/629667657474789376/d79CkGeU_normal.jpg,,,"{'followers_count': 84, 'following_count': 353, 'tweet_count': 2711, 'listed_count': 0}",Su7Diaz,False,susana diaz 🇪🇦🇪🇦,hay más burros con el mismo nombre,,False,
38277717,https://pbs.twimg.com/profile_images/1295096820/lhfgraphics090400004_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZxWbU6usd9', 'expanded_url': 'http://www.niagarafallsreview.ca', 'display_url': 'niagarafallsreview.ca'}]}, 'description': {'mentions': [{'start': 51, 'end': 66, 'username': 'NiaFallsReview'}]}}",https://t.co/ZxWbU6usd9,"{'followers_count': 1457, 'following_count': 615, 'tweet_count': 34849, 'listed_count': 85}",nfallslangley,False,Alison Langley 🇨🇦,"Multi-media journalist at the Niagara Falls Review
@NiaFallsReview
Story idea or news tip? Drop me a line at alison.langley@niagaradailies.com",Niagara Falls,True,
1464519326,https://pbs.twimg.com/profile_images/1360489815960023040/vPAF4EMC_normal.jpg,,,"{'followers_count': 9, 'following_count': 303, 'tweet_count': 127, 'listed_count': 1}",troptrap,False,しか,子持ちアラフォー会社員。食いしん坊かつ呑べえ。調味料好き。お酒はビールとたまに白ワイン、ハイボール。時々読書。,,False,1.33810046197547e+18
93964912,https://pbs.twimg.com/profile_images/1501202047445655558/sO8DIgJ9_normal.jpg,,,"{'followers_count': 394, 'following_count': 322, 'tweet_count': 9808, 'listed_count': 1}",burley_meghan,False,Meghan Burley,I mainly tweet about Taco Bell & the Vikings,"Chicago, IL",False,
855848431549464576,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,"{'followers_count': 6, 'following_count': 69, 'tweet_count': 499, 'listed_count': 0}",JarfTaco,False,Jarf Taco,,,False,
1263313706655637504,https://pbs.twimg.com/profile_images/1440908435160186881/Fv3B6fUO_normal.jpg,,,"{'followers_count': 107, 'following_count': 248, 'tweet_count': 4903, 'listed_count': 0}",iluvsethrogen,False,marilyn 🌎☄️💕 ®,they/ them 😵‍💫,,False,1.3799132016729293e+18
57966673,https://pbs.twimg.com/profile_images/1831359689/Chris_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jWyoJccjic', 'expanded_url': 'http://www.gameburst.co.uk', 'display_url': 'gameburst.co.uk'}]}, 'description': {'mentions': [{'start': 79, 'end': 89, 'username': 'Gameburst'}]}}",https://t.co/jWyoJccjic,"{'followers_count': 462, 'following_count': 435, 'tweet_count': 11535, 'listed_count': 24}",Legoftime,False,Chris Eason,"Veteran Ninja Fat Pigeon, avid video gamer, real cider drinker and part of the @Gameburst podcast... Favourite insult - You fight like a dairy farmer!

He/him.",London,False,
143478758,https://pbs.twimg.com/profile_images/459106912978485248/ba3QEqg2_normal.jpeg,,,"{'followers_count': 245, 'following_count': 284, 'tweet_count': 24375, 'listed_count': 11}",Jcollins205,False,Jason Collins,"I'm not NOT licking toads! Brewers, Bucks, Eagles, West Ham, Louisville, Badgers. Closet cricket enthusiast. Vinyl collector. I also have a shoe problem.",Chicago-ish,False,
29161073,https://pbs.twimg.com/profile_images/973893810668240896/Xh29AUDE_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nAhBk8s16E', 'expanded_url': 'http://upandcominginaus.com', 'display_url': 'upandcominginaus.com'}]}}",https://t.co/nAhBk8s16E,"{'followers_count': 179, 'following_count': 1028, 'tweet_count': 1295, 'listed_count': 5}",brittfryx,False,Britt,Melbourne.Music. Movies. Musicals. Travel. Friends. Family. Food. Photography. Reading. Writing. Take me to Broadway!,Melbourne,False,
5116011,https://pbs.twimg.com/profile_images/1315646682336571392/wyL3HiZ6_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/asFlYf3jVM', 'expanded_url': 'http://www.hello-chelly.com/', 'display_url': 'hello-chelly.com'}]}}",https://t.co/asFlYf3jVM,"{'followers_count': 3832, 'following_count': 117, 'tweet_count': 25787, 'listed_count': 88}",hellochelly,False,Rachel,Product/UX designer + blogger •  Passionate about 📚✈️ 🎧📸🍦•  ISFJ • Francophile • IG: hello_chelly,"New York, NY",False,
398164985,https://pbs.twimg.com/profile_images/1606426313/d20_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lFTh9YNO1O', 'expanded_url': 'http://mrhalbert.blogspot.com/', 'display_url': 'mrhalbert.blogspot.com'}]}}",https://t.co/lFTh9YNO1O,"{'followers_count': 144, 'following_count': 503, 'tweet_count': 10390, 'listed_count': 7}",hstein3,False,Harold Steiner,"Scientist, gamer, Christian.  What an odd fellow.","St Louis, MO",False,
5976032,https://pbs.twimg.com/profile_images/1471083056731762689/1dNrNd3B_normal.jpg,,,"{'followers_count': 6212, 'following_count': 374, 'tweet_count': 115459, 'listed_count': 109}",Khushal,False,Khushal,"Search Engine Optimist. I don't tweet about SEO much (sorry) - but I do tweet about food, culture, and sports 🏏⚽️🏎🏁. Tweets/Opinions all personal.",Sheet.new,False,7.209881526897951e+17
1095901676,https://pbs.twimg.com/profile_images/831905616125915137/aKMcLGw5_normal.jpg,,,"{'followers_count': 2695, 'following_count': 3793, 'tweet_count': 123639, 'listed_count': 6}",jacieminniepep,False,Kathy,,,False,8.319030392084234e+17
4512499273,https://pbs.twimg.com/profile_images/674744883769249792/we922i4h_normal.jpg,,,"{'followers_count': 76, 'following_count': 230, 'tweet_count': 2438, 'listed_count': 0}",LynBayly,False,LBayly,"Time on my hands; lots on my mind; quiet, anxious despair sometimes ameliorated by chocolate.",,False,
252753141,https://pbs.twimg.com/profile_images/1477820541180465157/2Ph0ejMi_normal.jpg,,,"{'followers_count': 79, 'following_count': 229, 'tweet_count': 2840, 'listed_count': 0}",coffeeandkatie,False,kay tea,"we learn to live with the pain, mosaic broken hearts (she/her)","Florida, USA",False,
210168563,https://pbs.twimg.com/profile_images/1488953457549664259/HAXkhc3q_normal.jpg,,,"{'followers_count': 946, 'following_count': 2631, 'tweet_count': 63941, 'listed_count': 0}",LynneVero,False,Lynne Vero Larkin,"Freelance writer, recovering attorney, happy to still be laughing in our crazy universe. She/her","Florida, USA",False,7.23291288741634e+17
22233657,https://pbs.twimg.com/profile_images/1512221970217115650/09GNbT8I_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nUoputWwai', 'expanded_url': 'https://linktr.ee/yukaripeerless', 'display_url': 'linktr.ee/yukaripeerless'}]}, 'description': {'hashtags': [{'start': 140, 'end': 150, 'tag': 'Murderino'}]}}",https://t.co/nUoputWwai,"{'followers_count': 8125, 'following_count': 1893, 'tweet_count': 90084, 'listed_count': 460}",YukariP,False,Yukari Oyama Peerless🇨🇦🇯🇵はみライPodcast,カナダ在住ライター/文化コンサルタント/映画業界/Podcast👉はみだし系ライフの歩きかた/ブレネーブラウン読書会/フェミニスト/社会を変えたい人/YOUR VOICE MATTERS👊Japanese Writer/Cultural Consultant/Podcaster #Murderino she/her,Victoria BC,False,1.5216674983529103e+18
1157867600,https://pbs.twimg.com/profile_images/1314929091343265793/2Nl8Z-T4_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9vkAFnUvaD', 'expanded_url': 'https://sphera.com/james-tehrani/', 'display_url': 'sphera.com/james-tehrani/'}]}, 'description': {'hashtags': [{'start': 40, 'end': 56, 'tag': 'litterchallenge'}]}}",https://t.co/9vkAFnUvaD,"{'followers_count': 1176, 'following_count': 2258, 'tweet_count': 6907, 'listed_count': 55}",WorkforceJames,False,James Tehrani,"Some people call me the ""Word Grinder."" #litterchallenge Opinions are my own.",Chicago,False,1.4392483731486843e+18
358707280,https://pbs.twimg.com/profile_images/1522179303839989760/4IfCbW3l_normal.jpg,,,"{'followers_count': 206, 'following_count': 519, 'tweet_count': 178964, 'listed_count': 0}",kamkam_nn,False,𝐊。🍑,1998 |🐧 | 🍑🥟 | 🐺😽,,False,1.5133883466426982e+18
2675161,https://pbs.twimg.com/profile_images/690297880/your_image_normal.png,,,"{'followers_count': 26, 'following_count': 289, 'tweet_count': 1593, 'listed_count': 1}",MrIozo,False,Mr.Iozo,"Leído MisterIozo
Read as Myster-ious","Palencia, Spain",False,
225191030,https://pbs.twimg.com/profile_images/1495888739113082891/XCT9dWAj_normal.jpg,"{'description': {'hashtags': [{'start': 38, 'end': 55, 'tag': 'BlackLivesMatter'}]}}",,"{'followers_count': 1573, 'following_count': 1601, 'tweet_count': 51429, 'listed_count': 5}",KelzSaidIt_,False,Grandma Kelz✨,Just tryna prosper and see the world. #BlackLivesMatter,NC,False,
402482068,https://pbs.twimg.com/profile_images/1494530357236215811/ETTNxMse_normal.jpg,"{'description': {'mentions': [{'start': 62, 'end': 73, 'username': 'mi_suke290'}, {'start': 85, 'end': 97, 'username': 'setu_na0118'}]}}",,"{'followers_count': 121, 'following_count': 133, 'tweet_count': 120742, 'listed_count': 2}",kazemaru1028,False,いのりちゃん,女子高生です。清楚です。可愛いものが好きです。 中二病。8割嘘だよ。最近ハマってるの→FF14、浅く広く。 素敵なヘッダー（@mi_suke290 様）、素敵なアイコン（@setu_na0118 様）,クロトカゲ星,False,
389733900,https://pbs.twimg.com/profile_images/1947830901/Family_photo_summer_2011_faceshot_normal.JPG,,,"{'followers_count': 18, 'following_count': 59, 'tweet_count': 155, 'listed_count': 0}",Urza47,False,Alexander Gretsinger,,,False,
21173577,https://pbs.twimg.com/profile_images/1512099353397239810/9xJK-sll_normal.jpg,,,"{'followers_count': 899, 'following_count': 715, 'tweet_count': 114581, 'listed_count': 19}",FrqntFlyerFrank,False,Frankie Levert 🏁,all my tweets are lyrics to a upcoming album I’m working on.,"Newark, NJ",False,1.2424911150912143e+18
769998458581311488,https://pbs.twimg.com/profile_images/847149359112372238/Ni45VzpT_normal.jpg,,,"{'followers_count': 2, 'following_count': 5, 'tweet_count': 166, 'listed_count': 0}",MacisteDavidson,False,JS Davidson,,,False,1.5103868861995786e+18
1323299973329489920,https://pbs.twimg.com/profile_images/1323302677707632651/Btmezmc8_normal.jpg,"{'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'EIUalum'}, {'start': 9, 'end': 15, 'tag': 'ZphiB'}]}}",,"{'followers_count': 27, 'following_count': 166, 'tweet_count': 2402, 'listed_count': 0}",ladynblu_8,False,Shaniqua Johnson of the St. Louis Johnsons,#EIUalum #ZphiB Highly introverted. Tennis lover.,,False,
93475868,https://pbs.twimg.com/profile_images/1067544859366559745/1R3aYnFw_normal.jpg,,,"{'followers_count': 72, 'following_count': 538, 'tweet_count': 3119, 'listed_count': 0}",el_J0xE,False,Joxe,,,False,
1869543728,https://pbs.twimg.com/profile_images/636240659213520896/T38Fy0du_normal.jpg,,,"{'followers_count': 45, 'following_count': 103, 'tweet_count': 21431, 'listed_count': 3}",pavncho,False,p@vlov,クラゲぷかぷか,ブルネイ,False,
1198149271,https://pbs.twimg.com/profile_images/1072536462728593408/1aaLe3SA_normal.jpg,,,"{'followers_count': 135, 'following_count': 172, 'tweet_count': 21969, 'listed_count': 8}",GreenButAlsoBlu,False,N95 fat face,"Middle aged, middling career, mild curries  Pronoun: that motherfucker","West Coast, USA",False,
14437775,https://pbs.twimg.com/profile_images/1047260638056144896/Ugh4P7YF_normal.jpg,,,"{'followers_count': 800, 'following_count': 708, 'tweet_count': 8872, 'listed_count': 18}",Cynsharpe,False,Cynthia Sharpe,"Themed experience & museum pro; reformed genetics nerd; mom; knitting, embroidery & gaming dork. Bi. Jewish. Loud + foul mouthed. She/her. Tweets are my own.","Kansas, USA",False,
1073974046566567936,https://pbs.twimg.com/profile_images/1480284919368720390/YY7H3bBr_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XjXh3fQYWu', 'expanded_url': 'http://google.de', 'display_url': 'google.de'}]}}",https://t.co/XjXh3fQYWu,"{'followers_count': 307, 'following_count': 190, 'tweet_count': 10867, 'listed_count': 0}",FemboyFuchs,False,Femboy Fuchs (Anti Demokrat),Professionelle Tweets über unkonventionellen Staatenhass | Die meisten Probleme wären gelöst wenn der Staat nicht versuchen würde sie zu beheben🗽🏳️‍🌈,In your walls,False,1.4871898099405455e+18
15485736,https://pbs.twimg.com/profile_images/1508788391042768905/O6WXqCaY_normal.jpg,,,"{'followers_count': 36, 'following_count': 274, 'tweet_count': 710, 'listed_count': 1}",corruptcollect,False,"Jeff Weissberg, Asha'man",,,False,
2432481170,https://pbs.twimg.com/profile_images/461961939254407168/QhfCAnvo_normal.jpeg,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/dXUFvZTZyi', 'expanded_url': 'http://favstar.fm/users/DaphneLetterman', 'display_url': 'favstar.fm/users/DaphneLe…'}]}, 'description': {'hashtags': [{'start': 125, 'end': 130, 'tag': 'FBPE'}, {'start': 132, 'end': 143, 'tag': 'StopBrexit'}]}}",http://t.co/dXUFvZTZyi,"{'followers_count': 1117, 'following_count': 2064, 'tweet_count': 37261, 'listed_count': 9}",DaphneLetterman,False,Daphne,"No regrets Coyote.......I just get off up aways, you just picked up a hitcher, a prisoner of the white lines on the freeway  #FBPE  #StopBrexit",,False,
2335070924,https://pbs.twimg.com/profile_images/1511093641082810376/Iy4vyyJ4_normal.jpg,"{'description': {'hashtags': [{'start': 86, 'end': 96, 'tag': 'tuttecose'}]}}",,"{'followers_count': 144, 'following_count': 452, 'tweet_count': 348, 'listed_count': 0}",romaerzugo,False,La En 🛼,"Racing addicted 🏎️
Cinema addicted 🎬
SanRemo addicted 💐
A little bit of everything 🌸

#tuttecose",,False,1.4352918328256143e+18
1090356494934200320,https://pbs.twimg.com/profile_images/1378086210057437184/LtucugQR_normal.jpg,,,"{'followers_count': 111, 'following_count': 302, 'tweet_count': 3177, 'listed_count': 0}",TaniaBlossoms,False,Tania 🌺,"Own your magic and sprinkle it everywhere you go. 💕✨ | People first, Jesus always 🙏🏾🇯🇲",the South ❤️,False,1.0917167284160717e+18
1399350931301433344,https://pbs.twimg.com/profile_images/1427516147927187459/w4cpH51B_normal.jpg,,,"{'followers_count': 12, 'following_count': 13, 'tweet_count': 250, 'listed_count': 0}",TETZRO1,False,TETZRO,仙台市内在住。生きてるうちにいろいろ挑戦しなくちゃいけないな。　ポケモンＧｏも細々とやっています。,,False,
