,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,location,pinned_tweet_id,entities
0,Franklin,False,,False,"{'followers_count': 67, 'following_count': 967, 'tweet_count': 5638, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/800375913095589890/eEY-M7N3_normal.jpg,frankchurchpai,1891049958,,,
1,Limonamarillo💙💙,False,,False,"{'followers_count': 158, 'following_count': 206, 'tweet_count': 7535, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1417220571721523218/ovBJG8eV_normal.jpg,Chf200763,948283030954741761,España.,,
2,Raged,False,,False,"{'followers_count': 4, 'following_count': 87, 'tweet_count': 175, 'listed_count': 0}",https://t.co/b7Er20CcRk,https://pbs.twimg.com/profile_images/1440735366957322250/JqeNYqSo_normal.jpg,RageddX,1331600707217186816,your mom's house,1440745661561851905,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b7Er20CcRk', 'expanded_url': 'https://m.youtube.com/channel/UCd5f0LWOrn6kgozkgx0_qkA', 'display_url': 'm.youtube.com/channel/UCd5f0…'}]}}"
3,Kyle Hamlin,False,,False,"{'followers_count': 193, 'following_count': 301, 'tweet_count': 165, 'listed_count': 2}",not much of a content creator,https://pbs.twimg.com/profile_images/1504239149188104194/Lr6Xy1my_normal.jpg,KyleNHamlin,336554279,,,
4,Brian Feighner 🇺🇦 slava ukraini,False,,False,"{'followers_count': 152, 'following_count': 252, 'tweet_count': 16585, 'listed_count': 4}","""Spontaneity has its time and place.""",https://pbs.twimg.com/profile_images/1850409372/BabyHuey_normal.jpg,FeighnerBrian,501784041,,1518939972644093955,
5,Julie Kelly,False,,False,"{'followers_count': 105, 'following_count': 737, 'tweet_count': 652, 'listed_count': 1}","Wife, mum & co-founder of Team HAVEN",https://pbs.twimg.com/profile_images/477431079972786179/kKM_pQbI_normal.jpeg,juliek1965,2541204044,Newtownabbey,,
6,Chris Marsicano,False,https://t.co/GhxWwDy6RJ,False,"{'followers_count': 5275, 'following_count': 3024, 'tweet_count': 23941, 'listed_count': 78}","@DavidsonCollege professor | Director, @C2Initiative | Studies #highered #edpolitics & #edpolicy | PhD, @vupeabody | MPP, @DukeSanford | RTs ≠ Endorsements",https://pbs.twimg.com/profile_images/1382707364923645954/FUCzVtlW_normal.jpg,ChrisMarsicano,62824122,"Davidson, NC",1520068747561689088,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GhxWwDy6RJ', 'expanded_url': 'http://www.chrismarsicano.com', 'display_url': 'chrismarsicano.com'}]}, 'description': {'hashtags': [{'start': 63, 'end': 72, 'tag': 'highered'}, {'start': 73, 'end': 84, 'tag': 'edpolitics'}, {'start': 87, 'end': 96, 'tag': 'edpolicy'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'DavidsonCollege'}, {'start': 39, 'end': 52, 'username': 'C2Initiative'}, {'start': 104, 'end': 114, 'username': 'vupeabody'}, {'start': 122, 'end': 134, 'username': 'DukeSanford'}]}}"
7,Fuga,False,,False,"{'followers_count': 232, 'following_count': 1373, 'tweet_count': 3749, 'listed_count': 2}","つぶやきは、関心のあるテーマで読んだ記事のリンクがほとんど。でしたが、最近は、興味あるものへのいいね! が多め。興味：新生児、育児、投資、映画、読書、人事、お買いものパンダ、ホットウィール など…倹約コレクターのぼやき化

コロナ禍以前は、海外、旅、サントラ、社会学、世界史、地政学、シンギュラリティ、易経、ガンプラなど",https://pbs.twimg.com/profile_images/1107852154562199552/h0Z7Pl04_normal.jpg,Miami_n2316,274989574,"Osaka, Hong Kong, India, Tokyo",,
8,Sweep The Leg,False,,False,"{'followers_count': 3247, 'following_count': 705, 'tweet_count': 113399, 'listed_count': 92}","Reverse jinx god, apparently.",https://pbs.twimg.com/profile_images/1360328270609342470/QLGlxLZI_normal.jpg,SweepTheLeg337,302632121,South Florida,1046490442827788291,
9,carlos✈🌍,False,,False,"{'followers_count': 108, 'following_count': 258, 'tweet_count': 3640, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1326130394807349250/X6zU4P2K_normal.jpg,Caarloscp09,1326129918124679168,"Malaga, Spain",,
10,Peter O'Connor,False,,False,"{'followers_count': 955, 'following_count': 860, 'tweet_count': 56441, 'listed_count': 9}","Op-eds on transportation, housing, econ development. Ex-lawyer. Former Gen Counsel and Deputy Sec of Transportation. Gay, not queer. 🏳️‍🌈🌎",https://pbs.twimg.com/profile_images/1503712696482549766/kLp6jwVC_normal.jpg,BostonMassMark,2409320130,"Mystic, CT  via Boston",1327737970623983617,
11,Barb Nicholson ( she/her),False,,False,"{'followers_count': 80, 'following_count': 252, 'tweet_count': 5338, 'listed_count': 0}","mother/wife/sister/daughter- Slave to a Charlie the bossy Aussie, retired elementary school principal and staff trainer",https://pbs.twimg.com/profile_images/1426275511345598468/4V37rZ1J_normal.jpg,J_Jmomma,361373212,"Toronto, Ontario",,
12,日向坂46はいいぞおじさん,False,https://t.co/K4TbBzpb7D,False,"{'followers_count': 673, 'following_count': 711, 'tweet_count': 119303, 'listed_count': 114}",齊藤 京子(さいとう きょうこ、1997年9月5日-)は、日本のアイドル、ファッションモデルであり、女性アイドルグループ・日向坂46のメンバー。『ar』のレギュラーモデルである。東京都出身。身長155cm。血液型A型。愛称は、きょんこ。  ハキハキした喋り方とド天然なキャラクターとのギャップでバラエティでも活躍している,https://pbs.twimg.com/profile_images/1183781077296406529/3soHAMx1_normal.jpg,mizshow,110132643,,1427560456332275714,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/K4TbBzpb7D', 'expanded_url': 'https://www.hinatazaka46.com', 'display_url': 'hinatazaka46.com'}]}}"
13,Polaris (I),False,,False,"{'followers_count': 21, 'following_count': 303, 'tweet_count': 462, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1473352533158543371/Ner2DQKR_normal.jpg,Reimy0620,52091064,"Sterling Heights, MI",,
14,Kevin,False,,False,"{'followers_count': 60, 'following_count': 249, 'tweet_count': 1769, 'listed_count': 0}","@_leanneclayton ❤️ Experimental producer, plant dad. loving husband.",https://pbs.twimg.com/profile_images/1411294719632711681/0BRz-7a3_normal.jpg,Denizens13,1094531402522087424,,1119016747225485313,"{'description': {'mentions': [{'start': 0, 'end': 15, 'username': '_leanneclayton'}]}}"
15,"Deondre A. Smiles, Ph.D.",False,https://t.co/Yyv1PEnEPz,False,"{'followers_count': 15155, 'following_count': 10614, 'tweet_count': 20572, 'listed_count': 73}",Assistant Professor @UVicGeog | Leech Lake Band of Ojibwe | Black/Ojibwe/Swedish | @GIFLab_UVic | @IPSG_theAAG Chair | He/him/wiin | Tweets = My own views,https://pbs.twimg.com/profile_images/1511085608663347200/MTzAfPmp_normal.jpg,DeondreSmiles,938779359543951360,lək̓ʷəŋən/W̱SÁNEĆ territories,1515737189472165901,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Yyv1PEnEPz', 'expanded_url': 'http://deondresmiles.com', 'display_url': 'deondresmiles.com'}]}, 'description': {'mentions': [{'start': 20, 'end': 29, 'username': 'UVicGeog'}, {'start': 83, 'end': 95, 'username': 'GIFLab_UVic'}, {'start': 98, 'end': 110, 'username': 'IPSG_theAAG'}]}}"
16,tamer ersin.,False,,False,"{'followers_count': 714, 'following_count': 1082, 'tweet_count': 5213, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/871301030264406016/rzmmdRAa_normal.jpg,TamerErsin1,4457666897,"İstanbul, Türkiye",1228393357707292672,
17,Rebecca,False,,False,"{'followers_count': 2015, 'following_count': 1732, 'tweet_count': 48989, 'listed_count': 73}","5K-42.2 Runner, Yearbook advisor and Comm Tech/Food and Nutrition Teacher 👩🏻‍💻, and I ❤️ to cook and eat 🍽",https://pbs.twimg.com/profile_images/1171888893957832704/-VDpIQtV_normal.jpg,RebeccaRuns,28716211,"Ottawa, Ontario",,
18,10 away,False,https://t.co/YljGOreqPv,False,"{'followers_count': 1157, 'following_count': 1114, 'tweet_count': 217212, 'listed_count': 49}",🇲🇽🇬🇹 . 713 ➡️ 305. The hand coming out from the other side of the dairy cooler. Tweet Through It. #Heat #Dolphins #Canes,https://pbs.twimg.com/profile_images/1515790132917551112/NOyhRne4_normal.jpg,ItsMrLuis,20964728,305,1446163840442449924,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YljGOreqPv', 'expanded_url': 'http://instagram.com/ItsMrLuis', 'display_url': 'instagram.com/ItsMrLuis'}]}, 'description': {'hashtags': [{'start': 98, 'end': 103, 'tag': 'Heat'}, {'start': 104, 'end': 113, 'tag': 'Dolphins'}, {'start': 114, 'end': 120, 'tag': 'Canes'}]}}"
19,pinti lenci🇺🇦,False,,False,"{'followers_count': 243, 'following_count': 1396, 'tweet_count': 6225, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1517237145806663680/GXID1zof_normal.jpg,pintilenci,2426539304,"La Plata, Argentina",1068868839717421056,
20,Valeria - End GOP Fascism,False,,False,"{'followers_count': 253, 'following_count': 295, 'tweet_count': 11231, 'listed_count': 2}","Valeria2067 - Feminist, LGBT, Mom, Wife, Gay-Married, Equality Enthusiast, Democracy Devotee. Abortion is Healthcare. Bodily Autonomy is a Human Right.",https://pbs.twimg.com/profile_images/1509130699395244033/1cP64pU__normal.jpg,Valeria2067,348933238,United States,,
21,Rachel Ingrisano,False,https://t.co/HWRFhr0i1x,False,"{'followers_count': 117, 'following_count': 285, 'tweet_count': 3790, 'listed_count': 0}",Mississippian writer w/ a permanent eye-roll waiting. Connects everything to Bob's Burgers. Mom of autistic 7 year old . I hate @Starbucks Sportsball is silly,https://pbs.twimg.com/profile_images/1199506243397832704/cyJtd6ff_normal.jpg,RachelIngrisano,1199505807970312193,"Brooklyn, NY",1201311408648003584,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HWRFhr0i1x', 'expanded_url': 'http://dfwpmedia.com', 'display_url': 'dfwpmedia.com'}]}, 'description': {'mentions': [{'start': 128, 'end': 138, 'username': 'Starbucks'}]}}"
22,Radio - El del 100 de Vida en Camping I,False,,False,"{'followers_count': 239, 'following_count': 92, 'tweet_count': 1141, 'listed_count': 1}","❔  Conductor de @RobloxTodayES
Creador de Contenido +370 subs en YouTube
Directos en Twitch: https://t.co/BRQuflAYa6
© 2021",https://pbs.twimg.com/profile_images/1521173281327529988/3okCHd1C_normal.jpg,radio_oficial98,1223433203043704832,"Buenos Aires, Argentina",1377601309315112960,"{'description': {'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/BRQuflAYa6', 'expanded_url': 'http://twitch.tv/radio_lives', 'display_url': 'twitch.tv/radio_lives'}], 'mentions': [{'start': 16, 'end': 30, 'username': 'RobloxTodayES'}]}}"
23,bank$likeASHLEY 👑,False,,False,"{'followers_count': 419, 'following_count': 457, 'tweet_count': 75551, 'listed_count': 5}",foreverMOORE ❤️ || #blackinNEURO 🧪 #womeninSTEM 🧬 || #HBCUgrad 🦅,https://pbs.twimg.com/profile_images/1516775041354063886/HmiSyhwg_normal.jpg,moorelove___,150732743,D|M|V ✈️ The 🐂,856203367542116353,"{'description': {'hashtags': [{'start': 19, 'end': 32, 'tag': 'blackinNEURO'}, {'start': 35, 'end': 47, 'tag': 'womeninSTEM'}, {'start': 53, 'end': 62, 'tag': 'HBCUgrad'}]}}"
24,It's a beautiful day for a ballgame,False,,False,"{'followers_count': 1271, 'following_count': 378, 'tweet_count': 164024, 'listed_count': 104}","Physicist, consultant, dad, husband, writer, unabashed liberal, fan of puns, geek. Me not care if me ever get back. Tweets are solely my opinion. He/him/his",https://pbs.twimg.com/profile_images/1462983363829112834/HDAXhcko_normal.jpg,drmag00,15764747,,1485717241421348875,
25,あべとも/ぶれ/FlashDancer@一介の会社員 たまにブログとポッドキャスト,False,https://t.co/LyHiTCJRkT,False,"{'followers_count': 1060, 'following_count': 1258, 'tweet_count': 75599, 'listed_count': 81}","Be Cool, So Cute & Smart!!  @tabe_excel's manager.",https://pbs.twimg.com/profile_images/1494577372305436676/_YgUhNyq_normal.png,brAin_1980,79336059,埼玉県/Saitama pref. Japan,801210504907587585,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LyHiTCJRkT', 'expanded_url': 'https://www.tabe-atl.net/', 'display_url': 'tabe-atl.net'}]}, 'description': {'mentions': [{'start': 28, 'end': 39, 'username': 'tabe_excel'}]}}"
26,"El Mas Grande, Lejos 🚂",False,,False,"{'followers_count': 115, 'following_count': 461, 'tweet_count': 2282, 'listed_count': 0}","Padre de 2 hermosos hijos - Fútbol y del bueno, Familia, amigos, perros, F1, Deportivo Español, Donante voluntario de sangre",https://pbs.twimg.com/profile_images/1080953951137087488/_HxgvdaD_normal.jpg,marsm5514,869909371609853952,,,
27,leatin truther,False,https://t.co/HVd34NRT8m,False,"{'followers_count': 1149, 'following_count': 1144, 'tweet_count': 55255, 'listed_count': 8}",something in the rain gatekeeper | villaneve mourner | karamel survivor? | camdonna's daughter | westworld misser,https://pbs.twimg.com/profile_images/1523142701990158337/7FgSUMfy_normal.jpg,jisoobenoist,867646722725621760,you anchor me.,1517124889290838017,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HVd34NRT8m', 'expanded_url': 'http://donnaemerson.tumblr.com', 'display_url': 'donnaemerson.tumblr.com'}]}}"
28,Josh B,False,,False,"{'followers_count': 49, 'following_count': 50, 'tweet_count': 5809, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/258172352/Robert_Picardo_and_Me_cropped_normal.jpg,avallach77,46009895,,,
29,yung agua,False,https://t.co/uEhKjNWlik,False,"{'followers_count': 285, 'following_count': 582, 'tweet_count': 23714, 'listed_count': 16}",i be hydrating,https://pbs.twimg.com/profile_images/1510070078427090944/U2YHnaN9_normal.jpg,loquacious_maz,1040020804803747840,lands between,1388286099576004609,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uEhKjNWlik', 'expanded_url': 'https://mazda.carrd.co/', 'display_url': 'mazda.carrd.co'}]}}"
30,Sonia 🌈,False,,False,"{'followers_count': 750, 'following_count': 744, 'tweet_count': 30753, 'listed_count': 7}",Todo tiene solución con pegatinas 🤣,https://pbs.twimg.com/profile_images/1214118451847061505/QsbDW2ps_normal.jpg,Soniasogues,43578158,España,,
31,jime ✨,False,https://t.co/qkfDKYaxtO,False,"{'followers_count': 555, 'following_count': 706, 'tweet_count': 17464, 'listed_count': 49}","""Somebody told me that this is the place where everything's better and everything's safe""",https://pbs.twimg.com/profile_images/1500594337008205834/g4mTtJxb_normal.jpg,lexiestilinski,1317587636861718535,Hogwarts,1477230675967287301,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qkfDKYaxtO', 'expanded_url': 'https://curiouscat.qa/lexiedobrev', 'display_url': 'curiouscat.qa/lexiedobrev'}]}}"
32,thriving in abundance. limitless.,False,https://t.co/z3wH7WTYzD,False,"{'followers_count': 1901, 'following_count': 1618, 'tweet_count': 11494, 'listed_count': 41}",Poet. Producer. Philosopher. Resume: Tiny Desk/ H&M/ Freetown Sound/ Atlanta Dream/ Poetry Mag. A bird in the trap singing. Host of Moderne Philosophy pod 🎙,https://pbs.twimg.com/profile_images/1458887494720700419/0Tn57vNT_normal.jpg,AshleeHaze,28127189,Atlanta,1393376830590181377,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/z3wH7WTYzD', 'expanded_url': 'http://www.ashleehaze.com', 'display_url': 'ashleehaze.com'}]}}"
33,John Krafcheck,False,https://t.co/3mzBmyKue6,False,"{'followers_count': 57, 'following_count': 175, 'tweet_count': 508, 'listed_count': 1}",Clutch... That's it.,https://pbs.twimg.com/profile_images/1430430877763375104/QN03Wc58_normal.jpg,jkraftygames,883138781305602049,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3mzBmyKue6', 'expanded_url': 'https://m.twitch.tv/jkraftygames/home', 'display_url': 'm.twitch.tv/jkraftygames/h…'}]}}"
34,Andrew Metri,False,,False,"{'followers_count': 308, 'following_count': 693, 'tweet_count': 21908, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1204452626542321664/NGAe71Yl_normal.jpg,AndrewMetri,256871147,"Hicksville, NY",,
35,James,False,,False,"{'followers_count': 86, 'following_count': 283, 'tweet_count': 8150, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1519740785931042817/guVdE0iK_normal.jpg,jflittle,37223018,,,
36,Kristen(TWICE 5/14/22),False,,False,"{'followers_count': 518, 'following_count': 187, 'tweet_count': 31439, 'listed_count': 0}",TWICE 4th World Tour Encore LA - Night 1 VIP (5 Days),https://pbs.twimg.com/profile_images/1512447163489562624/iV9AFe8r_normal.jpg,intotheariverse,752454830,SWTPhoenix 5/14 and 12/12/20,1091170106145554438,
37,Janet Thorpe,False,,False,"{'followers_count': 39, 'following_count': 98, 'tweet_count': 2301, 'listed_count': 1}",chief cook and bottle washer,https://pbs.twimg.com/profile_images/1210310424807301125/n3Ug8Zlx_normal.jpg,gnuggu,216284895,Cape Town,,
38,Dave Hite,False,,False,"{'followers_count': 12, 'following_count': 140, 'tweet_count': 374, 'listed_count': 1}",Just trying to do better and not always succeeding,https://pbs.twimg.com/profile_images/1493567079764615176/8TXNh9Ju_normal.jpg,hitede,57830717,"Ohio, USA",,
39,Joe Goldberg,False,https://t.co/4nQNGhEBVP,False,"{'followers_count': 1597, 'following_count': 1336, 'tweet_count': 139430, 'listed_count': 15}",tech world | photographer | sports junkie | podcaster | gamer,https://pbs.twimg.com/profile_images/1396608892092747777/XksLV80q_normal.jpg,DayDayMoore,108641885,Right Near The Beach,796016699715764225,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4nQNGhEBVP', 'expanded_url': 'https://podcasts.apple.com/us/podcast/faded-x-rated/id1503393942', 'display_url': 'podcasts.apple.com/us/podcast/fad…'}]}}"
40,dibar,False,,False,"{'followers_count': 30, 'following_count': 58, 'tweet_count': 3689, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1245811982772719617/M5QNosA__normal.jpg,dbarberog,3425512563,,,
41,Sharon,False,,False,"{'followers_count': 221, 'following_count': 385, 'tweet_count': 322, 'listed_count': 1}","Theology Graduate ✝️, R.E. teacher for 23 years. Secondary headteacher from September 2021. I also knit 🧶. All views my own.",https://pbs.twimg.com/profile_images/1484792402909052932/NKSkA8xF_normal.jpg,SharonMMather,924720751533592577,West Yorkshire,,
42,Jeff Randolph,False,https://t.co/bFIDcTzSgd,False,"{'followers_count': 390, 'following_count': 2419, 'tweet_count': 2740, 'listed_count': 6}","Husband & father. @1023XLC 7pm-12am weekdays. 🎙️🎧📻. I enjoy wrestling, documentaries, music, & food. Co-host of @freshuncooked  All opinions are my own.",https://pbs.twimg.com/profile_images/770289249845469184/bbS41Z0D_normal.jpg,jeff_onair,37000564,"Gurnee, IL",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bFIDcTzSgd', 'expanded_url': 'http://www.1023xlc.com/shows/jeff-randolph/', 'display_url': '1023xlc.com/shows/jeff-ran…'}]}, 'description': {'mentions': [{'start': 18, 'end': 26, 'username': '1023XLC'}, {'start': 112, 'end': 126, 'username': 'freshuncooked'}]}}"
43,bezdirganbaşı,False,,False,"{'followers_count': 48, 'following_count': 276, 'tweet_count': 6233, 'listed_count': 1}","Rektör, Boğaziçi üniversitesi",https://pbs.twimg.com/profile_images/1241831413634260994/iuUaRSzz_normal.jpg,_foseptikcukuru,1014575999244267520,,1480204303767945216,
44,Ⓢⓟⓔⓔⓝⓔⓡ,False,,False,"{'followers_count': 907, 'following_count': 2097, 'tweet_count': 18949, 'listed_count': 24}",END THE POLICE STATE. Our lives matter. #Blacklivesmatter,https://pbs.twimg.com/profile_images/1140101270625234944/ETTfj9AV_normal.jpg,iamspencer,11457352,"Montgomery County, PA",1270701731245101056,"{'description': {'hashtags': [{'start': 40, 'end': 57, 'tag': 'Blacklivesmatter'}]}}"
45,メノ,False,,False,"{'followers_count': 30, 'following_count': 26, 'tweet_count': 5, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1477666547129004036/AJF7dTJA_normal.jpg,meno_A_,1376973759601549314,,1483740143143952385,
46,Zach Arefi,False,https://t.co/FTeGOcPyek,False,"{'followers_count': 317, 'following_count': 365, 'tweet_count': 42362, 'listed_count': 5}",Kiss the wrist and point to the sky | RIP LAG ❤️ 2/6/16 #LG19 | OSU ‘17 | OSUFC | #COYS | Co-Founder/Host of @TUGPOD,https://pbs.twimg.com/profile_images/1414268735062528002/bR3aIIC8_normal.jpg,Snorzax,377966971,"Columbus, OH | 614",697213804636172288,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FTeGOcPyek', 'expanded_url': 'http://welovetheearth.org', 'display_url': 'welovetheearth.org'}]}, 'description': {'hashtags': [{'start': 56, 'end': 61, 'tag': 'LG19'}, {'start': 82, 'end': 87, 'tag': 'COYS'}], 'mentions': [{'start': 109, 'end': 116, 'username': 'TUGPOD'}]}}"
47,Gillian Gale,False,,False,"{'followers_count': 148, 'following_count': 235, 'tweet_count': 1418, 'listed_count': 20}","Mom, wife, teacher",https://pbs.twimg.com/profile_images/1093356253789720576/kd4ymH4m_normal.jpg,GillianGale2,2258960263,,,
48,Fary,False,,False,"{'followers_count': 399, 'following_count': 1343, 'tweet_count': 15719, 'listed_count': 3}","GALICIA.
23%.
Nikone🤤.
Anime🤤.",https://pbs.twimg.com/profile_images/1385518115862327296/saTJNIJT_normal.jpg,farymei,628819161,Meicende(arteixo),1422642216770678788,
49,🔥David🔥,False,,False,"{'followers_count': 330, 'following_count': 270, 'tweet_count': 77624, 'listed_count': 1}",🇨🇴,https://pbs.twimg.com/profile_images/1509114316200595457/njVT90Jx_normal.jpg,flashxo,28031945,"Atlanta, GA",1389293541592125441,
50,Amee Colvin,False,https://t.co/c6pzBtZs3L,False,"{'followers_count': 299, 'following_count': 1085, 'tweet_count': 3215, 'listed_count': 9}","wife, mother, Christian, Communications Instructor, advocate for change, volunteer, proud Hilltopper",https://pbs.twimg.com/profile_images/1014285680657223680/Hj-frQLU_normal.jpg,ameebeth,169589122,"St. Louis, MO",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c6pzBtZs3L', 'expanded_url': 'http://www.mythirtyone.com/ameecolvin', 'display_url': 'mythirtyone.com/ameecolvin'}]}}"
51,Chris,False,,False,"{'followers_count': 41, 'following_count': 35, 'tweet_count': 5345, 'listed_count': 4}",Plays well with others.,https://pbs.twimg.com/profile_images/433352608200155136/401Ag48Y_normal.jpeg,not_a_penguin,91115522,,,
52,Mr. Martin (He/Him),False,,False,"{'followers_count': 463, 'following_count': 351, 'tweet_count': 21505, 'listed_count': 34}","I'm a guy that sometimes does stuff. Like photograph, write, support and educate",https://pbs.twimg.com/profile_images/378800000830602838/6c4dacfb825e83a278708cc83b52b494_normal.jpeg,audioper,15789438,Cleveland,493523652168515584,
53,amy badi,False,,False,"{'followers_count': 40, 'following_count': 117, 'tweet_count': 491, 'listed_count': 0}","she/her, 21, environmental student 🌿",https://pbs.twimg.com/profile_images/1442840713956405254/UZV6XBsF_normal.jpg,badi_amy,1354797178036879360,,1460787783245733888,
54,Janet Browne,False,,False,"{'followers_count': 44, 'following_count': 214, 'tweet_count': 400, 'listed_count': 0}",HR nerd. 〽️ grad. ΦΣΣ alumna. obsessed with dogs and Detroit/Michigan sports.,https://pbs.twimg.com/profile_images/1116319330390740992/M3TFf1j5_normal.jpg,janjanbrownie,1116319095413256192,"Michigan, USA",,
55,marc murdock,False,https://t.co/St6RLV9QJn,False,"{'followers_count': 211, 'following_count': 977, 'tweet_count': 13588, 'listed_count': 37}",IG: @marc_murd Looking for a good book to read.,https://pbs.twimg.com/profile_images/691254502830125056/C4q1Uk8u_normal.jpg,marcmurd,11742902,USA,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/St6RLV9QJn', 'expanded_url': 'https://www.goodreads.com/review/list/9910615-marc?shelf=books-read-since-june-2005', 'display_url': 'goodreads.com/review/list/99…'}]}, 'description': {'mentions': [{'start': 4, 'end': 14, 'username': 'marc_murd'}]}}"
56,Jeff B,False,,False,"{'followers_count': 103, 'following_count': 742, 'tweet_count': 3081, 'listed_count': 2}","By day: Analyst.
By night: Father of two, research, writing & playing electric guitar. 
Trained in ZenDiplomacy.",https://pbs.twimg.com/profile_images/851897770797563905/JBxh6UqI_normal.jpg,zendiplomacy,488555045,,1326669898840498177,
57,1010,False,,False,"{'followers_count': 4, 'following_count': 5, 'tweet_count': 1346, 'listed_count': 0}",respect my opinion,https://pbs.twimg.com/profile_images/1492080906882121728/-VEUUfUN_normal.jpg,tarantstado,1269566086199959557,,1522462395251433474,
58,brucedonnola Songwriter/Recluse (thrice vaxxed) 🌻,False,https://t.co/ljSYdv1Jtq,False,"{'followers_count': 269, 'following_count': 823, 'tweet_count': 10304, 'listed_count': 0}",Albums HIDING IN THIS HOUSE OF GLASS & VAUDEVILLE on https://t.co/G3fcRBWGEI CDs of Vaudeville & The Peaches of August still available. Trapped in NJ.,https://pbs.twimg.com/profile_images/1196527959554887680/ezUjs20R_normal.jpg,bdonnola1,3381851825,USA where BlackLivesMatter,1420749260467982336,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ljSYdv1Jtq', 'expanded_url': 'https://brucedonnola.bandcamp.com', 'display_url': 'brucedonnola.bandcamp.com'}]}, 'description': {'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/G3fcRBWGEI', 'expanded_url': 'http://brucedonnola.bandcamp.com', 'display_url': 'brucedonnola.bandcamp.com'}]}}"
59,Mark Adams,False,https://t.co/o9glPV4AUP,False,"{'followers_count': 2641, 'following_count': 1950, 'tweet_count': 15629, 'listed_count': 0}","Amongst other things: Humanist Lifecycle Celebrant (Naming Ceremonies/ Weddings/ Funerals), Wrestling Announcer, Podcaster & Scout Leader. 🏳️‍🌈 He/Him",https://pbs.twimg.com/profile_images/1322851622645583873/QkKkDmJc_normal.jpg,MarkAdamsHC,105463811,"Manchester, UK",1481672860972298245,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o9glPV4AUP', 'expanded_url': 'https://humanist.org.uk/markadams/', 'display_url': 'humanist.org.uk/markadams/'}]}}"
60,t a l i a h  🦋,False,,False,"{'followers_count': 587, 'following_count': 286, 'tweet_count': 13774, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1318250791413698562/1r_wTVSl_normal.jpg,tillyraecyrus,382149932,,910352875557187584,
61,News? What News?,False,,False,"{'followers_count': 174, 'following_count': 869, 'tweet_count': 15568, 'listed_count': 1}",We take breaking news &break it into little pieces.Darren Marshall & guest hosts skewer news as it happens!Tues. 4-6 Central on Que4 Radio/1680 AM. https://t.co/w3be4vL71p.,https://pbs.twimg.com/profile_images/715270562524737536/xXJ4LRn4_normal.jpg,NewsWhatNews,714887035434053632,"Chicago, IL",,"{'description': {'urls': [{'start': 148, 'end': 171, 'url': 'https://t.co/w3be4vL71p', 'expanded_url': 'http://Que4.org', 'display_url': 'Que4.org'}]}}"
